lon,lat,depth,unc,etype,src
-126.6340,44.6307,3.4300,nan,AS,nan
-126.3860,44.6366,3.7400,nan,AS,nan
-126.1760,44.6412,3.9700,nan,AS,nan
-125.9930,44.6449,4.5100,nan,AS,nan
-125.9390,44.6460,4.2800,nan,AS,nan
-125.8140,44.6482,4.2100,nan,AS,nan
-125.7060,44.6501,4.5200,nan,AS,nan
-125.4570,44.6541,5.2800,nan,AS,nan
-125.3410,44.6557,6.1200,nan,AS,nan
-125.2240,44.6573,6.9600,nan,AS,nan
-125.0810,44.6590,8.0300,nan,AS,nan
-125.0070,44.6598,8.4900,nan,AS,nan
-124.7700,44.6622,10.1000,nan,AS,nan
-124.6230,44.6634,12.1600,nan,AS,nan
-124.5850,44.6636,13.1500,nan,AS,nan
-124.5040,44.6642,14.6700,nan,AS,nan
-124.3920,44.6648,17.0400,nan,AS,nan
-124.1790,44.6658,20.7700,nan,AS,nan
-124.0560,44.6662,23.4400,nan,AS,nan
-123.9090,44.6665,26.1900,nan,AS,nan
-123.7580,44.6666,29.3100,nan,AS,nan
-123.6230,44.6665,32.2100,nan,AS,nan
