lon,lat,depth,unc,etype,src
-126.9430,47.1333,3.9500,nan,AS,nan
-126.8200,47.1568,4.0100,nan,AS,nan
-126.6910,47.1814,4.1600,nan,AS,nan
-126.5480,47.2085,4.4000,nan,AS,nan
-126.4710,47.2229,4.4500,nan,AS,nan
-126.3810,47.2399,4.6400,nan,AS,nan
-126.2570,47.2628,5.2100,nan,AS,nan
-126.2130,47.2710,5.2100,nan,AS,nan
-125.9600,47.3175,5.6900,nan,AS,nan
-125.7390,47.3576,6.1700,nan,AS,nan
-125.5590,47.3899,7.0200,nan,AS,nan
-125.3850,47.4208,8.1000,nan,AS,nan
-125.1400,47.4639,9.5500,nan,AS,nan
-124.8910,47.5070,11.0100,nan,AS,nan
