lon,lat,depth,unc,etype,src
-85.9093,9.1605,4.1200,nan,AS,nan
-85.8993,9.1679,4.1500,nan,AS,nan
-85.8878,9.1764,4.2000,nan,AS,nan
-85.8754,9.1855,4.3000,nan,AS,nan
-85.8640,9.1940,4.3700,nan,AS,nan
-85.8488,9.2052,4.4500,nan,AS,nan
-85.8340,9.2161,4.5300,nan,AS,nan
-85.8225,9.2246,4.6300,nan,AS,nan
-85.8120,9.2323,4.8100,nan,AS,nan
-85.8000,9.2411,4.9500,nan,AS,nan
-85.7834,9.2533,5.1500,nan,AS,nan
-85.7698,9.2634,5.3400,nan,AS,nan
-85.7576,9.2724,5.5500,nan,AS,nan
-85.7459,9.2810,5.7600,nan,AS,nan
