lon,lat,depth,unc,Reference_,Location_T
-123.0350357,47.39796903,40.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.5281279,47.38345989,45.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.2146253,47.36185152,50.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-121.9942473,47.35294249,55.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-121.7610787,47.34537272,60.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-125.3431457,48.59827838,25.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-125.1079823,48.74896604,30.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.8670035,48.90177634,35.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.6312362,49.05251139,40.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.4117838,49.19463199,45.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.2803084,49.27608143,50.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.1318765,49.36546473,55.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.9863816,49.4608166,60.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.6054446,48.48424626,30.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.1630078,48.69763842,35.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.7559915,48.88802697,40.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.5613748,48.97909561,45.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.3830194,49.0645887,50.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.1931244,49.15425018,55.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.2147433,48.09154664,30.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.709416,48.02127304,35.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.1882374,47.94677816,40.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.6166645,47.8268473,45.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.6117078,48.65190385,55.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.8041437,48.58431125,50.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.9960223,48.52083343,45.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.2890999,48.41884524,40.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.7755678,48.24467735,35.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.7097305,48.02020601,35.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.1903486,47.75286954,40.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.9503016,48.24517232,45.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.7239353,48.30916496,50.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.5258228,48.36933075,55.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-123.1761284,48.18071328,40.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-121.8804514,47.92802414,60.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.1094332,47.89657157,55.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-122.3612536,47.86842271,50.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
-124.1211862,49.21857248,50.0,4,33.0,WIDE-ANGLE (ACTIVE SOURCE) >2003 new
