lon,lat,depth,unc,etype,src
112.9260,-11.0391,4.3500,nan,AS,nan
112.9390,-10.9783,4.6000,nan,AS,nan
112.9460,-10.9471,4.9600,nan,AS,nan
112.9530,-10.9142,5.3200,nan,AS,nan
112.9610,-10.8777,5.6900,nan,AS,nan
112.9660,-10.8517,5.6300,nan,AS,nan
112.9720,-10.8257,6.1100,nan,AS,nan
112.9780,-10.7980,6.2900,nan,AS,nan
112.9780,-10.7963,6.2900,nan,AS,nan
112.9860,-10.7598,6.7200,nan,AS,nan
112.9920,-10.7303,6.8400,nan,AS,nan
113.0000,-10.6957,7.3800,nan,AS,nan
113.0130,-10.6349,7.5700,nan,AS,nan
113.0190,-10.6037,7.5700,nan,AS,nan
113.0240,-10.5811,7.3900,nan,AS,nan
113.0290,-10.5585,7.5100,nan,AS,nan
113.0340,-10.5360,7.8700,nan,AS,nan
113.0400,-10.5049,8.5400,nan,AS,nan
113.0460,-10.4804,7.9400,nan,AS,nan
113.0510,-10.4544,8.1800,nan,AS,nan
113.0570,-10.4249,8.6600,nan,AS,nan
113.0660,-10.3851,8.9700,nan,AS,nan
113.0760,-10.3366,9.5700,nan,AS,nan
113.0880,-10.2829,10.6000,nan,AS,nan
113.0960,-10.2431,11.4400,nan,AS,nan
113.1080,-10.1877,12.5300,nan,AS,nan
113.1220,-10.1237,13.6800,nan,AS,nan
113.1340,-10.0649,15.0700,nan,AS,nan
