lon,lat,depth,unc,etype,src
144.396,37.964,6.63,nan,AS,nan
144.193,37.9956,7.02,nan,AS,nan
144.029,38.0209,7.78,nan,AS,nan
143.881,38.0435,9.06,nan,AS,nan
143.684,38.0732,10.2,nan,AS,nan
143.503,38.1002,11.73,nan,AS,nan
143.225,38.1411,14.67,nan,AS,nan
142.97,38.1781,17.73,nan,AS,nan
142.775,38.2059,20.54,nan,AS,nan
142.591,38.2319,23.98,nan,AS,nan
142.419,38.2559,27.17,nan,AS,nan
142.293,38.2733,31.76,nan,AS,nan
142.14,38.2942,37.63,nan,AS,nan
