lon,lat,depth,unc,Reference_,Location_T
-126.5834247,48.29376402,5.0,2,23.1,HYPOCENTERS >2002
-125.4969786,48.1114919,10.0,2,23.1,HYPOCENTERS >2002
-124.9176241,48.01210233,15.0,2,23.1,HYPOCENTERS >2002
-124.4416259,47.92448737,20.0,2,23.1,HYPOCENTERS >2002
-124.002342,47.84521048,25.0,2,23.1,HYPOCENTERS >2002
-123.581808,47.7658115,30.0,2,23.1,HYPOCENTERS >2002
-123.1789164,47.6900164,35.0,2,23.1,HYPOCENTERS >2002
-122.802347,47.61464144,40.0,2,23.1,HYPOCENTERS >2002
-122.4568128,47.54630269,45.0,2,23.1,HYPOCENTERS >2002
-122.2559208,47.50329122,50.0,2,23.1,HYPOCENTERS >2002
-122.1166356,47.47787418,55.0,2,23.1,HYPOCENTERS >2002
-122.0014575,47.45244476,60.0,2,23.1,HYPOCENTERS >2002
-121.9042439,47.43331668,65.0,2,23.1,HYPOCENTERS >2002
-121.8128507,47.41427742,70.0,2,23.1,HYPOCENTERS >2002
-121.7282444,47.39427389,75.0,2,23.1,HYPOCENTERS >2002
-121.641745,47.37801109,80.0,2,23.1,HYPOCENTERS >2002
-121.5702094,47.36334431,85.0,2,23.1,HYPOCENTERS >2002
-121.4952097,47.34696243,90.0,2,23.1,HYPOCENTERS >2002
-121.4228886,47.33239647,95.0,2,23.1,HYPOCENTERS >2002
-126.1960828,47.50873612,5.0,2,23.1,HYPOCENTERS >2002
-125.3389435,47.4760582,10.0,2,23.1,HYPOCENTERS >2002
-124.8382138,47.45501281,15.0,2,23.1,HYPOCENTERS >2002
-124.3923041,47.43245582,20.0,2,23.1,HYPOCENTERS >2002
-124.0076991,47.41256858,25.0,2,23.1,HYPOCENTERS >2002
-123.6306465,47.39363114,30.0,2,23.1,HYPOCENTERS >2002
-123.2737736,47.3706235,35.0,2,23.1,HYPOCENTERS >2002
-122.9298103,47.35060329,40.0,2,23.1,HYPOCENTERS >2002
-122.6068121,47.33057544,45.0,2,23.1,HYPOCENTERS >2002
