lon,lat,depth,unc,Reference_,Location_T
-122.4015096,47.31675817,50.0,2,23.1,HYPOCENTERS >2002
-122.242528,47.30507439,55.0,2,23.1,HYPOCENTERS >2002
-122.1112785,47.29596388,60.0,2,23.1,HYPOCENTERS >2002
-121.9827076,47.28867432,65.0,2,23.1,HYPOCENTERS >2002
-121.8728867,47.28138376,70.0,2,23.1,HYPOCENTERS >2002
-121.7684228,47.27044602,75.0,2,23.1,HYPOCENTERS >2002
-121.6773518,47.2649763,80.0,2,23.1,HYPOCENTERS >2002
-121.5862807,47.25768245,85.0,2,23.1,HYPOCENTERS >2002
-121.4978882,47.2522114,90.0,2,23.1,HYPOCENTERS >2002
-121.42021,47.24673978,95.0,2,23.1,HYPOCENTERS >2002
-126.0495474,47.1006201,5.0,2,23.1,HYPOCENTERS >2002
-125.3713008,47.09828096,10.0,2,23.1,HYPOCENTERS >2002
-124.9672872,47.09640159,15.0,2,23.1,HYPOCENTERS >2002
-124.5927755,47.08999706,20.0,2,23.1,HYPOCENTERS >2002
-124.2377036,47.08494463,25.0,2,23.1,HYPOCENTERS >2002
-123.8641385,47.0798917,30.0,2,23.1,HYPOCENTERS >2002
-123.3759146,47.06978442,35.0,2,23.1,HYPOCENTERS >2002
-122.9172802,47.05714759,40.0,2,23.1,HYPOCENTERS >2002
-122.599195,47.04703596,45.0,2,23.1,HYPOCENTERS >2002
-122.3698777,47.04197942,50.0,2,23.1,HYPOCENTERS >2002
-122.2071364,47.0369224,55.0,2,23.1,HYPOCENTERS >2002
-122.0905847,47.03251208,60.0,2,23.1,HYPOCENTERS >2002
-122.0000112,47.02933597,65.0,2,23.1,HYPOCENTERS >2002
-126.1342161,46.82436424,5.0,2,23.1,HYPOCENTERS >2002
-125.5266885,47.14775004,10.0,2,23.1,HYPOCENTERS >2002
-125.1226749,47.35683176,15.0,2,23.1,HYPOCENTERS >2002
-124.7610648,47.54493411,20.0,2,23.1,HYPOCENTERS >2002
-124.4059929,47.72493244,25.0,2,23.1,HYPOCENTERS >2002
-124.064791,47.89404731,30.0,2,23.1,HYPOCENTERS >2002
-123.7319112,48.0579594,35.0,2,23.1,HYPOCENTERS >2002
-123.4101273,48.21578673,40.0,2,23.1,HYPOCENTERS >2002
-123.1133094,48.35833853,45.0,2,23.1,HYPOCENTERS >2002
-122.8886155,48.46729576,50.0,2,23.1,HYPOCENTERS >2002
-122.7138536,48.55024088,55.0,2,23.1,HYPOCENTERS >2002
-122.5585096,48.62385526,60.0,2,23.1,HYPOCENTERS >2002
-122.4170357,48.69001599,65.0,2,23.1,HYPOCENTERS >2002
-122.2894317,48.74691775,70.0,2,23.1,HYPOCENTERS >2002
-122.1867938,48.79642461,75.0,2,23.1,HYPOCENTERS >2002
-125.7115561,47.01729197,5.0,2,23.1,HYPOCENTERS >2002
-125.3223372,47.17013994,10.0,2,23.1,HYPOCENTERS >2002
-124.9367704,47.32327471,15.0,2,23.1,HYPOCENTERS >2002
-124.5641337,47.4682645,20.0,2,23.1,HYPOCENTERS >2002
-124.2186697,47.60598483,25.0,2,23.1,HYPOCENTERS >2002
-123.8771978,47.73151481,30.0,2,23.1,HYPOCENTERS >2002
-123.538053,47.85984059,35.0,2,23.1,HYPOCENTERS >2002
-123.2160177,47.97830069,40.0,2,23.1,HYPOCENTERS >2002
-122.8997115,48.09018342,45.0,2,23.1,HYPOCENTERS >2002
-122.6056767,48.19960696,50.0,2,23.1,HYPOCENTERS >2002
-122.3457058,48.29103171,55.0,2,23.1,HYPOCENTERS >2002
-122.1283604,48.36692975,60.0,2,23.1,HYPOCENTERS >2002
-125.8724043,46.80763252,5.0,2,23.1,HYPOCENTERS >2002
-125.3577042,47.01421632,10.0,2,23.1,HYPOCENTERS >2002
-124.8984249,47.19149941,15.0,2,23.1,HYPOCENTERS >2002
-124.5030854,47.34824713,20.0,2,23.1,HYPOCENTERS >2002
-124.1406674,47.48776749,25.0,2,23.1,HYPOCENTERS >2002
-123.7969058,47.61577346,30.0,2,23.1,HYPOCENTERS >2002
-123.4706991,47.73969959,35.0,2,23.1,HYPOCENTERS >2002
-123.1518078,47.85576122,40.0,2,23.1,HYPOCENTERS >2002
-122.8596769,47.96226165,45.0,2,23.1,HYPOCENTERS >2002
-122.5908632,48.05900571,50.0,2,23.1,HYPOCENTERS >2002
-122.3400047,48.14400729,55.0,2,23.1,HYPOCENTERS >2002
-122.1192269,48.22111686,60.0,2,23.1,HYPOCENTERS >2002
-121.9227596,48.29165305,65.0,2,23.1,HYPOCENTERS >2002
-121.7647486,48.34615878,70.0,2,23.1,HYPOCENTERS >2002
-121.6599189,48.38214448,75.0,2,23.1,HYPOCENTERS >2002
-124.5943905,47.21082715,20.0,2,23.1,HYPOCENTERS >2002
-124.2147513,47.3713573,25.0,2,23.1,HYPOCENTERS >2002
-123.8375303,47.52864973,30.0,2,23.1,HYPOCENTERS >2002
-123.4674851,47.67820932,35.0,2,23.1,HYPOCENTERS >2002
-123.1099611,47.82638649,40.0,2,23.1,HYPOCENTERS >2002
-122.7292266,47.97467883,45.0,2,23.1,HYPOCENTERS >2002
-122.397316,48.10318473,50.0,2,23.1,HYPOCENTERS >2002
-122.1653146,48.19653169,55.0,2,23.1,HYPOCENTERS >2002
-121.9826398,48.2653241,60.0,2,23.1,HYPOCENTERS >2002
-121.8664152,48.30901836,65.0,2,23.1,HYPOCENTERS >2002
-125.7703895,46.49110682,5.0,2,23.1,HYPOCENTERS >2002
-125.2581395,46.69432435,10.0,2,23.1,HYPOCENTERS >2002
-124.7366435,46.90511938,15.0,2,23.1,HYPOCENTERS >2002
-124.3088747,47.06974571,20.0,2,23.1,HYPOCENTERS >2002
-123.944852,47.2104103,25.0,2,23.1,HYPOCENTERS >2002
-123.6260784,47.33137764,30.0,2,23.1,HYPOCENTERS >2002
-123.3208979,47.44533917,35.0,2,23.1,HYPOCENTERS >2002
-123.0464509,47.54461009,40.0,2,23.1,HYPOCENTERS >2002
-122.7896387,47.63759473,45.0,2,23.1,HYPOCENTERS >2002
-122.5545368,47.72478731,50.0,2,23.1,HYPOCENTERS >2002
-122.3445367,47.79694808,55.0,2,23.1,HYPOCENTERS >2002
-122.1417174,47.87036891,60.0,2,23.1,HYPOCENTERS >2002
-121.8911102,47.9558788,65.0,2,23.1,HYPOCENTERS >2002
-121.7446627,48.01012471,70.0,2,23.1,HYPOCENTERS >2002
-121.6108401,48.05585009,75.0,2,23.1,HYPOCENTERS >2002
-121.4896422,48.09815201,80.0,2,23.1,HYPOCENTERS >2002
-125.5548205,46.27727561,5.0,2,23.1,HYPOCENTERS >2002
-125.193647,46.45403576,10.0,2,23.1,HYPOCENTERS >2002
-124.8007005,46.6425411,15.0,2,23.1,HYPOCENTERS >2002
-124.4135407,46.83233665,20.0,2,23.1,HYPOCENTERS >2002
-124.0595199,47.00102252,25.0,2,23.1,HYPOCENTERS >2002
-123.6863535,47.17778468,30.0,2,23.1,HYPOCENTERS >2002
-123.3160267,47.34966603,35.0,2,23.1,HYPOCENTERS >2002
-122.8750011,47.54834515,40.0,2,23.1,HYPOCENTERS >2002
-122.5215074,47.70538147,45.0,2,23.1,HYPOCENTERS >2002
-122.2815356,47.80409336,50.0,2,23.1,HYPOCENTERS >2002
-122.1027014,47.88821721,55.0,2,23.1,HYPOCENTERS >2002
-121.936795,47.9635219,60.0,2,23.1,HYPOCENTERS >2002
-121.7902803,48.022819,65.0,2,23.1,HYPOCENTERS >2002
-121.6674664,48.07771609,70.0,2,23.1,HYPOCENTERS >2002
-121.559735,48.12245696,75.0,2,23.1,HYPOCENTERS >2002
-125.8740198,46.0497441,5.0,2,23.1,HYPOCENTERS >2002
-125.2591992,46.29720017,10.0,2,23.1,HYPOCENTERS >2002
-124.7593585,46.49598683,15.0,2,23.1,HYPOCENTERS >2002
-124.3226871,46.66831863,20.0,2,23.1,HYPOCENTERS >2002
-123.9386402,46.81581116,25.0,2,23.1,HYPOCENTERS >2002
-123.5757492,46.95431368,30.0,2,23.1,HYPOCENTERS >2002
-123.2357746,47.08199902,35.0,2,23.1,HYPOCENTERS >2002
-122.9322666,47.1944041,40.0,2,23.1,HYPOCENTERS >2002
-122.6774642,47.28698094,45.0,2,23.1,HYPOCENTERS >2002
-122.4553423,47.36580163,50.0,2,23.1,HYPOCENTERS >2002
-122.2810789,47.43274171,55.0,2,23.1,HYPOCENTERS >2002
-122.1249659,47.48669814,60.0,2,23.1,HYPOCENTERS >2002
-121.9870697,47.53533615,65.0,2,23.1,HYPOCENTERS >2002
-121.8635376,47.58006374,70.0,2,23.1,HYPOCENTERS >2002
-121.7486241,47.61892607,75.0,2,23.1,HYPOCENTERS >2002
-121.6423291,47.65581839,80.0,2,23.1,HYPOCENTERS >2002
-121.5389069,47.69268449,85.0,2,23.1,HYPOCENTERS >2002
-121.4383908,47.73016301,90.0,2,23.1,HYPOCENTERS >2002
-125.443094,45.83529256,5.0,2,23.1,HYPOCENTERS >2002
-125.035151,46.037764,10.0,2,23.1,HYPOCENTERS >2002
-124.6616821,46.21751368,15.0,2,23.1,HYPOCENTERS >2002
-124.3341785,46.3788044,20.0,2,23.1,HYPOCENTERS >2002
-124.0200594,46.5297042,25.0,2,23.1,HYPOCENTERS >2002
-123.722264,46.66831863,30.0,2,23.1,HYPOCENTERS >2002
-123.3890147,46.82432638,35.0,2,23.1,HYPOCENTERS >2002
-123.0040544,46.9995378,40.0,2,23.1,HYPOCENTERS >2002
-122.6593138,47.15457977,45.0,2,23.1,HYPOCENTERS >2002
-122.4065373,47.27009716,50.0,2,23.1,HYPOCENTERS >2002
-122.2255153,47.35018464,55.0,2,23.1,HYPOCENTERS >2002
-122.0761277,47.41847464,60.0,2,23.1,HYPOCENTERS >2002
-121.9545219,47.47045288,65.0,2,23.1,HYPOCENTERS >2002
-121.8319364,47.52171578,70.0,2,23.1,HYPOCENTERS >2002
-121.7285142,47.56839938,75.0,2,23.1,HYPOCENTERS >2002
-121.6308377,47.61309857,80.0,2,23.1,HYPOCENTERS >2002
-121.5254561,47.65517885,85.0,2,23.1,HYPOCENTERS >2002
-121.4297391,47.69850306,90.0,2,23.1,HYPOCENTERS >2002
-125.6269557,45.84934763,5.0,2,23.1,HYPOCENTERS >2002
-125.1787929,46.02973727,10.0,2,23.1,HYPOCENTERS >2002
-124.7019018,46.22150192,15.0,2,23.1,HYPOCENTERS >2002
-124.2566451,46.39468544,20.0,2,23.1,HYPOCENTERS >2002
-123.8400171,46.55477509,25.0,2,23.1,HYPOCENTERS >2002
-123.4062518,46.72168885,30.0,2,23.1,HYPOCENTERS >2002
-123.0729693,46.84469127,35.0,2,23.1,HYPOCENTERS >2002
-122.8029557,46.94841204,40.0,2,23.1,HYPOCENTERS >2002
-122.5645102,47.0329396,45.0,2,23.1,HYPOCENTERS >2002
-122.3576658,47.10948781,50.0,2,23.1,HYPOCENTERS >2002
-122.1738042,47.17417297,55.0,2,23.1,HYPOCENTERS >2002
-121.9966015,47.23880156,60.0,2,23.1,HYPOCENTERS >2002
-121.8319364,47.29548855,65.0,2,23.1,HYPOCENTERS >2002
-121.6854217,47.35018464,70.0,2,23.1,HYPOCENTERS >2002
-121.5532379,47.39504841,75.0,2,23.1,HYPOCENTERS >2002
-121.4412304,47.43407128,80.0,2,23.1,HYPOCENTERS >2002
-121.3378082,47.46912423,85.0,2,23.1,HYPOCENTERS >2002
-121.2487503,47.50030516,90.0,2,23.1,HYPOCENTERS >2002
-125.4488397,45.56820872,5.0,2,23.1,HYPOCENTERS >2002
-124.9690757,45.76290644,10.0,2,23.1,HYPOCENTERS >2002
-124.5850288,45.91688042,15.0,2,23.1,HYPOCENTERS >2002
-124.253739,46.04374282,20.0,2,23.1,HYPOCENTERS >2002
-123.9626026,46.1596283,25.0,2,23.1,HYPOCENTERS >2002
-123.6906627,46.26734578,30.0,2,23.1,HYPOCENTERS >2002
-123.427275,46.36883905,35.0,2,23.1,HYPOCENTERS >2002
-123.178351,46.4602402,40.0,2,23.1,HYPOCENTERS >2002
-122.9484575,46.54752314,45.0,2,23.1,HYPOCENTERS >2002
-122.7253891,46.62677177,50.0,2,23.1,HYPOCENTERS >2002
-122.5242904,46.70192829,55.0,2,23.1,HYPOCENTERS >2002
-122.3231918,46.77697967,60.0,2,23.1,HYPOCENTERS >2002
-122.1402435,46.8453635,65.0,2,23.1,HYPOCENTERS >2002
-121.9755451,46.90446463,70.0,2,23.1,HYPOCENTERS >2002
-125.6842051,44.50224586,5.0,2,23.1,HYPOCENTERS >2002
-124.9374753,44.49872933,10.0,2,23.1,HYPOCENTERS >2002
-124.5147259,44.49237317,15.0,2,23.1,HYPOCENTERS >2002
-124.1952974,44.48872666,20.0,2,23.1,HYPOCENTERS >2002
-123.9633223,44.48588692,25.0,2,23.1,HYPOCENTERS >2002
-125.0890354,41.41172452,5.0,2,23.1,HYPOCENTERS >2002
-124.4499256,41.40763519,10.0,2,23.1,HYPOCENTERS >2002
-124.068108,41.40222167,15.0,2,23.1,HYPOCENTERS >2002
-123.7828243,41.39947934,20.0,2,23.1,HYPOCENTERS >2002
-123.5815149,41.3967605,25.0,2,23.1,HYPOCENTERS >2002
-123.3919641,41.39269382,30.0,2,23.1,HYPOCENTERS >2002
-123.2773137,41.39132247,35.0,2,23.1,HYPOCENTERS >2002
-125.0818138,41.30837115,5.0,2,23.1,HYPOCENTERS >2002
-124.5185306,41.30562484,10.0,2,23.1,HYPOCENTERS >2002
-124.1474828,41.30222724,15.0,2,23.1,HYPOCENTERS >2002
-123.8397021,41.29610637,20.0,2,23.1,HYPOCENTERS >2002
-123.6068218,41.2947566,25.0,2,23.1,HYPOCENTERS >2002
-123.4100181,41.28930998,30.0,2,23.1,HYPOCENTERS >2002
-123.2691973,41.2865865,35.0,2,23.1,HYPOCENTERS >2002
-123.1572628,41.2865865,40.0,2,23.1,HYPOCENTERS >2002
-125.0520326,41.20548094,5.0,2,23.1,HYPOCENTERS >2002
-124.5835248,41.20480511,10.0,2,23.1,HYPOCENTERS >2002
-124.1466192,41.20002681,15.0,2,23.1,HYPOCENTERS >2002
-123.6953018,41.19387262,20.0,2,23.1,HYPOCENTERS >2002
-123.4425152,41.18846487,25.0,2,23.1,HYPOCENTERS >2002
-123.2691973,41.18573715,30.0,2,23.1,HYPOCENTERS >2002
-123.1680952,41.18300931,35.0,2,23.1,HYPOCENTERS >2002
-125.1342173,41.11066815,5.0,2,23.1,HYPOCENTERS >2002
-124.7008598,41.108614,10.0,2,23.1,HYPOCENTERS >2002
-124.3370649,41.10382863,15.0,2,23.1,HYPOCENTERS >2002
-123.6374978,41.09290286,20.0,2,23.1,HYPOCENTERS >2002
-123.3125268,41.087463,25.0,2,23.1,HYPOCENTERS >2002
-123.1789275,41.08473105,30.0,2,23.1,HYPOCENTERS >2002
-123.0994902,41.08473105,35.0,2,23.1,HYPOCENTERS >2002
-125.0836035,41.05808256,5.0,2,23.1,HYPOCENTERS >2002
-124.6449082,40.92334319,10.0,2,23.1,HYPOCENTERS >2002
-124.3578661,40.84316763,15.0,2,23.1,HYPOCENTERS >2002
-123.7241568,40.64614515,20.0,2,23.1,HYPOCENTERS >2002
-123.2475325,40.49746217,25.0,2,23.1,HYPOCENTERS >2002
-123.0597715,40.43679219,30.0,2,23.1,HYPOCENTERS >2002
-122.9370046,40.39815527,35.0,2,23.1,HYPOCENTERS >2002
-122.8250701,40.36502012,40.0,2,23.1,HYPOCENTERS >2002
-122.7311896,40.3346318,45.0,2,23.1,HYPOCENTERS >2002
-125.0773395,40.79036684,5.0,2,23.1,HYPOCENTERS >2002
-124.8073938,40.82467365,10.0,2,23.1,HYPOCENTERS >2002
-124.4336927,40.87812615,15.0,2,23.1,HYPOCENTERS >2002
-123.5761144,40.9917765,20.0,2,23.1,HYPOCENTERS >2002
-123.3296858,41.02392139,25.0,2,23.1,HYPOCENTERS >2002
-123.1897599,41.04165801,30.0,2,23.1,HYPOCENTERS >2002
-123.1066804,41.0505601,35.0,2,23.1,HYPOCENTERS >2002
