lon,lat,depth,unc,etype,src
-23.9514,-57.0365,7.0200,nan,AS,nan
-24.0612,-57.0536,7.5500,nan,AS,nan
-24.1450,-57.0665,8.0800,nan,AS,nan
-24.1769,-57.0714,7.9400,nan,AS,nan
-24.2289,-57.0794,8.6100,nan,AS,nan
-24.3913,-57.1043,10.0900,nan,AS,nan
-24.5537,-57.1288,11.2900,nan,AS,nan
-24.7949,-57.1649,14.6500,nan,AS,nan
-25.0744,-57.2060,18.9500,nan,AS,nan
-25.1591,-57.2183,20.1600,nan,AS,nan
-25.2758,-57.2352,22.9900,nan,AS,nan
-25.3955,-57.2523,26.0800,nan,AS,nan
-25.5359,-57.2723,29.5900,nan,AS,nan
-25.6735,-57.2917,32.9500,nan,AS,nan
-25.8111,-57.3110,39.0200,nan,AS,nan
-25.8816,-57.3207,42.1200,nan,AS,nan
-25.9520,-57.3305,46.0400,nan,AS,nan
