lon,lat,depth
-150.49669,58.72359,25.2
-150.66091,58.75213,26.2
-150.91395,58.79559,27.3
-151.07895,58.8236,28.7
-151.20531,58.84488,29.5
-151.49686,58.89341,31.3
-151.67939,58.92338,32.4
-152.01351,58.98031,34.5
-150.66091,58.75213,26.1
-150.8254,58.78045,27.2
-150.99016,58.80856,28.2
-151.1552,58.83646,29.1
-151.3205,58.86415,30.1
-151.48607,58.89163,31.1
-151.6519,58.91889,32.0
-151.8179,58.9461,33.1
-151.98296,58.97499,34.1
-152.14829,59.00367,35.0
-152.31391,59.03213,36.0
-152.4798,59.06038,37.0
-152.64596,59.08842,38.1
-152.81222,59.11654,39.0
-152.97852,59.1448,39.9
-153.14509,59.17284,40.9
-153.31195,59.20067,41.8
