lon,lat,depth,unc,etype,src
-95.5101,16.4451,54,nan,RF,nan
-95.4860,16.5151,58,nan,RF,nan
-95.4594,16.5921,62,nan,RF,nan
-95.4473,16.6272,64,nan,RF,nan
-95.4349,16.6630,66,nan,RF,nan
-95.3960,16.7754,72,nan,RF,nan
-95.3779,16.8277,74,nan,RF,nan
-95.3700,16.8506,76,nan,RF,nan
-95.3630,16.8706,77,nan,RF,nan
-95.3393,16.9390,80,nan,RF,nan
-95.3270,16.9745,82,nan,RF,nan
-95.2980,17.0581,87,nan,RF,nan
-95.2876,17.0879,88,nan,RF,nan
-95.2679,17.1448,91,nan,RF,nan
-95.2488,17.1996,94,nan,RF,nan
-95.2301,17.2533,97,nan,RF,nan
-95.2203,17.2813,99,nan,RF,nan
-95.2054,17.3243,101,nan,RF,nan
-95.1870,17.3770,104,nan,RF,nan
-95.1663,17.4365,107,nan,RF,nan
-95.1539,17.4720,109,nan,RF,nan
-95.1297,17.5412,113,nan,RF,nan
-95.1015,17.6220,118,nan,RF,nan
-95.0946,17.6417,119,nan,RF,nan
-95.0809,17.6809,121,nan,RF,nan
-95.0722,17.7056,123,nan,RF,nan
-95.0557,17.7528,126,nan,RF,nan
-95.0516,17.7646,126,nan,RF,nan
-95.0355,17.8105,129,nan,RF,nan
-95.0145,17.8705,133,nan,RF,nan
-95.0061,17.8945,134,nan,RF,nan
