lon,lat,depth,unc,etype,src
179.9725,-37.5753,4.6039,nan,AS,nan
179.9723,-37.5753,4.6062,nan,AS,nan
179.9722,-37.5752,4.6084,nan,AS,nan
179.9721,-37.5752,4.6107,nan,AS,nan
179.9720,-37.5751,4.6130,nan,AS,nan
179.9719,-37.5750,4.6152,nan,AS,nan
179.9717,-37.5750,4.6175,nan,AS,nan
179.9716,-37.5749,4.6198,nan,AS,nan
179.9715,-37.5749,4.6221,nan,AS,nan
179.9714,-37.5748,4.6244,nan,AS,nan
179.9712,-37.5748,4.6268,nan,AS,nan
179.9711,-37.5747,4.6291,nan,AS,nan
179.9710,-37.5747,4.6314,nan,AS,nan
179.9709,-37.5746,4.6338,nan,AS,nan
179.9708,-37.5745,4.6361,nan,AS,nan
179.9706,-37.5745,4.6385,nan,AS,nan
179.9705,-37.5744,4.6408,nan,AS,nan
179.9704,-37.5744,4.6432,nan,AS,nan
179.9703,-37.5743,4.6456,nan,AS,nan
179.9701,-37.5743,4.6479,nan,AS,nan
179.9700,-37.5742,4.6503,nan,AS,nan
179.9699,-37.5742,4.6527,nan,AS,nan
179.9698,-37.5741,4.6551,nan,AS,nan
179.9696,-37.5740,4.6576,nan,AS,nan
179.9695,-37.5740,4.6600,nan,AS,nan
179.9694,-37.5739,4.6624,nan,AS,nan
179.9693,-37.5739,4.6648,nan,AS,nan
179.9691,-37.5738,4.6673,nan,AS,nan
179.9690,-37.5738,4.6697,nan,AS,nan
179.9689,-37.5737,4.6722,nan,AS,nan
179.9688,-37.5737,4.6747,nan,AS,nan
179.9687,-37.5736,4.6771,nan,AS,nan
179.9685,-37.5735,4.6796,nan,AS,nan
179.9684,-37.5735,4.6821,nan,AS,nan
179.9683,-37.5734,4.6846,nan,AS,nan
179.9682,-37.5734,4.6871,nan,AS,nan
179.9680,-37.5733,4.6896,nan,AS,nan
179.9679,-37.5733,4.6921,nan,AS,nan
179.9678,-37.5732,4.6946,nan,AS,nan
179.9677,-37.5732,4.6972,nan,AS,nan
179.9675,-37.5731,4.6997,nan,AS,nan
179.9674,-37.5730,4.7023,nan,AS,nan
179.9673,-37.5730,4.7048,nan,AS,nan
179.9672,-37.5729,4.7074,nan,AS,nan
179.9671,-37.5729,4.7099,nan,AS,nan
179.9669,-37.5728,4.7125,nan,AS,nan
179.9668,-37.5728,4.7151,nan,AS,nan
179.9667,-37.5727,4.7177,nan,AS,nan
179.9666,-37.5727,4.7203,nan,AS,nan
179.9664,-37.5726,4.7213,nan,AS,nan
179.9663,-37.5725,4.7242,nan,AS,nan
179.9662,-37.5725,4.7271,nan,AS,nan
179.9661,-37.5724,4.7301,nan,AS,nan
179.9659,-37.5724,4.7331,nan,AS,nan
179.9658,-37.5723,4.7360,nan,AS,nan
179.9657,-37.5723,4.7390,nan,AS,nan
179.9656,-37.5722,4.7420,nan,AS,nan
179.9654,-37.5722,4.7468,nan,AS,nan
179.9653,-37.5721,4.7490,nan,AS,nan
179.9652,-37.5720,4.7511,nan,AS,nan
179.9651,-37.5720,4.7533,nan,AS,nan
179.9650,-37.5719,4.7555,nan,AS,nan
179.9648,-37.5719,4.7577,nan,AS,nan
179.9647,-37.5718,4.7599,nan,AS,nan
179.9646,-37.5718,4.7620,nan,AS,nan
179.9645,-37.5717,4.7642,nan,AS,nan
179.9643,-37.5717,4.7664,nan,AS,nan
179.9642,-37.5716,4.7686,nan,AS,nan
179.9641,-37.5715,4.7708,nan,AS,nan
179.9640,-37.5715,4.7730,nan,AS,nan
179.9639,-37.5714,4.7752,nan,AS,nan
179.9637,-37.5714,4.7774,nan,AS,nan
179.9636,-37.5713,4.7796,nan,AS,nan
179.9635,-37.5713,4.7818,nan,AS,nan
179.9634,-37.5712,4.7840,nan,AS,nan
179.9632,-37.5712,4.7862,nan,AS,nan
179.9631,-37.5711,4.7884,nan,AS,nan
179.9630,-37.5710,4.7906,nan,AS,nan
179.9629,-37.5710,4.7928,nan,AS,nan
179.9628,-37.5709,4.7950,nan,AS,nan
179.9626,-37.5709,4.7972,nan,AS,nan
179.9625,-37.5708,4.7995,nan,AS,nan
179.9624,-37.5708,4.8017,nan,AS,nan
179.9623,-37.5707,4.8039,nan,AS,nan
179.9621,-37.5707,4.8061,nan,AS,nan
179.9620,-37.5706,4.8083,nan,AS,nan
179.9619,-37.5705,4.8106,nan,AS,nan
179.9618,-37.5705,4.8128,nan,AS,nan
179.9616,-37.5704,4.8154,nan,AS,nan
179.9615,-37.5704,4.8183,nan,AS,nan
179.9614,-37.5703,4.8212,nan,AS,nan
179.9613,-37.5703,4.8241,nan,AS,nan
179.9611,-37.5702,4.8271,nan,AS,nan
179.9610,-37.5702,4.8300,nan,AS,nan
179.9609,-37.5701,4.8329,nan,AS,nan
179.9608,-37.5700,4.8359,nan,AS,nan
179.9607,-37.5700,4.8388,nan,AS,nan
179.9605,-37.5699,4.8418,nan,AS,nan
179.9604,-37.5699,4.8447,nan,AS,nan
179.9603,-37.5698,4.8477,nan,AS,nan
179.9602,-37.5698,4.8507,nan,AS,nan
179.9600,-37.5697,4.8537,nan,AS,nan
179.9599,-37.5697,4.8567,nan,AS,nan
179.9598,-37.5696,4.8597,nan,AS,nan
179.9597,-37.5696,4.8627,nan,AS,nan
179.9595,-37.5695,4.8657,nan,AS,nan
179.9594,-37.5694,4.8688,nan,AS,nan
179.9593,-37.5694,4.8718,nan,AS,nan
179.9592,-37.5693,4.8748,nan,AS,nan
179.9591,-37.5693,4.8779,nan,AS,nan
179.9589,-37.5692,4.8810,nan,AS,nan
179.9588,-37.5692,4.8840,nan,AS,nan
179.9587,-37.5691,4.8871,nan,AS,nan
179.9586,-37.5690,4.8902,nan,AS,nan
179.9584,-37.5690,4.8933,nan,AS,nan
179.9583,-37.5689,4.8964,nan,AS,nan
179.9582,-37.5689,4.8995,nan,AS,nan
179.9581,-37.5688,4.9026,nan,AS,nan
179.9579,-37.5688,4.9058,nan,AS,nan
179.9578,-37.5687,4.9089,nan,AS,nan
179.9577,-37.5687,4.9120,nan,AS,nan
179.9576,-37.5686,4.9152,nan,AS,nan
179.9574,-37.5686,4.9184,nan,AS,nan
179.9573,-37.5685,4.9215,nan,AS,nan
179.9572,-37.5684,4.9247,nan,AS,nan
179.9571,-37.5684,4.9279,nan,AS,nan
179.9570,-37.5683,4.9311,nan,AS,nan
179.9568,-37.5683,4.9343,nan,AS,nan
179.9567,-37.5682,4.9375,nan,AS,nan
179.9566,-37.5682,4.9407,nan,AS,nan
179.9565,-37.5681,4.9439,nan,AS,nan
179.9563,-37.5680,4.9471,nan,AS,nan
179.9562,-37.5680,4.9504,nan,AS,nan
179.9561,-37.5679,4.9536,nan,AS,nan
179.9560,-37.5679,4.9569,nan,AS,nan
179.9559,-37.5678,4.9601,nan,AS,nan
179.9557,-37.5678,4.9634,nan,AS,nan
179.9556,-37.5677,4.9667,nan,AS,nan
179.9555,-37.5677,4.9700,nan,AS,nan
179.9554,-37.5676,4.9733,nan,AS,nan
179.9552,-37.5675,4.9766,nan,AS,nan
179.9551,-37.5675,4.9799,nan,AS,nan
179.9550,-37.5674,4.9832,nan,AS,nan
179.9549,-37.5674,4.9866,nan,AS,nan
179.9547,-37.5673,4.9899,nan,AS,nan
179.9546,-37.5673,4.9932,nan,AS,nan
179.9545,-37.5672,4.9976,nan,AS,nan
179.9544,-37.5672,4.9986,nan,AS,nan
179.9543,-37.5671,4.9997,nan,AS,nan
179.9541,-37.5670,5.0038,nan,AS,nan
179.9540,-37.5670,5.0048,nan,AS,nan
179.9539,-37.5669,5.0057,nan,AS,nan
179.9538,-37.5669,5.0066,nan,AS,nan
179.9536,-37.5668,5.0076,nan,AS,nan
179.9535,-37.5668,5.0085,nan,AS,nan
179.9534,-37.5667,5.0095,nan,AS,nan
179.9533,-37.5667,5.0104,nan,AS,nan
179.9531,-37.5666,5.0113,nan,AS,nan
179.9530,-37.5665,5.0123,nan,AS,nan
179.9529,-37.5665,5.0132,nan,AS,nan
179.9528,-37.5664,5.0142,nan,AS,nan
179.9527,-37.5664,5.0151,nan,AS,nan
179.9525,-37.5663,5.0161,nan,AS,nan
179.9524,-37.5663,5.0171,nan,AS,nan
179.9523,-37.5662,5.0180,nan,AS,nan
179.9522,-37.5662,5.0190,nan,AS,nan
179.9520,-37.5661,5.0199,nan,AS,nan
179.9519,-37.5661,5.0209,nan,AS,nan
179.9518,-37.5660,5.0218,nan,AS,nan
179.9517,-37.5659,5.0228,nan,AS,nan
179.9515,-37.5659,5.0238,nan,AS,nan
179.9514,-37.5658,5.0248,nan,AS,nan
179.9513,-37.5658,5.0257,nan,AS,nan
179.9512,-37.5657,5.0267,nan,AS,nan
179.9511,-37.5657,5.0277,nan,AS,nan
179.9509,-37.5656,5.0286,nan,AS,nan
179.9508,-37.5655,5.0296,nan,AS,nan
179.9507,-37.5655,5.0306,nan,AS,nan
179.9506,-37.5654,5.0316,nan,AS,nan
179.9504,-37.5654,5.0326,nan,AS,nan
179.9503,-37.5653,5.0336,nan,AS,nan
179.9502,-37.5653,5.0346,nan,AS,nan
179.9501,-37.5652,5.0355,nan,AS,nan
179.9499,-37.5652,5.0365,nan,AS,nan
179.9498,-37.5651,5.0375,nan,AS,nan
179.9497,-37.5651,5.0385,nan,AS,nan
