lon,lat,depth
56.5162972455,26.3806569473,17.792421
56.5162972455,26.884276479,23.723228
56.5162972455,27.4058824225,33.36079
56.5162972455,27.936481572,41.51565
56.5162972455,28.1523185141,44.481056
57.0110942047,25.940067633,11.120264
57.0110942047,26.5426124298,19.275124
57.0110942047,27.1271708148,28.912685
57.0110942047,27.5858243169,36.326195
57.0110942047,28.1613894959,43.739704
57.0110942047,28.9078255875,67.46293
57.0110942047,29.672248091,103.78912
57.4860219807,25.9036361487,11.138614
57.4860219807,26.3083304153,15.594059
57.4860219807,26.7489975055,21.534653
57.4860219807,27.3155694786,30.445545
57.4860219807,27.6932841274,35.643566
57.4860219807,28.196903659,44.554455
57.4860219807,28.8713941032,63.118813
57.4860219807,29.4559524882,80.19802
57.9499582463,26.0151431473,13.853313
57.9499582463,26.7975520626,25.614296
57.9499582463,27.2022463291,31.493671
57.9499582463,27.6159338015,38.853313
57.9499582463,28.2094853924,50.6344
58.4460801609,26.0511964216,14.851485
58.4460801609,26.5098499237,23.019802
58.4460801609,27.0854151027,34.158417
58.4460801609,27.6789666936,46.782177
58.4460801609,28.2095658431,64.60396
58.4460801609,28.6682193451,81.68317
58.4460801609,29.1808320827,99.50495
58.9352634165,25.6901372637,11.842105
58.9352634165,26.0228858828,15.542763
58.9352634165,26.6164374737,24.424341
58.9352634165,27.2009958587,34.786182
58.9352634165,27.7585746259,50.32895
58.9352634165,28.2891737753,74.75329
58.9352634165,29.0985623084,108.05921
59.4305448606,25.7870162831,13.564157
59.4305448606,26.614391228,27.015915
59.4305448606,27.0010990827,35.224697
59.4305448606,27.7385419683,53.122158
59.4305448606,28.1792090585,75.44509
59.4305448606,28.6018897369,94.05291
59.4305448606,28.9706111797,109.68519
59.9231661546,25.7890622302,16.30972
59.9231661546,26.3556342033,24.46458
59.9231661546,26.7603284699,31.87809
59.9231661546,27.2189819719,42.257
59.9231661546,27.8754860043,65.98023
59.9231661546,28.2082346234,79.32455
60.413158868,25.5766340571,14.456343
60.413158868,26.0622671769,20.285513
60.413158868,26.5748799145,27.594397
60.413158868,26.9615877692,36.409897
60.413158868,27.4202412713,47.435997
60.413158868,27.7889627141,60.705578
60.413158868,28.0587588918,73.25175
60.8993558685,25.3158715032,10.93785
60.8993558685,25.7025793579,15.338357
60.8993558685,26.1432464481,20.47452
60.8993558685,26.6648523916,29.302395
60.8993558685,27.0605534522,35.183167
60.8993558685,28.0318196918,69.128555
60.8993558685,28.4724867821,88.32724
61.3846667722,25.4788223386,11.674782
61.3846667722,25.8295573696,15.345665
61.3846667722,26.2162652243,20.494766
61.3846667722,26.9087420803,30.802681
61.3846667722,27.2684703172,38.178825
61.3846667722,27.529273289,43.342125
61.8763148202,25.7824349097,17.542564
61.8763148202,26.1871291762,19.721222
61.8763148202,26.5288710013,23.386854
61.8763148202,26.8796060322,27.79113
61.8763148202,27.6620149475,43.994297
62.3519205857,25.9200091457,19.243422
62.3519205857,26.2887305885,21.463816
62.3519205857,26.5495335603,24.424341
62.3519205857,26.6304724136,24.424341
62.3519205857,26.9991938564,28.865131
62.3519205857,27.3589220933,34.04605
