lon,lat,depth
-158.27472,54.0533,7.5
-158.32368,54.13857,8.5
-158.37203,54.22363,8.5
-158.42843,54.30747,10.0
-158.47694,54.39277,14.5
-158.51523,54.47983,16.5
-158.56525,54.56479,19.0
-158.61938,54.64907,18.5
-158.66902,54.73417,18.5
-158.71903,54.81915,20.0
-158.76915,54.90422,21.5
-158.82089,54.989,25.5
-158.87176,55.07409,30.0
-158.92292,55.15905,37.5
-158.97424,55.24378,43.0
-159.026,55.32871,47.5
-159.07766,55.41353,52.5
