lon,lat,depth,unc,etype,mag
131.0228,30.8253,25.6200,nan,ER,5.1000
127.6143,28.3433,178.2300,nan,ER,4.8000
139.8750,36.0816,44.3800,nan,ER,4.6000
131.4546,30.7097,16.7300,nan,ER,4.9000
131.4311,30.6437,20.6400,nan,ER,4.8000
131.4512,30.5664,24.9700,nan,ER,4.5000
139.7138,27.7646,492.4100,nan,ER,4.0000
139.9818,36.0296,43.8800,nan,ER,4.2000
130.7885,28.9227,10.0000,nan,ER,4.3000
139.9035,27.6893,478.0800,nan,ER,4.1000
127.0198,27.0216,118.9400,nan,ER,4.6000
139.9398,30.9602,54.8000,nan,ER,4.6000
136.8663,31.4304,459.7000,nan,ER,4.4000
132.3892,33.3878,37.4800,nan,ER,4.6000
126.9712,25.1052,16.4400,nan,ER,4.2000
139.7697,28.7644,394.5000,nan,ER,4.4000
134.1963,38.0618,407.9100,nan,ER,4.3000
131.4774,31.0298,27.7800,nan,ER,4.7000
131.7846,32.0802,57.9200,nan,ER,4.3000
139.4635,33.2216,10.0000,nan,ER,4.8000
139.5185,33.2096,16.3300,nan,ER,4.4000
139.4261,33.1865,9.1700,nan,ER,4.8000
139.4586,33.1619,16.1400,nan,ER,4.5000
139.4943,33.3907,10.0000,nan,ER,4.3000
139.4185,33.3473,10.0000,nan,ER,4.8000
139.4633,33.2015,19.9200,nan,ER,4.4000
139.6554,33.1456,31.8600,nan,ER,4.6000
139.5008,33.0690,17.6100,nan,ER,4.6000
139.4413,33.2013,10.0000,nan,ER,4.6000
139.5475,33.3389,7.6400,nan,ER,4.4000
139.4004,33.2099,16.6300,nan,ER,4.3000
131.7570,31.5042,46.1900,nan,ER,4.7000
131.7544,33.0334,46.9300,nan,ER,5.5000
128.3247,25.9708,14.3500,nan,ER,5.0000
139.8464,36.0770,50.6800,nan,ER,4.7000
139.8922,36.0530,46.4200,nan,ER,4.3000
139.8943,34.9890,113.6700,nan,ER,4.4000
138.5120,29.4158,481.6300,nan,ER,4.2000
130.3277,30.0953,73.6200,nan,ER,4.1000
125.4290,26.1883,35.4800,nan,ER,4.6000
129.5895,28.2304,49.6900,nan,ER,4.6000
139.8676,27.6454,475.1900,nan,ER,4.4000
139.8943,27.7177,463.0800,nan,ER,4.2000
139.7745,27.7070,462.1300,nan,ER,5.5000
139.7254,27.7375,460.0000,nan,ER,6.5000
134.3667,38.6192,408.5700,nan,ER,4.3000
131.3215,29.5117,10.0000,nan,ER,4.0000
139.3702,29.3735,410.2700,nan,ER,4.0000
139.0552,35.2057,11.3000,nan,ER,4.2000
130.3188,29.2525,33.6600,nan,ER,4.6000
130.4311,29.2593,38.7800,nan,ER,4.7000
129.5663,29.4627,111.2100,nan,ER,4.0000
139.9796,35.5191,59.1600,nan,ER,4.1000
137.7461,31.8168,402.2900,nan,ER,4.3000
137.4068,34.4653,325.7900,nan,ER,4.5000
137.9875,30.6656,487.5200,nan,ER,4.1000
131.4189,29.7940,36.9000,nan,ER,5.1000
130.5267,29.7223,55.1900,nan,ER,4.3000
126.1633,26.6148,130.9300,nan,ER,4.7000
138.4777,33.3795,302.3900,nan,ER,4.0000
137.4626,30.6484,491.5600,nan,ER,4.3000
130.9189,27.9842,10.0000,nan,ER,4.4000
139.1584,33.2758,10.0000,nan,ER,4.6000
137.8565,34.7673,269.6900,nan,ER,4.0000
139.7543,28.7763,416.1600,nan,ER,4.1000
138.0670,32.4701,346.6200,nan,ER,4.0000
137.3473,36.4097,242.0600,nan,ER,4.1000
139.7624,28.2790,426.9700,nan,ER,4.4000
127.1621,25.7930,35.0000,nan,ER,4.3000
128.6106,25.2798,10.0000,nan,ER,4.7000
139.8275,36.1052,54.9100,nan,ER,4.9000
139.1891,29.5873,399.1400,nan,ER,4.0000
130.4608,31.2919,152.2200,nan,ER,4.7000
139.8344,27.8232,456.3700,nan,ER,4.4000
131.8137,31.7839,25.2500,nan,ER,4.4000
139.6134,35.9950,38.7400,nan,ER,5.1000
130.3868,31.2324,160.7400,nan,ER,4.5000
129.5308,28.6085,4.8000,nan,ER,5.3000
127.8650,26.5305,49.5500,nan,ER,4.3000
138.4162,31.9894,4.7000,nan,ER,4.8000
130.2259,30.8058,155.4700,nan,ER,4.5000
139.3877,29.7861,396.8100,nan,ER,4.1000
130.6286,29.2320,21.3200,nan,ER,4.6000
138.7217,36.1437,144.9500,nan,ER,4.9000
139.8865,36.0313,46.2700,nan,ER,4.6000
128.0865,25.1320,22.7200,nan,ER,4.0000
137.8612,32.2930,360.8500,nan,ER,4.0000
128.4572,25.9938,10.0000,nan,ER,4.9000
128.3970,25.9762,14.2100,nan,ER,5.0000
138.6181,29.9920,438.0200,nan,ER,4.1000
139.5041,35.9634,99.7600,nan,ER,4.4000
130.1263,30.9911,161.4500,nan,ER,4.4000
139.1949,33.3436,199.0900,nan,ER,4.3000
139.4270,36.0318,68.1100,nan,ER,4.2000
130.4911,27.2480,10.0000,nan,ER,4.7000
135.3556,36.9312,351.0000,nan,ER,4.2000
139.9061,36.3376,79.4800,nan,ER,4.1000
132.0243,31.9061,35.0000,nan,ER,4.5000
128.8538,25.0365,10.0000,nan,ER,5.2000
139.3534,29.9547,376.8100,nan,ER,4.0000
138.8046,36.4170,147.3800,nan,ER,4.6000
128.2968,25.0990,10.0000,nan,ER,4.6000
132.5462,33.5968,49.7100,nan,ER,4.3000
131.1019,28.0109,35.0600,nan,ER,4.5000
128.4232,26.8044,50.1400,nan,ER,4.2000
130.5383,31.4176,144.3800,nan,ER,4.6000
134.7922,37.3847,390.5500,nan,ER,4.1000
139.9106,36.1589,59.2500,nan,ER,4.2000
137.9758,36.7960,13.2100,nan,ER,4.2000
139.8181,35.8710,81.5000,nan,ER,4.1000
137.3101,36.2523,257.8600,nan,ER,4.5000
139.9170,35.9816,46.1100,nan,ER,4.2000
139.3621,27.8596,509.0400,nan,ER,4.3000
139.5943,28.0096,492.4600,nan,ER,4.4000
128.2390,26.7919,53.8400,nan,ER,4.4000
131.0733,28.0618,17.5300,nan,ER,4.6000
139.3949,29.7659,422.0600,nan,ER,4.0000
138.4738,34.7861,216.8400,nan,ER,4.5000
130.0827,27.0094,28.2600,nan,ER,4.3000
129.8636,27.0248,10.0000,nan,ER,4.2000
125.0120,25.2196,41.1700,nan,ER,4.6000
138.9075,32.6587,221.5800,nan,ER,4.6000
137.0066,34.6287,333.9400,nan,ER,4.2000
139.4810,33.1181,171.6000,nan,ER,4.7000
136.7511,35.3654,36.1100,nan,ER,4.6000
139.6881,31.6350,10.0000,nan,ER,4.4000
137.5007,36.6669,242.9800,nan,ER,4.7000
137.5307,34.1003,321.8700,nan,ER,4.1000
137.8330,33.2050,343.7300,nan,ER,4.1000
128.2782,28.2576,139.4800,nan,ER,4.9000
