lon,lat,depth,unc,etype,src
-152.1600,55.7100,8.2000,nan,AS,nan
-152.2500,55.8000,8.3000,nan,AS,nan
-152.3500,55.9000,9.0000,nan,AS,nan
-152.4500,56.0000,10.1000,nan,AS,nan
-152.5600,56.1000,11.4000,nan,AS,nan
-152.6600,56.2000,12.0000,nan,AS,nan
-152.7700,56.3000,13.0000,nan,AS,nan
-152.8600,56.4000,14.2000,nan,AS,nan
-152.9700,56.5000,15.0000,nan,AS,nan
-153.0700,56.6000,16.0000,nan,AS,nan
-153.1600,56.6800,17.0000,nan,AS,nan
