lon,lat,depth
62.1263333333,24.9133333333,15
62.2263333333,24.9133333333,15
62.3263333333,24.9133333333,15
62.4263333333,24.9133333333,15
62.5263333333,24.9133333333,15
62.6263333333,24.9133333333,15
62.7263333333,24.9133333333,15
62.8263333333,24.9133333333,15
62.9263333333,24.9133333333,15
63.0263333333,24.9133333333,15
63.1263333333,24.9133333333,15
63.2263333333,24.9133333333,15
63.3263333333,24.9133333333,15
63.4263333333,24.9133333333,15
63.5263333333,24.9133333333,15
63.6263333333,24.9133333333,15
63.7263333333,24.9133333333,15
63.8263333333,24.9133333333,15
63.9263333333,24.9133333333,15
64.0263333333,24.9133333333,15
64.1263333333,24.9133333333,15
62.1263333333,25.0133333333,15
62.2263333333,25.0133333333,15
62.3263333333,25.0133333333,15
62.4263333333,25.0133333333,15
62.5263333333,25.0133333333,15
62.6263333333,25.0133333333,15
62.7263333333,25.0133333333,15
62.8263333333,25.0133333333,15
62.9263333333,25.0133333333,15
63.0263333333,25.0133333333,15
63.1263333333,25.0133333333,15
63.2263333333,25.0133333333,15
63.3263333333,25.0133333333,15
63.4263333333,25.0133333333,15
63.5263333333,25.0133333333,15
63.6263333333,25.0133333333,15
63.7263333333,25.0133333333,15
63.8263333333,25.0133333333,15
63.9263333333,25.0133333333,15
64.0263333333,25.0133333333,15
64.1263333333,25.0133333333,15
62.1263333333,25.1133333333,15
62.2263333333,25.1133333333,15
62.3263333333,25.1133333333,15
62.4263333333,25.1133333333,15
62.5263333333,25.1133333333,15
62.6263333333,25.1133333333,15
62.7263333333,25.1133333333,15
62.8263333333,25.1133333333,15
62.9263333333,25.1133333333,15
63.0263333333,25.1133333333,15
63.1263333333,25.1133333333,15
63.2263333333,25.1133333333,15
63.3263333333,25.1133333333,15
63.4263333333,25.1133333333,15
63.5263333333,25.1133333333,15
63.6263333333,25.1133333333,15
63.7263333333,25.1133333333,15
63.8263333333,25.1133333333,15
63.9263333333,25.1133333333,15
64.0263333333,25.1133333333,15
64.1263333333,25.1133333333,15
62.1263333333,25.2133333333,15
62.2263333333,25.2133333333,15
62.3263333333,25.2133333333,15
62.4263333333,25.2133333333,15
62.5263333333,25.2133333333,15
62.6263333333,25.2133333333,15
62.7263333333,25.2133333333,15
62.8263333333,25.2133333333,15
62.9263333333,25.2133333333,15
63.0263333333,25.2133333333,15
63.1263333333,25.2133333333,15
63.2263333333,25.2133333333,15
63.3263333333,25.2133333333,15
63.4263333333,25.2133333333,15
63.5263333333,25.2133333333,15
63.6263333333,25.2133333333,15
63.7263333333,25.2133333333,15
63.8263333333,25.2133333333,15
63.9263333333,25.2133333333,15
64.0263333333,25.2133333333,15
64.1263333333,25.2133333333,15
62.1263333333,25.3133333333,15
62.2263333333,25.3133333333,15
62.3263333333,25.3133333333,15
62.4263333333,25.3133333333,15
62.5263333333,25.3133333333,15
62.6263333333,25.3133333333,15
62.7263333333,25.3133333333,15
62.8263333333,25.3133333333,15
62.9263333333,25.3133333333,15
63.0263333333,25.3133333333,15
63.1263333333,25.3133333333,15
63.2263333333,25.3133333333,15
63.3263333333,25.3133333333,15
63.4263333333,25.3133333333,15
63.5263333333,25.3133333333,15
63.6263333333,25.3133333333,15
63.7263333333,25.3133333333,15
63.8263333333,25.3133333333,15
63.9263333333,25.3133333333,15
64.0263333333,25.3133333333,15
64.1263333333,25.3133333333,15
62.1263333333,25.4133333333,15
62.2263333333,25.4133333333,15
62.3263333333,25.4133333333,15
62.4263333333,25.4133333333,15
62.5263333333,25.4133333333,15
62.6263333333,25.4133333333,15
62.7263333333,25.4133333333,15
62.8263333333,25.4133333333,15
62.9263333333,25.4133333333,15
63.0263333333,25.4133333333,15
63.1263333333,25.4133333333,15
63.2263333333,25.4133333333,15
63.3263333333,25.4133333333,15
63.4263333333,25.4133333333,15
63.5263333333,25.4133333333,15
63.6263333333,25.4133333333,15
63.7263333333,25.4133333333,15
63.8263333333,25.4133333333,15
63.9263333333,25.4133333333,15
64.0263333333,25.4133333333,15
64.1263333333,25.4133333333,15
