lon,lat,depth,unc,etype,src
-61.7649,15.5850,39.7600,nan,AS,nan
-61.6715,15.6266,34.1000,nan,AS,nan
-61.6428,15.6393,32.9100,nan,AS,nan
-61.5511,15.6801,29.6400,nan,AS,nan
-61.4091,15.7431,25.2600,nan,AS,nan
-61.3623,15.7639,23.6700,nan,AS,nan
-61.2993,15.7918,21.8300,nan,AS,nan
-61.2435,15.8165,20.3200,nan,AS,nan
-61.2183,15.8276,19.5200,nan,AS,nan
-61.1139,15.8737,17.7700,nan,AS,nan
-61.0239,15.9134,15.5400,nan,AS,nan
-60.9157,15.9611,13.4700,nan,AS,nan
-60.8112,16.0071,12.1100,nan,AS,nan
-60.7282,16.0435,11.4700,nan,AS,nan
-60.6416,16.0815,10.9200,nan,AS,nan
