lon,lat,depth,unc,etype,src
-171.5780,50.0458,6.8200,nan,AS,nan
-171.6230,50.1298,6.9600,nan,AS,nan
-171.6740,50.2235,7.1000,nan,AS,nan
-171.7090,50.2880,6.7900,nan,AS,nan
-171.7580,50.3783,6.9300,nan,AS,nan
-171.8090,50.4720,6.6200,nan,AS,nan
-171.8530,50.5526,7.0700,nan,AS,nan
-171.9130,50.6622,7.3600,nan,AS,nan
-171.9300,50.6944,7.2100,nan,AS,nan
-171.9550,50.7396,7.6500,nan,AS,nan
-172.0160,50.8491,8.7000,nan,AS,nan
-172.0710,50.9490,9.9100,nan,AS,nan
-172.1150,51.0263,10.2000,nan,AS,nan
-172.1850,51.1518,12.3100,nan,AS,nan
-172.2210,51.2162,13.5200,nan,AS,nan
-172.2810,51.3223,16.3800,nan,AS,nan
-172.3430,51.4316,19.4000,nan,AS,nan
-172.3870,51.5087,20.9100,nan,AS,nan
-172.4260,51.5761,24.8400,nan,AS,nan
-172.4570,51.6306,28.0200,nan,AS,nan
-172.5090,51.7205,33.1600,nan,AS,nan
-172.5610,51.8103,37.3900,nan,AS,nan
-172.6280,51.9258,42.8400,nan,AS,nan
-172.6880,52.0283,49.0400,nan,AS,nan
