lon,lat,depth
23.6157,34.4245,51.9899
23.6436,34.5242,52.5982
23.6691,34.6150,53.8026
23.6920,34.6966,55.0059
23.7176,34.7873,56.8072
23.7407,34.8689,58.0105
23.7676,34.9642,58.6184
23.7908,35.0458,60.4187
23.8166,35.1365,61.6230
23.8411,35.2226,62.2298
23.8683,35.3178,63.4347
23.8904,35.3949,64.0404
23.9164,35.4856,64.6478
23.9424,35.5762,65.2551
23.9712,35.6759,65.2664
23.9947,35.7575,65.8727
24.0197,35.8436,66.4795
24.0433,35.9252,67.0858
24.0697,36.0158,68.8871
24.0974,36.1110,70.6890
24.1199,36.1880,72.4888
24.1451,36.2741,74.8867
