lon,lat,depth,unc,etype,src
156.1200,-8.1094,3.7200,nan,AS,nan
156.1230,-8.1041,3.6400,nan,AS,nan
156.1290,-8.0917,3.8900,nan,AS,nan
156.1330,-8.0839,3.6400,nan,AS,nan
156.1380,-8.0734,3.4800,nan,AS,nan
156.1450,-8.0604,3.6400,nan,AS,nan
156.1540,-8.0427,3.9700,nan,AS,nan
156.1620,-8.0257,4.6200,nan,AS,nan
156.1670,-8.0160,5.1800,nan,AS,nan
156.1740,-8.0015,5.1800,nan,AS,nan
156.1970,-7.9558,5.2600,nan,AS,nan
156.2130,-7.9232,5.4300,nan,AS,nan
156.2310,-7.8886,5.5900,nan,AS,nan
156.2470,-7.8559,6.3200,nan,AS,nan
156.2730,-7.8042,8.1000,nan,AS,nan
156.3030,-7.7435,10.7700,nan,AS,nan
156.3250,-7.6997,12.9600,nan,AS,nan
