lon,lat,depth,stdv,smag,shiftstd,avstr,avdip,avrke,psdepth,sstr,sdip,nID,pslon,pslat,bzlon,bzlat,centsurf,thickness,alen,blen,clen,ogstr,ogdip,hstdv,vstdv
127.20,-0.60,40.41,6.63,0.03,0.13,nan,nan,nan,40.44,14.40,26.78,127206,127.20,-0.60,127.20,-0.60,11.00,117.02,100.00,20.00,100.00,14.81,22.25,2.51,6.14
127.40,0.00,41.56,6.94,0.10,0.51,nan,nan,nan,41.65,15.67,27.76,127400,127.40,0.00,127.40,0.00,11.00,123.02,100.00,20.00,100.00,18.05,20.19,2.40,6.51
127.60,0.80,40.83,7.21,0.06,0.28,nan,nan,nan,40.88,13.94,27.27,12768,127.60,0.80,127.60,0.80,12.00,127.92,100.00,20.00,100.00,10.95,25.34,3.09,6.52
128.21,3.00,41.27,6.94,0.08,0.40,nan,nan,nan,41.34,13.36,27.73,128230,128.20,3.00,128.20,3.00,11.00,118.36,100.00,20.00,100.00,15.82,22.41,2.65,6.42
