lon,lat,depth,stdv,smag,shiftstd,avstr,avdip,avrke,psdepth,sstr,sdip,nID,pslon,pslat,bzlon,bzlat,centsurf,thickness,alen,blen,clen,ogstr,ogdip,hstdv,vstdv
129.42,0.60,247.41,6.94,1.30,6.48,nan,nan,nan,248.27,15.09,48.61,12946,129.40,0.60,129.41,0.60,11.00,129.62,100.00,20.00,100.00,15.23,49.80,5.30,4.48
129.61,0.60,272.82,6.94,1.30,6.48,nan,nan,nan,273.71,15.19,47.06,12966,129.60,0.60,129.60,0.60,11.00,129.62,100.00,20.00,100.00,15.46,48.65,5.21,4.59
129.80,0.60,297.45,6.63,1.30,6.48,nan,nan,nan,298.37,15.36,44.66,12986,129.80,0.60,129.79,0.60,11.00,129.62,100.00,20.00,100.00,14.99,47.48,4.89,4.48
127.00,0.80,18.12,10.00,0.00,0.00,nan,nan,nan,18.12,13.89,14.91,12708,127.00,0.80,127.00,0.80,10.00,127.87,100.00,20.00,100.00,18.28,10.86,1.88,9.82
127.82,0.80,49.57,7.52,1.28,6.40,nan,nan,nan,50.64,14.42,33.31,12788,127.80,0.80,127.81,0.80,13.00,127.92,100.00,20.00,100.00,15.59,29.78,3.73,6.52
128.02,0.79,63.55,8.09,1.29,6.45,nan,nan,nan,64.54,14.75,39.38,12808,128.00,0.80,128.02,0.79,13.00,128.91,100.00,20.00,100.00,17.92,37.81,4.96,6.39
128.21,0.80,85.67,6.94,1.29,6.45,nan,nan,nan,86.60,14.91,44.27,12828,128.20,0.80,128.20,0.80,11.00,128.91,100.00,20.00,100.00,15.42,47.33,5.10,4.70
128.41,0.80,111.29,6.94,1.29,6.45,nan,nan,nan,112.16,14.96,47.44,12848,128.40,0.80,128.40,0.80,11.00,128.91,100.00,20.00,100.00,14.28,51.26,5.41,4.34
128.61,0.80,137.78,6.94,1.29,6.45,nan,nan,nan,138.62,14.97,49.11,12868,128.60,0.80,128.60,0.80,11.00,128.91,100.00,20.00,100.00,15.31,50.11,5.32,4.45
128.81,0.80,163.61,6.94,1.30,6.48,nan,nan,nan,164.45,14.97,49.77,12888,128.80,0.80,128.80,0.80,11.00,129.62,100.00,20.00,100.00,15.13,50.45,5.35,4.42
129.01,0.80,189.59,6.63,1.30,6.48,nan,nan,nan,190.43,14.98,49.86,12908,129.00,0.80,129.00,0.80,11.00,129.62,100.00,20.00,100.00,14.97,50.29,5.10,4.24
129.21,0.80,215.41,6.63,1.30,6.48,nan,nan,nan,216.25,15.02,49.58,12928,129.20,0.80,129.20,0.80,11.00,129.62,100.00,20.00,100.00,14.95,50.30,5.10,4.24
129.42,0.80,240.49,6.94,1.29,6.46,nan,nan,nan,241.34,15.09,48.86,12948,129.40,0.80,129.41,0.80,11.00,129.14,100.00,20.00,100.00,15.25,49.85,5.30,4.47
129.61,0.80,266.07,6.63,1.29,6.46,nan,nan,nan,266.95,15.23,47.49,12968,129.60,0.80,129.60,0.80,11.00,129.14,100.00,20.00,100.00,15.34,49.03,5.01,4.35
129.81,0.80,290.49,6.94,1.29,6.46,nan,nan,nan,291.40,15.45,45.30,12988,129.80,0.80,129.80,0.80,11.00,129.14,100.00,20.00,100.00,14.84,48.07,5.16,4.64
127.00,1.00,16.67,10.00,0.00,0.00,nan,nan,nan,16.67,13.34,14.22,127010,127.00,1.00,127.00,1.00,10.00,127.92,100.00,20.00,100.00,20.67,9.51,1.65,9.86
127.81,1.00,47.04,7.21,0.48,2.40,nan,nan,nan,47.45,14.25,31.47,127810,127.80,1.00,127.81,1.00,12.00,128.91,100.00,20.00,100.00,16.85,26.52,3.22,6.45
128.02,0.99,58.45,7.79,1.30,6.48,nan,nan,nan,59.47,14.65,37.72,128010,128.00,1.00,128.01,1.00,13.00,129.62,100.00,20.00,100.00,17.36,35.15,4.48,6.37
128.21,1.00,79.61,6.94,1.30,6.48,nan,nan,nan,80.56,14.83,43.07,128210,128.20,1.00,128.20,1.00,11.00,129.62,100.00,20.00,100.00,14.13,46.26,5.01,4.80
128.41,1.00,104.70,6.94,1.30,6.48,nan,nan,nan,105.59,14.88,46.74,128410,128.40,1.00,128.40,1.00,11.00,129.62,100.00,20.00,100.00,13.39,50.75,5.37,4.39
128.61,1.00,130.91,6.94,1.29,6.46,nan,nan,nan,131.76,14.89,48.78,128610,128.60,1.00,128.60,1.00,11.00,129.14,100.00,20.00,100.00,14.74,49.80,5.30,4.48
128.81,1.00,156.69,6.94,1.29,6.46,nan,nan,nan,157.53,14.90,49.66,128810,128.80,1.00,128.80,1.00,11.00,129.14,100.00,20.00,100.00,14.64,50.44,5.35,4.42
129.01,1.00,182.75,6.63,1.29,6.46,nan,nan,nan,183.58,14.93,49.86,129010,129.00,1.00,129.00,1.00,11.00,129.14,100.00,20.00,100.00,14.64,50.30,5.10,4.24
129.21,1.00,208.55,6.63,1.29,6.46,nan,nan,nan,209.39,14.98,49.66,129210,129.20,1.00,129.20,1.00,11.00,129.14,100.00,20.00,100.00,14.81,50.22,5.10,4.24
129.41,1.00,234.22,6.63,1.29,6.47,nan,nan,nan,235.07,15.06,49.05,129410,129.40,1.00,129.40,1.00,11.00,129.32,100.00,20.00,100.00,15.17,49.85,5.07,4.28
129.61,1.00,259.30,6.63,1.29,6.47,nan,nan,nan,260.16,15.21,47.86,129610,129.60,1.00,129.60,1.00,11.00,129.32,100.00,20.00,100.00,15.23,49.34,5.03,4.32
129.81,1.00,284.10,6.94,1.29,6.47,nan,nan,nan,285.00,15.41,45.87,129810,129.80,1.00,129.80,1.00,11.00,129.32,100.00,20.00,100.00,14.83,48.58,5.20,4.59
127.00,1.20,15.92,10.00,0.00,0.00,nan,nan,nan,15.92,13.45,13.57,127012,127.00,1.20,127.00,1.20,10.00,128.91,100.00,20.00,100.00,22.56,8.33,1.45,9.89
127.80,1.20,45.38,7.21,0.37,1.85,nan,nan,nan,45.70,14.40,29.70,127812,127.80,1.20,127.80,1.20,12.00,129.62,100.00,20.00,100.00,17.83,23.84,2.91,6.60
128.02,1.19,54.47,7.21,1.29,6.46,nan,nan,nan,55.51,14.72,36.00,128012,128.00,1.20,128.01,1.20,12.00,129.14,100.00,20.00,100.00,16.96,32.86,3.91,6.06
128.21,1.20,73.50,7.21,1.29,6.46,nan,nan,nan,74.46,14.84,41.76,128212,128.20,1.20,128.21,1.20,12.00,129.14,100.00,20.00,100.00,13.36,45.09,5.11,5.09
128.41,1.20,98.58,7.21,1.29,6.46,nan,nan,nan,99.47,14.87,45.93,128412,128.40,1.20,128.40,1.20,12.00,129.14,100.00,20.00,100.00,13.03,50.05,5.53,4.63
128.61,1.20,124.30,6.94,1.29,6.47,nan,nan,nan,125.16,14.88,48.36,128612,128.60,1.20,128.60,1.20,11.00,129.32,100.00,20.00,100.00,14.64,49.43,5.27,4.51
128.81,1.20,149.93,6.94,1.29,6.47,nan,nan,nan,150.77,14.90,49.49,128812,128.80,1.20,128.80,1.20,11.00,129.32,100.00,20.00,100.00,14.53,50.40,5.35,4.42
129.01,1.20,176.00,6.63,1.29,6.47,nan,nan,nan,176.84,14.94,49.83,129012,129.00,1.20,129.00,1.20,11.00,129.32,100.00,20.00,100.00,14.59,50.28,5.10,4.24
129.21,1.20,201.73,6.63,1.29,6.47,nan,nan,nan,202.57,14.99,49.72,129212,129.20,1.20,129.20,1.20,11.00,129.32,100.00,20.00,100.00,14.87,50.11,5.09,4.25
129.41,1.20,227.33,6.63,1.28,6.42,nan,nan,nan,228.17,15.07,49.22,129412,129.40,1.20,129.40,1.20,11.00,128.32,100.00,20.00,100.00,15.21,49.83,5.07,4.28
129.61,1.20,252.49,6.63,1.28,6.42,nan,nan,nan,253.34,15.18,48.18,129612,129.60,1.20,129.60,1.20,11.00,128.32,100.00,20.00,100.00,15.16,49.59,5.05,4.30
129.81,1.20,277.62,6.94,1.28,6.42,nan,nan,nan,278.51,15.33,46.39,129812,129.80,1.20,129.80,1.20,11.00,128.32,100.00,20.00,100.00,14.77,49.01,5.24,4.55
130.01,1.20,301.25,6.94,1.28,6.39,nan,nan,nan,302.17,15.53,43.80,130012,130.00,1.20,130.00,1.20,11.00,127.73,100.00,20.00,100.00,15.61,46.02,4.99,4.82
127.00,1.40,14.40,10.00,0.00,0.00,nan,nan,nan,14.40,14.18,12.88,127014,127.00,1.40,127.00,1.40,10.00,129.62,100.00,20.00,100.00,23.46,7.37,1.28,9.92
127.80,1.40,43.13,7.21,0.21,1.07,nan,nan,nan,43.32,14.99,28.09,127814,127.80,1.40,127.80,1.40,12.00,129.32,100.00,20.00,100.00,19.01,21.59,2.65,6.71
128.02,1.40,50.39,7.52,1.29,6.47,nan,nan,nan,51.45,15.06,34.31,128014,128.00,1.40,128.01,1.40,12.00,129.32,100.00,20.00,100.00,17.04,30.80,3.85,6.46
128.22,1.40,67.82,7.21,1.29,6.47,nan,nan,nan,68.81,15.03,40.38,128214,128.20,1.40,128.21,1.40,12.00,129.32,100.00,20.00,100.00,13.28,43.76,4.99,5.21
128.41,1.40,92.61,7.21,1.29,6.47,nan,nan,nan,93.53,14.98,45.02,128414,128.40,1.40,128.40,1.40,12.00,129.32,100.00,20.00,100.00,13.40,49.14,5.45,4.72
128.61,1.40,117.68,6.63,1.28,6.42,nan,nan,nan,118.54,14.96,47.88,128614,128.60,1.40,128.60,1.40,11.00,128.32,100.00,20.00,100.00,15.20,49.02,5.01,4.35
128.81,1.40,143.13,6.63,1.28,6.42,nan,nan,nan,143.96,14.98,49.28,128814,128.80,1.40,128.80,1.40,11.00,128.32,100.00,20.00,100.00,14.90,50.41,5.11,4.23
129.01,1.40,169.21,6.63,1.28,6.42,nan,nan,nan,170.04,15.02,49.78,129014,129.00,1.40,129.00,1.40,11.00,128.32,100.00,20.00,100.00,14.88,50.31,5.10,4.24
129.21,1.40,194.88,6.63,1.28,6.39,nan,nan,nan,195.70,15.07,49.77,129214,129.20,1.40,129.20,1.40,11.00,127.73,100.00,20.00,100.00,15.11,50.05,5.09,4.26
129.41,1.40,220.42,6.63,1.28,6.39,nan,nan,nan,221.25,15.13,49.37,129414,129.40,1.40,129.40,1.40,11.00,127.73,100.00,20.00,100.00,15.27,49.83,5.07,4.28
129.61,1.40,245.66,6.63,1.28,6.39,nan,nan,nan,246.51,15.21,48.48,129614,129.60,1.40,129.60,1.40,11.00,127.73,100.00,20.00,100.00,15.06,49.80,5.07,4.28
129.81,1.40,271.08,6.63,1.28,6.39,nan,nan,nan,271.96,15.31,46.89,129814,129.80,1.40,129.80,1.40,11.00,127.73,100.00,20.00,100.00,14.69,49.37,5.03,4.32
130.01,1.40,295.02,6.94,1.27,6.33,nan,nan,nan,295.92,15.45,44.49,130014,130.00,1.40,130.00,1.40,11.00,126.54,100.00,20.00,100.00,15.65,46.34,5.02,4.79
127.00,1.60,13.23,10.00,0.00,0.00,nan,nan,nan,13.23,15.15,12.08,127016,127.00,1.60,127.00,1.60,10.00,129.14,100.00,20.00,100.00,24.03,6.73,1.17,9.93
127.20,1.60,17.48,10.00,0.00,0.00,nan,nan,nan,17.48,15.47,15.28,127216,127.20,1.60,127.20,1.60,10.00,129.32,100.00,20.00,100.00,13.76,13.70,2.37,9.72
127.80,1.60,43.44,7.79,0.23,1.17,nan,nan,nan,43.65,15.77,26.65,127816,127.80,1.60,127.80,1.60,13.00,128.32,100.00,20.00,100.00,20.16,19.63,2.62,7.34
128.01,1.60,48.19,7.52,0.56,2.78,nan,nan,nan,48.66,15.52,32.68,128016,128.00,1.60,128.01,1.60,12.00,128.32,100.00,20.00,100.00,17.08,28.82,3.62,6.59
128.22,1.59,62.30,7.52,1.28,6.42,nan,nan,nan,63.30,15.29,38.93,128216,128.20,1.60,128.22,1.60,12.00,128.32,100.00,20.00,100.00,13.27,42.15,5.04,5.57
128.41,1.60,85.99,7.21,1.28,6.42,nan,nan,nan,86.92,15.15,44.01,128416,128.40,1.60,128.41,1.60,12.00,128.32,100.00,20.00,100.00,13.84,47.93,5.35,4.83
128.61,1.60,110.90,6.63,1.28,6.39,nan,nan,nan,111.77,15.09,47.30,128616,128.60,1.60,128.60,1.60,11.00,127.73,100.00,20.00,100.00,15.72,48.52,4.97,4.39
128.81,1.60,136.13,6.94,1.28,6.39,nan,nan,nan,136.97,15.09,49.02,128816,128.80,1.60,128.80,1.60,11.00,127.73,100.00,20.00,100.00,15.20,50.43,5.35,4.42
129.01,1.60,162.26,6.63,1.28,6.39,nan,nan,nan,163.09,15.12,49.71,129016,129.00,1.60,129.00,1.60,11.00,127.73,100.00,20.00,100.00,15.12,50.38,5.11,4.23
129.21,1.60,187.92,6.63,1.27,6.33,nan,nan,nan,188.73,15.17,49.81,129216,129.20,1.60,129.20,1.60,11.00,126.54,100.00,20.00,100.00,15.30,50.06,5.09,4.26
129.41,1.60,213.47,6.63,1.27,6.33,nan,nan,nan,214.29,15.21,49.51,129416,129.40,1.60,129.40,1.60,11.00,126.54,100.00,20.00,100.00,15.29,49.90,5.07,4.27
129.61,1.60,238.84,6.63,1.27,6.33,nan,nan,nan,239.67,15.27,48.76,129616,129.60,1.60,129.60,1.60,11.00,126.54,100.00,20.00,100.00,14.96,50.00,5.08,4.26
129.81,1.60,264.52,6.63,1.25,6.28,nan,nan,nan,265.37,15.34,47.37,129816,129.80,1.60,129.80,1.60,11.00,125.49,100.00,20.00,100.00,14.61,49.68,5.06,4.29
130.01,1.60,288.72,6.94,1.25,6.28,nan,nan,nan,289.60,15.46,45.16,130016,130.00,1.60,130.00,1.60,11.00,125.49,100.00,20.00,100.00,15.66,46.64,5.05,4.76
127.00,1.80,12.26,10.00,0.00,0.00,nan,nan,nan,12.26,15.83,11.16,127018,127.00,1.80,127.00,1.80,10.00,128.32,100.00,20.00,100.00,22.39,6.33,1.10,9.94
127.20,1.80,16.44,10.00,0.00,0.00,nan,nan,nan,16.44,16.33,14.34,127218,127.20,1.80,127.20,1.80,10.00,128.32,100.00,20.00,100.00,12.25,12.97,2.24,9.75
128.00,1.80,46.48,7.21,0.44,2.19,nan,nan,nan,46.86,15.77,31.09,128018,128.00,1.80,128.00,1.80,12.00,127.73,100.00,20.00,100.00,16.29,26.93,3.27,6.43
128.23,1.79,57.39,7.52,1.28,6.39,nan,nan,nan,58.40,15.44,37.42,128218,128.20,1.80,128.22,1.80,12.00,127.73,100.00,20.00,100.00,12.99,40.16,4.85,5.74
128.42,1.79,79.45,6.94,1.27,6.33,nan,nan,nan,80.37,15.25,42.88,128418,128.40,1.80,128.41,1.80,11.00,126.54,100.00,20.00,100.00,14.31,46.34,5.02,4.79
128.61,1.80,104.05,7.21,1.27,6.33,nan,nan,nan,104.92,15.17,46.62,128618,128.60,1.80,128.60,1.80,12.00,126.54,100.00,20.00,100.00,16.26,47.90,5.35,4.83
128.81,1.80,129.03,6.94,1.27,6.33,nan,nan,nan,129.86,15.17,48.69,128818,128.80,1.80,128.80,1.80,11.00,126.54,100.00,20.00,100.00,15.42,50.44,5.35,4.42
129.01,1.80,155.22,6.63,1.27,6.33,nan,nan,nan,156.04,15.20,49.59,129018,129.00,1.80,129.00,1.80,11.00,126.54,100.00,20.00,100.00,15.24,50.45,5.11,4.22
129.21,1.80,180.89,6.63,1.25,6.28,nan,nan,nan,181.70,15.23,49.81,129218,129.20,1.80,129.20,1.80,11.00,125.49,100.00,20.00,100.00,15.39,50.11,5.09,4.25
129.41,1.80,206.51,6.63,1.25,6.28,nan,nan,nan,207.32,15.28,49.62,129418,129.40,1.80,129.40,1.80,11.00,125.49,100.00,20.00,100.00,15.27,50.01,5.08,4.26
129.61,1.80,232.00,6.63,1.25,6.28,nan,nan,nan,232.82,15.33,49.01,129618,129.60,1.80,129.60,1.80,11.00,125.49,100.00,20.00,100.00,14.91,50.18,5.09,4.25
129.81,1.80,257.25,6.94,1.24,6.18,nan,nan,nan,258.08,15.39,47.80,129818,129.80,1.80,129.81,1.80,11.00,123.59,100.00,20.00,100.00,14.65,49.94,5.31,4.47
130.01,1.80,282.33,6.94,1.24,6.18,nan,nan,nan,283.19,15.52,45.79,130018,130.00,1.80,130.00,1.80,11.00,123.59,100.00,20.00,100.00,15.80,46.94,5.07,4.74
130.20,1.80,304.27,7.21,1.24,6.18,nan,nan,nan,305.18,15.78,42.96,130218,130.20,1.80,130.19,1.80,12.00,123.59,100.00,20.00,100.00,17.50,42.96,4.91,5.28
127.00,2.00,10.79,10.00,0.00,0.00,nan,nan,nan,10.79,15.88,10.19,127020,127.00,2.00,127.00,2.00,10.00,127.73,100.00,20.00,100.00,16.61,6.32,1.10,9.94
127.20,2.00,15.27,10.00,0.00,0.00,nan,nan,nan,15.27,16.32,13.31,127220,127.20,2.00,127.20,2.00,10.00,127.73,100.00,20.00,100.00,9.00,12.07,2.09,9.78
128.00,2.00,43.41,6.94,0.23,1.14,nan,nan,nan,43.61,15.63,29.50,128020,128.00,2.00,128.00,2.00,11.00,126.54,100.00,20.00,100.00,14.30,25.25,2.96,6.28
128.22,1.99,53.39,8.09,1.27,6.33,nan,nan,nan,54.42,15.35,35.82,128220,128.20,2.00,128.22,2.00,13.00,126.54,100.00,20.00,100.00,12.44,37.65,4.94,6.41
128.43,1.99,72.81,6.94,1.25,6.28,nan,nan,nan,73.75,15.20,41.61,128420,128.40,2.00,128.42,1.99,11.00,125.49,100.00,20.00,100.00,15.20,44.24,4.84,4.97
128.61,2.00,97.08,7.21,1.25,6.28,nan,nan,nan,97.96,15.15,45.80,128620,128.60,2.00,128.60,2.00,12.00,125.49,100.00,20.00,100.00,17.27,47.19,5.29,4.90
128.81,2.00,121.79,6.94,1.25,6.28,nan,nan,nan,122.63,15.17,48.26,128820,128.80,2.00,128.80,2.00,11.00,125.49,100.00,20.00,100.00,15.88,50.53,5.36,4.41
129.01,2.00,148.12,6.63,1.24,6.18,nan,nan,nan,148.93,15.21,49.42,129020,129.00,2.00,129.00,2.00,11.00,123.59,100.00,20.00,100.00,15.43,50.58,5.12,4.21
129.21,2.00,173.82,6.63,1.24,6.18,nan,nan,nan,174.61,15.25,49.79,129220,129.20,2.00,129.20,2.00,11.00,123.59,100.00,20.00,100.00,15.50,50.19,5.10,4.25
129.41,2.00,199.53,6.63,1.24,6.18,nan,nan,nan,200.33,15.30,49.69,129420,129.40,2.00,129.40,2.00,11.00,123.59,100.00,20.00,100.00,15.27,50.13,5.09,4.25
129.61,2.00,225.14,6.63,1.24,6.18,nan,nan,nan,225.95,15.36,49.20,129620,129.60,2.00,129.60,2.00,11.00,123.59,100.00,20.00,100.00,14.91,50.31,5.10,4.24
129.81,2.00,250.52,6.94,1.22,6.11,nan,nan,nan,251.34,15.46,48.17,129820,129.80,2.00,129.81,2.00,11.00,122.22,100.00,20.00,100.00,14.82,50.13,5.33,4.45
130.01,2.00,275.79,6.94,1.22,6.11,nan,nan,nan,276.63,15.64,46.36,130020,130.00,2.00,130.00,2.00,11.00,122.22,100.00,20.00,100.00,16.04,47.27,5.10,4.71
130.20,2.00,298.00,7.52,1.22,6.11,nan,nan,nan,298.89,15.97,43.68,130220,130.20,2.00,130.19,2.00,12.00,122.22,100.00,20.00,100.00,17.48,43.43,5.17,5.46
127.00,2.20,10.16,10.00,0.00,0.00,nan,nan,nan,10.16,15.33,9.26,127022,127.00,2.20,127.00,2.20,10.00,126.54,100.00,20.00,100.00,11.52,7.03,1.22,9.92
127.20,2.20,13.60,10.00,0.00,0.00,nan,nan,nan,13.60,15.60,12.31,127222,127.20,2.20,127.20,2.20,10.00,126.54,100.00,20.00,100.00,6.65,11.05,1.92,9.81
128.00,2.20,41.90,7.21,0.13,0.63,nan,nan,nan,42.01,15.24,27.92,128022,128.00,2.20,128.00,2.20,12.00,125.49,100.00,20.00,100.00,12.34,24.03,2.94,6.59
128.22,2.20,50.08,8.09,1.25,6.28,nan,nan,nan,51.12,15.13,34.14,128222,128.20,2.20,128.21,2.20,13.00,125.49,100.00,20.00,100.00,12.31,34.42,4.57,6.68
128.43,2.19,66.63,7.52,1.24,6.18,nan,nan,nan,67.58,15.06,40.20,128422,128.40,2.20,128.42,2.19,12.00,123.59,100.00,20.00,100.00,16.47,41.29,4.96,5.65
128.61,2.20,89.84,7.79,1.24,6.18,nan,nan,nan,90.71,15.06,44.84,128622,128.60,2.20,128.60,2.20,13.00,123.59,100.00,20.00,100.00,18.10,46.28,5.63,5.38
128.80,2.20,114.93,6.94,1.24,6.18,nan,nan,nan,115.76,15.10,47.72,128822,128.80,2.20,128.79,2.20,11.00,123.59,100.00,20.00,100.00,16.05,50.69,5.37,4.40
129.01,2.20,140.86,6.94,1.22,6.11,nan,nan,nan,141.66,15.15,49.17,129022,129.00,2.20,129.00,2.20,11.00,122.22,100.00,20.00,100.00,15.47,50.79,5.38,4.39
129.21,2.20,166.66,6.94,1.22,6.11,nan,nan,nan,167.45,15.22,49.71,129222,129.20,2.20,129.20,2.20,11.00,122.22,100.00,20.00,100.00,15.52,50.32,5.34,4.43
129.41,2.20,192.51,6.63,1.22,6.11,nan,nan,nan,193.30,15.29,49.73,129422,129.40,2.20,129.40,2.20,11.00,122.22,100.00,20.00,100.00,15.23,50.29,5.10,4.24
129.61,2.20,218.24,6.63,1.22,6.11,nan,nan,nan,219.04,15.39,49.35,129622,129.60,2.20,129.60,2.20,11.00,122.22,100.00,20.00,100.00,14.93,50.39,5.11,4.23
129.81,2.20,243.67,6.94,1.21,6.06,nan,nan,nan,244.47,15.55,48.46,129822,129.80,2.20,129.81,2.20,11.00,121.09,100.00,20.00,100.00,14.98,50.22,5.33,4.44
130.01,2.20,269.07,6.94,1.21,6.06,nan,nan,nan,269.90,15.82,46.84,130022,130.00,2.20,130.00,2.20,11.00,121.09,100.00,20.00,100.00,16.18,47.60,5.13,4.68
130.20,2.20,291.76,7.52,1.21,6.06,nan,nan,nan,292.61,16.05,44.90,130222,130.20,2.20,130.19,2.20,12.00,121.09,100.00,20.00,100.00,17.35,44.04,5.23,5.40
127.00,2.40,9.46,10.00,0.00,0.00,nan,nan,nan,9.46,14.52,8.40,127024,127.00,2.40,127.00,2.40,10.00,125.49,100.00,20.00,100.00,12.61,8.13,1.41,9.90
127.20,2.40,12.88,10.00,0.00,0.00,nan,nan,nan,12.88,14.74,11.39,127224,127.20,2.40,127.20,2.40,10.00,125.49,100.00,20.00,100.00,8.95,10.20,1.77,9.84
127.40,2.40,17.07,10.00,0.00,0.00,nan,nan,nan,17.07,14.75,14.61,127424,127.40,2.40,127.40,2.40,10.00,125.49,100.00,20.00,100.00,15.93,11.12,1.93,9.81
128.21,2.40,47.90,7.52,0.51,2.54,nan,nan,nan,48.33,14.94,32.43,128224,128.20,2.40,128.21,2.40,12.00,122.22,100.00,20.00,100.00,12.88,30.99,3.87,6.44
128.43,2.39,60.97,7.52,1.22,6.11,nan,nan,nan,61.92,14.91,38.67,128424,128.40,2.40,128.42,2.39,12.00,122.22,100.00,20.00,100.00,16.91,37.81,4.61,5.94
128.60,2.40,83.17,7.21,1.22,6.11,nan,nan,nan,84.05,14.93,43.75,128624,128.60,2.40,128.60,2.40,12.00,122.22,100.00,20.00,100.00,17.25,44.97,5.10,5.10
128.80,2.40,107.60,6.94,1.22,6.11,nan,nan,nan,108.44,14.97,47.07,128824,128.80,2.40,128.79,2.40,11.00,122.22,100.00,20.00,100.00,15.03,50.59,5.36,4.41
129.01,2.40,133.69,6.94,1.21,6.06,nan,nan,nan,134.49,15.04,48.84,129024,129.00,2.40,129.00,2.40,11.00,121.09,100.00,20.00,100.00,14.88,50.84,5.38,4.38
129.21,2.40,159.54,6.94,1.21,6.06,nan,nan,nan,160.32,15.13,49.58,129224,129.20,2.40,129.20,2.40,11.00,121.09,100.00,20.00,100.00,15.21,50.38,5.35,4.43
129.41,2.40,185.50,6.63,1.21,6.06,nan,nan,nan,186.28,15.25,49.70,129424,129.40,2.40,129.40,2.40,11.00,121.09,100.00,20.00,100.00,15.06,50.40,5.11,4.23
129.61,2.40,211.33,6.63,1.20,5.99,nan,nan,nan,212.11,15.43,49.42,129624,129.60,2.40,129.60,2.40,11.00,119.79,100.00,20.00,100.00,14.93,50.42,5.11,4.23
129.81,2.40,236.75,6.94,1.20,5.99,nan,nan,nan,237.54,15.69,48.68,129824,129.80,2.40,129.81,2.40,11.00,119.79,100.00,20.00,100.00,15.04,50.25,5.34,4.44
130.01,2.40,262.27,6.94,1.20,5.99,nan,nan,nan,263.08,15.90,47.60,130024,130.00,2.40,130.00,2.40,11.00,119.79,100.00,20.00,100.00,16.15,47.89,5.15,4.65
130.20,2.40,285.54,7.21,1.20,5.99,nan,nan,nan,286.37,15.97,46.42,130224,130.20,2.40,130.19,2.40,12.00,119.79,100.00,20.00,100.00,17.34,44.65,5.07,5.13
130.40,2.40,306.35,6.63,1.18,5.92,nan,nan,nan,307.19,16.05,44.90,130424,130.40,2.40,130.39,2.40,11.00,118.36,100.00,20.00,100.00,16.43,44.06,4.61,4.77
127.00,2.60,8.51,10.00,0.00,0.00,nan,nan,nan,8.51,13.63,7.59,127026,127.00,2.60,127.00,2.60,10.00,123.59,100.00,20.00,100.00,14.17,9.12,1.58,9.87
127.20,2.60,11.75,10.00,0.00,0.00,nan,nan,nan,11.75,14.22,10.53,127226,127.20,2.60,127.20,2.60,10.00,123.59,100.00,20.00,100.00,11.91,9.63,1.67,9.86
127.40,2.60,16.33,10.00,0.00,0.00,nan,nan,nan,16.33,14.45,13.73,127426,127.40,2.60,127.40,2.60,10.00,123.59,100.00,20.00,100.00,18.76,9.67,1.68,9.86
128.21,2.60,45.71,7.52,0.36,1.82,nan,nan,nan,46.02,14.85,30.76,128226,128.20,2.60,128.21,2.60,12.00,121.09,100.00,20.00,100.00,12.77,27.79,3.50,6.65
128.43,2.59,56.10,7.52,1.21,6.06,nan,nan,nan,57.07,14.76,37.09,128426,128.40,2.60,128.42,2.59,12.00,121.09,100.00,20.00,100.00,16.78,34.42,4.25,6.20
128.61,2.60,76.56,7.21,1.21,6.06,nan,nan,nan,77.45,14.72,42.54,128626,128.60,2.60,128.60,2.60,12.00,121.09,100.00,20.00,100.00,16.10,43.56,4.97,5.23
128.80,2.60,100.91,6.94,1.21,6.06,nan,nan,nan,101.75,14.74,46.30,128826,128.80,2.60,128.79,2.60,11.00,121.09,100.00,20.00,100.00,13.97,50.20,5.33,4.44
129.01,2.60,126.87,6.94,1.20,5.99,nan,nan,nan,127.67,14.81,48.43,129026,129.00,2.60,129.00,2.60,11.00,119.79,100.00,20.00,100.00,14.25,50.64,5.37,4.40
129.21,2.60,152.60,6.94,1.20,5.99,nan,nan,nan,153.38,14.93,49.37,129226,129.20,2.60,129.20,2.60,11.00,119.79,100.00,20.00,100.00,14.87,50.27,5.34,4.44
129.41,2.60,178.55,6.63,1.20,5.99,nan,nan,nan,179.32,15.12,49.61,129426,129.40,2.60,129.40,2.60,11.00,119.79,100.00,20.00,100.00,14.97,50.41,5.11,4.23
129.61,2.60,204.39,6.63,1.18,5.92,nan,nan,nan,205.16,15.41,49.41,129626,129.60,2.60,129.60,2.60,11.00,118.36,100.00,20.00,100.00,15.02,50.43,5.11,4.23
129.81,2.60,229.80,6.94,1.18,5.92,nan,nan,nan,230.58,15.80,48.77,129826,129.80,2.60,129.81,2.60,11.00,118.36,100.00,20.00,100.00,15.14,50.29,5.34,4.43
130.01,2.60,254.77,6.94,1.18,5.92,nan,nan,nan,255.55,15.80,48.77,130026,130.00,2.60,130.01,2.60,11.00,118.36,100.00,20.00,100.00,16.10,48.14,5.17,4.63
130.20,2.60,278.49,7.52,1.18,5.92,nan,nan,nan,279.29,15.90,47.60,130226,130.20,2.60,130.19,2.60,12.00,118.36,100.00,20.00,100.00,17.30,45.09,5.32,5.31
