lon,lat,az,bound,slab
130.410495421,27.3872261917,210.607012567,PS/EU,ryu
130.215007865,27.092891307,216.303079563,PS/EU,ryu
130.007426374,26.8406230356,213.653034239,PS/EU,ryu
129.836010252,26.6103090329,225.584099775,PS/EU,ryu
129.36000061,26.1909999851,216.887212202,PS/EU,ryu
129.0245259,25.7881094902,222.381609979,PS/EU,ryu
128.730448887,25.4969358258,234.337948716,PS/EU,ryu
128.302390064,25.2184284074,235.223482676,PS/EU,ryu
127.90699768,24.9689998624,227.970372791,PS/EU,ryu
127.384693598,24.5398373826,225.225593751,PS/EU,ryu
126.901000976,24.1009998326,232.031593354,PS/EU,ryu
126.426002502,23.7609996793,238.786889109,PS/EU,ryu
125.954002381,23.4979991909,249.209150001,PS/EU,ryu
125.550003051,23.3799991605,259.631410892,PS/EU,ryu
123.972795031,23.2989187139,266.841200774,PS/EU,ryu
125.012805166,23.2946953969,266.574339599,PS/EU,ryu
124.48425418,23.2647434303,266.574339599,PS/EU,ryu
124.49425418,22.2647434303,250.574339599,PS/EU,ryu
124.47425418,21.2647434303,250.574339599,PS/EU,ryu
122.47425418,21.2747434303,250.574339599,PS/EU,ryu
120,22,250,PS/EU,ryu
172.438995361,-23.1779994966,274.480591557,AU/PA,van
172.360992431,-23.1770000458,274.480591557,AU/PA,van
172.277999878,-23.1709995272,266.141535842,AU/PA,van
172.197006226,-23.1760005951,271.337589458,AU/PA,van
172.059997559,-23.1730003353,280.070222958,AU/PA,van
171.949996949,-23.1550006869,273.870403994,AU/PA,van
171.854003906,-23.1490001674,271.208216188,AU/PA,van
171.703002929,-23.1459999086,283.960715095,AU/PA,van
171.619995117,-23.1270008085,278.454745932,AU/PA,van
171.496002197,-23.11000061,280.519778156,AU/PA,van
171.384994507,-23.0909996034,282.000393155,AU/PA,van
171.287994385,-23.0720005034,289.889718303,AU/PA,van
171.162002563,-23.0300006863,284.590632199,AU/PA,van
171.037002563,-22.9999999998,289.508281453,AU/PA,van
170.938995361,-22.9680004118,281.991019096,AU/PA,van
170.841995239,-22.9489994052,289.68883992,AU/PA,van
170.744995117,-22.9169998172,292.838079882,AU/PA,van
170.660003662,-22.8840007784,298.673529935,AU/PA,van
170.54699707,-22.8269996643,300.122633379,AU/PA,van
170.419998169,-22.7590007778,301.955713911,AU/PA,van
170.320999145,-22.7019996646,302.131896541,AU/PA,van
170.220993042,-22.6439990997,298.847130635,AU/PA,van
170.10899353,-22.586999893,316.468765622,AU/PA,van
170.035995483,-22.5160007476,311.764512111,AU/PA,van
169.949996948,-22.4449996948,311.760742492,AU/PA,van
169.835006714,-22.3500003815,318.164584202,AU/PA,van
169.71899414,-22.2299995421,308.84600471,AU/PA,van
169.576995849,-22.124000549,312.082986016,AU/PA,van
169.490997315,-22.0520000454,317.157325764,AU/PA,van
169.419006347,-21.9799995426,307.692355348,AU/PA,van
169.320007324,-21.9090003964,316.502879529,AU/PA,van
169.287994385,-21.822999954,325.313403711,AU/PA,van
169.214996338,-21.7250003819,321.783325554,AU/PA,van
169.143005371,-21.6399993894,328.28042343,AU/PA,van
169.054000855,-21.5060005187,327.875660452,AU/PA,van
168.996002197,-21.4200000763,325.551211429,AU/PA,van
168.878997803,-21.2609996796,329.007398093,AU/PA,van
168.776000977,-21.1009998321,322.05056573,AU/PA,van
168.705001831,-21.0160007479,335.498996781,AU/PA,van
168.645004273,-20.8929996488,333.394104527,AU/PA,van
168.585006714,-20.781000137,333.153189582,AU/PA,van
168.511993408,-20.6459999082,327.709225743,AU/PA,van
168.395996094,-20.4740009309,338.999878812,AU/PA,van
168.335006714,-20.3250007633,331.407948398,AU/PA,van
168.263000488,-20.2010002134,328.645454424,AU/PA,van
168.190994263,-20.0900001524,326.317788157,AU/PA,van
168.160003662,-20.0030002593,323.99012189,AU/PA,van
168.074996948,-19.892999649,331.347042805,AU/PA,van
168.003005981,-19.7689991,337.578026073,AU/PA,van
167.942993164,-19.6319999696,331.515887086,AU/PA,van
167.886001587,-19.5330009458,336.554908914,AU/PA,van
167.81199646,-19.371999741,329.453698657,AU/PA,van
167.727005005,-19.2360000614,346.700451798,AU/PA,van
167.679992676,-19.0480003354,336.907415518,AU/PA,van
167.606994629,-18.8859996798,334.91220073,AU/PA,van
167.520996094,-18.7119998936,350.937625386,AU/PA,van
167.503997803,-18.6110000608,352.220888346,AU/PA,van
167.485992431,-18.4860000611,346.860027371,AU/PA,van
167.455001831,-18.3600006105,345.393877168,AU/PA,van
167.423995972,-18.2469997405,344.088618246,AU/PA,van
167.393997193,-18.1469993594,341.495846144,AU/PA,van
167.350006104,-18.0219993588,344.069008773,AU/PA,van
167.320007324,-17.9220008851,345.264625206,AU/PA,van
167.274993897,-17.7590007779,347.215973709,AU/PA,van
167.244995118,-17.6329994199,345.671510705,AU/PA,van
167.214996338,-17.5209999081,341.435622238,AU/PA,van
167.171005249,-17.3959999084,350.257025175,AU/PA,van
167.15499878,-17.3069992062,316.896687545,AU/PA,van
167.059005737,-17.2089996341,316.804801244,AU/PA,van
166.949996948,-17.0979995731,324.754226909,AU/PA,van
166.867996216,-16.9869995121,323.164203391,AU/PA,van
166.809997559,-16.8360004421,321.574179874,AU/PA,van
166.727996826,-16.7369995117,329.443093048,AU/PA,van
166.658996582,-16.6249999999,328.78406226,AU/PA,van
166.604003907,-16.5380001068,338.054502043,AU/PA,van
166.56199646,-16.4379997257,338.718866273,AU/PA,van
166.505996704,-16.2999992371,334.547293637,AU/PA,van
166.449996948,-16.1870002745,332.146760672,AU/PA,van
166.395004273,-16.0869998934,334.722980307,AU/PA,van
166.339996338,-15.9750003817,328.990221363,AU/PA,van
166.285003662,-15.8870000836,350.685897123,AU/PA,van
166.270004273,-15.7989997864,341.674408104,AU/PA,van
166.227005005,-15.6739997867,359.032268695,AU/PA,van
166.225006103,-15.5600004192,353.01862887,AU/PA,van
166.208999634,-15.4340000154,350.160611257,AU/PA,van
166.192993164,-15.3450002674,12.9139136037,AU/PA,van
166.216995239,-15.2440004347,5.32230883424,AU/PA,van
166.227996826,-15.1300001148,11.3128344042,AU/PA,van
166.212997436,-15.041000366,356.60602489,AU/PA,van
166.261993408,-14.8889999386,2.45645132061,AU/PA,van
166.270996094,-14.6859998699,358.694290635,AU/PA,van
166.268005371,-14.5590000153,353.636256449,AU/PA,van
166.251998901,-14.4200000759,358.520887494,AU/PA,van
166.25,-14.3450002667,354.594404929,AU/PA,van
166.23399353,-14.1809997554,351.289645,AU/PA,van
166.203994751,-13.9910001756,345.63207349,AU/PA,van
166.160995484,-13.8280000683,352.113606353,AU/PA,van
166.154006958,-13.7790002827,348.273785335,AU/PA,van
166.132003784,-13.675999641,345.932178843,AU/PA,van
166.089996338,-13.5129995346,344.871647696,AU/PA,van
166.020004272,-13.2609996794,340.683136592,AU/PA,van
165.95199585,-13.0719995494,348.276138558,AU/PA,van
165.908996582,-12.8699998857,353.376975411,AU/PA,van
165.893997192,-12.7440004352,346.45887404,AU/PA,van
165.837997436,-12.5170001986,341.711087729,AU/PA,van
165.770004272,-12.3159999847,344.115717856,AU/PA,van
165.714996338,-12.1269998548,339.02965032,AU/PA,van
165.621002197,-11.8870000835,340.722234175,AU/PA,van
165.542171322,-11.6662586877,326.879404956,AU/PA,van
165.434086687,-11.5038952186,319.287164388,AU/PA,van
165.284500228,-11.3334151369,313.701069413,AU/PA,van
165.119301556,-11.1784912393,309.022254052,AU/PA,van
164.957972436,-11.0501265943,295.634878537,AU/PA,van
164.785041849,-10.9686096419,289.585274303,AU/PA,van
164.577460414,-10.8960147008,289.585274303,AU/PA,van
-76.0059967037,-45.6590003966,2.01187068247,NZ/SA,sam
-75.8209991459,-44.8489990233,2.01187068247,NZ/SA,sam
-75.781997681,-44.0509986881,3.2959219691,NZ/SA,sam
-75.6320037841,-43.6479988096,4.57997325574,NZ/SA,sam
-75.5579986575,-42.9720001219,9.53770602411,NZ/SA,sam
-75.4020004271,-42.2849998478,0.464830087827,NZ/SA,sam
-75.3970031742,-41.8260002133,0.468862200255,NZ/SA,sam
-75.3919982914,-41.3670005798,359.974698503,NZ/SA,sam
-75.1890029909,-40.8629989628,359.480534805,NZ/SA,sam
-75.1949996946,-40.3590011599,5.38508161279,NZ/SA,sam
-75.1279983522,-39.8129997258,356.279357553,NZ/SA,sam
-75.1490020753,-39.5639991761,14.1484513325,NZ/SA,sam
-74.9879989621,-39.0680007933,12.7385503148,NZ/SA,sam
-74.8359985356,-38.5419998165,19.4177449742,NZ/SA,sam
-74.6549987791,-38.1380004881,4.65002797431,NZ/SA,sam
-74.5960006718,-37.5629997258,8.38036918996,NZ/SA,sam
-74.4420013429,-36.7249984741,14.5508445036,NZ/SA,sam
-74.262001038,-36.1650009153,14.6697187744,NZ/SA,sam
-73.8970031736,-35.5779991148,28.7683883895,NZ/SA,sam
-73.6750030515,-34.8880004883,30.6877042022,NZ/SA,sam
-73.246002197,-34.2900009154,29.4767347083,NZ/SA,sam
-72.9380035401,-33.8370018005,7.66377032967,NZ/SA,sam
-72.8610000612,-33.3590011595,357.814010167,NZ/SA,sam
-72.8889999387,-32.74200058,14.2390089984,NZ/SA,sam
-72.7620010374,-32.3190002441,5.19198508076,NZ/SA,sam
-72.678001404,-31.5310001371,5.19452110419,NZ/SA,sam
-72.6179962162,-30.9650001522,1.14998118655,NZ/SA,sam
-72.5999984744,-30.1900005342,3.4259238359,NZ/SA,sam
-72.5550003049,-29.5359992979,9.5487964508,NZ/SA,sam
-72.4329986575,-28.9009990692,20.4017625899,NZ/SA,sam
-72.1699981691,-28.2779998776,19.7394914582,NZ/SA,sam
-71.9580001828,-27.7549991606,11.015441862,NZ/SA,sam
-71.8470001218,-27.2479991913,8.02428379524,NZ/SA,sam
-71.7529983518,-26.6520004274,7.88883962195,NZ/SA,sam
-71.627998352,-25.8400001526,7.18644596852,NZ/SA,sam
-71.5240020753,-25.093000412,3.64530726426,NZ/SA,sam
-71.4660034179,-24.263000488,5.38014032528,NZ/SA,sam
-71.3899993898,-23.5230007168,2.89836729207,NZ/SA,sam
-71.3479995726,-22.7579994204,2.74533097125,NZ/SA,sam
-71.3069992062,-21.9650001522,4.3967553761,NZ/SA,sam
-71.2490005497,-21.2619991304,352.182400031,NZ/SA,sam
-71.3229980465,-20.7579994199,355.888087219,NZ/SA,sam
-71.3619995114,-20.2490005491,344.969093371,NZ/SA,sam
-71.486999512,-19.8110008237,334.513377996,NZ/SA,sam
-71.7460021973,-19.2980003358,319.433044307,NZ/SA,sam
-72.2659988406,-18.7220001218,316.075732741,NZ/SA,sam
-72.7369995113,-18.2569999697,308.863911753,NZ/SA,sam
-73.4000015259,-17.7469997406,305.391735909,NZ/SA,sam
-73.9489974974,-17.3740005495,311.038158121,NZ/SA,sam
-74.6090011598,-16.8229999541,306.886175264,NZ/SA,sam
-75.2919998168,-16.3299999236,314.638449919,NZ/SA,sam
-75.9160003666,-15.7360000612,316.169838815,NZ/SA,sam
-75.9160003666,-15.7360000612,317.701227711,NZ/SA,sam
-76.4029998776,-15.2189998628,317.03544433,NZ/SA,sam
-76.7649993898,-14.8430004118,317.145420669,NZ/SA,sam
-77.1250000004,-14.4670000076,317.914277602,NZ/SA,sam
-77.6389999391,-13.9139995574,316.754694435,NZ/SA,sam
-78.1480026248,-13.3870000841,325.91127244,NZ/SA,sam
-78.4069976803,-13.0139999387,325.974176169,NZ/SA,sam
-78.6650009158,-12.6409997943,327.854001399,NZ/SA,sam
-79.1470031739,-11.8900003432,322.346593918,NZ/SA,sam
-79.6179962157,-11.2910003663,332.984212192,NZ/SA,sam
-79.9970016478,-10.5600004193,330.225892204,NZ/SA,sam
-80.367996216,-9.92099952671,325.989962633,NZ/SA,sam
-80.700996399,-9.43400001569,336.385303666,NZ/SA,sam
-81.0410003663,-8.66499996208,333.956211621,NZ/SA,sam
-81.375,-7.98799991616,345.797515603,NZ/SA,sam
-81.5490036012,-7.30600023232,340.273166159,NZ/SA,sam
-81.7839965823,-6.65500020999,345.461646095,NZ/SA,sam
-81.9540023804,-6.00299978271,356.656559387,NZ/SA,sam
-81.9980010991,-5.25299978241,359.084850411,NZ/SA,sam
-82.0100021363,-4.50400018706,6.11063970874,NZ/SA,sam
-81.926002502,-3.72099995638,8.61990315922,NZ/SA,sam
-81.6384987911,-2.98642616114,20.8013372554,NZ/SA,sam
-81.5184960443,-2.42341979449,13.1872916905,NZ/SA,sam
-81.5854973875,-1.80041423123,14.352389364,NZ/SA,sam
-81.4014992796,-1.08140988236,12.9178160492,NZ/SA,sam
-81.2154946403,-0.270407540276,25.5312633869,NZ/SA,sam
-80.8734994013,0.445592237492,26.7457151949,NZ/SA,sam
-80.5604958616,1.06659024774,29.6106674664,NZ/SA,sam
-80.2784981806,1.56258757745,43.6379708763,NZ/SA,sam
-79.77749873,2.08758342963,41.5352408242,NZ/SA,sam
-79.4644951903,2.44058025148,41.5261780314,NZ/SA,sam
-79.1514992796,2.7935763116,39.3624760265,NZ/SA,sam
-78.6485009274,3.40556836249,25.3400203702,NZ/SA,sam
-78.3285012323,4.07955783073,18.8197262798,NZ/SA,sam
-78.0665001947,4.84554331997,10.1818444734,NZ/SA,sam
-77.9472828519,5.50627305356,354.032303718,NZ/SA,sam
-77.9832872154,5.84890746681,346.332673846,NZ/SA,sam
-78.0365014157,6.06651564438,332.584770623,NZ/SA,sam
-78.0724968993,6.13551412738,337.630990596,NZ/SA,sam
-78.1273046686,6.26789336938,336.940977928,NZ/SA,sam
-78.1678095777,6.36245673719,338.331339816,NZ/SA,sam
-78.2038139404,6.45250070145,330.421555657,NZ/SA,sam
-78.2578204856,6.54702941028,326.488092218,NZ/SA,sam
-78.3118270309,6.62803959645,324.157214036,NZ/SA,sam
-78.383835757,6.72703371983,329.51974572,NZ/SA,sam
-78.455844484,6.84849854487,326.490165942,NZ/SA,sam
-78.5458553928,6.9834226983,328.669599289,NZ/SA,sam
-78.6313657559,7.12280290073,328.669599289,NZ/SA,sam
-124.794386136,37.3753451188,3.44817198282,JF/NA,cas
-124.784386136,40.3753451188,3.44817198282,JF/NA,cas
-124.95300293,40.63299942,3.44817198282,JF/NA,cas
-124.932998657,40.8839988712,334.92501344,JF/NA,cas
-125.088996887,41.1349983214,344.103842578,JF/NA,cas
-125.181999206,41.380001068,340.772049637,JF/NA,cas
-125.308998108,41.6520004273,346.356186803,JF/NA,cas
-125.28099823,41.8180007934,351.940323969,JF/NA,cas
-125.31300354,41.9860000611,355.110511017,JF/NA,cas
-125.331001282,42.1419982906,11.975055166,JF/NA,cas
-125.290000915,42.2849998471,7.73272929266,JF/NA,cas
-125.208999634,42.3590011597,3.49040341933,JF/NA,cas
-125.197998047,42.4920005796,0.281185791665,JF/NA,cas
-125.267997741,42.5610008243,357.071968164,JF/NA,cas
-125.289001464,42.8619995119,2.21417990236,JF/NA,cas
-125.289001464,43.0509986876,336.819054211,JF/NA,cas
-125.34300232,43.1430015561,343.330249455,JF/NA,cas
-125.393997193,43.266998291,339.92976049,JF/NA,cas
-125.473999023,43.4259986878,359.20080995,JF/NA,cas
-125.480003357,43.7369995119,6.55769704999,JF/NA,cas
-125.449996948,43.9249992369,11.0969265919,JF/NA,cas
-125.429000855,44.0019989009,4.75102462795,JF/NA,cas
-125.361999511,44.0660018919,358.405122664,JF/NA,cas
-125.372001648,44.3230018616,2.04167212258,JF/NA,cas
-125.372001648,44.5229988098,358.868858863,JF/NA,cas
-125.375999451,44.6669998171,359.044304514,JF/NA,cas
-125.433998108,44.7249984745,359.219750164,JF/NA,cas
-125.43699646,44.881000519,0.362493742746,JF/NA,cas
-125.434997558,45.1040000917,351.166944378,JF/NA,cas
-125.516998291,45.4739990231,348.510322294,JF/NA,cas
-125.65499878,45.9459991455,346.852359236,JF/NA,cas
-125.773002624,46.2949981688,348.515712403,JF/NA,cas
-125.875999451,46.6430015563,345.719013661,JF/NA,cas
-125.998001098,46.9700012207,351.183602476,JF/NA,cas
-126.084999084,47.3499984738,334.309264731,JF/NA,cas
-126.370002746,47.7480010985,342.623622698,JF/NA,cas
-126.486000061,47.9959983824,330.90004976,JF/NA,cas
-126.733001709,48.2910003663,325.493290676,JF/NA,cas
-127.017997742,48.5649986271,308.016716245,JF/NA,cas
-127.377998352,48.7499999998,310.066266004,JF/NA,cas
-127.608001709,48.8769989011,325.904164008,JF/NA,cas
-127.818000793,49.0800018314,332.201093795,JF/NA,cas
-127.851997375,49.4910011292,338.498023582,JF/NA,cas
-128.029006958,49.7809982303,337.906106844,JF/NA,cas
-128.283004761,49.8849983219,310.773166686,JF/NA,cas
-128.414001464,50.0859985349,319.042235942,JF/NA,cas
-128.718994141,50.3100013734,312.445071334,JF/NA,cas
-129.009994507,50.4790000918,314.802332817,JF/NA,cas
-129.460006713,50.6469993594,317.159594301,JF/NA,cas
-129.738006592,50.8359985352,329.989222271,JF/NA,cas
-129.981994629,51.1010017391,320.927991542,JF/NA,cas
-130.212005615,51.2779998777,319.874874483,JF/NA,cas
-130.548004151,51.3979988096,318.821757424,JF/NA,cas
-130.850006104,51.6119995115,318.821757424,JF/NA,cas
-71,19.2,90,NA/CA,car
-63,19,90,NA/CA,car
-61.3927821864,19.03457825,124.127967825,NA/CA,car
-61.0487230699,18.8747026141,124.127967825,NA/CA,car
-60.7286680774,18.6689213641,132.221743974,NA/CA,car
-60.4806254577,18.4552513574,145.0092858,NA/CA,car
-60.2860012528,18.1909999849,149.567379332,NA/CA,car
-60.0590000629,17.8229999541,141.173749953,NA/CA,car
-59.8270016192,17.5480003359,132.025103008,NA/CA,car
-59.4730015272,17.2430000304,134.302127237,NA/CA,car
-59.1123903641,16.9059559379,154.897879817,NA/CA,car
-58.8563463701,16.3814346715,163.52639417,NA/CA,car
-58.752558862,16.0441037537,171.913822997,NA/CA,car
-58.7105522019,15.7595470698,174.210762096,NA/CA,car
-58.6740017413,15.4119997025,133.455306665,NA/CA,car
-58.5340023511,15.2840003963,120.231407977,NA/CA,car
-58.2959995739,15.1499996182,128.245749715,NA/CA,car
-57.9209995747,14.8640003202,162.067088772,NA/CA,car
-57.7990017412,14.4989995959,172.915965619,NA/CA,car
-57.71899991,13.8739995953,169.772525138,NA/CA,car
-57.5760021685,13.1020002361,171.767129193,NA/CA,car
-57.4759998799,12.4270000459,176.780161848,NA/CA,car
-57.4320011612,11.6610002521,191.687878488,NA/CA,car
-57.5410023207,11.1440000537,203.816088809,NA/CA,car
-57.7700024121,10.6339998246,219.375654189,NA/CA,car
-58.1650028705,10.1599998474,219.375654189,NA/CA,car
-60,8,200,NA/CA,car
-60.1,7,180,NA/CA,car
128.383,-2.28637,96.9377896306,BH-BS,sum
129.258,-2.41628,96.9377896306,BH-BS,sum
130.107,-2.51922,110.104174801,BH-BS,sum
130.585,-2.6939,110.087440779,BH-BS,sum
131.063,-2.86839,123.414968777,BH-BS,sum
131.489,-3.14894,123.406201324,BH-BS,sum
131.915,-3.42931,141.644042301,BH-BS,sum
132.316,-3.93477,141.652239737,BH-BS,sum
132.717,-4.44004,158.855827642,BH-BS,sum
132.912598,-4.943881,167.707378787,AU-BS,sum
133.122461,-5.9019,208.919913215,AU-BS,sum
132.689,-6.68099,219.695114252,TI-AU,sum
132.431,-6.98943,219.749279632,TI-AU,sum
131.867,-7.6612,216.409309263,TI-AU,sum
131.415,-8.26747,227.313826218,TI-AU,sum
131.415,-8.26747,238.218343174,TI-AU,sum
130.933,-8.56249,247.197563611,TI-AU,sum
130.54,-8.7256,253.298852534,TI-AU,sum
129.861,-8.92625,262.755694612,TI-AU,sum
129.106,-9.02027,263.987373718,TI-AU,sum
128.376,-9.09547,265.38830976,TI-AU,sum
127.9,-9.13307,259.259092096,TI-AU,sum
127.43,-9.22077,253.416129327,TI-AU,sum
126.853,-9.38984,248.023225423,TI-AU,sum
126.333,-9.59637,247.655183868,TI-AU,sum
125.869,-9.78401,242.281471928,TI-AU,sum
125.482,-9.98405,241.155843425,TI-AU,sum
125.159,-10.159,241.046526036,TI-AU,sum
124.734,-10.39,247.242238504,TI-AU,sum
123.96,-10.7081,248.480807121,TI-AU,sum
123.217,-10.9948,251.507864259,TI-AU,sum
122.627,-11.1878,254.773337883,TI-AU,sum
121.783,-11.4118,267.604229539,TI-AU,sum
120.229895657,-11.4713922423,267.256645475,AU/SU,sum
120.018293584,-11.4812525522,257.599075507,AU/SU,sum
120.886,-11.4925,281.256149904,TI-AU,sum
121.11,-11.4927,271.634909623,TI-AU,sum
119.753229872,-11.4516122924,277.006229638,AU/SU,sum
119.269996643,-11.3929996489,267.491937897,AU/SU,sum
118.61110383,-11.4205547991,264.862974359,AU/SU,sum
118.128774202,-11.462656432,271.404683073,AU/SU,sum
117.546537983,-11.4480873493,279.702819921,AU/SU,sum
116.852996827,-11.3310003277,274.741086766,AU/SU,sum
116.174003601,-11.2749996185,275.350144042,AU/SU,sum
115.570999146,-11.2189998627,277.027019702,AU/SU,sum
115.013000488,-11.1510000228,276.019557153,AU/SU,sum
114.410003662,-11.0880002976,280.870340839,AU/SU,sum
113.755996704,-10.9639997486,279.786594426,AU/SU,sum
113.20400238,-10.8699998852,280.026345007,AU/SU,sum
112.56300354,-10.7580003734,285.312702092,AU/SU,sum
112.169998169,-10.652000427,276.666714201,AU/SU,sum
111.523002625,-10.5769996645,281.275456592,AU/SU,sum
111.01499939,-10.4770002367,288.597975852,AU/SU,sum
110.6177187,-10.3452439209,281.14953977,AU/SU,sum
110.179153756,-10.25989337,277.808781327,AU/SU,sum
109.646078572,-10.1875067757,272.245429728,AU/SU,sum
109.010072678,-10.1623460381,278.811795687,AU/SU,sum
108.426004794,-10.072684328,282.72497577,AU/SU,sum
107.816764622,-9.93661521802,297.076343235,AU/SU,sum
107.360001095,-9.70615004469,291.988366427,AU/SU,sum
106.809787147,-9.48658100151,295.8985853,AU/SU,sum
106.368528353,-9.27485692171,294.683718836,AU/SU,sum
106.189582803,-9.19362491326,294.673964121,AU/SU,sum
105.958181513,-9.08858071773,304.397801757,AU/SU,sum
105.630851064,-8.86700442551,306.177051404,AU/SU,sum
105.122963055,-8.49933694874,310.433087795,AU/SU,sum
104.853674894,-8.27218141904,304.992950447,AU/SU,sum
104.529625975,-8.04744324361,290.759639423,AU/SU,sum
104.127085909,-7.89610869496,289.642500176,AU/SU,sum
103.727301674,-7.75453372135,293.943353037,AU/SU,sum
103.206027843,-7.52474359084,299.612837838,AU/SU,sum
102.532791654,-7.14455574625,311.161237713,AU/SU,sum
101.858001709,-6.55800008773,318.459400836,AU/SU,sum
101.346000672,-5.982999802,320.805506963,AU/SU,sum
100.791000367,-5.30499982868,326.431616645,AU/SU,sum
100.35900116,-4.6560001369,323.502638519,AU/SU,sum
99.9800033566,-4.14499998136,323.806031564,AU/SU,sum
99.6750030519,-3.72900009148,323.859749477,AU/SU,sum
99.3700027464,-3.31200003587,322.54995362,AU/SU,sum
98.8740005496,-2.66499996148,318.350657219,AU/SU,sum
98.3010025028,-2.02099990852,325.507140617,AU/SU,sum
98.0350036621,-1.63399994404,325.602733467,AU/SU,sum
97.7699966432,-1.24699997867,330.378635553,AU/SU,sum
97.3720016484,-0.546999990857,331.43121416,AU/SU,sum
97.011001587,0.115999996703,332.063364811,AU/SU,sum
96.6699981689,0.759000003547,321.461506676,AU/SU,sum
96.3799972538,1.12300002613,321.286639149,AU/SU,sum
96.2020034794,1.34500002853,321.496384705,AU/SU,sum
96.088996887,1.48699998846,305.853507381,AU/SU,sum
95.541999817,1.88199996932,303.737915673,AU/SU,sum
94.978996277,2.10400009133,301.622323965,AU/SU,sum
