120.112913999 21.6348188426 4.08389
120.335568509 21.5716674847 4.08389
120.49872491 21.5251685667 4.19426
120.786876878 21.4425861238 4.08389
120.893821391 21.4117870783 4.19426
120.985922085 21.3851981108 4.19426
121.101000806 21.3518912601 4.41501
121.153590754 21.3366391767 4.52539
121.216027155 21.3185060714 5.84989
121.273520685 21.3017841541 7.28477
121.331001252 21.2850426771 10.8168
121.477106844 21.2423837895 24.5033
122.297986539 20.9999116197 136.976
123.417631653 20.6615549176 299.448
120.057659914 21.1298066125 4.08389
120.289353345 21.1182595562 4.08389
120.459238663 21.1095915991 4.19426
120.759491818 21.0938555628 4.08389
120.870997973 21.0878761898 4.19426
120.967057648 21.0826663117 4.19426
121.087122677 21.0760779602 4.41501
121.142005956 21.0730380258 4.52539
121.207176977 21.0694051927 5.84989
121.26720006 21.0660371646 7.28477
121.327220552 21.0626480386 10.8168
121.479831377 21.0539350235 24.5033
122.338566902 21.0023473711 136.976
123.513388059 20.9247332489 299.448
120.235909939 20.6632099491 4.09401
120.372966603 20.671470851 4.20236
120.576274327 20.6835238589 4.01705
120.828910962 20.6981665295 3.93432
121.007631685 20.7083009813 4.04541
121.133984095 20.7153537954 4.05371
121.235683039 20.7209630541 4.55708
121.288072514 20.72382915 5.05721
121.343541631 20.7268463279 5.85556
121.401056463 20.7299558832 7.38252
121.462670255 20.7332657042 9.77068
121.544784068 20.737642439 15.6039
121.680212417 20.7447751961 29.6525
122.170553337 20.7697079568 91.804
123.71211881 20.8389773355 299.455
120.364909443 20.2174008852 4.947
120.445180113 20.216050898 5.18257
120.514503646 20.2148556533 5.18257
120.636729347 20.2126819991 5.06478
120.886642566 20.2079742212 5.41814
121.010681329 20.2055062906 5.53592
121.193083963 20.2017188737 5.53592
121.26786645 20.2001116362 5.53592
121.375477445 20.1977432779 5.65371
121.426545949 20.1965963956 6.00707
121.466670702 20.1956849266 6.71378
121.515913975 20.1945538647 8.59835
121.574275554 20.1931955887 11.1896
121.618045971 20.1921642452 14.4876
121.709232661 20.1899808181 23.086
121.920775549 20.1847342454 49.2344
122.558960436 20.1673715785 130.035
123.765612287 20.1282447749 298.94
120.397216566 19.7474518121 5.07454
120.483491901 19.7275363975 4.98853
120.614795091 19.6971381946 4.98853
120.748621428 19.6660456757 5.07454
120.843812377 19.6438618429 5.07454
120.996834506 19.6080828928 5.33257
121.093241889 19.5854667977 5.24656
121.22816685 19.5537181985 5.41858
121.270560831 19.5437193753 5.41858
121.310380738 19.5343175235 5.67661
121.37074394 19.5200464887 5.84862
121.424676523 19.5072767007 7.05275
121.473465282 19.4957093263 8.77294
121.519679727 19.4847387177 11.0092
121.571022031 19.4725353436 14.6216
121.753223927 19.4290968721 35.7798
122.350468189 19.2852717275 118.521
123.580063917 18.9822561216 298.968
120.094900934 19.3705808269 5.07454
120.175366243 19.3355449568 4.98853
120.297799354 19.2821390415 4.98853
120.422550867 19.2276020474 5.07454
120.511265909 19.1887454595 5.07454
120.653841497 19.1261705237 5.33257
120.743644433 19.086676173 5.24656
120.869296723 19.031311002 5.41858
120.908770101 19.0138929833 5.41858
120.945843662 18.9975229541 5.67661
121.002037989 18.9726898275 5.84862
121.052240045 18.95048418 7.05275
121.097649396 18.9303817354 8.77294
121.140658654 18.9113271486 11.0092
121.188435472 18.8901436686 14.6216
121.357944878 18.8148442247 35.7798
121.91315824 18.5666641716 118.521
123.054228701 18.0492367794 298.968
119.840636479 19.027382473 5.07454
119.913750999 18.9803479128 4.98853
120.024980423 18.9086880323 4.98853
120.138292688 18.8355549581 5.07454
120.218858623 18.7834762772 5.07454
120.348312982 18.6996557872 5.33257
120.42983587 18.6467821867 5.24656
120.543882789 18.5727000842 5.41858
120.579705597 18.5494029926 5.41858
120.61334846 18.5275116688 5.67661
120.664338894 18.494310288 5.84862
120.709888107 18.4646294099 7.05275
120.751085684 18.4377659357 8.77294
