dist,depth,avlon,avlat
83.6,13.0,80.8,29.7
83.7,13.1,80.8,29.7
83.8,13.2,80.8,29.7
83.9,13.4,80.8,29.7
84.0,13.4,80.8,29.7
84.1,13.5,80.8,29.7
84.2,13.5,80.8,29.7
84.3,13.6,80.8,29.7
84.4,13.7,80.8,29.7
84.5,13.6,80.8,29.7
84.6,13.6,80.8,29.7
84.7,13.6,80.8,29.7
84.8,13.6,80.8,29.7
84.9,13.6,80.8,29.7
85.0,13.6,80.8,29.7
85.1,13.6,80.8,29.7
85.2,13.6,80.8,29.7
85.3,13.6,80.8,29.7
85.4,13.5,80.8,29.7
85.5,13.5,80.8,29.7
85.6,13.5,80.8,29.7
85.7,13.5,80.8,29.7
85.8,13.5,80.8,29.7
85.9,13.5,80.8,29.7
86.0,13.5,80.8,29.7
86.1,13.5,80.8,29.7
86.2,13.5,80.8,29.7
86.3,13.4,80.8,29.7
86.4,13.4,80.8,29.7
86.5,13.4,80.8,29.7
86.6,13.4,80.8,29.7
86.7,13.4,80.8,29.7
86.8,13.4,80.8,29.7
86.9,13.4,80.8,29.7
87.0,13.4,80.8,29.7
87.1,13.4,80.8,29.7
87.2,13.3,80.8,29.7
87.3,13.4,80.8,29.7
87.4,13.6,80.8,29.7
87.5,13.9,80.8,29.7
87.6,13.9,80.8,29.7
87.7,13.9,80.8,29.7
87.8,13.9,80.8,29.7
87.9,14.0,80.8,29.7
88.0,14.0,80.8,29.7
88.1,14.0,80.8,29.7
88.2,14.0,80.8,29.7
88.3,14.0,80.8,29.7
88.4,14.0,80.8,29.7
88.5,14.0,80.8,29.7
88.6,14.0,80.8,29.7
88.7,14.0,80.8,29.7
88.8,14.1,80.8,29.7
88.9,14.1,80.8,29.7
89.0,14.1,80.8,29.7
89.1,14.1,80.8,29.7
89.2,14.1,80.8,29.7
89.3,14.1,80.8,29.7
89.4,14.1,80.8,29.7
89.5,14.1,80.8,29.7
89.6,14.2,80.8,29.7
89.7,14.2,80.8,29.7
89.8,14.2,80.8,29.7
89.9,14.2,80.8,29.7
90.0,14.2,80.8,29.7
90.1,14.2,80.8,29.7
90.2,14.2,80.8,29.7
90.3,14.2,80.8,29.7
90.4,14.2,80.8,29.7
90.5,14.3,80.8,29.7
90.6,14.3,80.8,29.7
90.7,14.3,80.8,29.7
90.8,14.3,80.8,29.7
90.9,14.4,80.8,29.7
91.0,14.4,80.8,29.7
91.1,14.4,80.8,29.7
91.2,14.4,80.8,29.7
91.3,14.4,80.8,29.7
91.4,14.5,80.8,29.7
91.5,14.5,80.8,29.7
91.6,14.5,80.8,29.7
91.7,14.6,80.8,29.7
91.8,14.6,80.8,29.7
91.9,14.7,80.8,29.7
92.0,14.7,80.8,29.7
92.1,14.8,80.8,29.7
92.2,14.8,80.8,29.7
92.3,14.8,80.8,29.7
92.4,14.9,80.8,29.7
92.5,14.9,80.8,29.7
92.6,15.0,80.8,29.7
92.7,15.0,80.8,29.7
92.8,15.1,80.8,29.7
92.9,15.1,80.8,29.7
93.0,15.2,80.8,29.7
93.1,15.2,80.8,29.7
93.2,15.2,80.8,29.7
93.3,15.3,80.8,29.7
93.4,15.3,80.8,29.7
93.5,15.4,80.8,29.7
93.6,15.4,80.8,29.7
93.7,15.5,80.8,29.7
93.8,15.5,80.8,29.7
93.9,15.6,80.8,29.7
94.0,15.6,80.8,29.7
94.1,15.6,80.8,29.7
94.2,15.6,80.8,29.7
94.3,15.7,80.8,29.7
94.4,15.7,80.8,29.7
94.5,15.7,80.8,29.7
94.6,15.7,80.8,29.7
94.7,15.8,80.8,29.7
94.8,15.8,80.8,29.7
94.9,15.9,80.8,29.7
95.0,16.0,80.8,29.7
95.1,16.0,80.8,29.7
95.2,16.1,80.8,29.7
95.3,16.2,80.8,29.7
95.4,16.2,80.8,29.7
95.5,16.3,80.8,29.7
95.6,16.4,80.8,29.7
95.7,16.4,80.8,29.7
95.8,16.5,80.8,29.7
95.9,16.6,80.8,29.7
96.0,16.6,80.8,29.7
96.1,16.7,80.8,29.7
96.2,16.7,80.8,29.7
96.3,16.8,80.8,29.7
96.4,16.9,80.8,29.7
96.5,16.9,80.8,29.7
96.6,16.8,80.8,29.7
96.7,16.8,80.8,29.7
96.8,16.9,80.8,29.7
96.9,17.0,80.8,29.7
97.0,17.1,80.8,29.7
97.1,17.2,80.8,29.7
97.2,17.3,80.8,29.7
97.3,17.3,80.8,29.7
97.4,17.3,80.8,29.7
97.5,17.4,80.8,29.7
97.6,17.4,80.8,29.7
97.7,17.4,80.8,29.7
97.8,17.4,80.8,29.7
97.9,17.4,80.8,29.7
98.0,17.5,80.8,29.7
98.1,17.5,80.8,29.7
98.2,17.6,80.8,29.7
98.3,17.6,80.8,29.7
98.4,17.7,80.8,29.7
98.5,17.7,80.8,29.7
98.6,17.8,80.8,29.7
98.7,17.9,80.8,29.7
98.8,17.9,80.8,29.7
98.9,18.0,80.8,29.7
99.0,18.1,80.8,29.7
99.1,18.2,80.8,29.7
99.2,18.2,80.8,29.7
99.3,18.3,80.8,29.7
99.4,18.4,80.8,29.7
99.5,18.4,80.8,29.7
99.6,18.5,80.8,29.7
99.7,18.6,80.8,29.7
99.8,18.6,80.8,29.7
99.9,18.7,80.8,29.7
100.0,18.7,80.8,29.7
100.1,18.8,80.8,29.7
100.2,18.8,80.8,29.7
100.3,18.8,80.8,29.7
100.4,18.9,80.8,29.7
100.5,18.9,80.8,29.7
100.6,18.9,80.8,29.7
100.7,19.0,80.8,29.7
100.8,19.0,80.8,29.7
100.9,19.1,80.8,29.7
101.0,19.1,80.8,29.7
101.1,19.2,80.8,29.7
101.2,19.2,80.8,29.7
101.3,19.3,80.8,29.7
101.4,19.3,80.8,29.7
101.5,19.4,80.8,29.7
101.6,19.4,80.8,29.7
101.7,19.5,80.8,29.7
101.8,19.6,80.8,29.7
101.9,19.6,80.8,29.7
102.0,19.7,80.8,29.7
102.1,19.7,80.8,29.7
102.2,19.8,80.8,29.7
102.3,19.8,80.8,29.7
102.4,19.9,80.8,29.7
102.5,19.9,80.8,29.7
102.6,20.0,80.8,29.7
102.7,20.1,80.8,29.7
102.8,20.1,80.8,29.7
102.9,20.2,80.8,29.7
103.0,20.2,80.8,29.7
103.1,20.3,80.8,29.7
103.2,20.3,80.8,29.7
103.3,20.3,80.8,29.7
103.4,20.4,80.8,29.7
103.5,20.5,80.8,29.7
103.6,20.5,80.8,29.7
103.7,20.6,80.8,29.7
103.8,20.7,80.8,29.7
103.9,20.7,80.8,29.7
104.0,20.7,80.8,29.7
104.1,20.8,80.8,29.7
104.2,20.8,80.8,29.7
104.3,20.9,80.8,29.7
104.4,20.9,80.8,29.7
104.5,21.0,80.8,29.7
104.6,21.0,80.8,29.7
104.7,21.1,80.8,29.7
104.8,21.1,80.8,29.7
104.9,21.2,80.8,29.7
105.0,21.3,80.8,29.7
105.1,21.3,80.8,29.7
105.2,21.4,80.8,29.7
105.3,21.5,80.8,29.7
105.4,21.5,80.8,29.7
105.5,21.6,80.8,29.7
105.6,21.7,80.8,29.7
105.7,21.7,80.8,29.7
105.8,21.8,80.8,29.7
105.9,21.8,80.8,29.7
106.0,21.9,80.8,29.7
106.1,21.9,80.8,29.7
106.2,22.0,80.8,29.7
106.3,22.0,80.8,29.7
106.4,22.1,80.8,29.7
106.5,22.1,80.8,29.7
106.6,22.1,80.8,29.7
106.7,22.2,80.8,29.7
106.8,22.2,80.8,29.7
106.9,22.2,80.8,29.7
107.0,22.3,80.8,29.7
107.1,22.4,80.8,29.7
107.2,22.4,80.8,29.7
107.3,22.5,80.8,29.7
107.4,22.6,80.8,29.7
107.5,22.6,80.8,29.7
107.6,22.7,80.8,29.7
107.7,22.7,80.8,29.7
107.8,22.8,80.8,29.7
107.9,22.9,80.8,29.7
108.0,22.9,80.8,29.7
108.1,23.0,80.8,29.7
108.2,23.0,80.8,29.7
108.3,23.1,80.8,29.7
108.4,23.2,80.8,29.7
108.5,23.2,80.8,29.7
108.6,23.3,80.8,29.7
108.7,23.3,80.8,29.7
108.8,23.4,80.8,29.7
108.9,23.5,80.8,29.7
109.0,23.5,80.8,29.7
109.1,23.6,80.8,29.7
109.2,23.7,80.8,29.7
109.3,23.7,80.8,29.7
109.4,23.7,80.8,29.7
109.5,23.8,80.8,29.7
109.6,23.8,80.8,29.7
109.7,23.9,80.8,29.7
109.8,23.9,80.8,29.7
109.9,23.9,80.8,29.7
110.0,23.9,80.8,29.7
110.1,24.0,80.8,29.7
110.2,24.0,80.8,29.7
110.3,24.0,80.8,29.7
110.4,24.1,80.8,29.7
110.5,24.1,80.8,29.7
110.6,24.1,80.8,29.7
110.7,24.2,80.8,29.7
110.8,24.2,80.8,29.7
110.9,24.3,80.8,29.7
111.0,24.3,80.8,29.7
111.1,24.4,80.8,29.7
111.2,24.5,80.8,29.7
111.3,24.6,80.8,29.7
111.4,24.7,80.8,29.7
111.5,24.7,80.8,29.7
111.6,24.7,80.8,29.7
111.7,24.7,80.8,29.7
111.8,24.7,80.8,29.7
111.9,24.7,80.8,29.7
112.0,24.7,80.8,29.7
112.1,24.7,80.8,29.7
112.2,25.3,80.8,29.7
112.3,25.3,80.8,29.7
112.4,25.3,80.8,29.7
112.5,25.4,80.8,29.7
112.6,25.4,80.8,29.7
112.7,25.4,80.8,29.7
112.8,25.5,80.8,29.7
112.9,25.5,80.8,29.7
113.0,25.5,80.8,29.7
113.1,25.6,80.8,29.7
113.2,25.6,80.8,29.7
113.3,25.7,80.8,29.7
113.4,25.7,80.8,29.7
113.5,25.8,80.8,29.7
113.6,25.8,80.8,29.7
113.7,25.9,80.8,29.7
113.8,25.9,80.8,29.7
113.9,26.0,80.8,29.7
114.0,26.0,80.8,29.7
114.1,25.9,80.8,29.7
114.2,25.9,80.8,29.7
114.3,26.0,80.8,29.7
114.4,26.1,80.8,29.7
114.5,26.1,80.8,29.7
114.6,26.2,80.8,29.7
114.7,26.3,80.8,29.7
114.8,26.4,80.8,29.7
114.9,26.4,80.8,29.7
115.0,26.5,80.8,29.7
115.1,26.6,80.8,29.7
115.2,26.6,80.8,29.7
115.3,26.6,80.8,29.7
115.4,26.7,80.8,29.7
115.5,26.7,80.8,29.7
115.6,26.7,80.8,29.7
115.7,26.8,80.8,29.7
115.8,26.8,80.8,29.7
115.9,26.9,80.8,29.7
116.0,26.9,80.8,29.7
116.1,27.0,80.8,29.7
116.2,27.0,80.8,29.7
116.3,27.0,80.8,29.7
116.4,27.0,80.8,29.7
116.5,27.1,80.8,29.7
116.6,27.1,80.8,29.7
116.7,27.1,80.8,29.7
116.8,27.1,80.8,29.7
116.9,27.2,80.8,29.7
117.0,27.2,80.8,29.7
117.1,27.2,80.8,29.7
117.2,27.2,80.8,29.7
117.3,27.2,80.8,29.7
117.4,27.3,80.8,29.7
117.5,27.3,80.8,29.7
117.6,27.4,80.8,29.7
117.7,27.5,80.8,29.7
117.8,27.5,80.8,29.7
117.9,27.5,80.8,29.7
118.0,27.5,80.8,29.7
118.1,27.5,80.8,29.7
118.2,27.6,80.8,29.7
118.3,27.6,80.8,29.7
118.4,27.6,80.8,29.7
118.5,27.6,80.8,29.7
118.6,27.7,80.8,29.7
118.7,27.7,80.8,29.7
118.8,27.7,80.8,29.7
118.9,27.8,80.8,29.7
119.0,27.8,80.8,29.7
119.1,27.8,80.8,29.7
119.2,27.9,80.8,29.7
119.3,27.9,80.8,29.7
119.4,27.9,80.8,29.7
119.5,27.9,80.8,29.7
119.6,27.9,80.8,29.7
119.7,27.9,80.8,29.7
119.8,27.9,80.8,29.7
119.9,28.0,80.8,29.7
120.0,28.0,80.8,29.7
120.1,28.0,80.8,29.7
120.2,28.0,80.8,29.7
120.3,28.0,80.8,29.7
120.4,28.0,80.8,29.7
120.5,28.0,80.8,29.7
120.6,28.0,80.8,29.7
120.7,28.0,80.8,29.7
120.8,28.0,80.8,29.7
120.9,28.0,80.8,29.7
121.0,28.0,80.8,29.7
121.1,28.0,80.8,29.7
121.2,28.0,80.8,29.7
121.3,28.0,80.8,29.7
121.4,28.0,80.8,29.7
121.5,28.1,80.8,29.7
121.6,28.1,80.8,29.7
121.7,28.1,80.8,29.7
121.8,28.2,80.8,29.7
121.9,28.2,80.8,29.7
122.0,28.2,80.8,29.7
122.1,28.2,80.8,29.7
122.2,28.2,80.8,29.7
122.3,28.2,80.8,29.7
122.4,28.3,80.8,29.7
122.5,28.4,80.8,29.7
122.6,28.4,80.8,29.7
122.7,28.4,80.8,29.7
122.8,28.4,80.8,29.7
122.9,28.4,80.8,29.7
123.0,28.4,80.8,29.7
123.1,28.4,80.8,29.7
123.2,28.4,80.8,29.7
123.3,28.4,80.8,29.7
123.4,28.4,80.8,29.7
123.5,28.5,80.8,29.7
123.6,28.5,80.8,29.7
123.7,28.5,80.8,29.7
123.8,28.5,80.8,29.7
123.9,28.5,80.8,29.7
124.0,28.5,80.8,29.7
124.1,28.5,80.8,29.7
124.2,28.5,80.8,29.7
124.3,28.5,80.8,29.7
124.4,28.5,80.8,29.7
124.5,28.5,80.8,29.7
124.6,28.5,80.8,29.7
124.7,28.5,80.8,29.7
124.8,28.5,80.8,29.7
124.9,28.5,80.8,29.7
125.0,28.5,80.8,29.7
125.1,28.5,80.8,29.7
125.2,28.5,80.8,29.7
125.3,28.5,80.8,29.7
125.4,28.5,80.8,29.7
125.5,28.5,80.8,29.7
125.6,28.5,80.8,29.7
125.7,28.5,80.8,29.7
125.8,28.6,80.8,29.7
125.9,28.6,80.8,29.7
126.0,28.7,80.8,29.7
126.1,28.7,80.8,29.7
126.2,28.7,80.8,29.7
126.3,28.7,80.8,29.7
126.4,28.7,80.8,29.7
126.5,28.7,80.8,29.7
126.6,28.8,80.8,29.7
126.7,28.8,80.8,29.7
126.8,28.8,80.8,29.7
126.9,28.8,80.8,29.7
127.0,28.8,80.8,29.7
127.1,28.8,80.8,29.7
127.2,28.8,80.8,29.7
127.3,28.8,80.8,29.7
127.4,28.8,80.8,29.7
127.5,28.8,80.8,29.7
127.6,28.8,80.8,29.7
127.7,28.8,80.8,29.7
127.8,28.8,80.8,29.7
127.9,28.8,80.8,29.7
128.0,28.8,80.8,29.7
128.1,28.8,80.8,29.7
128.2,28.9,80.8,29.7
128.3,28.9,80.8,29.7
128.4,28.9,80.8,29.7
128.5,28.9,80.8,29.7
128.6,28.9,80.8,29.7
128.7,28.9,80.8,29.7
128.8,28.9,80.8,29.7
128.9,28.9,80.8,29.7
129.0,29.0,80.8,29.7
129.1,29.0,80.8,29.7
129.2,29.0,80.8,29.7
129.3,29.0,80.8,29.7
129.4,29.0,80.8,29.7
129.5,29.0,80.8,29.7
129.6,29.0,80.8,29.7
129.7,29.0,80.8,29.7
129.8,29.0,80.8,29.7
129.9,29.1,80.8,29.7
130.0,29.1,80.8,29.7
130.1,29.1,80.8,29.7
130.2,29.1,80.8,29.7
130.3,29.0,80.8,29.7
130.4,29.0,80.8,29.7
130.5,29.0,80.8,29.7
130.6,29.0,80.8,29.7
130.7,29.0,80.8,29.7
130.8,29.0,80.8,29.7
130.9,29.0,80.8,29.7
131.0,29.1,80.8,29.7
131.1,29.1,80.8,29.7
131.2,29.1,80.8,29.7
131.3,29.1,80.8,29.7
131.4,29.1,80.8,29.7
131.5,29.2,80.8,29.7
131.6,29.2,80.8,29.7
131.7,29.2,80.8,29.7
131.8,29.2,80.8,29.7
131.9,29.3,80.8,29.7
132.0,29.3,80.8,29.7
132.1,29.3,80.8,29.7
132.2,29.3,80.8,29.7
132.3,29.2,80.8,29.7
132.4,29.2,80.8,29.7
132.5,29.3,80.8,29.7
132.6,29.3,80.8,29.7
132.7,29.3,80.8,29.7
132.8,29.3,80.8,29.7
132.9,29.3,80.8,29.7
133.0,29.3,80.8,29.7
133.1,29.3,80.8,29.7
133.2,29.3,80.8,29.7
133.3,29.3,80.8,29.7
133.4,29.3,80.8,29.7
133.5,29.3,80.8,29.7
133.6,29.3,80.8,29.7
133.7,29.3,80.8,29.7
133.8,29.3,80.8,29.7
133.9,29.3,80.8,29.7
134.0,29.3,80.8,29.7
134.1,29.3,80.8,29.7
134.2,29.3,80.8,29.7
134.3,29.3,80.8,29.7
134.4,29.3,80.8,29.7
134.5,29.4,80.8,29.7
134.6,29.4,80.8,29.7
134.7,29.5,80.8,29.7
134.8,29.5,80.8,29.7
134.9,29.5,80.8,29.7
135.0,29.6,80.8,29.7
135.1,29.6,80.8,29.7
135.2,29.6,80.8,29.7
135.3,29.7,80.8,29.7
135.4,29.7,80.8,29.7
135.5,29.7,80.8,29.7
135.6,29.6,80.8,29.7
135.7,29.6,80.8,29.7
135.8,29.6,80.8,29.7
135.9,29.6,80.8,29.7
136.0,29.6,80.8,29.7
136.1,29.5,80.8,29.7
136.2,29.5,80.8,29.7
136.3,29.5,80.8,29.7
136.4,29.5,80.8,29.7
136.5,29.5,80.8,29.7
136.6,29.6,80.8,29.7
136.7,29.6,80.8,29.7
136.8,29.6,80.8,29.7
136.9,29.6,80.8,29.7
137.0,29.7,80.8,29.7
137.1,29.7,80.8,29.7
137.2,29.7,80.8,29.7
137.3,29.8,80.8,29.7
137.4,29.8,80.8,29.7
137.5,29.8,80.8,29.7
137.6,29.8,80.8,29.7
137.7,29.8,80.8,29.7
137.8,29.8,80.8,29.7
137.9,29.8,80.8,29.7
138.0,29.8,80.8,29.7
138.1,29.8,80.8,29.7
138.2,29.8,80.8,29.7
138.3,29.8,80.8,29.7
138.4,29.9,80.8,29.7
138.5,30.0,80.8,29.7
138.6,30.1,80.8,29.7
138.7,30.1,80.8,29.7
138.8,30.1,80.8,29.7
138.9,30.1,80.8,29.7
139.0,30.1,80.8,29.7
139.1,30.1,80.8,29.7
139.2,30.1,80.8,29.7
139.3,30.1,80.8,29.7
139.4,30.1,80.8,29.7
139.5,30.0,80.8,29.7
139.6,30.0,80.8,29.7
139.7,30.0,80.8,29.7
139.8,30.0,80.8,29.7
139.9,30.0,80.8,29.7
140.0,30.0,80.8,29.7
140.1,30.1,80.8,29.7
140.2,30.1,80.8,29.7
140.3,30.1,80.8,29.7
140.4,30.1,80.8,29.7
140.5,30.2,80.8,29.7
140.6,30.2,80.8,29.7
140.7,30.2,80.8,29.7
140.8,30.3,80.8,29.7
140.9,30.3,80.8,29.7
141.0,30.3,80.8,29.7
141.1,30.3,80.8,29.7
141.2,30.3,80.8,29.7
141.3,30.3,80.8,29.7
141.4,30.3,80.8,29.7
141.5,30.3,80.8,29.7
141.6,30.3,80.8,29.7
141.7,30.3,80.8,29.7
141.8,30.3,80.8,29.7
141.9,30.3,80.8,29.7
142.0,30.3,80.8,29.7
142.1,30.3,80.8,29.7
142.2,30.3,80.8,29.7
142.3,30.3,80.8,29.7
142.4,30.3,80.8,29.7
142.5,30.3,80.8,29.7
142.6,30.3,80.8,29.7
142.7,30.3,80.8,29.7
142.8,30.3,80.8,29.7
142.9,30.3,80.8,29.7
143.0,30.3,80.8,29.7
143.1,30.3,80.8,29.7
143.2,30.4,80.8,29.7
143.3,30.4,80.8,29.7
143.4,30.4,80.8,29.7
143.5,30.4,80.8,29.7
143.6,30.4,80.8,29.7
143.7,30.4,80.8,29.7
143.8,30.5,80.8,29.7
143.9,30.5,80.8,29.7
144.0,30.5,80.8,29.7
144.1,30.5,80.8,29.7
144.2,30.5,80.8,29.7
144.3,30.6,80.8,29.7
144.4,30.6,80.8,29.7
144.5,30.6,80.8,29.7
144.6,30.6,80.8,29.7
144.7,30.6,80.8,29.7
144.8,30.7,80.8,29.7
144.9,30.7,80.8,29.7
145.0,30.7,80.8,29.7
145.1,30.7,80.8,29.7
145.2,30.8,80.8,29.7
145.3,30.8,80.8,29.7
145.4,30.8,80.8,29.7
145.5,30.8,80.8,29.7
145.6,30.8,80.8,29.7
145.7,30.8,80.8,29.7
145.8,30.8,80.8,29.7
145.9,30.8,80.8,29.7
146.0,30.8,80.8,29.7
146.1,30.8,80.8,29.7
146.2,30.8,80.8,29.7
146.3,30.8,80.8,29.7
146.4,30.8,80.8,29.7
146.5,30.8,80.8,29.7
146.6,30.8,80.8,29.7
146.7,30.8,80.8,29.7
146.8,30.8,80.8,29.7
146.9,30.8,80.8,29.7
147.0,30.8,80.8,29.7
147.1,30.8,80.8,29.7
147.2,30.8,80.8,29.7
147.3,30.8,80.8,29.7
147.4,30.9,80.8,29.7
147.5,30.9,80.8,29.7
147.6,30.9,80.8,29.7
147.7,30.9,80.8,29.7
147.8,30.9,80.8,29.7
147.9,31.0,80.8,29.7
148.0,31.0,80.8,29.7
148.1,31.0,80.8,29.7
148.2,31.0,80.8,29.7
148.3,31.1,80.8,29.7
148.4,31.2,80.8,29.7
148.5,31.3,80.8,29.7
148.6,31.3,80.8,29.7
148.7,31.3,80.8,29.7
148.8,31.3,80.8,29.7
148.9,31.3,80.8,29.7
149.0,31.3,80.8,29.7
149.1,31.3,80.8,29.7
149.2,31.3,80.8,29.7
149.3,31.3,80.8,29.7
149.4,31.3,80.8,29.7
149.5,31.3,80.8,29.7
149.6,31.2,80.8,29.7
149.7,31.2,80.8,29.7
149.8,31.2,80.8,29.7
149.9,31.2,80.8,29.7
150.0,31.2,80.8,29.7
150.1,31.2,80.8,29.7
150.2,31.2,80.8,29.7
150.3,31.2,80.8,29.7
150.4,31.2,80.8,29.7
150.5,31.2,80.8,29.7
150.6,31.2,80.8,29.7
150.7,31.3,80.8,29.7
150.8,31.3,80.8,29.7
150.9,31.3,80.8,29.7
151.0,31.3,80.8,29.7
151.1,31.3,80.8,29.7
151.2,31.4,80.8,29.7
151.3,31.4,80.8,29.7
151.4,31.4,80.8,29.7
151.5,31.4,80.8,29.7
151.6,31.5,80.8,29.7
151.7,31.5,80.8,29.7
151.8,31.5,80.8,29.7
151.9,31.6,80.8,29.7
152.0,31.6,80.8,29.7
152.1,31.6,80.8,29.7
152.2,31.7,80.8,29.7
152.3,31.6,80.8,29.7
152.4,31.6,80.8,29.7
152.5,31.5,80.8,29.7
152.6,31.5,80.8,29.7
152.7,31.5,80.8,29.7
152.8,31.6,80.8,29.7
152.9,31.6,80.8,29.7
153.0,31.6,80.8,29.7
153.1,31.6,80.8,29.7
153.2,31.6,80.8,29.7
153.3,31.6,80.8,29.7
153.4,31.6,80.8,29.7
153.5,31.6,80.8,29.7
153.6,31.6,80.8,29.7
153.7,31.6,80.8,29.7
153.8,31.6,80.8,29.7
153.9,31.6,80.8,29.7
154.0,31.6,80.8,29.7
154.1,31.6,80.8,29.7
154.2,31.7,80.8,29.7
154.3,31.7,80.8,29.7
154.4,31.7,80.8,29.7
154.5,31.7,80.8,29.7
154.6,31.8,80.8,29.7
154.7,31.8,80.8,29.7
154.8,31.9,80.8,29.7
154.9,31.9,80.8,29.7
155.0,32.0,80.8,29.7
155.1,32.0,80.8,29.7
155.2,32.0,80.8,29.7
155.3,32.0,80.8,29.7
155.4,32.0,80.8,29.7
155.5,32.0,80.8,29.7
155.6,32.0,80.8,29.7
155.7,32.0,80.8,29.7
155.8,32.0,80.8,29.7
155.9,32.0,80.8,29.7
156.0,32.0,80.8,29.7
156.1,32.0,80.8,29.7
156.2,32.0,80.8,29.7
156.3,32.1,80.8,29.7
156.4,32.1,80.8,29.7
156.5,32.1,80.8,29.7
156.6,32.1,80.8,29.7
156.7,32.1,80.8,29.7
156.8,32.1,80.8,29.7
156.9,32.1,80.8,29.7
157.0,32.1,80.8,29.7
157.1,32.2,80.8,29.7
157.2,32.2,80.8,29.7
157.3,32.2,80.8,29.7
157.4,32.2,80.8,29.7
157.5,32.3,80.8,29.7
157.6,32.3,80.8,29.7
157.7,32.3,80.8,29.7
157.8,32.3,80.8,29.7
157.9,32.4,80.8,29.7
158.0,32.4,80.8,29.7
158.1,32.4,80.8,29.7
158.2,32.3,80.8,29.7
158.3,32.3,80.8,29.7
158.4,32.2,80.8,29.7
158.5,32.2,80.8,29.7
158.6,32.2,80.8,29.7
158.7,32.3,80.8,29.7
158.8,32.3,80.8,29.7
158.9,32.3,80.8,29.7
159.0,32.3,80.8,29.7
159.1,32.3,80.8,29.7
159.2,32.4,80.8,29.7
159.3,32.4,80.8,29.7
159.4,32.4,80.8,29.7
159.5,32.4,80.8,29.7
159.6,32.5,80.8,29.7
159.7,32.5,80.8,29.7
159.8,32.5,80.8,29.7
159.9,32.5,80.8,29.7
160.0,32.5,80.8,29.7
160.1,32.5,80.8,29.7
160.2,32.5,80.8,29.7
160.3,32.5,80.8,29.7
160.4,32.5,80.8,29.7
160.5,32.6,80.8,29.7
160.6,32.6,80.8,29.7
160.7,32.6,80.8,29.7
160.8,32.7,80.8,29.7
160.9,32.7,80.8,29.7
161.0,32.7,80.8,29.7
161.1,32.7,80.8,29.7
161.2,32.8,80.8,29.7
161.3,32.8,80.8,29.7
161.4,32.7,80.8,29.7
161.5,32.7,80.8,29.7
161.6,32.7,80.8,29.7
161.7,32.7,80.8,29.7
161.8,32.7,80.8,29.7
161.9,32.7,80.8,29.7
162.0,32.7,80.8,29.7
162.1,32.6,80.8,29.7
162.2,32.7,80.8,29.7
162.3,32.7,80.8,29.7
162.4,32.7,80.8,29.7
162.5,32.7,80.8,29.7
162.6,32.7,80.8,29.7
162.7,32.8,80.8,29.7
162.8,32.8,80.8,29.7
162.9,32.8,80.8,29.7
163.0,32.8,80.8,29.7
163.1,32.8,80.8,29.7
163.2,32.9,80.8,29.7
163.3,32.9,80.8,29.7
163.4,32.9,80.8,29.7
163.5,32.9,80.8,29.7
163.6,32.9,80.8,29.7
163.7,33.0,80.8,29.7
163.8,33.0,80.8,29.7
163.9,33.0,80.8,29.7
164.0,33.0,80.8,29.7
164.1,33.0,80.8,29.7
164.2,33.1,80.8,29.7
164.3,33.1,80.8,29.7
164.4,33.1,80.8,29.7
164.5,33.1,80.8,29.7
164.6,33.1,80.8,29.7
164.7,33.2,80.8,29.7
164.8,33.2,80.8,29.7
164.9,33.2,80.8,29.7
165.0,33.3,80.8,29.7
165.1,33.3,80.8,29.7
165.2,33.3,80.8,29.7
165.3,33.3,80.8,29.7
165.4,33.4,80.8,29.7
165.5,33.3,80.8,29.7
165.6,33.3,80.8,29.7
165.7,33.3,80.8,29.7
165.8,33.2,80.8,29.7
165.9,33.2,80.8,29.7
166.0,33.2,80.8,29.7
166.1,33.2,80.8,29.7
166.2,33.2,80.8,29.7
166.3,33.2,80.8,29.7
166.4,33.2,80.8,29.7
166.5,33.2,80.8,29.7
166.6,33.2,80.8,29.7
166.7,33.3,80.8,29.7
166.8,33.3,80.8,29.7
166.9,33.3,80.8,29.7
167.0,33.3,80.8,29.7
167.1,33.4,80.8,29.7
167.2,33.4,80.8,29.7
167.3,33.4,80.8,29.7
167.4,33.4,80.8,29.7
167.5,33.5,80.8,29.7
167.6,33.5,80.8,29.7
167.7,33.5,80.8,29.7
167.8,33.5,80.8,29.7
167.9,33.5,80.8,29.7
168.0,33.5,80.8,29.7
168.1,33.6,80.8,29.7
168.2,33.6,80.8,29.7
168.3,33.6,80.8,29.7
168.4,33.6,80.8,29.7
168.5,33.6,80.8,29.7
168.6,33.7,80.8,29.7
168.7,33.7,80.8,29.7
168.8,33.7,80.8,29.7
168.9,33.7,80.8,29.7
169.0,33.7,80.8,29.7
169.1,33.7,80.8,29.7
169.2,33.7,80.8,29.7
169.3,33.7,80.8,29.7
169.4,33.6,80.8,29.7
169.5,33.7,80.8,29.7
169.6,33.7,80.8,29.7
169.7,33.7,80.8,29.7
169.8,33.8,80.8,29.7
169.9,33.8,80.8,29.7
170.0,33.8,80.8,29.7
170.1,33.9,80.8,29.7
170.2,33.9,80.8,29.7
170.3,33.9,80.8,29.7
170.4,34.0,80.8,29.7
170.5,34.0,80.8,29.7
170.6,34.0,80.8,29.7
170.7,34.0,80.8,29.7
170.8,34.0,80.8,29.7
170.9,34.0,80.8,29.7
