dist,depth,avlon,avlat
171.0,34.0,80.8,29.7
171.1,33.9,80.8,29.7
171.2,33.9,80.8,29.7
171.3,33.9,80.8,29.7
171.4,33.8,80.8,29.7
171.5,33.9,80.8,29.7
171.6,33.9,80.8,29.7
171.7,33.9,80.8,29.7
171.8,34.0,80.8,29.7
171.9,34.0,80.8,29.7
172.0,34.0,80.8,29.7
172.1,34.0,80.8,29.7
172.2,34.0,80.8,29.7
172.3,34.1,80.8,29.7
172.4,34.1,80.8,29.7
172.5,34.1,80.8,29.7
172.6,34.1,80.8,29.7
172.7,34.1,80.8,29.7
172.8,34.1,80.8,29.7
172.9,34.1,80.8,29.7
173.0,34.2,80.8,29.7
173.1,34.2,80.8,29.7
173.2,34.2,80.8,29.7
173.3,34.3,80.8,29.7
173.4,34.3,80.8,29.7
173.5,34.3,80.8,29.7
173.6,34.3,80.8,29.7
173.7,34.3,80.8,29.7
173.8,34.3,80.8,29.7
173.9,34.3,80.8,29.7
174.0,34.3,80.8,29.7
174.1,34.3,80.8,29.7
174.2,34.3,80.8,29.7
174.3,34.2,80.8,29.7
174.4,34.2,80.8,29.7
174.5,34.2,80.8,29.7
174.6,34.2,80.8,29.7
174.7,34.2,80.8,29.7
174.8,34.4,80.8,29.7
174.9,34.6,80.8,29.7
175.0,34.5,80.8,29.7
175.1,34.3,80.8,29.7
175.2,34.4,80.8,29.7
175.3,34.4,80.8,29.7
175.4,34.4,80.8,29.7
175.5,34.5,80.8,29.7
175.6,34.5,80.8,29.7
175.7,34.5,80.8,29.7
175.8,34.5,80.8,29.7
175.9,34.5,80.8,29.7
176.0,34.5,80.8,29.7
176.1,34.5,80.8,29.7
176.2,34.5,80.8,29.7
176.3,34.5,80.8,29.7
176.4,34.5,80.8,29.7
176.5,34.5,80.8,29.7
176.6,34.5,80.8,29.7
176.7,34.5,80.8,29.7
176.8,34.5,80.8,29.7
176.9,34.5,80.8,29.7
177.0,34.5,80.8,29.7
177.1,34.6,80.8,29.7
177.2,34.6,80.8,29.7
177.3,34.6,80.8,29.7
177.4,34.6,80.8,29.7
177.5,34.7,80.8,29.7
177.6,34.7,80.8,29.7
177.7,34.7,80.8,29.7
177.8,34.8,80.8,29.7
177.9,34.8,80.8,29.7
178.0,34.8,80.8,29.7
178.1,34.8,80.8,29.7
178.2,34.9,80.8,29.7
178.3,34.9,80.8,29.7
178.4,34.9,80.8,29.7
178.5,34.9,80.8,29.7
178.6,35.0,80.8,29.7
178.7,35.0,80.8,29.7
178.8,35.0,80.8,29.7
178.9,35.1,80.8,29.7
-3.0,0.0,87.9,27.4
-2.9,0.1,87.9,27.4
-2.8,0.1,87.9,27.4
-2.7,0.2,87.9,27.4
-2.6,0.2,87.9,27.4
-2.5,0.2,87.9,27.4
-2.4,0.3,87.9,27.4
-2.3,0.3,87.9,27.4
-2.2,0.4,87.9,27.4
-2.1,0.4,87.9,27.4
-2.0,0.5,87.9,27.4
-1.9,0.3,87.9,27.4
-1.8,0.2,87.9,27.4
-1.7,0.1,87.9,27.4
-1.6,-0.1,87.9,27.4
-1.5,-0.2,87.9,27.4
-1.4,-0.1,87.9,27.4
-1.3,0.0,87.9,27.4
-1.2,0.1,87.9,27.4
-1.1,0.2,87.9,27.4
-1.0,0.3,87.9,27.4
-0.9,0.4,87.9,27.4
-0.8,0.5,87.9,27.4
-0.7,0.6,87.9,27.4
-0.6,0.7,87.9,27.4
-0.5,0.8,87.9,27.4
-0.4,0.9,87.9,27.4
-0.3,0.8,87.9,27.4
-0.2,0.7,87.9,27.4
-0.1,0.6,87.9,27.4
0.0,0.5,87.9,27.4
0.1,0.4,87.9,27.4
0.2,0.3,87.9,27.4
0.3,0.2,87.9,27.4
0.4,0.1,87.9,27.4
0.5,-0.1,87.9,27.4
0.6,-0.2,87.9,27.4
0.7,-0.1,87.9,27.4
0.8,0.7,87.9,27.4
0.9,1.6,87.9,27.4
1.0,1.5,87.9,27.4
1.1,1.4,87.9,27.4
1.2,1.3,87.9,27.4
1.3,1.3,87.9,27.4
1.4,1.2,87.9,27.4
1.5,1.2,87.9,27.4
1.6,1.2,87.9,27.4
1.7,1.1,87.9,27.4
1.8,1.1,87.9,27.4
1.9,1.1,87.9,27.4
2.0,1.1,87.9,27.4
2.1,1.0,87.9,27.4
2.2,1.0,87.9,27.4
2.3,1.0,87.9,27.4
2.4,1.0,87.9,27.4
2.5,1.2,87.9,27.4
2.6,1.3,87.9,27.4
2.7,1.5,87.9,27.4
2.8,1.6,87.9,27.4
2.9,1.8,87.9,27.4
3.0,1.9,87.9,27.4
3.1,2.1,87.9,27.4
3.2,2.2,87.9,27.4
3.3,2.3,87.9,27.4
3.4,2.3,87.9,27.4
3.5,2.4,87.9,27.4
3.6,2.4,87.9,27.4
3.7,2.5,87.9,27.4
3.8,2.5,87.9,27.4
3.9,2.5,87.9,27.4
4.0,2.6,87.9,27.4
4.1,2.6,87.9,27.4
4.2,2.7,87.9,27.4
4.3,2.4,87.9,27.4
4.4,2.9,87.9,27.4
4.5,3.0,87.9,27.4
4.6,2.9,87.9,27.4
4.7,2.9,87.9,27.4
4.8,2.8,87.9,27.4
4.9,2.8,87.9,27.4
5.0,2.7,87.9,27.4
5.1,2.7,87.9,27.4
5.2,2.6,87.9,27.4
5.3,2.6,87.9,27.4
5.4,2.5,87.9,27.4
5.5,2.5,87.9,27.4
5.6,2.4,87.9,27.4
5.7,2.4,87.9,27.4
5.8,2.3,87.9,27.4
5.9,2.3,87.9,27.4
6.0,2.2,87.9,27.4
6.1,2.2,87.9,27.4
6.2,2.1,87.9,27.4
6.3,2.4,87.9,27.4
6.4,2.7,87.9,27.4
6.5,3.0,87.9,27.4
6.6,3.2,87.9,27.4
6.7,3.5,87.9,27.4
6.8,3.8,87.9,27.4
6.9,3.9,87.9,27.4
7.0,3.9,87.9,27.4
7.1,4.0,87.9,27.4
7.2,4.0,87.9,27.4
7.3,4.0,87.9,27.4
7.4,4.1,87.9,27.4
7.5,4.1,87.9,27.4
7.6,4.1,87.9,27.4
7.7,4.1,87.9,27.4
7.8,4.1,87.9,27.4
7.9,4.1,87.9,27.4
8.0,4.0,87.9,27.4
8.1,4.0,87.9,27.4
8.2,4.1,87.9,27.4
8.3,4.1,87.9,27.4
8.4,4.1,87.9,27.4
8.5,4.1,87.9,27.4
8.6,4.2,87.9,27.4
8.7,4.2,87.9,27.4
8.8,4.2,87.9,27.4
8.9,4.3,87.9,27.4
9.0,4.3,87.9,27.4
9.1,4.3,87.9,27.4
9.2,4.3,87.9,27.4
9.3,4.4,87.9,27.4
9.4,4.4,87.9,27.4
9.5,4.4,87.9,27.4
9.6,4.4,87.9,27.4
9.7,4.5,87.9,27.4
9.8,4.5,87.9,27.4
9.9,4.5,87.9,27.4
10.0,4.6,87.9,27.4
10.1,4.6,87.9,27.4
10.2,4.6,87.9,27.4
10.3,4.6,87.9,27.4
10.4,4.7,87.9,27.4
10.5,4.6,87.9,27.4
10.6,4.5,87.9,27.4
10.7,4.4,87.9,27.4
10.8,4.3,87.9,27.4
10.9,4.3,87.9,27.4
11.0,4.2,87.9,27.4
11.1,4.5,87.9,27.4
11.2,4.6,87.9,27.4
11.3,4.6,87.9,27.4
11.4,4.6,87.9,27.4
11.5,4.6,87.9,27.4
11.6,4.6,87.9,27.4
11.7,4.6,87.9,27.4
11.8,4.6,87.9,27.4
11.9,4.6,87.9,27.4
12.0,4.6,87.9,27.4
12.1,4.6,87.9,27.4
12.2,4.6,87.9,27.4
12.3,4.7,87.9,27.4
12.4,4.7,87.9,27.4
12.5,4.7,87.9,27.4
12.6,4.7,87.9,27.4
12.7,4.7,87.9,27.4
12.8,4.7,87.9,27.4
12.9,4.7,87.9,27.4
13.0,4.7,87.9,27.4
13.1,4.7,87.9,27.4
13.2,4.7,87.9,27.4
13.3,4.7,87.9,27.4
13.4,4.7,87.9,27.4
13.5,4.7,87.9,27.4
13.6,4.7,87.9,27.4
13.7,4.7,87.9,27.4
13.8,4.7,87.9,27.4
13.9,4.7,87.9,27.4
14.0,4.7,87.9,27.4
14.1,4.7,87.9,27.4
14.2,4.7,87.9,27.4
14.3,4.7,87.9,27.4
14.4,4.7,87.9,27.4
14.5,4.7,87.9,27.4
14.6,4.7,87.9,27.4
14.7,4.7,87.9,27.4
14.8,4.7,87.9,27.4
14.9,4.7,87.9,27.4
15.0,4.7,87.9,27.4
15.1,4.7,87.9,27.4
15.2,4.7,87.9,27.4
15.3,4.7,87.9,27.4
15.4,4.8,87.9,27.4
15.5,4.8,87.9,27.4
15.6,4.8,87.9,27.4
15.7,4.8,87.9,27.4
15.8,4.8,87.9,27.4
15.9,4.8,87.9,27.4
16.0,4.8,87.9,27.4
16.1,4.8,87.9,27.4
16.2,4.7,87.9,27.4
16.3,4.7,87.9,27.4
16.4,4.7,87.9,27.4
16.5,4.7,87.9,27.4
16.6,4.7,87.9,27.4
16.7,4.7,87.9,27.4
16.8,4.7,87.9,27.4
16.9,4.7,87.9,27.4
17.0,4.7,87.9,27.4
17.1,4.7,87.9,27.4
17.2,4.7,87.9,27.4
17.3,4.7,87.9,27.4
17.4,4.7,87.9,27.4
17.5,4.7,87.9,27.4
17.6,4.8,87.9,27.4
17.7,4.8,87.9,27.4
17.8,4.8,87.9,27.4
17.9,4.8,87.9,27.4
18.0,4.8,87.9,27.4
18.1,4.8,87.9,27.4
18.2,4.8,87.9,27.4
18.3,4.8,87.9,27.4
18.4,4.8,87.9,27.4
18.5,4.7,87.9,27.4
18.6,4.8,87.9,27.4
18.7,4.8,87.9,27.4
18.8,4.9,87.9,27.4
18.9,4.9,87.9,27.4
19.0,4.9,87.9,27.4
19.1,4.9,87.9,27.4
19.2,4.9,87.9,27.4
19.3,4.9,87.9,27.4
19.4,4.9,87.9,27.4
19.5,4.9,87.9,27.4
19.6,4.9,87.9,27.4
19.7,4.9,87.9,27.4
19.8,4.9,87.9,27.4
19.9,4.9,87.9,27.4
20.0,4.9,87.9,27.4
20.1,4.9,87.9,27.4
20.2,4.8,87.9,27.4
20.3,4.8,87.9,27.4
20.4,4.8,87.9,27.4
20.5,4.8,87.9,27.4
20.6,4.8,87.9,27.4
20.7,4.8,87.9,27.4
20.8,4.8,87.9,27.4
20.9,4.8,87.9,27.4
21.0,4.8,87.9,27.4
21.1,4.8,87.9,27.4
21.2,4.8,87.9,27.4
21.3,4.8,87.9,27.4
21.4,4.8,87.9,27.4
21.5,4.8,87.9,27.4
21.6,4.8,87.9,27.4
21.7,4.8,87.9,27.4
21.8,4.8,87.9,27.4
21.9,4.8,87.9,27.4
22.0,4.8,87.9,27.4
22.1,4.8,87.9,27.4
22.2,4.9,87.9,27.4
22.3,4.9,87.9,27.4
22.4,4.9,87.9,27.4
22.5,4.9,87.9,27.4
22.6,4.9,87.9,27.4
22.7,4.9,87.9,27.4
22.8,4.9,87.9,27.4
22.9,4.9,87.9,27.4
23.0,4.9,87.9,27.4
23.1,4.9,87.9,27.4
23.2,4.9,87.9,27.4
23.3,4.9,87.9,27.4
23.4,4.9,87.9,27.4
23.5,4.9,87.9,27.4
23.6,4.9,87.9,27.4
23.7,4.9,87.9,27.4
23.8,4.9,87.9,27.4
23.9,4.9,87.9,27.4
24.0,4.9,87.9,27.4
24.1,4.9,87.9,27.4
24.2,4.9,87.9,27.4
24.3,4.9,87.9,27.4
24.4,4.9,87.9,27.4
24.5,4.9,87.9,27.4
24.6,4.9,87.9,27.4
24.7,4.9,87.9,27.4
24.8,4.9,87.9,27.4
24.9,4.9,87.9,27.4
25.0,4.9,87.9,27.4
25.1,5.0,87.9,27.4
25.2,5.0,87.9,27.4
25.3,5.0,87.9,27.4
25.4,5.0,87.9,27.4
25.5,5.0,87.9,27.4
25.6,5.0,87.9,27.4
25.7,5.0,87.9,27.4
25.8,5.0,87.9,27.4
25.9,5.0,87.9,27.4
26.0,5.0,87.9,27.4
26.1,5.0,87.9,27.4
26.2,5.0,87.9,27.4
26.3,5.0,87.9,27.4
26.4,5.0,87.9,27.4
26.5,5.0,87.9,27.4
26.6,5.0,87.9,27.4
26.7,5.0,87.9,27.4
26.8,5.0,87.9,27.4
26.9,5.0,87.9,27.4
27.0,5.0,87.9,27.4
27.1,5.0,87.9,27.4
27.2,5.0,87.9,27.4
27.3,5.0,87.9,27.4
27.4,5.0,87.9,27.4
27.5,5.0,87.9,27.4
27.6,5.0,87.9,27.4
27.7,5.0,87.9,27.4
27.8,5.1,87.9,27.4
27.9,5.1,87.9,27.4
28.0,5.1,87.9,27.4
28.1,5.1,87.9,27.4
28.2,5.1,87.9,27.4
28.3,5.1,87.9,27.4
28.4,5.1,87.9,27.4
28.5,5.1,87.9,27.4
28.6,5.1,87.9,27.4
28.7,5.1,87.9,27.4
28.8,5.1,87.9,27.4
28.9,5.1,87.9,27.4
29.0,5.1,87.9,27.4
29.1,5.1,87.9,27.4
29.2,5.1,87.9,27.4
29.3,5.1,87.9,27.4
29.4,5.1,87.9,27.4
29.5,5.1,87.9,27.4
29.6,5.1,87.9,27.4
29.7,5.1,87.9,27.4
29.8,5.1,87.9,27.4
29.9,5.1,87.9,27.4
30.0,5.1,87.9,27.4
30.1,5.1,87.9,27.4
30.2,5.1,87.9,27.4
30.3,5.1,87.9,27.4
30.4,5.1,87.9,27.4
30.5,5.2,87.9,27.4
30.6,5.2,87.9,27.4
30.7,5.2,87.9,27.4
30.8,5.2,87.9,27.4
30.9,5.2,87.9,27.4
31.0,5.2,87.9,27.4
31.1,5.2,87.9,27.4
31.2,5.2,87.9,27.4
31.3,5.2,87.9,27.4
31.4,5.2,87.9,27.4
31.5,5.2,87.9,27.4
31.6,5.2,87.9,27.4
31.7,5.2,87.9,27.4
31.8,5.2,87.9,27.4
31.9,5.2,87.9,27.4
32.0,5.2,87.9,27.4
32.1,5.2,87.9,27.4
32.2,5.2,87.9,27.4
32.3,5.2,87.9,27.4
32.4,5.2,87.9,27.4
32.5,5.2,87.9,27.4
32.6,5.2,87.9,27.4
32.7,5.2,87.9,27.4
32.8,5.2,87.9,27.4
32.9,5.2,87.9,27.4
33.0,5.2,87.9,27.4
33.1,5.2,87.9,27.4
33.2,5.2,87.9,27.4
33.3,5.3,87.9,27.4
33.4,5.3,87.9,27.4
33.5,5.3,87.9,27.4
33.6,5.3,87.9,27.4
33.7,5.3,87.9,27.4
33.8,5.3,87.9,27.4
33.9,5.3,87.9,27.4
34.0,5.3,87.9,27.4
34.1,5.3,87.9,27.4
34.2,5.3,87.9,27.4
34.3,5.3,87.9,27.4
34.4,5.3,87.9,27.4
34.5,5.3,87.9,27.4
34.6,5.3,87.9,27.4
34.7,5.3,87.9,27.4
34.8,5.3,87.9,27.4
34.9,5.3,87.9,27.4
35.0,5.3,87.9,27.4
35.1,5.3,87.9,27.4
35.2,5.3,87.9,27.4
35.3,5.3,87.9,27.4
35.4,5.3,87.9,27.4
35.5,5.3,87.9,27.4
35.6,5.3,87.9,27.4
35.7,5.3,87.9,27.4
35.8,5.3,87.9,27.4
35.9,5.3,87.9,27.4
36.0,5.3,87.9,27.4
36.1,5.3,87.9,27.4
36.2,5.3,87.9,27.4
36.3,5.3,87.9,27.4
36.4,5.4,87.9,27.4
36.5,5.4,87.9,27.4
36.6,5.4,87.9,27.4
36.7,5.4,87.9,27.4
36.8,5.4,87.9,27.4
36.9,5.4,87.9,27.4
37.0,5.4,87.9,27.4
37.1,5.4,87.9,27.4
37.2,5.4,87.9,27.4
37.3,5.4,87.9,27.4
37.4,5.4,87.9,27.4
37.5,5.4,87.9,27.4
37.6,5.4,87.9,27.4
37.7,5.4,87.9,27.4
37.8,5.4,87.9,27.4
37.9,5.4,87.9,27.4
38.0,5.4,87.9,27.4
38.1,5.4,87.9,27.4
38.2,5.4,87.9,27.4
38.3,5.4,87.9,27.4
38.4,5.4,87.9,27.4
38.5,5.4,87.9,27.4
38.6,5.4,87.9,27.4
38.7,5.4,87.9,27.4
38.8,5.4,87.9,27.4
38.9,5.4,87.9,27.4
39.0,5.4,87.9,27.4
39.1,5.4,87.9,27.4
39.2,5.4,87.9,27.4
39.3,5.4,87.9,27.4
39.4,5.4,87.9,27.4
39.5,5.4,87.9,27.4
39.6,5.4,87.9,27.4
39.7,5.4,87.9,27.4
39.8,5.5,87.9,27.4
39.9,5.5,87.9,27.4
40.0,5.5,87.9,27.4
40.1,5.5,87.9,27.4
40.2,5.5,87.9,27.4
40.3,5.5,87.9,27.4
40.4,5.5,87.9,27.4
40.5,5.5,87.9,27.4
40.6,5.5,87.9,27.4
40.7,5.5,87.9,27.4
40.8,5.5,87.9,27.4
40.9,5.5,87.9,27.4
41.0,5.5,87.9,27.4
41.1,5.5,87.9,27.4
41.2,5.6,87.9,27.4
41.3,5.6,87.9,27.4
41.4,5.6,87.9,27.4
41.5,5.6,87.9,27.4
41.6,5.6,87.9,27.4
41.7,5.6,87.9,27.4
41.8,5.6,87.9,27.4
41.9,5.6,87.9,27.4
42.0,5.6,87.9,27.4
42.1,5.5,87.9,27.4
42.2,5.5,87.9,27.4
42.3,5.5,87.9,27.4
42.4,5.5,87.9,27.4
42.5,5.6,87.9,27.4
42.6,5.6,87.9,27.4
42.7,5.6,87.9,27.4
42.8,5.6,87.9,27.4
42.9,5.6,87.9,27.4
43.0,5.7,87.9,27.4
43.1,5.7,87.9,27.4
43.2,5.7,87.9,27.4
43.3,5.7,87.9,27.4
43.4,5.8,87.9,27.4
43.5,5.8,87.9,27.4
43.6,5.8,87.9,27.4
43.7,5.8,87.9,27.4
43.8,5.8,87.9,27.4
43.9,5.9,87.9,27.4
44.0,5.9,87.9,27.4
44.1,5.9,87.9,27.4
44.2,5.9,87.9,27.4
44.3,6.0,87.9,27.4
44.4,6.0,87.9,27.4
44.5,6.0,87.9,27.4
44.6,6.0,87.9,27.4
44.7,6.0,87.9,27.4
44.8,6.1,87.9,27.4
44.9,6.1,87.9,27.4
45.0,6.1,87.9,27.4
45.1,6.2,87.9,27.4
45.2,6.2,87.9,27.4
45.3,6.2,87.9,27.4
45.4,6.3,87.9,27.4
45.5,6.3,87.9,27.4
45.6,6.4,87.9,27.4
45.7,6.4,87.9,27.4
45.8,6.4,87.9,27.4
45.9,6.5,87.9,27.4
46.0,6.5,87.9,27.4
46.1,6.5,87.9,27.4
46.2,6.6,87.9,27.4
46.3,6.6,87.9,27.4
46.4,6.6,87.9,27.4
46.5,6.7,87.9,27.4
46.6,6.8,87.9,27.4
46.7,6.9,87.9,27.4
46.8,7.0,87.9,27.4
46.9,7.0,87.9,27.4
47.0,7.0,87.9,27.4
47.1,7.1,87.9,27.4
47.2,7.1,87.9,27.4
47.3,7.1,87.9,27.4
47.4,7.2,87.9,27.4
47.5,7.2,87.9,27.4
47.6,7.2,87.9,27.4
47.7,7.3,87.9,27.4
47.8,7.3,87.9,27.4
47.9,7.3,87.9,27.4
48.0,7.4,87.9,27.4
48.1,7.4,87.9,27.4
48.2,7.4,87.9,27.4
48.3,7.5,87.9,27.4
48.4,7.5,87.9,27.4
48.5,7.6,87.9,27.4
48.6,7.6,87.9,27.4
48.7,7.6,87.9,27.4
48.8,7.7,87.9,27.4
48.9,7.7,87.9,27.4
49.0,7.8,87.9,27.4
49.1,7.8,87.9,27.4
49.2,7.9,87.9,27.4
49.3,7.9,87.9,27.4
49.4,8.0,87.9,27.4
49.5,8.0,87.9,27.4
49.6,8.1,87.9,27.4
49.7,8.1,87.9,27.4
49.8,8.2,87.9,27.4
49.9,8.2,87.9,27.4
50.0,8.3,87.9,27.4
50.1,8.3,87.9,27.4
50.2,8.3,87.9,27.4
50.3,8.4,87.9,27.4
50.4,8.4,87.9,27.4
50.5,8.4,87.9,27.4
50.6,8.5,87.9,27.4
50.7,8.5,87.9,27.4
50.8,8.5,87.9,27.4
50.9,8.6,87.9,27.4
51.0,8.6,87.9,27.4
51.1,8.6,87.9,27.4
51.2,8.7,87.9,27.4
51.3,8.7,87.9,27.4
51.4,8.7,87.9,27.4
51.5,8.7,87.9,27.4
51.6,8.7,87.9,27.4
51.7,8.8,87.9,27.4
51.8,8.8,87.9,27.4
51.9,8.8,87.9,27.4
52.0,8.8,87.9,27.4
52.1,8.8,87.9,27.4
52.2,8.8,87.9,27.4
52.3,8.9,87.9,27.4
52.4,8.9,87.9,27.4
52.5,8.9,87.9,27.4
52.6,8.9,87.9,27.4
52.7,8.9,87.9,27.4
52.8,8.9,87.9,27.4
52.9,9.0,87.9,27.4
53.0,9.1,87.9,27.4
53.1,9.1,87.9,27.4
53.2,9.1,87.9,27.4
53.3,9.1,87.9,27.4
53.4,9.1,87.9,27.4
53.5,9.1,87.9,27.4
53.6,9.1,87.9,27.4
53.7,9.1,87.9,27.4
53.8,9.1,87.9,27.4
53.9,9.1,87.9,27.4
54.0,9.1,87.9,27.4
54.1,9.1,87.9,27.4
54.2,9.1,87.9,27.4
54.3,9.1,87.9,27.4
54.4,9.1,87.9,27.4
54.5,9.1,87.9,27.4
54.6,9.1,87.9,27.4
54.7,9.1,87.9,27.4
54.8,9.1,87.9,27.4
54.9,9.1,87.9,27.4
55.0,9.1,87.9,27.4
55.1,9.1,87.9,27.4
55.2,9.2,87.9,27.4
55.3,9.2,87.9,27.4
55.4,9.2,87.9,27.4
55.5,9.2,87.9,27.4
55.6,9.2,87.9,27.4
55.7,9.2,87.9,27.4
55.8,9.2,87.9,27.4
55.9,9.2,87.9,27.4
56.0,9.2,87.9,27.4
56.1,9.2,87.9,27.4
56.2,9.3,87.9,27.4
56.3,9.3,87.9,27.4
56.4,9.3,87.9,27.4
56.5,9.3,87.9,27.4
56.6,9.4,87.9,27.4
56.7,9.4,87.9,27.4
56.8,9.4,87.9,27.4
56.9,9.4,87.9,27.4
57.0,9.4,87.9,27.4
57.1,9.5,87.9,27.4
57.2,9.5,87.9,27.4
57.3,9.5,87.9,27.4
57.4,9.5,87.9,27.4
57.5,9.5,87.9,27.4
57.6,9.6,87.9,27.4
57.7,9.6,87.9,27.4
57.8,9.6,87.9,27.4
57.9,9.7,87.9,27.4
58.0,9.7,87.9,27.4
58.1,9.6,87.9,27.4
58.2,9.6,87.9,27.4
58.3,9.7,87.9,27.4
58.4,9.7,87.9,27.4
58.5,9.7,87.9,27.4
58.6,9.7,87.9,27.4
58.7,9.8,87.9,27.4
58.8,9.8,87.9,27.4
58.9,9.9,87.9,27.4
59.0,10.0,87.9,27.4
59.1,10.0,87.9,27.4
59.2,10.1,87.9,27.4
59.3,10.2,87.9,27.4
59.4,10.3,87.9,27.4
59.5,10.4,87.9,27.4
59.6,10.4,87.9,27.4
59.7,10.5,87.9,27.4
59.8,10.6,87.9,27.4
59.9,10.7,87.9,27.4
60.0,10.8,87.9,27.4
60.1,10.8,87.9,27.4
60.2,10.9,87.9,27.4
60.3,10.8,87.9,27.4
60.4,10.8,87.9,27.4
60.5,10.8,87.9,27.4
60.6,10.8,87.9,27.4
60.7,10.9,87.9,27.4
60.8,10.9,87.9,27.4
60.9,11.0,87.9,27.4
61.0,11.1,87.9,27.4
61.1,11.1,87.9,27.4
61.2,11.1,87.9,27.4
61.3,11.2,87.9,27.4
61.4,11.2,87.9,27.4
61.5,11.3,87.9,27.4
61.6,11.4,87.9,27.4
61.7,11.4,87.9,27.4
61.8,11.5,87.9,27.4
61.9,11.5,87.9,27.4
62.0,11.6,87.9,27.4
62.1,11.6,87.9,27.4
62.2,11.7,87.9,27.4
62.3,11.7,87.9,27.4
62.4,11.8,87.9,27.4
62.5,11.9,87.9,27.4
62.6,11.9,87.9,27.4
62.7,12.0,87.9,27.4
62.8,12.0,87.9,27.4
62.9,12.1,87.9,27.4
63.0,12.1,87.9,27.4
63.1,12.2,87.9,27.4
63.2,12.2,87.9,27.4
63.3,12.3,87.9,27.4
63.4,12.4,87.9,27.4
63.5,12.4,87.9,27.4
63.6,12.5,87.9,27.4
63.7,12.5,87.9,27.4
63.8,12.6,87.9,27.4
63.9,12.7,87.9,27.4
64.0,12.8,87.9,27.4
64.1,12.8,87.9,27.4
64.2,12.9,87.9,27.4
64.3,12.9,87.9,27.4
64.4,12.9,87.9,27.4
64.5,12.9,87.9,27.4
64.6,13.0,87.9,27.4
64.7,13.1,87.9,27.4
64.8,13.1,87.9,27.4
64.9,13.2,87.9,27.4
65.0,13.3,87.9,27.4
65.1,13.3,87.9,27.4
65.2,13.4,87.9,27.4
65.3,13.4,87.9,27.4
65.4,13.5,87.9,27.4
65.5,13.5,87.9,27.4
65.6,13.6,87.9,27.4
65.7,13.6,87.9,27.4
65.8,13.7,87.9,27.4
65.9,13.7,87.9,27.4
66.0,13.8,87.9,27.4
66.1,13.8,87.9,27.4
66.2,13.9,87.9,27.4
66.3,14.0,87.9,27.4
66.4,14.0,87.9,27.4
66.5,14.1,87.9,27.4
66.6,14.1,87.9,27.4
66.7,14.2,87.9,27.4
66.8,14.2,87.9,27.4
66.9,14.3,87.9,27.4
67.0,14.3,87.9,27.4
67.1,14.4,87.9,27.4
67.2,14.4,87.9,27.4
67.3,14.5,87.9,27.4
67.4,14.6,87.9,27.4
67.5,14.6,87.9,27.4
67.6,14.7,87.9,27.4
67.7,14.7,87.9,27.4
67.8,14.8,87.9,27.4
67.9,14.9,87.9,27.4
68.0,14.9,87.9,27.4
68.1,15.0,87.9,27.4
68.2,15.0,87.9,27.4
68.3,15.0,87.9,27.4
68.4,15.1,87.9,27.4
68.5,15.1,87.9,27.4
68.6,15.2,87.9,27.4
68.7,15.2,87.9,27.4
68.8,15.3,87.9,27.4
68.9,15.3,87.9,27.4
69.0,15.4,87.9,27.4
69.1,15.4,87.9,27.4
69.2,15.5,87.9,27.4
69.3,15.5,87.9,27.4
69.4,15.6,87.9,27.4
69.5,15.6,87.9,27.4
69.6,15.7,87.9,27.4
69.7,15.7,87.9,27.4
69.8,15.8,87.9,27.4
69.9,15.9,87.9,27.4
70.0,15.9,87.9,27.4
70.1,16.0,87.9,27.4
70.2,16.0,87.9,27.4
70.3,16.1,87.9,27.4
70.4,16.2,87.9,27.4
70.5,16.2,87.9,27.4
70.6,16.3,87.9,27.4
70.7,16.4,87.9,27.4
70.8,16.4,87.9,27.4
70.9,16.5,87.9,27.4
71.0,16.6,87.9,27.4
71.1,16.6,87.9,27.4
71.2,16.7,87.9,27.4
71.3,16.8,87.9,27.4
71.4,16.8,87.9,27.4
71.5,16.9,87.9,27.4
71.6,16.9,87.9,27.4
71.7,17.0,87.9,27.4
71.8,17.0,87.9,27.4
71.9,17.0,87.9,27.4
72.0,17.1,87.9,27.4
72.1,17.1,87.9,27.4
72.2,17.2,87.9,27.4
72.3,17.2,87.9,27.4
72.4,17.3,87.9,27.4
72.5,17.2,87.9,27.4
72.6,17.3,87.9,27.4
72.7,17.3,87.9,27.4
72.8,17.3,87.9,27.4
72.9,17.4,87.9,27.4
73.0,17.4,87.9,27.4
73.1,17.4,87.9,27.4
73.2,17.5,87.9,27.4
73.3,17.6,87.9,27.4
73.4,17.7,87.9,27.4
73.5,17.8,87.9,27.4
73.6,17.9,87.9,27.4
73.7,17.9,87.9,27.4
73.8,18.0,87.9,27.4
73.9,18.0,87.9,27.4
74.0,18.1,87.9,27.4
74.1,18.2,87.9,27.4
74.2,18.2,87.9,27.4
74.3,18.3,87.9,27.4
74.4,18.4,87.9,27.4
74.5,18.4,87.9,27.4
74.6,18.5,87.9,27.4
74.7,18.5,87.9,27.4
74.8,18.6,87.9,27.4
74.9,18.7,87.9,27.4
75.0,18.7,87.9,27.4
75.1,18.8,87.9,27.4
75.2,18.8,87.9,27.4
75.3,18.9,87.9,27.4
75.4,18.9,87.9,27.4
75.5,19.0,87.9,27.4
75.6,19.0,87.9,27.4
75.7,19.1,87.9,27.4
75.8,19.1,87.9,27.4
75.9,19.2,87.9,27.4
76.0,19.2,87.9,27.4
