lon,lat,az,bound,slab
-27.8648,-55.0725,111.7444,SA/SC,sco
-28.1255,-55.0500,111.7444,SA/SC,sco
-28.3862,-55.0275,111.7444,SA/SC,sco
-28.6470,-55.0050,111.7444,SA/SC,sco
164.0660,55.2090,296.6541,PA/NA,alu
164.2672,55.1521,296.6541,PA/NA,alu
164.4683,55.0951,296.6541,PA/NA,alu
164.6694,55.0382,296.6541,PA/NA,alu
164.8706,54.9812,296.6541,PA/NA,alu
165.1388,54.8928,298.3365,PA/NA,alu
165.4070,54.8045,300.0190,PA/NA,alu
165.5938,54.7269,302.9543,PA/NA,alu
165.7805,54.6493,305.8897,PA/NA,alu
165.9625,54.5670,306.4626,PA/NA,alu
166.1445,54.4848,307.0356,PA/NA,alu
166.3265,54.4026,307.6086,PA/NA,alu
166.5085,54.3203,308.1815,PA/NA,alu
166.7360,54.2204,307.9373,PA/NA,alu
166.9634,54.1206,307.6931,PA/NA,alu
167.1909,54.0207,307.4488,PA/NA,alu
167.4184,53.9208,307.2046,PA/NA,alu
167.6028,53.8342,307.5907,PA/NA,alu
167.7872,53.7477,307.9768,PA/NA,alu
167.9716,53.6611,308.3629,PA/NA,alu
168.1560,53.5745,308.7490,PA/NA,alu
168.3356,53.4943,308.3370,PA/NA,alu
168.5152,53.4142,307.9250,PA/NA,alu
168.6948,53.3341,307.5130,PA/NA,alu
168.8744,53.2540,307.1010,PA/NA,alu
169.0994,53.1617,306.4940,PA/NA,alu
169.3245,53.0694,305.8870,PA/NA,alu
169.5496,52.9771,305.2799,PA/NA,alu
169.7747,52.8848,304.6729,PA/NA,alu
170.0060,52.7881,304.7446,PA/NA,alu
170.2373,52.6914,304.8164,PA/NA,alu
170.4686,52.5947,304.8881,PA/NA,alu
170.7000,52.4980,304.9599,PA/NA,alu
170.8453,52.4432,304.5992,PA/NA,alu
170.9907,52.3885,304.2385,PA/NA,alu
171.1361,52.3338,303.8777,PA/NA,alu
171.2814,52.2790,303.5170,PA/NA,alu
171.4267,52.2243,303.1562,PA/NA,alu
171.5721,52.1696,302.7955,PA/NA,alu
171.7174,52.1149,302.4348,PA/NA,alu
171.8628,52.0601,302.0741,PA/NA,alu
172.0005,52.0131,301.7374,PA/NA,alu
172.1381,51.9661,301.4007,PA/NA,alu
172.2758,51.9191,301.0640,PA/NA,alu
172.4134,51.8721,300.7273,PA/NA,alu
172.5511,51.8251,300.3906,PA/NA,alu
172.6887,51.7781,300.0539,PA/NA,alu
172.8263,51.7310,299.7172,PA/NA,alu
172.9640,51.6840,299.3804,PA/NA,alu
173.1221,51.6410,298.7214,PA/NA,alu
173.2802,51.5979,298.0623,PA/NA,alu
173.4383,51.5549,297.4032,PA/NA,alu
173.5964,51.5119,296.7442,PA/NA,alu
173.7545,51.4689,296.0851,PA/NA,alu
173.9126,51.4259,295.4261,PA/NA,alu
174.0707,51.3829,294.7671,PA/NA,alu
174.2287,51.3399,294.1080,PA/NA,alu
174.4155,51.2963,293.2648,PA/NA,alu
174.6022,51.2527,292.4216,PA/NA,alu
174.7890,51.2091,291.5784,PA/NA,alu
174.9758,51.1656,290.7353,PA/NA,alu
175.1626,51.1264,289.6806,PA/NA,alu
175.3494,51.0872,288.6259,PA/NA,alu
175.5027,51.0525,288.9829,PA/NA,alu
175.6559,51.0178,289.3399,PA/NA,alu
175.8091,50.9831,289.6969,PA/NA,alu
175.9624,50.9483,290.0539,PA/NA,alu
176.1396,50.9180,288.8998,PA/NA,alu
176.3168,50.8877,287.7457,PA/NA,alu
176.4940,50.8574,286.5916,PA/NA,alu
176.6712,50.8271,285.4375,PA/NA,alu
176.8149,50.7968,286.2541,PA/NA,alu
176.9586,50.7664,287.0706,PA/NA,alu
177.1022,50.7360,287.8872,PA/NA,alu
177.2459,50.7056,288.7037,PA/NA,alu
177.4710,50.6691,286.6188,PA/NA,alu
177.6961,50.6326,284.5339,PA/NA,alu
177.8398,50.6082,284.6984,PA/NA,alu
177.9835,50.5838,284.8630,PA/NA,alu
178.1272,50.5594,285.0275,PA/NA,alu
178.2708,50.5350,285.1920,PA/NA,alu
178.5151,50.5105,282.1596,PA/NA,alu
178.7593,50.4861,279.1273,PA/NA,alu
178.9365,50.4708,278.8430,PA/NA,alu
179.1137,50.4556,278.5587,PA/NA,alu
179.2909,50.4403,278.2744,PA/NA,alu
179.4681,50.4250,277.9900,PA/NA,alu
179.7315,50.4128,276.1820,PA/NA,alu
179.9950,50.4005,274.3740,PA/NA,alu
180.0000,50.3992,291.5269,PA/NA,alu
-179.7199,50.3846,283.2206,PA/NA,alu
-179.4399,50.3699,274.9143,PA/NA,alu
-179.2196,50.3699,273.5611,PA/NA,alu
-178.9993,50.3699,272.2078,PA/NA,alu
-178.7599,50.3699,272.1337,PA/NA,alu
-178.5204,50.3699,272.0596,PA/NA,alu
-178.2665,50.3760,270.0440,PA/NA,alu
-178.0127,50.3821,268.0285,PA/NA,alu
-177.8475,50.3882,267.7534,PA/NA,alu
-177.6823,50.3944,267.4782,PA/NA,alu
-177.5170,50.4005,267.2030,PA/NA,alu
-177.3518,50.4066,266.9278,PA/NA,alu
-177.1315,50.4280,264.2109,PA/NA,alu
-176.9112,50.4494,261.4940,PA/NA,alu
-176.7101,50.4631,262.1651,PA/NA,alu
-176.5089,50.4769,262.8362,PA/NA,alu
-176.3077,50.4907,263.5073,PA/NA,alu
-176.1066,50.5044,264.1784,PA/NA,alu
-175.9509,50.5258,262.6472,PA/NA,alu
-175.7953,50.5472,261.1159,PA/NA,alu
-175.6397,50.5686,259.5847,PA/NA,alu
-175.4840,50.5899,258.0535,PA/NA,alu
-175.3140,50.6020,259.4943,PA/NA,alu
-175.1440,50.6142,260.9352,PA/NA,alu
-174.9740,50.6264,262.3760,PA/NA,alu
-174.8039,50.6386,263.8168,PA/NA,alu
-174.6147,50.6569,263.2708,PA/NA,alu
-174.4255,50.6752,262.7247,PA/NA,alu
-174.2364,50.6934,262.1787,PA/NA,alu
-174.0472,50.7117,261.6327,PA/NA,alu
-173.8245,50.7375,261.2142,PA/NA,alu
-173.6018,50.7634,260.7957,PA/NA,alu
-173.3791,50.7892,260.3773,PA/NA,alu
-173.1564,50.8150,259.9588,PA/NA,alu
-172.9696,50.8377,259.8130,PA/NA,alu
-172.7828,50.8605,259.6673,PA/NA,alu
-172.5960,50.8832,259.5216,PA/NA,alu
-172.4093,50.9059,259.3758,PA/NA,alu
-172.2154,50.9316,259.1363,PA/NA,alu
-172.0214,50.9573,258.8967,PA/NA,alu
-171.8274,50.9830,258.6572,PA/NA,alu
-171.6335,51.0087,258.4177,PA/NA,alu
-171.4252,51.0388,258.1495,PA/NA,alu
-171.2168,51.0690,257.8812,PA/NA,alu
-171.0084,51.0992,257.6129,PA/NA,alu
-170.8001,51.1294,257.3446,PA/NA,alu
-170.6037,51.1655,256.4964,PA/NA,alu
-170.4074,51.2017,255.6481,PA/NA,alu
-170.2111,51.2378,254.7998,PA/NA,alu
-170.0147,51.2739,253.9516,PA/NA,alu
-169.8303,51.3218,252.3808,PA/NA,alu
-169.6459,51.3698,250.8099,PA/NA,alu
-169.4615,51.4177,249.2390,PA/NA,alu
-169.2772,51.4657,247.6681,PA/NA,alu
-169.0473,51.5314,246.5840,PA/NA,alu
-168.8174,51.5971,245.5000,PA/NA,alu
-168.5827,51.6566,246.1534,PA/NA,alu
-168.3481,51.7161,246.8068,PA/NA,alu
-168.1134,51.7756,247.4602,PA/NA,alu
-167.8787,51.8351,248.1136,PA/NA,alu
-167.6081,51.9017,248.2509,PA/NA,alu
-167.3375,51.9682,248.3881,PA/NA,alu
-167.0669,52.0348,248.5254,PA/NA,alu
-166.7963,52.1014,248.6627,PA/NA,alu
-166.5832,52.1484,249.1257,PA/NA,alu
-166.3701,52.1955,249.5888,PA/NA,alu
-166.1570,52.2426,250.0519,PA/NA,alu
-165.9439,52.2897,250.5149,PA/NA,alu
-165.7428,52.3424,249.6533,PA/NA,alu
-165.5416,52.3952,248.7917,PA/NA,alu
-165.3404,52.4480,247.9301,PA/NA,alu
-165.1393,52.5007,247.0685,PA/NA,alu
-164.9525,52.5488,247.1299,PA/NA,alu
-164.7657,52.5969,247.1912,PA/NA,alu
-164.5789,52.6450,247.2525,PA/NA,alu
-164.3921,52.6931,247.3139,PA/NA,alu
-164.2389,52.7410,246.2129,PA/NA,alu
-164.0856,52.7889,245.1120,PA/NA,alu
-163.9323,52.8368,244.0111,PA/NA,alu
-163.7791,52.8848,242.9101,PA/NA,alu
-163.6091,52.9282,244.0115,PA/NA,alu
-163.4391,52.9715,245.1130,PA/NA,alu
-163.2691,53.0148,246.2144,PA/NA,alu
-163.0991,53.0582,247.3158,PA/NA,alu
-162.9075,53.1014,247.9132,PA/NA,alu
-162.7159,53.1446,248.5105,PA/NA,alu
-162.5243,53.1878,249.1078,PA/NA,alu
-162.3328,53.2310,249.7052,PA/NA,alu
-162.1484,53.2712,249.8460,PA/NA,alu
-161.9640,53.3113,249.9869,PA/NA,alu
-161.7796,53.3514,250.1277,PA/NA,alu
-161.5952,53.3916,250.2686,PA/NA,alu
-161.3965,53.4231,251.5615,PA/NA,alu
-161.1977,53.4545,252.8544,PA/NA,alu
-160.9989,53.4860,254.1473,PA/NA,alu
-160.8002,53.5174,255.4402,PA/NA,alu
-160.5823,53.5459,256.0619,PA/NA,alu
-160.3644,53.5744,256.6836,PA/NA,alu
-160.1465,53.6029,257.3053,PA/NA,alu
-159.9286,53.6314,257.9270,PA/NA,alu
-159.7538,53.6655,256.4559,PA/NA,alu
-159.5790,53.6996,254.9848,PA/NA,alu
-159.4042,53.7338,253.5138,PA/NA,alu
-159.2294,53.7679,252.0427,PA/NA,alu
-159.0677,53.8004,251.9957,PA/NA,alu
-158.9061,53.8329,251.9486,PA/NA,alu
-158.7445,53.8655,251.9015,PA/NA,alu
-158.5829,53.8980,251.8544,PA/NA,alu
-158.4212,53.9305,251.8073,PA/NA,alu
-158.2596,53.9631,251.7603,PA/NA,alu
-158.0979,53.9956,251.7133,PA/NA,alu
-157.9363,54.0281,251.6662,PA/NA,alu
-157.6705,54.0787,251.8525,PA/NA,alu
-157.4047,54.1294,252.0388,PA/NA,alu
-157.1389,54.1800,252.2251,PA/NA,alu
-156.8731,54.2307,252.4115,PA/NA,alu
-156.6744,54.2656,252.7055,PA/NA,alu
-156.4757,54.3004,252.9995,PA/NA,alu
-156.2769,54.3353,253.2936,PA/NA,alu
-156.0782,54.3702,253.5876,PA/NA,alu
-155.8354,54.4320,250.0813,PA/NA,alu
-155.5925,54.4938,246.5751,PA/NA,alu
-155.4335,54.5477,243.1959,PA/NA,alu
-155.2745,54.6016,239.8166,PA/NA,alu
-155.0643,54.7203,232.8234,PA/NA,alu
-154.8540,54.8390,225.8302,PA/NA,alu
-154.6933,54.9168,227.9305,PA/NA,alu
-154.5326,54.9945,230.0309,PA/NA,alu
-154.4017,55.0448,231.6126,PA/NA,alu
-154.2708,55.0950,233.1943,PA/NA,alu
-154.1399,55.1453,234.7760,PA/NA,alu
-154.0091,55.1955,236.3578,PA/NA,alu
-153.8151,55.2747,235.9324,PA/NA,alu
-153.6212,55.3538,235.5070,PA/NA,alu
-153.4272,55.4329,235.0816,PA/NA,alu
-153.2332,55.5120,234.6562,PA/NA,alu
-153.0321,55.5973,234.3432,PA/NA,alu
-152.8309,55.6825,234.0302,PA/NA,alu
-152.6298,55.7677,233.7172,PA/NA,alu
-152.4286,55.8529,233.4042,PA/NA,alu
-152.2179,55.9389,233.7470,PA/NA,alu
-152.0072,56.0250,234.0898,PA/NA,alu
-151.8099,56.0960,234.9298,PA/NA,alu
-151.6126,56.1670,235.7697,PA/NA,alu
-151.4153,56.2380,236.6096,PA/NA,alu
-151.2180,56.3090,237.4496,PA/NA,alu
-151.0503,56.3565,238.8820,PA/NA,alu
-150.8825,56.4040,240.3145,PA/NA,alu
-150.7147,56.4515,241.7469,PA/NA,alu
-150.5470,56.4990,243.1793,PA/NA,alu
-150.3140,56.5610,243.7993,PA/NA,alu
-150.0810,56.6230,244.4193,PA/NA,alu
-149.8420,56.7037,241.5122,PA/NA,alu
-149.6030,56.7844,238.6051,PA/NA,alu
-149.3779,56.8657,237.6665,PA/NA,alu
-149.1528,56.9470,236.7279,PA/NA,alu
-148.9517,57.0306,234.7689,PA/NA,alu
-148.7505,57.1142,232.8099,PA/NA,alu
-148.6068,57.1791,232.2027,PA/NA,alu
-148.4631,57.2440,231.5954,PA/NA,alu
-148.3195,57.3089,230.9882,PA/NA,alu
-148.1758,57.3738,230.3809,PA/NA,alu
-147.9890,57.4847,226.3452,PA/NA,alu
-147.8022,57.5956,222.3096,PA/NA,alu
-147.6106,57.7186,221.1116,PA/NA,alu
-147.4191,57.8416,219.9137,PA/NA,alu
-147.2276,57.9689,219.3417,PA/NA,alu
-147.0360,58.0961,218.7696,PA/NA,alu
-146.8875,58.2224,215.3235,PA/NA,alu
-146.7390,58.3488,211.8774,PA/NA,alu
-146.5726,58.4964,211.2575,PA/NA,alu
-146.4062,58.6441,210.6375,PA/NA,alu
-146.2757,58.7514,211.5016,PA/NA,alu
-146.1452,58.8587,212.3658,PA/NA,alu
-145.9680,58.9798,214.7626,PA/NA,alu
-145.7908,59.1010,217.1594,PA/NA,alu
-145.5800,59.2289,220.2769,PA/NA,alu
-145.4293,59.3157,220.6464,PA/NA,alu
-145.2785,59.4024,221.0159,PA/NA,alu
-145.1277,59.4891,221.3853,PA/NA,alu
-144.9770,59.5759,221.7548,PA/NA,alu
-144.8118,59.6615,222.4408,PA/NA,alu
-144.6465,59.7471,223.1268,PA/NA,alu
-144.4812,59.8327,223.8128,PA/NA,alu
-144.3160,59.9182,224.4989,PA/NA,alu
-144.0700,59.9900,228.3942,PA/NA,alu
-143.8240,60.0619,232.2896,PA/NA,alu
-143.5780,60.1338,236.1850,PA/NA,alu
-143.3320,60.2057,240.0803,PA/NA,alu
-143.1003,60.2706,240.2925,PA/NA,alu
-142.8685,60.3354,240.5047,PA/NA,alu
-142.6368,60.4002,240.7169,PA/NA,alu
-142.4050,60.4650,240.9291,PA/NA,alu
-142.2032,60.4490,250.5707,PA/NA,alu
-142.0015,60.4330,260.2122,PA/NA,alu
-141.7998,60.4169,269.8537,PA/NA,alu
-141.5980,60.4009,279.4953,PA/NA,alu
-141.3360,60.3554,275.0679,PA/NA,alu
-141.0740,60.3099,270.6405,PA/NA,alu
-140.8375,60.3276,277.8051,PA/NA,alu
-140.6010,60.3454,284.9697,PA/NA,alu
-140.3645,60.3631,292.1343,PA/NA,alu
-140.1280,60.3809,299.2989,PA/NA,alu
-139.9450,60.3081,301.7301,PA/NA,alu
-139.7620,60.2353,304.1613,PA/NA,alu
-139.5790,60.1625,306.5925,PA/NA,alu
-139.3960,60.0897,309.0237,PA/NA,alu
-139.2620,60.0078,311.9928,PA/NA,alu
-139.1280,59.9258,314.9620,PA/NA,alu
-138.9940,59.8439,317.9312,PA/NA,alu
-138.8600,59.7619,320.9003,PA/NA,alu
-138.7332,59.6553,322.9585,PA/NA,alu
-138.6065,59.5488,325.0167,PA/NA,alu
-138.4798,59.4423,327.0749,PA/NA,alu
-138.3530,59.3357,329.1331,PA/NA,alu
-138.2195,59.2331,329.1331,PA/NA,alu
-138.0860,59.1304,329.1331,PA/NA,alu
-137.9525,59.0277,329.1331,PA/NA,alu
-137.8190,58.9251,329.1331,PA/NA,alu
164.5775,-10.8960,289.5853,AU/PA,van
164.6812,-10.9323,289.5853,AU/PA,van
164.7850,-10.9686,289.5853,AU/PA,van
164.8715,-11.0094,292.6101,AU/PA,van
164.9580,-11.0501,295.6349,AU/PA,van
165.0387,-11.1143,302.3286,AU/PA,van
165.1193,-11.1785,309.0223,AU/PA,van
165.2019,-11.2559,311.3617,AU/PA,van
165.2845,-11.3334,313.7011,AU/PA,van
165.3593,-11.4186,316.4941,AU/PA,van
165.4341,-11.5039,319.2872,AU/PA,van
165.4882,-11.5851,323.0833,AU/PA,van
165.5422,-11.6663,326.8794,AU/PA,van
165.5816,-11.7767,333.8008,AU/PA,van
165.6210,-11.8870,340.7222,AU/PA,van
165.6680,-12.0070,339.8759,AU/PA,van
165.7150,-12.1270,339.0297,AU/PA,van
165.7425,-12.2215,341.5727,AU/PA,van
165.7700,-12.3160,344.1157,AU/PA,van
165.8040,-12.4165,342.9134,AU/PA,van
165.8380,-12.5170,341.7111,AU/PA,van
165.8660,-12.6305,344.0850,AU/PA,van
165.8940,-12.7440,346.4589,AU/PA,van
165.9090,-12.8700,353.3770,AU/PA,van
165.9305,-12.9710,350.8265,AU/PA,van
165.9520,-13.0720,348.2761,AU/PA,van
165.9860,-13.1665,344.4796,AU/PA,van
166.0200,-13.2610,340.6831,AU/PA,van
166.0550,-13.3870,342.7774,AU/PA,van
166.0900,-13.5130,344.8716,AU/PA,van
166.1320,-13.6760,345.9322,AU/PA,van
166.1540,-13.7790,348.2738,AU/PA,van
166.1610,-13.8280,352.1136,AU/PA,van
166.2040,-13.9910,345.6321,AU/PA,van
166.2190,-14.0860,348.4608,AU/PA,van
166.2340,-14.1810,351.2896,AU/PA,van
166.2500,-14.3450,354.5944,AU/PA,van
166.2520,-14.4200,358.5209,AU/PA,van
166.2680,-14.5590,353.6363,AU/PA,van
166.2710,-14.6860,358.6943,AU/PA,van
166.2665,-14.7875,0.5754,AU/PA,van
166.2620,-14.8890,2.4565,AU/PA,van
166.2130,-15.0410,356.6060,AU/PA,van
166.2280,-15.1300,350.7556,AU/PA,van
166.2170,-15.2440,5.3223,AU/PA,van
166.1930,-15.3450,12.9139,AU/PA,van
166.2090,-15.4340,350.1606,AU/PA,van
166.2250,-15.5600,353.0186,AU/PA,van
166.2270,-15.6740,359.0323,AU/PA,van
166.2700,-15.7990,341.6744,AU/PA,van
166.2850,-15.8870,350.6859,AU/PA,van
166.3400,-15.9750,328.9902,AU/PA,van
166.3950,-16.0870,334.7230,AU/PA,van
166.4500,-16.1870,332.1468,AU/PA,van
166.5060,-16.3000,334.5473,AU/PA,van
166.5620,-16.4380,338.7189,AU/PA,van
166.6040,-16.5380,338.0545,AU/PA,van
166.6590,-16.6250,328.7841,AU/PA,van
166.7280,-16.7370,329.4431,AU/PA,van
166.8100,-16.8360,321.5742,AU/PA,van
166.8680,-16.9870,339.8137,AU/PA,van
166.9500,-17.0980,324.7542,AU/PA,van
167.0590,-17.2090,316.8048,AU/PA,van
167.1550,-17.3070,316.8967,AU/PA,van
167.1710,-17.3960,350.2570,AU/PA,van
167.2150,-17.5210,341.4356,AU/PA,van
167.2450,-17.6330,345.6715,AU/PA,van
167.2750,-17.7590,347.2160,AU/PA,van
167.3200,-17.9220,345.2646,AU/PA,van
167.3500,-18.0220,344.0690,AU/PA,van
167.3940,-18.1470,341.4958,AU/PA,van
167.4240,-18.2470,344.0886,AU/PA,van
167.4550,-18.3600,345.3939,AU/PA,van
167.4860,-18.4860,346.8600,AU/PA,van
167.5040,-18.6110,352.2209,AU/PA,van
167.5210,-18.7120,350.9376,AU/PA,van
167.5640,-18.7990,342.9249,AU/PA,van
167.6070,-18.8860,334.9122,AU/PA,van
167.6800,-19.0480,336.9074,AU/PA,van
167.7035,-19.1420,341.8039,AU/PA,van
167.7270,-19.2360,346.7005,AU/PA,van
167.8120,-19.3720,329.4537,AU/PA,van
167.8860,-19.5330,336.5549,AU/PA,van
167.9430,-19.6320,331.5159,AU/PA,van
168.0030,-19.7690,337.5780,AU/PA,van
168.0750,-19.8930,331.3470,AU/PA,van
168.1600,-20.0030,323.9901,AU/PA,van
168.1910,-20.0900,341.4927,AU/PA,van
168.2630,-20.2010,328.6455,AU/PA,van
168.3350,-20.3250,331.4079,AU/PA,van
168.3960,-20.4740,338.9999,AU/PA,van
168.4540,-20.5600,333.3546,AU/PA,van
168.5120,-20.6460,327.7092,AU/PA,van
168.5850,-20.7810,333.1532,AU/PA,van
168.6450,-20.8930,333.1532,AU/PA,van
168.7050,-21.0160,322.0506,AU/PA,van
168.7760,-21.1010,322.0506,AU/PA,van
168.8275,-21.1810,325.5290,AU/PA,van
168.8790,-21.2610,329.0074,AU/PA,van
168.9375,-21.3405,327.2793,AU/PA,van
168.9960,-21.4200,325.5512,AU/PA,van
169.0540,-21.5060,327.8757,AU/PA,van
169.1430,-21.6400,328.2804,AU/PA,van
169.2150,-21.7250,321.7833,AU/PA,van
169.2880,-21.8230,325.3134,AU/PA,van
169.3200,-21.9090,316.5029,AU/PA,van
169.4190,-21.9800,307.6924,AU/PA,van
169.4910,-22.0520,317.1573,AU/PA,van
169.5770,-22.1240,312.0830,AU/PA,van
169.7190,-22.2300,308.8460,AU/PA,van
169.8350,-22.3500,318.1646,AU/PA,van
169.9500,-22.4450,311.7607,AU/PA,van
170.0360,-22.5160,311.7645,AU/PA,van
170.1090,-22.5870,316.4688,AU/PA,van
170.2210,-22.6440,298.8471,AU/PA,van
170.3210,-22.7020,302.1319,AU/PA,van
170.4200,-22.7590,301.9557,AU/PA,van
170.5470,-22.8270,300.1226,AU/PA,van
170.6600,-22.8840,298.6735,AU/PA,van
170.7450,-22.9170,292.8381,AU/PA,van
170.8420,-22.9490,289.6888,AU/PA,van
170.9390,-22.9680,281.9910,AU/PA,van
171.0370,-23.0000,289.5083,AU/PA,van
171.1620,-23.0300,284.5906,AU/PA,van
171.2880,-23.0720,289.8897,AU/PA,van
171.3850,-23.0910,282.0004,AU/PA,van
171.4960,-23.1100,280.5198,AU/PA,van
171.6200,-23.1270,278.4547,AU/PA,van
171.7030,-23.1460,283.9607,AU/PA,van
171.8540,-23.1490,271.2082,AU/PA,van
171.9500,-23.1550,273.8704,AU/PA,van
172.0600,-23.1730,280.0702,AU/PA,van
172.1970,-23.1760,271.3376,AU/PA,van
172.2780,-23.1710,266.1415,AU/PA,van
172.3610,-23.1770,274.4806,AU/PA,van
172.4390,-23.1780,274.4806,AU/PA,van
-78.6314,7.1228,328.6696,NZ/SA,sam
-78.5459,6.9834,328.6696,NZ/SA,sam
-78.4558,6.8485,326.4902,NZ/SA,sam
-78.3838,6.7270,329.5197,NZ/SA,sam
-78.3118,6.6280,324.1572,NZ/SA,sam
-78.2578,6.5470,326.4881,NZ/SA,sam
-78.2038,6.4525,330.4216,NZ/SA,sam
-78.1678,6.3625,338.3313,NZ/SA,sam
-78.1273,6.2679,336.9410,NZ/SA,sam
-78.0725,6.1355,337.6310,NZ/SA,sam
-78.0365,6.0665,332.5848,NZ/SA,sam
-78.0099,5.9577,339.4588,NZ/SA,sam
-77.9833,5.8489,346.3327,NZ/SA,sam
-77.9653,5.6776,350.1825,NZ/SA,sam
-77.9473,5.5063,354.0323,NZ/SA,sam
-77.9771,5.3411,358.0697,NZ/SA,sam
-78.0069,5.1759,2.1071,NZ/SA,sam
-78.0367,5.0107,6.1445,NZ/SA,sam
-78.0665,4.8455,10.1818,NZ/SA,sam
-78.0993,4.7498,11.2615,NZ/SA,sam
-78.1320,4.6540,12.3413,NZ/SA,sam
-78.1647,4.5583,13.4211,NZ/SA,sam
-78.1975,4.4626,14.5008,NZ/SA,sam
-78.2303,4.3668,15.5806,NZ/SA,sam
-78.2630,4.2711,16.6603,NZ/SA,sam
-78.2957,4.1753,17.7400,NZ/SA,sam
-78.3285,4.0796,18.8197,NZ/SA,sam
-78.3685,3.9954,19.6347,NZ/SA,sam
-78.4085,3.9111,20.4497,NZ/SA,sam
-78.4485,3.8268,21.2647,NZ/SA,sam
-78.4885,3.7426,22.0798,NZ/SA,sam
-78.5285,3.6583,22.8949,NZ/SA,sam
-78.5685,3.5741,23.7099,NZ/SA,sam
-78.6085,3.4899,24.5249,NZ/SA,sam
-78.6485,3.4056,25.3400,NZ/SA,sam
-78.7113,3.3291,27.0928,NZ/SA,sam
-78.7742,3.2526,28.8456,NZ/SA,sam
-78.8371,3.1761,30.5984,NZ/SA,sam
-78.9000,3.0996,32.3512,NZ/SA,sam
-78.9629,3.0231,34.1041,NZ/SA,sam
-79.0258,2.9466,35.8569,NZ/SA,sam
-79.0887,2.8701,37.6097,NZ/SA,sam
-79.1515,2.7936,39.3625,NZ/SA,sam
-79.2297,2.7054,39.9034,NZ/SA,sam
-79.3080,2.6171,40.4443,NZ/SA,sam
-79.3863,2.5289,40.9853,NZ/SA,sam
-79.4645,2.4406,41.5262,NZ/SA,sam
-79.5427,2.3523,41.5285,NZ/SA,sam
-79.6210,2.2641,41.5307,NZ/SA,sam
-79.6993,2.1759,41.5330,NZ/SA,sam
-79.7775,2.0876,41.5352,NZ/SA,sam
-79.8401,2.0220,41.7980,NZ/SA,sam
-79.9027,1.9564,42.0609,NZ/SA,sam
-79.9654,1.8907,42.3238,NZ/SA,sam
-80.0280,1.8251,42.5866,NZ/SA,sam
-80.0906,1.7594,42.8494,NZ/SA,sam
-80.1532,1.6938,43.1123,NZ/SA,sam
-80.2158,1.6282,43.3751,NZ/SA,sam
-80.2785,1.5626,43.6380,NZ/SA,sam
