lon,lat,az,bound,slab,depth
272.6275,10.9338,309.9756,RI/NA,cam,4.834
272.6923,10.8649,311.2054,RI/NA,cam,4.908
272.757,10.796,312.4352,RI/NA,cam,4.837
272.8218,10.727,313.665,RI/NA,cam,4.734
272.8865,10.6581,314.8948,RI/NA,cam,4.734
272.9513,10.5892,316.1245,RI/NA,cam,4.961
273.016,10.5203,317.3543,RI/NA,cam,4.913
273.0978,10.4423,316.5553,RI/NA,cam,5.124
273.1795,10.3643,315.7563,RI/NA,cam,5.03
273.2613,10.2863,314.9574,RI/NA,cam,5.375
273.343,10.2083,314.1584,RI/NA,cam,5.162
273.447,10.0732,318.5106,RI/NA,cam,5.207
273.551,9.938,322.8629,RI/NA,cam,4.651
273.6735,9.811,319.6696,RI/NA,cam,4.559
273.796,9.684,316.4763,RI/NA,cam,4.657
273.8695,9.6187,315.362,RI/NA,cam,4.555
273.943,9.5535,314.2477,RI/NA,cam,4.326
274.0165,9.4883,313.1335,RI/NA,cam,4.051
274.09000000000003,9.423,312.0192,RI/NA,cam,4.041
274.1645,9.368,310.7205,RI/NA,cam,4.02
274.23900000000003,9.313,309.4218,RI/NA,cam,3.923
274.3135,9.258,308.1231,RI/NA,cam,3.923
274.38800000000003,9.203,306.8244,RI/NA,cam,3.577
274.50350000000003,9.146,301.7006,RI/NA,cam,3.023
274.619,9.089,296.5768,RI/NA,cam,3.128
274.7032,9.051,296.0755,RI/NA,cam,3.537
274.7875,9.013,295.5742,RI/NA,cam,3.853
274.87170000000003,8.975,295.0729,RI/NA,cam,3.466
274.956,8.937,294.5715,RI/NA,cam,3.607
275.0455,8.8957,294.6872,RI/NA,cam,3.909
275.135,8.8545,294.8029,RI/NA,cam,3.947
275.22450000000003,8.8133,294.9185,RI/NA,cam,3.947
275.31399999999996,8.772,295.0342,RI/NA,cam,3.615
275.4475,8.7045,296.0724,RI/NA,cam,2.327
275.581,8.637,297.1105,RI/NA,cam,2.96
275.7115,8.5555,299.702,RI/NA,cam,2.939
275.842,8.474,302.2936,RI/NA,cam,2.664
275.923,8.3955,308.3664,RI/NA,cam,2.478
276.004,8.3169,314.4392,RI/NA,cam,1.842
276.08299999999997,8.2494,312.6189,RI/NA,cam,1.842
276.16200000000003,8.182,310.7986,RI/NA,cam,1.979
276.2785,8.113,305.8531,RI/NA,cam,2.154
276.395,8.044,300.9076,RI/NA,cam,1.935
276.5175,7.986,298.2385,RI/NA,cam,1.715
276.64,7.928,295.5694,RI/NA,cam,1.819
276.767,7.849,302.1373,RI/NA,cam,1.794
276.8465,7.7205,315.318,RI/NA,cam,2.141
276.926,7.592,328.4988,RI/NA,cam,1.983
277.02549999999997,7.479,328.4988,RI/NA,cam,1.923
277.125,7.366,328.4988,RI/NA,cam,2.378
301.835,10.16,219.3757,NA/CA,car,9.836
301.9338,10.2785,219.3757,NA/CA,car,10.174
302.0325,10.397,219.3757,NA/CA,car,10.229
302.1312,10.5155,219.3757,NA/CA,car,10.23
302.23,10.634,219.3757,NA/CA,car,10.254
302.2873,10.7615,215.4858,NA/CA,car,10.519
302.3445,10.889,211.5959,NA/CA,car,10.518
302.4017,11.0165,207.706,NA/CA,car,10.555
302.459,11.144,203.8161,NA/CA,car,10.509
302.4862,11.2733,200.7841,NA/CA,car,10.505
302.5135,11.4025,197.752,NA/CA,car,10.334
302.5408,11.5317,194.72,NA/CA,car,10.326
302.568,11.661,191.6879,NA/CA,car,10.255
302.5625,11.7568,189.8245,NA/CA,car,10.278
302.557,11.8525,187.961,NA/CA,car,10.069
302.5515,11.9482,186.0976,NA/CA,car,9.931
302.546,12.044,184.2341,NA/CA,car,9.64
302.5405,12.1397,182.3707,NA/CA,car,9.515
302.53499999999997,12.2355,180.5072,NA/CA,car,9.36
302.5295,12.3313,178.6437,NA/CA,car,9.258
302.524,12.427,176.7802,NA/CA,car,9.173
302.499,12.5957,175.5269,NA/CA,car,9.1
302.474,12.7645,174.2737,NA/CA,car,9.033
302.449,12.9333,173.0204,NA/CA,car,8.851
302.424,13.102,171.7671,NA/CA,car,8.804
302.4061,13.1985,171.5178,NA/CA,car,8.804
302.3882,13.295,171.2685,NA/CA,car,8.463
302.3704,13.3915,171.0191,NA/CA,car,8.399
302.3525,13.488,170.7698,NA/CA,car,8.306
302.3346,13.5845,170.5205,NA/CA,car,8.165
302.31669999999997,13.681,170.2712,NA/CA,car,8.181
302.2989,13.7775,170.0219,NA/CA,car,8.067
302.281,13.874,169.7725,NA/CA,car,8.002
302.261,14.0303,170.5584,NA/CA,car,7.911
302.241,14.1865,171.3442,NA/CA,car,7.969
302.221,14.3428,172.1301,NA/CA,car,7.527
302.201,14.499,172.916,NA/CA,car,7.026
302.1705,14.5903,170.2038,NA/CA,car,6.65
302.14,14.6815,167.4916,NA/CA,car,6.65
302.1095,14.7728,164.7794,NA/CA,car,6.672
302.079,14.864,162.0671,NA/CA,car,6.499
301.9853,14.9355,153.6118,NA/CA,car,6.426
301.8915,15.007,145.1564,NA/CA,car,5.808
301.7978,15.0785,136.7011,NA/CA,car,5.544
301.704,15.15,128.2457,NA/CA,car,5.275
301.585,15.217,124.2386,NA/CA,car,5.086
301.466,15.284,120.2314,NA/CA,car,4.529
301.396,15.348,126.8433,NA/CA,car,4.869
301.326,15.412,133.4553,NA/CA,car,5.495
301.3077,15.5858,153.8331,NA/CA,car,5.965
301.2894,15.7595,174.2108,NA/CA,car,6.525
301.2684,15.9018,173.0623,NA/CA,car,6.378
301.24739999999997,16.0441,171.9138,NA/CA,car,6.889
301.1955,16.2127,167.7201,NA/CA,car,7.015
301.1437,16.3814,163.5264,NA/CA,car,7.511
301.0797,16.5125,161.3693,NA/CA,car,7.322
301.0157,16.6437,159.2122,NA/CA,car,6.92
300.9517,16.7749,157.055,NA/CA,car,6.877
300.8876,16.906,154.8979,NA/CA,car,6.823
300.7974,16.9902,149.7489,NA/CA,car,6.851
300.7073,17.0745,144.6,NA/CA,car,6.508
300.6171,17.1587,139.4511,NA/CA,car,6.543
300.527,17.243,134.3021,NA/CA,car,6.589
300.4385,17.3192,133.7328,NA/CA,car,6.767
300.35,17.3955,133.1636,NA/CA,car,7.105
300.2615,17.4718,132.5944,NA/CA,car,7.481
300.173,17.548,132.0251,NA/CA,car,7.751
300.057,17.6855,136.5994,NA/CA,car,7.731
299.94100000000003,17.823,141.1737,NA/CA,car,7.748
299.8843,17.915,143.2721,NA/CA,car,7.597
299.8275,18.007,145.3705,NA/CA,car,7.643
299.7707,18.099,147.469,NA/CA,car,7.107
299.714,18.191,149.5674,NA/CA,car,7.186
299.6167,18.3231,147.2883,NA/CA,car,7.688
299.5194,18.4553,145.0093,NA/CA,car,8.084
299.3953,18.5621,138.6155,NA/CA,car,8.096
299.2713,18.6689,132.2217,NA/CA,car,7.526
299.1913,18.7203,130.1983,NA/CA,car,8.159
299.1113,18.7718,128.1748,NA/CA,car,8.159
299.0313,18.8233,126.1514,NA/CA,car,8.061
298.9513,18.8747,124.128,NA/CA,car,8.525
298.8653,18.9147,124.128,NA/CA,car,8.525
298.7793,18.9547,124.128,NA/CA,car,8.23
298.6932,18.9947,124.128,NA/CA,car,8.23
298.6072,19.0346,124.128,NA/CA,car,8.163
298.154,19.4166,106.6413,NA\CA,car,6.164
298.0937,19.4336,106.6413,NA\CA,car,5.798
298.0335,19.4506,106.6363,NA\CA,car,6.199
297.9732,19.4676,106.6446,NA\CA,car,6.199
297.9129,19.4846,106.6396,NA\CA,car,6.347
297.8527,19.5016,106.6505,NA\CA,car,6.347
297.7922,19.505,93.3662,NA\CA,car,7.57
297.7316,19.4877,73.1885,NA\CA,car,7.57
297.6701,19.4926,94.8267,NA\CA,car,7.871
297.6082,19.5036,100.6903,NA\CA,car,7.871
297.5485,19.5179,104.2197,NA\CA,car,7.134
297.511,19.5663,143.8113,NA\CA,car,7.562
297.47339999999997,19.6147,143.8139,NA\CA,car,7.562
297.4237,19.6456,123.4085,NA\CA,car,7.443
297.3627,19.6601,104.1486,NA\CA,car,7.443
297.302,19.6754,104.9261,NA\CA,car,7.064
297.2486,19.7069,122.0841,NA\CA,car,6.942
297.1951,19.7385,122.0844,NA\CA,car,6.942
297.1401,19.7658,117.776,NA\CA,car,6.856
297.0776,19.7722,96.2331,NA\CA,car,6.759
297.015,19.7786,96.2323,NA\CA,car,6.755
296.9524,19.7851,96.2336,NA\CA,car,6.682
296.8899,19.7915,96.2338,NA\CA,car,6.682
296.8355,19.8174,116.7956,NA\CA,car,7.134
296.7848,19.8518,125.7959,NA\CA,car,7.134
296.7222,19.8585,96.4501,NA\CA,car,6.78
296.6597,19.8651,96.4417,NA\CA,car,6.878
296.5972,19.8717,96.4121,NA\CA,car,7.012
296.5349,19.8618,80.3865,NA\CA,car,6.647
296.4726,19.8519,80.3886,NA\CA,car,6.647
296.4111,19.8541,92.1874,NA\CA,car,6.598
296.3505,19.87,105.5095,NA\CA,car,6.79
296.2899,19.8858,105.5086,NA\CA,car,7.377
296.2297,19.9029,106.8433,NA\CA,car,7.377
296.1708,19.9239,110.7126,NA\CA,car,7.377
296.111,19.9309,97.1428,NA\CA,car,6.269
296.04970000000003,19.9163,75.7056,NA\CA,car,7.258
295.9876,19.9104,84.2934,NA\CA,car,7.258
295.9248,19.914,93.4374,NA\CA,car,7.111
295.8619,19.9176,93.4381,NA\CA,car,7.111
295.7991,19.9211,93.4376,NA\CA,car,6.418
295.7367,19.9167,85.71,NA\CA,car,7.266
295.67470000000003,19.9052,78.8219,NA\CA,car,7.266
295.6127,19.8937,78.8227,NA\CA,car,7.869
295.5507,19.8881,84.4639,NA\CA,car,7.869
295.4887,19.8981,99.7908,NA\CA,car,7.759
295.4287,19.8835,75.4625,NA\CA,car,7.932
295.3692,19.8628,69.635,NA\CA,car,8.023
295.3084,19.8601,87.2877,NA\CA,car,8.023
295.24649999999997,19.8709,100.5775,NA\CA,car,8.583
295.1847,19.8818,100.586,NA\CA,car,8.899
295.1228,19.8927,100.5789,NA\CA,car,8.435
295.06100000000004,19.9035,100.5779,NA\CA,car,8.435
294.9988,19.9085,94.8056,NA\CA,car,8.655
294.9359,19.9039,85.5205,NA\CA,car,8.166
294.8733,19.9034,79.9139,NA\CA,car,7.982
294.8114,19.9138,100.0953,NA\CA,car,7.982
294.7494,19.9242,100.0976,NA\CA,car,7.425
294.6875,19.9345,100.0982,NA\CA,car,7.278
294.6256,19.9449,100.0893,NA\CA,car,7.278
294.5629,19.9486,93.5832,NA\CA,car,7.428
294.4999,19.9495,81.2772,NA\CA,car,7.768
294.438,19.9453,85.8271,NA\CA,car,7.774
294.3798,19.9212,66.2403,NA\CA,car,8.348
294.3216,19.8971,66.2311,NA\CA,car,8.348
294.2634,19.8731,66.2431,NA\CA,car,8.361
294.204,19.8547,71.8013,NA\CA,car,8.806
294.1411,19.8544,80.136,NA\CA,car,8.806
294.0781,19.8542,80.1375,NA\CA,car,8.645
294.0151,19.8539,80.1454,NA\CA,car,8.411
293.9521,19.8536,80.136,NA\CA,car,8.17
293.8891,19.8533,80.1376,NA\CA,car,8.17
293.829,19.8353,72.35,NA\CA,car,9.071
293.7729,19.8088,63.3401,NA\CA,car,9.071
293.7231,19.7708,50.9566,NA\CA,car,9.108
293.6733,19.7329,50.9503,NA\CA,car,9.108
293.6113,19.7338,81.1182,NA\CA,car,9.134
293.5485,19.7373,93.3951,NA\CA,car,9.134
293.4856,19.7408,93.3855,NA\CA,car,9.251
293.4231,19.7355,84.8374,NA\CA,car,9.164
293.3606,19.7269,81.6987,NA\CA,car,9.107
293.2982,19.7213,84.5242,NA\CA,car,9.107
293.2362,19.7316,100.0158,NA\CA,car,9.136
293.1743,19.7419,100.0085,NA\CA,car,9.08
293.1128,19.7374,85.5303,NA\CA,car,9.116
293.0518,19.7216,74.614,NA\CA,car,9.116
292.9908,19.7058,74.6086,NA\CA,car,9.255
292.9297,19.69,74.6077,NA\CA,car,9.209
292.8687,19.6742,74.6091,NA\CA,car,8.982
292.8076,19.6584,74.6222,NA\CA,car,8.982
292.74580000000003,19.6654,96.8611,NA\CA,car,8.978
292.6838,19.6755,99.8568,NA\CA,car,8.978
292.6227,19.6701,84.5946,NA\CA,car,8.856
292.5625,19.6517,71.9938,NA\CA,car,8.856
292.5022,19.6332,71.9957,NA\CA,car,9.047
292.442,19.622,78.7472,NA\CA,car,9.171
292.3824,19.641,108.68,NA\CA,car,9.171
292.3231,19.6539,103.0464,NA\CA,car,9.139
292.2654,19.6287,65.1294,NA\CA,car,9.164
292.2048,19.6156,77.02,NA\CA,car,9.193
292.1419,19.6124,86.9192,NA\CA,car,9.193
292.0811,19.5999,77.7033,NA\CA,car,9.174
292.0229,19.5759,66.2986,NA\CA,car,8.812
291.9616,19.5655,79.8097,NA\CA,car,8.812
291.8986,19.5624,87.0079,NA\CA,car,8.883
291.8357,19.5593,86.9978,NA\CA,car,8.813
291.7783,19.5726,103.7742,NA\CA,car,8.51
291.72339999999997,19.5905,109.0796,NA\CA,car,8.51
291.6608,19.5829,82.6861,NA\CA,car,8.596
291.5982,19.5753,82.6757,NA\CA,car,8.596
291.5356,19.5678,82.6868,NA\CA,car,7.428
291.473,19.5602,82.6764,NA\CA,car,7.428
291.4104,19.5526,82.6764,NA\CA,car,6.364
229.15,51.612,318.8218,JF/NA,cas,2.07
229.301,51.505,318.8218,JF/NA,cas,1.95
229.452,51.398,318.8218,JF/NA,cas,1.977
229.62,51.338,319.3483,JF/NA,cas,1.999
229.788,51.278,319.8749,JF/NA,cas,2.011
229.903,51.1895,320.4015,JF/NA,cas,1.537
230.018,51.101,320.928,JF/NA,cas,2.265
230.14,50.9685,325.4586,JF/NA,cas,2.403
230.262,50.836,329.9892,JF/NA,cas,2.924
230.401,50.7415,323.5744,JF/NA,cas,2.912
230.54,50.647,317.1596,JF/NA,cas,2.938
230.765,50.563,308.8879,JF/NA,cas,3.003
230.99,50.479,300.6162,JF/NA,cas,3.031
231.1355,50.3945,306.5307,JF/NA,cas,3.008
231.281,50.31,312.4451,JF/NA,cas,2.831
231.4335,50.198,315.7437,JF/NA,cas,2.424
231.586,50.086,319.0422,JF/NA,cas,2.29
231.6515,49.9855,314.9077,JF/NA,cas,2.766
231.717,49.885,310.7732,JF/NA,cas,3.171
231.844,49.833,324.3397,JF/NA,cas,3.356
231.971,49.781,337.9061,JF/NA,cas,3.271
232.0595,49.636,338.202,JF/NA,cas,3.007
232.148,49.491,338.498,JF/NA,cas,3.684
232.1565,49.3882,336.9238,JF/NA,cas,3.748
232.16500000000002,49.2855,335.3496,JF/NA,cas,3.799
232.1735,49.1827,333.7754,JF/NA,cas,3.753
232.18200000000002,49.08,332.2011,JF/NA,cas,3.698
232.287,48.9785,329.0526,JF/NA,cas,3.737
232.392,48.877,325.9042,JF/NA,cas,3.858
232.507,48.8135,317.9853,JF/NA,cas,3.858
232.622,48.75,310.0663,JF/NA,cas,3.718
232.80200000000002,48.6575,309.0415,JF/NA,cas,3.659
232.982,48.565,308.0167,JF/NA,cas,4.102
233.1245,48.428,316.755,JF/NA,cas,4.33
233.267,48.291,325.4933,JF/NA,cas,4.462
233.3905,48.1435,328.1966,JF/NA,cas,4.458
233.514,47.996,330.9,JF/NA,cas,4.08
233.572,47.872,336.7618,JF/NA,cas,3.795
233.63,47.748,342.6236,JF/NA,cas,3.831
233.7012,47.6485,340.5451,JF/NA,cas,3.67
233.77249999999998,47.549,338.4665,JF/NA,cas,3.484
233.8438,47.4495,336.3879,JF/NA,cas,3.177
233.91500000000002,47.35,334.3093,JF/NA,cas,2.919
233.9368,47.255,338.5279,JF/NA,cas,3.074
233.95850000000002,47.16,342.7464,JF/NA,cas,3.363
233.9802,47.065,346.965,JF/NA,cas,3.596
234.002,46.97,351.1836,JF/NA,cas,3.564
234.063,46.8065,348.4513,JF/NA,cas,3.625
234.124,46.643,345.719,JF/NA,cas,3.569
234.1755,46.469,347.1173,JF/NA,cas,3.622
234.227,46.295,348.5157,JF/NA,cas,3.871
234.286,46.1205,347.684,JF/NA,cas,4.064
234.345,45.946,346.8524,JF/NA,cas,3.534
234.3795,45.828,347.2668,JF/NA,cas,3.628
234.414,45.71,347.6813,JF/NA,cas,3.619
234.4485,45.592,348.0958,JF/NA,cas,3.821
234.483,45.474,348.5103,JF/NA,cas,3.97
234.5035,45.3815,349.1744,JF/NA,cas,3.863
234.524,45.289,349.8386,JF/NA,cas,4.05
234.5445,45.1965,350.5027,JF/NA,cas,4.221
234.565,45.104,351.1669,JF/NA,cas,4.373
234.564,44.9925,355.7647,JF/NA,cas,4.466
234.563,44.881,0.3625,JF/NA,cas,4.543
234.566,44.725,359.2198,JF/NA,cas,4.585
234.624,44.667,359.0443,JF/NA,cas,4.315
234.628,44.523,358.8689,JF/NA,cas,4.25
234.628,44.423,0.4553,JF/NA,cas,4.165
234.628,44.323,2.0417,JF/NA,cas,4.067
234.63299999999998,44.1945,0.2234,JF/NA,cas,3.934
234.638,44.066,358.4051,JF/NA,cas,3.913
234.571,44.002,4.751,JF/NA,cas,4.19
234.55,43.925,11.0969,JF/NA,cas,4.19
234.535,43.831,8.8273,JF/NA,cas,4.23
234.51999999999998,43.737,6.5577,JF/NA,cas,4.199
234.523,43.5815,2.8793,JF/NA,cas,4.196
234.526,43.426,359.2008,JF/NA,cas,4.232
234.606,43.267,339.9298,JF/NA,cas,4.089
234.65699999999998,43.143,343.3302,JF/NA,cas,4.074
234.711,43.051,336.8191,JF/NA,cas,3.93
234.711,42.9565,349.5167,JF/NA,cas,3.932
234.711,42.862,2.2142,JF/NA,cas,3.924
234.7215,42.7115,359.6431,JF/NA,cas,3.908
234.732,42.561,357.072,JF/NA,cas,3.86
234.80200000000002,42.492,0.2812,JF/NA,cas,3.812
234.791,42.359,3.4904,JF/NA,cas,3.763
234.70999999999998,42.285,7.7327,JF/NA,cas,3.75
234.66899999999998,42.142,11.9751,JF/NA,cas,3.71
234.687,41.986,355.1105,JF/NA,cas,3.644
234.719,41.818,351.9403,JF/NA,cas,3.621
234.691,41.652,346.3562,JF/NA,cas,3.606
234.7545,41.516,343.5641,JF/NA,cas,3.62
234.81799999999998,41.38,340.772,JF/NA,cas,3.655
234.86450000000002,41.2575,342.4379,JF/NA,cas,3.642
234.911,41.135,344.1038,JF/NA,cas,3.559
234.989,41.0095,339.5144,JF/NA,cas,3.622
235.067,40.884,334.925,JF/NA,cas,3.449
235.05700000000002,40.7585,349.1866,JF/NA,cas,3.257
235.047,40.633,3.4482,JF/NA,cas,3.166
235.1313,40.5042,3.4482,JF/NA,cas,3.155
235.2156,40.3753,3.4482,JF/NA,cas,2.676
123.3377,6.9583,8.1587,cel,cot,6.195
123.3242,6.8648,8.1587,cel,cot,5.95
123.3107,6.7713,8.1552,cel,cot,5.654
123.2972,6.6777,8.1559,cel,cot,5.614
123.2992,6.5834,358.8053,cel,cot,5.961
123.3033,6.489,357.5533,cel,cot,6.419
123.3073,6.3946,357.5591,cel,cot,6.318
123.3113,6.3002,357.6128,cel,cot,6.055
123.3152,6.2058,357.6121,cel,cot,6.027
123.325,6.113,354.0391,cel,cot,6.555
123.3692,6.0296,332.2189,cel,cot,6.721
123.4134,5.9461,332.2234,cel,cot,6.7
123.4848,5.886,310.2777,cel,cot,6.823
123.5605,5.8296,306.8112,cel,cot,6.823
123.6362,5.7732,306.8084,cel,cot,7.145
123.7178,5.726,300.1978,cel,cot,7.145
123.8009,5.6811,298.5338,cel,cot,6.856
123.8844,5.6372,297.8303,cel,cot,6.29
123.9709,5.5992,293.7992,cel,cot,6.476
124.0574,5.5613,293.8003,cel,cot,6.476
124.1439,5.5233,293.7964,cel,cot,6.82
124.2315,5.4889,291.5277,cel,cot,6.82
124.3233,5.4664,283.8528,cel,cot,6.756
124.415,5.4439,283.8508,cel,cot,6.844
124.5067,5.4214,283.8518,cel,cot,6.969
124.5996,5.404,280.6263,cel,cot,7.045
124.6927,5.3881,280.6263,cel,cot,7.147
18.5924,36.5976,355.2559,NU\EU,hel,10.5857
18.6108,36.4196,355.2559,NU\EU,hel,10.3575
18.6292,36.2416,355.245,NU\EU,hel,10.4305
18.6573,36.0652,352.67900000000003,NU\EU,hel,10.4675
18.7103,35.8929,346.0375,NU\EU,hel,10.3515
18.7633,35.7206,346.0081,NU\EU,hel,10.3105
18.8181,35.5487,345.4903,NU\EU,hel,10.0845
18.8798,35.3788,343.5406,NU\EU,hel,10.1035
18.9415,35.2088,343.5168,NU\EU,hel,9.9925
19.0032,35.0388,343.48400000000004,NU\EU,hel,10.0725
19.144000000000002,34.9138,317.3346,NU\EU,hel,10.0665
19.283,34.7864,318.1993,NU\EU,hel,9.8835
19.4037,34.6443,325.1116,NU\EU,hel,9.7135
19.4651,34.4758,343.3135,NU\EU,hel,10.4954
19.518,34.3034,345.8056,NU\EU,hel,10.5719
19.6348,34.159,326.2603,NU\EU,hel,11.0219
19.7565,34.0179,324.4956,NU\EU,hel,11.0559
19.8948,33.8893,318.3038,NU\EU,hel,10.8139
20.033,33.7608,318.2592,NU\EU,hel,10.5049
20.1848,33.6472,312.0152,NU\EU,hel,10.5499
20.3525,33.5511,304.574,NU\EU,hel,10.1971
20.5203,33.4551,304.5004,NU\EU,hel,10.6931
20.7153,33.4208,281.9566,NU\EU,hel,9.0282
20.9105,33.3868,281.8392,NU\EU,hel,9.3312
21.1057,33.3528,281.8347,NU\EU,hel,8.6882
21.3009,33.3187,281.8638,NU\EU,hel,8.5802
21.4961,33.2847,281.8256,NU\EU,hel,9.0132
21.6923,33.2679,275.9017,NU\EU,hel,9.0818
21.8904,33.2829,264.8793,NU\EU,hel,8.3808
22.0885,33.298,264.8441,NU\EU,hel,8.3548
22.2868,33.3093,266.154,NU\EU,hel,7.9558
22.4855,33.3145,268.2609,NU\EU,hel,8.1768
22.6842,33.3197,268.2608,NU\EU,hel,9.0721
22.8829,33.325,268.2262,NU\EU,hel,8.9621
23.0815,33.3316,267.7769,NU\EU,hel,9.0411
23.2797,33.3457,265.1873,NU\EU,hel,8.9961
23.4779,33.3434,270.8503,NU\EU,hel,9.8798
23.676,33.3291,274.9927,NU\EU,hel,9.7038
23.8297,33.2158,311.4442,NU\EU,hel,10.2538
23.9831,33.1021,311.5629,NU\EU,hel,10.1848
24.1385,32.9906,310.605,NU\EU,hel,10.2228
24.3006,32.887,307.3342,NU\EU,hel,10.3648
24.4627,32.7835,307.2752,NU\EU,hel,11.0488
24.6464,32.7179,293.0558,NU\EU,hel,11.458
24.8346,32.6602,290.0668,NU\EU,hel,11.195
25.0229,32.6026,290.0132,NU\EU,hel,10.959
25.2097,32.5416,291.2316,NU\EU,hel,9.105
25.3953,32.4773,292.3836,NU\EU,hel,9.277
25.5865,32.4292,286.6521,NU\EU,hel,10.0651
25.7796,32.3867,284.6633,NU\EU,hel,10.2681
25.9727,32.3441,284.6895,NU\EU,hel,10.0521
26.1686,32.3588,264.9764,NU\EU,hel,10.1341
26.3652,32.3856,260.8841,NU\EU,hel,10.1831
26.5617,32.4124,260.8769,NU\EU,hel,10.8303
26.7463,32.4772,247.4644,NU\EU,hel,10.8323
26.9295,32.5465,245.8894,NU\EU,hel,10.7883
27.1031,32.6298,240.3853,NU\EU,hel,13.0487
27.2537,32.7464,227.4287,NU\EU,hel,13.1237
27.4044,32.8629,227.435,NU\EU,hel,13.0797
27.559,32.9748,229.2727,NU\EU,hel,13.2525
27.7227,33.0761,233.6149,NU\EU,hel,13.2885
27.8865,33.1774,233.6002,NU\EU,hel,13.3065
28.0502,33.2787,233.5519,NU\EU,hel,13.3315
28.2139,33.38,233.5203,NU\EU,hel,13.3305
28.3894,33.4624,240.6891,NU\EU,hel,13.2705
28.5714,33.5342,244.7322,NU\EU,hel,13.4634
28.7534,33.606,244.7139,NU\EU,hel,12.8513
28.9354,33.6778,244.6955,NU\EU,hel,12.8203
29.1111,33.7567,241.6853,NU\EU,hel,12.8043
29.229,33.9005,214.2911,NU\EU,hel,12.8753
29.346999999999998,34.0444,214.2504,NU\EU,hel,12.7103
29.4649,34.1882,214.2012,NU\EU,hel,12.7673
29.5828,34.3321,214.1374,NU\EU,hel,12.1807
29.6468,34.4966,197.8127,NU\EU,hel,12.3327
29.68,34.6728,188.8272,NU\EU,hel,10.6425
29.7133,34.849000000000004,188.8349,NU\EU,hel,10.6085
29.7875,34.9739,205.9949,NU\EU,hel,10.6355
29.9838,34.9454,280.1021,NU\EU,hel,10.6065
30.1801,34.9169,280.0986,NU\EU,hel,10.5965
30.3764,34.8884,280.0952,NU\EU,hel,10.6705
30.5633,34.9272,255.8478,NU\EU,hel,10.2885
30.7458,34.998000000000005,244.7205,NU\EU,hel,9.5495
30.9283,35.0688,244.7014,NU\EU,hel,9.8045
31.0873,35.0134,293.0986,NU\EU,hel,9.6965
31.234,34.8927,315.1517,NU\EU,hel,9.6285
31.3807,34.772,315.1095,NU\EU,hel,9.6605
31.5492,34.6803,303.5587,NU\EU,hel,8.1464
31.7284,34.6029,297.7498,NU\EU,hel,8.1594
31.9093,34.5285,296.5907,NU\EU,hel,10.8838
32.0903,34.4545,296.4344,NU\EU,hel,10.7868
32.2799,34.4039,287.9829,NU\EU,hel,10.9698
32.4743,34.3666,283.1436,NU\EU,hel,10.5028
32.6688,34.3293,283.1315,NU\EU,hel,9.8277
32.8659,34.3131,275.7389,NU\EU,hel,10.3487
33.0646,34.3101,271.1032,NU\EU,hel,9.9377
33.2634,34.3071,271.1027,NU\EU,hel,9.9007
33.4622,34.3041,271.1026,NU\EU,hel,9.8507
33.6556,34.3379,258.1064,NU\EU,hel,8.7966
33.8467,34.3869,252.7982,NU\EU,hel,9.3656
34.0445,34.3896,269.1082,NU\EU,hel,9.5646
34.2433,34.3856,271.4528,NU\EU,hel,9.6066
34.442,34.3816,271.4534,NU\EU,hel,9.5926
34.6369,34.4163,257.8788,NU\EU,hel,8.2743
34.8316,34.452,257.5213,NU\EU,hel,8.2973
35.0221,34.4969,254.0983,NU\EU,hel,8.1953
35.1875,34.596,234.0139,NU\EU,hel,5.7232
35.3472,34.7002,231.6265,NU\EU,hel,5.6382
35.4557,34.8499,210.7978,NU\EU,hel,5.7612
35.5642,34.9997,210.7353,NU\EU,hel,5.2238
35.6726,35.1494,210.7353,NU\EU,hel,4.7018
15.8376,36.2414,318.1643,NU\EU,ita,10.3028
15.9731,36.1195,318.1643,NU\EU,ita,10.3848
16.1086,35.9976,318.1643,NU\EU,ita,10.4468
16.3071,35.9369,318.1643,NU\EU,ita,10.4948
16.5056,35.8763,318.1643,NU\EU,ita,10.553
16.7041,35.8157,318.1643,NU\EU,ita,10.552
16.9027,35.755,318.1643,NU\EU,ita,10.647
17.1178,35.7715,297.1263,NU\EU,ita,10.665
17.333,35.788,276.0883,NU\EU,ita,10.759
17.5481,35.8045,255.0504,NU\EU,ita,10.5779
17.7632,35.8211,234.0124,NU\EU,ita,10.6369
17.9106,35.9082,234.0124,NU\EU,ita,10.5839
18.0579,35.9954,234.0124,NU\EU,ita,10.5889
18.2053,36.0825,234.0124,NU\EU,ita,10.5859
18.3527,36.1696,234.0124,NU\EU,ita,10.5729
18.4239,36.3113,233.8007,NU\EU,ita,10.5689
18.4951,36.4529,233.5889,NU\EU,ita,10.4559
18.5663,36.5945,233.3772,NU\EU,ita,10.5857
18.6375,36.7362,233.1654,NU\EU,ita,10.4847
18.8143,36.8459,232.7419,NU\EU,ita,10.4717
18.9911,36.9556,232.3184,NU\EU,ita,10.1747
19.0899,37.0474,230.8772,NU\EU,ita,10.0727
19.1887,37.1393,229.4359,NU\EU,ita,10.1307
19.2875,37.2311,227.9946,NU\EU,ita,10.0777
19.3864,37.323,226.5533,NU\EU,ita,10.1147
19.4852,37.4149,225.1121,NU\EU,ita,10.9801
19.584,37.5067,223.6708,NU\EU,ita,10.8841
