lon,lat,depth,unc,etype,src
145.997,38.8618,5.41,nan,AS,nan
145.83,38.8845,5.38,nan,AS,nan
145.747,38.8957,5.49,nan,AS,nan
145.72,38.8993,5.16,nan,AS,nan
145.687,38.9037,5.16,nan,AS,nan
145.642,38.9097,5.54,nan,AS,nan
145.443,38.9362,5.44,nan,AS,nan
145.114,38.979,5.83,nan,AS,nan
144.995,38.9944,5.94,nan,AS,nan
144.962,38.9985,5.67,nan,AS,nan
144.896,39.0069,5.99,nan,AS,nan
144.839,39.0141,6.1,nan,AS,nan
144.813,39.0175,5.97,nan,AS,nan
144.759,39.0243,6.29,nan,AS,nan
144.702,39.0314,6.21,nan,AS,nan
144.609,39.043,6.26,nan,AS,nan
144.54,39.0515,6.37,nan,AS,nan
144.483,39.0586,6.62,nan,AS,nan
144.442,39.0637,6.55,nan,AS,nan
144.396,39.0692,7.06,nan,AS,nan
144.354,39.0744,6.99,nan,AS,nan
144.3,39.081,7.31,nan,AS,nan
144.285,39.0828,7.5,nan,AS,nan
144.258,39.086,7.37,nan,AS,nan
144.231,39.0893,7.49,nan,AS,nan
144.201,39.093,8.01,nan,AS,nan
144.159,39.098,7.74,nan,AS,nan
144.129,39.1016,7.99,nan,AS,nan
144.111,39.1038,8.45,nan,AS,nan
144.078,39.1078,8.31,nan,AS,nan
144.006,39.1164,8.62,nan,AS,nan
143.999,39.1171,9.21,nan,AS,nan
143.954,39.1225,9.53,nan,AS,nan
143.921,39.1264,9.06,nan,AS,nan
143.882,39.131,9.51,nan,AS,nan
143.869,39.1325,10.49,nan,AS,nan
143.833,39.1367,10.74,nan,AS,nan
143.797,39.141,10.67,nan,AS,nan
143.758,39.1456,11.05,nan,AS,nan
143.748,39.1467,11.7,nan,AS,nan
143.688,39.1537,12.28,nan,AS,nan
143.64,39.1593,12.34,nan,AS,nan
143.589,39.1652,12.72,nan,AS,nan
143.567,39.1677,13.37,nan,AS,nan
143.373,39.1898,15.35,nan,AS,nan
142.88,39.2446,20.08,nan,AS,nan
