lon,lat,depth,mag,unc,date
-122.09,48.3,4.3,3.2,10.0,1/20/1992
-122.09,48.3,4.3,3.3,10.0,1/20/1992
-123.29,48.45,21.6,0.6,10.0,1/21/1992
-123.72,48.66,23.8,0.9,10.0,1/27/1992
-122.32,48.92,24.7,1.5,10.0,1/30/1992
-122.56,48.51,24.3,1.1,10.0,02/01/1992
-122.46,48.86,14.8,1.3,10.0,02/03/1992
-122.75,48.82,16.1,1.1,10.0,02/03/1992
-124.48,48.13,0.0,2.2,10.0,2/22/1992
-123.26,48.68,21.2,0.7,10.0,2/23/1992
-123.26,48.68,21.2,0.7,10.0,2/23/1992
-122.85,48.34,12.4,2.1,10.0,2/25/1992
-122.57,48.1,3.0,1.9,10.0,03/09/1992
-122.57,48.1,3.0,2.0,10.0,03/09/1992
-122.84,48.34,13.4,3.4,10.0,3/13/1992
-122.86,48.35,19.0,0.5,10.0,3/13/1992
-122.89,48.34,18.7,0.5,10.0,3/13/1992
-123.44,48.41,13.2,0.2,10.0,3/14/1992
-123.02,48.76,16.8,0.5,10.0,3/15/1992
-123.02,48.76,16.8,0.6,10.0,3/15/1992
-122.85,48.34,10.9,1.4,10.0,3/20/1992
-122.85,48.34,10.5,1.5,10.0,3/20/1992
-122.85,48.33,21.5,0.7,10.0,3/20/1992
-122.88,48.34,24.2,0.7,10.0,3/21/1992
-121.29,48.22,0.0,2.5,10.0,3/22/1992
-121.3,48.21,0.5,1.7,10.0,3/22/1992
-123.1,48.59,13.4,0.6,10.0,3/24/1992
-123.1,48.59,13.4,0.7,10.0,3/24/1992
-122.67,48.48,25.7,1.5,10.0,3/29/1992
-122.68,48.48,26.2,1.0,10.0,3/29/1992
-123.91,48.87,27.0,1.5,10.0,04/01/1992
-124.66,49.45,21.6,1.3,10.0,04/05/1992
-124.66,49.45,20.5,0.7,10.0,04/06/1992
-122.15,48.84,3.0,2.3,10.0,4/18/1992
-123.51,48.27,19.0,1.4,10.0,4/20/1992
-122.67,48.48,25.9,2.3,10.0,4/21/1992
-122.39,49.33,11.0,0.5,10.0,4/23/1992
-122.68,48.49,26.0,0.9,10.0,4/23/1992
-122.57,48.74,2.8,2.0,10.0,4/29/1992
-123.55,48.33,18.6,1.4,10.0,05/02/1992
-123.37,48.67,21.1,0.3,10.0,05/03/1992
-123.37,48.67,21.1,0.3,10.0,05/03/1992
-123.01,48.66,17.4,0.4,10.0,05/03/1992
-123.02,48.66,17.4,0.5,10.0,05/03/1992
-122.54,48.23,21.2,0.8,10.0,05/04/1992
-124.59,48.18,25.5,1.5,10.0,05/04/1992
-125.64,49.08,14.3,0.9,10.0,05/06/1992
-123.59,48.98,12.6,1.2,10.0,05/07/1992
-123.56,48.6,26.9,1.6,10.0,05/11/1992
-122.85,48.33,14.2,1.4,10.0,5/13/1992
-124.63,49.8,17.5,2.3,10.0,5/14/1992
-124.62,49.82,16.3,0.8,10.0,5/14/1992
-124.63,49.8,17.8,1.4,10.0,5/14/1992
-124.63,49.85,15.0,0.8,10.0,5/15/1992
-122.77,48.82,18.2,0.8,10.0,5/15/1992
-123.38,48.47,24.3,1.0,10.0,5/16/1992
-123.12,48.64,21.8,0.5,10.0,5/17/1992
-124.63,49.81,18.0,2.9,10.0,5/17/1992
-124.63,49.8,15.4,1.4,10.0,5/18/1992
-124.62,49.81,13.9,0.7,10.0,5/18/1992
-124.64,49.82,15.3,0.7,10.0,5/18/1992
-124.63,49.81,17.1,1.1,10.0,5/18/1992
-124.63,49.81,15.8,1.8,10.0,5/18/1992
-122.84,48.07,17.0,1.2,10.0,5/23/1992
-123.44,48.85,1.5,0.8,10.0,5/28/1992
-123.47,48.85,3.2,0.9,10.0,5/29/1992
-123.16,48.63,16.8,1.1,10.0,06/01/1992
-123.96,48.8,24.2,0.7,10.0,06/04/1992
-122.27,49.08,0.1,1.2,10.0,06/06/1992
-123.42,48.85,2.1,1.1,10.0,06/08/1992
-123.42,48.85,3.6,1.0,10.0,06/09/1992
-123.61,49.24,4.1,0.2,10.0,06/09/1992
-122.7,48.67,17.0,2.0,10.0,06/12/1992
-122.84,48.22,17.6,1.8,10.0,6/15/1992
-122.84,48.34,13.5,1.5,10.0,6/18/1992
-123.44,48.53,26.3,1.9,10.0,6/21/1992
-123.43,48.84,4.4,1.6,10.0,6/21/1992
-123.11,48.13,12.4,1.5,10.0,6/25/1992
-123.09,48.15,2.4,1.5,10.0,6/25/1992
-123.42,48.85,2.6,1.7,10.0,6/29/1992
-124.66,49.44,19.9,0.9,10.0,6/29/1992
-126.86,49.11,0.0,1.9,10.0,6/29/1992
-123.08,48.15,3.9,2.1,10.0,6/30/1992
-123.1,48.13,0.0,1.1,10.0,07/01/1992
-122.26,49.21,2.2,0.4,10.0,07/02/1992
-123.42,48.84,4.2,0.9,10.0,07/02/1992
-122.79,48.44,0.8,1.7,10.0,07/03/1992
-123.65,48.5,25.0,2.1,10.0,07/06/1992
-122.32,48.71,2.2,1.6,10.0,07/10/1992
-124.61,48.83,15.1,1.5,10.0,7/19/1992
-123.43,48.84,5.0,0.9,10.0,7/21/1992
-123.58,49.24,18.3,0.5,10.0,7/22/1992
-123.57,49.22,15.0,0.6,10.0,7/23/1992
-123.96,48.88,15.0,0.6,10.0,7/27/1992
-122.55,48.56,25.5,0.6,10.0,7/27/1992
-123.86,49.12,4.3,1.1,10.0,7/27/1992
-122.14,49.14,0.0,1.0,10.0,7/28/1992
-122.23,48.6,1.5,1.6,10.0,7/30/1992
-122.61,48.98,1.0,0.8,10.0,08/01/1992
-122.95,48.2,18.1,1.3,10.0,08/03/1992
-122.98,48.18,22.3,1.0,10.0,08/03/1992
-123.09,48.6,13.5,1.4,10.0,08/04/1992
-124.61,48.83,16.8,1.2,10.0,08/06/1992
-122.79,48.95,15.1,0.9,10.0,08/06/1992
-124.61,48.83,15.8,1.3,10.0,08/08/1992
-122.41,49.26,2.9,0.7,10.0,8/14/1992
-122.64,48.89,20.7,1.1,10.0,8/16/1992
-123.75,48.82,19.9,0.8,10.0,8/16/1992
-123.15,48.65,15.1,0.3,10.0,8/18/1992
-122.11,48.74,17.0,1.3,10.0,8/22/1992
-122.68,48.47,28.2,1.0,10.0,8/23/1992
-123.06,48.23,24.5,1.1,10.0,8/23/1992
-122.94,48.38,11.1,0.7,10.0,8/29/1992
-122.69,48.15,28.4,1.3,10.0,8/30/1992
-123.71,49.17,17.7,1.1,10.0,8/31/1992
-122.77,48.19,29.2,1.3,10.0,09/07/1992
-123.07,48.22,26.2,0.8,10.0,09/09/1992
-122.77,48.2,29.1,0.9,10.0,09/09/1992
-123.64,48.61,22.6,0.6,10.0,09/09/1992
-123.1,48.43,25.0,1.7,10.0,09/10/1992
-122.77,48.2,30.0,0.7,10.0,9/22/1992
-123.11,48.43,26.3,1.7,10.0,9/29/1992
-122.87,48.43,25.0,0.4,10.0,10/01/1992
-123.64,49.25,3.3,1.2,10.0,10/07/1992
-127.6,49.72,0.0,1.8,10.0,10/09/1992
-124.12,49.19,5.0,0.3,10.0,10/10/1992
-123.63,49.24,4.0,1.5,10.0,10/10/1992
-122.28,49.25,0.2,0.6,10.0,10/18/1992
-125.83,48.6,10.0,1.5,10.0,10/19/1992
-122.44,49.12,4.8,1.1,10.0,10/19/1992
-122.45,49.11,4.4,0.9,10.0,10/23/1992
-122.45,49.12,4.4,1.8,10.0,10/28/1992
-122.73,48.18,2.1,1.1,10.0,10/30/1992
-122.08,48.81,27.2,1.1,10.0,10/31/1992
-123.39,48.75,14.0,0.8,10.0,10/31/1992
-123.32,48.7,21.7,1.1,10.0,11/01/1992
-122.48,49.09,0.5,1.0,10.0,11/02/1992
-122.43,48.5,14.3,1.5,10.0,11/03/1992
-122.45,48.49,16.3,1.2,10.0,11/03/1992
-122.2,49.06,4.1,0.8,10.0,11/04/1992
-122.91,48.6,27.0,1.2,10.0,11/07/1992
-122.89,48.7,17.6,0.9,10.0,11/08/1992
-123.52,48.96,9.2,0.7,10.0,11/08/1992
-122.44,49.12,4.5,0.9,10.0,11/11/1992
-122.48,49.09,3.0,0.5,10.0,11/13/1992
-122.67,48.26,26.6,0.8,10.0,11/14/1992
-122.78,48.19,30.9,1.0,10.0,11/16/1992
-122.78,48.19,29.8,1.1,10.0,11/18/1992
-122.37,48.69,20.4,1.2,10.0,11/24/1992
-123.62,49.25,3.6,1.0,10.0,11/26/1992
-123.4,48.5,27.9,0.8,10.0,11/26/1992
-123.62,48.71,22.5,0.3,10.0,11/27/1992
-122.47,48.46,0.0,1.5,10.0,11/30/1992
-124.81,48.29,23.5,0.5,10.0,12/01/1992
-122.64,48.57,11.4,1.0,10.0,12/08/1992
-123.26,49.61,5.0,1.0,10.0,12/08/1992
-122.45,49.11,4.4,0.6,10.0,12/10/1992
-123.42,48.47,22.6,1.0,10.0,12/10/1992
-122.77,48.13,16.8,0.7,10.0,12/13/1992
-122.63,48.17,25.9,1.0,10.0,12/14/1992
-125.0,48.66,5.1,1.0,10.0,12/16/1992
-122.77,48.34,23.3,1.2,10.0,12/19/1992
-123.27,48.67,21.5,0.6,10.0,12/20/1992
-123.06,48.65,17.4,1.1,10.0,12/22/1992
-122.45,48.5,15.3,2.5,10.0,12/23/1992
-122.08,48.83,18.0,1.1,10.0,12/23/1992
-123.64,48.77,19.3,0.7,10.0,12/27/1992
-122.19,48.79,4.6,1.0,10.0,12/28/1992
-124.55,48.28,25.6,1.0,10.0,01/02/1993
-122.68,48.47,28.9,0.9,10.0,01/07/1993
-122.15,48.83,18.5,1.1,10.0,01/12/1993
-123.58,49.71,4.0,1.3,10.0,1/16/1993
-122.15,48.85,4.2,1.1,10.0,1/17/1993
-122.15,48.85,3.7,1.4,10.0,1/17/1993
-122.23,49.13,0.0,1.1,10.0,1/20/1993
-123.56,48.43,3.4,0.9,10.0,1/20/1993
-122.07,48.84,20.0,1.1,10.0,1/21/1993
-122.45,48.5,15.5,1.9,10.0,1/24/1993
-122.74,48.48,27.6,1.1,10.0,1/24/1993
-123.67,48.46,10.0,0.2,10.0,1/26/1993
-123.23,48.76,18.3,0.6,10.0,02/01/1993
-122.68,48.87,24.0,1.2,10.0,02/02/1993
-124.7,48.81,19.6,0.8,10.0,02/02/1993
-123.01,48.63,13.4,1.5,10.0,02/02/1993
-123.0,48.62,14.0,0.6,10.0,02/02/1993
-123.0,48.62,16.0,0.8,10.0,02/02/1993
-123.01,48.63,12.1,1.9,10.0,02/03/1993
-123.01,48.62,19.3,0.5,10.0,02/03/1993
-123.01,48.63,11.9,2.0,10.0,02/03/1993
-122.99,48.62,11.5,1.0,10.0,02/04/1993
-123.22,48.46,22.2,0.7,10.0,02/07/1993
-123.75,48.16,3.9,1.2,10.0,2/13/1993
-123.08,48.6,10.3,0.6,10.0,2/14/1993
-124.02,49.24,14.4,1.2,10.0,2/15/1993
-122.08,48.83,5.2,1.1,10.0,2/17/1993
-123.01,48.63,15.7,2.3,10.0,2/25/1993
-122.98,48.61,14.2,0.5,10.0,2/26/1993
-123.0,48.63,14.1,1.1,10.0,2/26/1993
-122.32,48.55,0.0,2.9,10.0,2/26/1993
-122.33,48.56,0.0,1.6,10.0,2/26/1993
-122.33,48.55,0.0,1.4,10.0,2/28/1993
-123.28,48.67,21.2,1.0,10.0,03/06/1993
-123.27,48.67,21.3,0.7,10.0,03/07/1993
-123.01,48.63,13.3,1.5,10.0,03/11/1993
-122.6,48.28,23.0,0.9,10.0,3/15/1993
-122.32,48.55,0.0,2.2,10.0,3/16/1993
-123.29,48.46,22.2,0.4,10.0,3/17/1993
-123.66,49.64,9.4,0.7,10.0,3/18/1993
-124.97,48.57,6.1,0.9,10.0,3/18/1993
-123.25,48.67,20.2,0.9,10.0,3/20/1993
-122.09,48.52,0.0,2.1,10.0,3/20/1993
-123.42,48.47,22.1,0.8,10.0,3/26/1993
-122.66,48.21,30.0,1.0,10.0,3/30/1993
-123.28,48.76,9.8,0.5,10.0,3/30/1993
-127.44,49.65,1.9,1.5,10.0,3/31/1993
-121.82,48.57,0.0,2.0,10.0,04/02/1993
-123.74,48.06,0.0,0.9,10.0,04/02/1993
-123.28,48.7,21.4,0.6,10.0,04/06/1993
-123.04,48.61,12.1,0.5,10.0,04/08/1993
-122.57,48.26,14.3,1.1,10.0,04/09/1993
-122.58,48.52,16.4,1.2,10.0,4/15/1993
-122.94,48.17,28.8,0.7,10.0,4/17/1993
-122.15,48.81,2.0,3.0,10.0,4/19/1993
-122.15,48.81,2.0,3.1,10.0,4/19/1993
-122.15,48.8,2.0,1.5,10.0,4/20/1993
-122.2,48.83,2.0,1.4,10.0,4/23/1993
-125.59,49.08,19.6,1.7,10.0,4/28/1993
-122.55,48.39,19.1,1.8,10.0,4/30/1993
-123.36,48.76,21.1,0.5,10.0,05/04/1993
-122.16,48.81,4.5,1.2,10.0,05/04/1993
-122.83,48.22,0.0,1.3,10.0,05/05/1993
-122.78,48.85,21.5,1.1,10.0,05/06/1993
-122.86,48.34,20.5,0.8,10.0,05/07/1993
-125.29,48.35,0.0,1.9,10.0,05/07/1993
-122.83,48.86,19.7,1.1,10.0,05/08/1993
-123.38,48.75,19.0,1.3,10.0,05/11/1993
-125.58,49.08,19.4,1.4,10.0,5/13/1993
-123.18,48.26,40.4,1.5,10.0,5/13/1993
-125.58,49.08,19.5,0.8,10.0,5/13/1993
-124.92,49.04,1.0,0.9,10.0,5/14/1993
-123.04,48.94,20.8,1.6,10.0,5/15/1993
-123.03,48.94,23.8,0.7,10.0,5/17/1993
-122.47,48.69,0.0,0.8,10.0,5/19/1993
-122.59,48.75,21.8,0.7,10.0,5/19/1993
-122.47,48.69,0.0,1.3,10.0,5/19/1993
-124.92,48.26,0.0,1.5,10.0,5/22/1993
-123.03,48.62,23.2,0.6,10.0,5/22/1993
-122.77,48.51,26.7,0.9,10.0,5/22/1993
-123.64,49.24,4.6,0.9,10.0,5/25/1993
-121.96,48.84,4.5,1.1,10.0,06/01/1993
-122.63,48.29,27.1,0.9,10.0,06/09/1993
-122.74,48.55,29.9,1.4,10.0,06/09/1993
-123.56,48.94,9.1,0.8,10.0,6/14/1993
-123.06,48.05,6.3,0.7,10.0,6/17/1993
-123.05,48.62,12.4,1.2,10.0,6/18/1993
-123.61,49.69,5.5,1.3,10.0,6/19/1993
-122.48,48.69,0.0,1.4,10.0,6/21/1993
-122.32,48.55,0.0,2.5,10.0,6/29/1993
-122.12,49.0,13.0,1.5,10.0,07/02/1993
-122.5,48.15,17.3,1.1,10.0,07/04/1993
-122.74,48.31,32.0,0.9,10.0,7/17/1993
-122.45,48.49,16.8,1.6,10.0,7/22/1993
-122.43,49.24,2.8,0.6,10.0,7/25/1993
-122.48,49.24,5.2,1.1,10.0,7/31/1993
-122.13,48.9,15.6,1.0,10.0,08/03/1993
-125.78,49.1,20.0,0.8,10.0,08/05/1993
-125.79,49.11,16.5,1.3,10.0,08/05/1993
-122.89,49.06,23.5,0.7,10.0,08/06/1993
-121.78,48.08,13.3,2.0,10.0,08/07/1993
-123.59,49.69,3.0,1.4,10.0,08/08/1993
-122.87,48.18,15.4,1.6,10.0,8/15/1993
-121.59,48.74,0.0,2.5,10.0,8/16/1993
-123.24,48.69,21.7,0.4,10.0,8/17/1993
-122.65,48.31,17.8,1.2,10.0,8/21/1993
-124.87,48.48,11.6,0.6,10.0,8/22/1993
-124.84,48.5,12.3,1.4,10.0,8/23/1993
-122.6,48.23,13.7,1.0,10.0,8/27/1993
-123.65,48.48,17.7,0.6,10.0,8/29/1993
-122.18,49.16,1.0,0.7,10.0,09/01/1993
-122.44,49.23,3.3,0.8,10.0,09/01/1993
-123.47,48.47,25.1,0.8,10.0,09/05/1993
-123.48,48.46,24.6,0.6,10.0,09/05/1993
-122.7,48.89,23.9,0.6,10.0,09/07/1993
-123.96,48.86,0.0,1.9,10.0,9/13/1993
-124.11,48.89,21.6,0.7,10.0,9/14/1993
-123.29,49.32,14.7,0.5,10.0,9/14/1993
-122.98,48.62,17.0,0.7,10.0,9/17/1993
-123.6,49.7,11.3,0.8,10.0,9/21/1993
-122.98,48.62,18.0,0.0,10.0,9/22/1993
-123.08,48.18,3.4,0.7,10.0,9/23/1993
-127.43,49.65,1.0,1.1,10.0,9/26/1993
-123.0,48.63,12.3,0.9,10.0,9/26/1993
-122.96,48.61,2.5,1.7,10.0,9/26/1993
-122.62,48.43,0.0,2.0,10.0,9/27/1993
-123.62,49.24,4.6,1.2,10.0,10/01/1993
-122.12,48.74,0.1,1.4,10.0,10/02/1993
-123.64,48.49,20.8,1.0,10.0,10/04/1993
-121.95,48.62,0.3,1.5,10.0,10/04/1993
-122.72,48.18,31.5,0.7,10.0,10/05/1993
-122.12,48.75,1.8,2.7,10.0,10/06/1993
-122.13,48.75,0.0,2.0,10.0,10/06/1993
-122.1,48.76,18.6,1.5,10.0,10/07/1993
-122.03,48.86,4.8,1.7,10.0,10/08/1993
-122.12,48.75,1.7,1.6,10.0,10/11/1993
-122.3,48.36,18.4,2.0,10.0,10/14/1993
-123.38,48.47,26.7,1.1,10.0,10/19/1993
-122.5,48.58,25.5,1.8,10.0,10/21/1993
-122.81,48.33,1.8,1.0,10.0,11/01/1993
-123.11,48.56,0.0,0.9,10.0,11/09/1993
-122.69,48.78,1.0,0.8,10.0,11/16/1993
-123.03,48.42,31.6,1.1,10.0,11/18/1993
-123.43,48.79,16.3,0.5,10.0,11/20/1993
-123.58,49.0,16.5,1.1,10.0,11/22/1993
-122.21,49.05,0.0,1.6,10.0,11/30/1993
-122.14,49.08,8.3,2.2,10.0,12/01/1993
-122.17,49.08,0.0,1.2,10.0,12/01/1993
-122.99,48.06,11.3,1.4,10.0,12/03/1993
-122.36,48.73,24.0,1.2,10.0,12/06/1993
-122.35,48.74,24.0,1.3,10.0,12/06/1993
-123.28,48.37,41.8,0.8,10.0,12/06/1993
-124.87,49.03,22.3,1.2,10.0,12/10/1993
-122.55,48.39,20.8,1.2,10.0,12/11/1993
-123.55,48.44,4.7,0.8,10.0,12/13/1993
-123.53,48.58,27.5,0.9,10.0,12/15/1993
-122.7,48.54,24.2,1.0,10.0,12/16/1993
-123.8,49.12,14.9,1.0,10.0,12/18/1993
-123.59,49.71,2.6,1.7,10.0,12/18/1993
-123.59,49.71,2.8,1.1,10.0,12/18/1993
-123.58,49.7,1.3,0.8,10.0,12/18/1993
-124.81,48.84,13.2,2.0,10.0,12/19/1993
-124.9,49.0,19.4,0.8,10.0,12/20/1993
-124.12,49.27,12.6,0.1,10.0,12/20/1993
-121.57,48.56,0.0,1.8,10.0,12/20/1993
-123.54,48.58,26.4,0.6,10.0,12/25/1993
-122.19,49.02,16.9,1.4,10.0,12/25/1993
-123.5,48.52,19.6,0.3,10.0,12/26/1993
-127.0,49.64,17.0,1.5,10.0,01/03/1994
-127.04,49.58,18.9,2.2,10.0,01/03/1994
-122.55,48.25,21.4,1.3,10.0,01/03/1994
-123.45,48.11,37.3,1.0,10.0,01/05/1994
-122.94,48.43,31.3,1.0,10.0,01/10/1994
-122.5,48.67,25.4,1.4,10.0,01/12/1994
-123.48,48.54,24.8,1.0,10.0,01/12/1994
-122.72,48.3,15.7,0.9,10.0,1/15/1994
-122.5,48.67,26.8,1.5,10.0,1/17/1994
-122.53,48.69,0.0,0.9,10.0,1/19/1994
-125.51,49.08,16.0,0.9,10.0,1/21/1994
-122.38,49.25,9.3,2.7,10.0,1/24/1994
-123.01,48.61,18.7,0.6,10.0,1/26/1994
-122.99,48.11,40.2,0.9,10.0,1/27/1994
-126.23,50.01,21.1,1.1,10.0,1/31/1994
-123.47,48.54,26.7,1.0,10.0,02/01/1994
-122.5,48.67,3.7,1.9,10.0,02/01/1994
-122.42,48.41,15.7,1.2,10.0,02/02/1994
-122.51,48.68,0.0,2.3,10.0,02/02/1994
-122.51,48.68,0.0,1.3,10.0,02/03/1994
-123.39,49.59,12.5,0.9,10.0,02/04/1994
-122.38,49.31,5.6,0.6,10.0,02/04/1994
-122.53,48.67,0.0,1.0,10.0,02/04/1994
-122.51,48.68,2.6,1.6,10.0,02/07/1994
-122.51,48.68,0.0,2.2,10.0,02/09/1994
-123.17,48.19,18.3,0.9,10.0,02/11/1994
-125.86,49.18,3.6,1.2,10.0,02/12/1994
-122.51,48.68,0.0,1.2,10.0,2/14/1994
-123.37,49.54,17.2,1.5,10.0,2/15/1994
-122.53,48.67,0.0,2.1,10.0,2/17/1994
-122.86,48.17,18.3,1.2,10.0,2/17/1994
-122.57,48.26,18.1,1.2,10.0,2/24/1994
-123.15,48.64,19.4,0.7,10.0,2/26/1994
-123.17,48.64,19.3,0.7,10.0,2/26/1994
-123.4,48.48,21.9,0.4,10.0,2/27/1994
-123.05,48.59,19.4,0.5,10.0,03/01/1994
-123.47,48.54,24.8,2.0,10.0,03/05/1994
-123.45,48.38,22.9,0.4,10.0,03/08/1994
-123.46,48.54,24.9,2.1,10.0,03/08/1994
-123.47,48.53,24.0,0.9,10.0,03/08/1994
-123.47,48.54,24.2,1.2,10.0,03/10/1994
-121.67,48.25,8.2,1.9,10.0,03/10/1994
-123.44,48.89,20.3,0.4,10.0,03/11/1994
-122.44,49.13,5.3,1.6,10.0,03/11/1994
-122.43,49.14,12.2,1.6,10.0,03/12/1994
-123.48,48.54,23.4,0.8,10.0,3/13/1994
-123.47,48.53,23.5,0.4,10.0,3/15/1994
-122.9,49.06,23.3,0.9,10.0,3/16/1994
-122.49,49.08,0.5,1.5,10.0,3/17/1994
-122.48,49.29,12.8,0.5,10.0,3/18/1994
-123.32,48.7,22.2,1.1,10.0,3/24/1994
-123.26,48.19,3.8,0.8,10.0,3/26/1994
-123.46,48.54,24.2,1.9,10.0,3/27/1994
-122.99,48.46,14.1,1.4,10.0,3/29/1994
-122.09,48.54,0.0,1.0,10.0,3/30/1994
-121.93,48.97,4.5,1.8,10.0,04/01/1994
-123.42,48.45,4.3,0.8,10.0,04/02/1994
-123.09,48.6,5.7,1.0,10.0,04/03/1994
-123.09,48.6,5.2,0.6,10.0,04/03/1994
-123.43,48.46,22.2,1.2,10.0,04/05/1994
-122.28,49.28,1.1,2.1,10.0,04/07/1994
-123.04,48.65,16.6,1.5,10.0,04/08/1994
-123.0,48.62,18.0,1.0,10.0,04/08/1994
-123.01,48.62,18.5,0.9,10.0,04/08/1994
-123.01,48.63,16.9,1.2,10.0,04/09/1994
-123.0,48.62,18.7,0.9,10.0,04/09/1994
-123.02,48.62,19.5,0.5,10.0,04/09/1994
-124.45,48.71,1.8,0.3,10.0,04/11/1994
-123.11,48.6,16.9,0.5,10.0,04/12/1994
-123.04,48.63,19.8,0.9,10.0,04/12/1994
-123.52,48.44,14.9,0.8,10.0,04/12/1994
-123.16,48.65,13.2,0.8,10.0,4/17/1994
-122.4,48.36,13.2,1.3,10.0,4/24/1994
-122.38,49.25,5.7,1.4,10.0,4/25/1994
-124.61,48.84,16.3,1.3,10.0,4/26/1994
-122.83,48.14,23.8,0.8,10.0,4/26/1994
-123.31,48.67,23.8,1.0,10.0,4/27/1994
-122.97,48.44,27.4,1.1,10.0,4/29/1994
-122.28,48.6,26.3,0.9,10.0,05/02/1994
-122.29,48.6,13.4,0.9,10.0,05/02/1994
-122.76,48.3,16.5,1.0,10.0,05/03/1994
-122.78,48.32,15.0,1.0,10.0,05/03/1994
-123.79,48.5,21.6,0.9,10.0,05/04/1994
-123.79,48.5,21.6,0.9,10.0,05/04/1994
-123.79,48.5,21.5,0.6,10.0,05/04/1994
-123.79,48.5,21.5,0.7,10.0,05/04/1994
-122.4,49.26,11.7,0.2,10.0,05/05/1994
-122.4,49.26,11.7,0.3,10.0,05/05/1994
-122.87,48.87,20.0,1.5,10.0,05/07/1994
-122.88,48.87,16.3,1.6,10.0,05/07/1994
-122.75,48.12,6.4,1.0,10.0,05/11/1994
-122.75,48.12,9.8,1.1,10.0,05/11/1994
-123.09,48.24,19.7,0.7,10.0,5/15/1994
-123.09,48.24,19.7,0.8,10.0,5/15/1994
-123.62,49.24,2.1,0.2,10.0,5/17/1994
-123.62,49.24,2.3,0.3,10.0,5/17/1994
-123.4,48.78,16.1,0.5,10.0,5/21/1994
-123.4,48.78,16.1,0.6,10.0,5/21/1994
-124.62,48.83,16.4,0.9,10.0,5/22/1994
-124.62,48.83,15.6,1.0,10.0,5/22/1994
-122.91,48.16,28.6,0.8,10.0,5/23/1994
-122.91,48.16,28.6,0.8,10.0,5/23/1994
-121.95,48.49,26.5,1.5,10.0,5/23/1994
-121.97,48.5,0.0,1.6,10.0,5/23/1994
-123.08,48.59,15.8,0.6,10.0,5/27/1994
-123.07,48.59,14.4,0.6,10.0,5/27/1994
-124.03,49.2,13.1,0.5,10.0,5/28/1994
-124.03,49.2,13.1,0.5,10.0,5/28/1994
-122.75,48.08,29.9,0.9,10.0,06/02/1994
-122.66,48.08,25.6,1.0,10.0,06/02/1994
-122.87,49.18,16.6,1.3,10.0,06/02/1994
-122.87,49.18,16.6,1.4,10.0,06/02/1994
-121.94,48.53,26.6,1.5,10.0,06/03/1994
-122.0,48.53,0.0,1.6,10.0,06/03/1994
-123.37,48.47,24.1,0.6,10.0,06/06/1994
-123.37,48.47,24.2,0.6,10.0,06/06/1994
-123.26,48.51,16.5,0.2,10.0,06/07/1994
-123.27,48.51,16.5,0.2,10.0,06/07/1994
-122.47,48.69,19.9,1.1,10.0,06/08/1994
-122.48,48.69,19.7,1.1,10.0,06/08/1994
-122.49,48.52,26.0,1.4,10.0,06/09/1994
-122.49,48.52,21.4,1.4,10.0,06/09/1994
-123.12,48.51,46.2,0.9,10.0,6/18/1994
-123.12,48.51,46.4,0.9,10.0,6/18/1994
-122.57,48.1,17.8,1.5,10.0,07/06/1994
-122.84,48.15,25.9,1.8,10.0,07/10/1994
-123.04,48.61,15.0,1.2,10.0,7/15/1994
-122.57,48.63,19.4,1.1,10.0,7/15/1994
-123.05,48.6,14.6,0.4,10.0,7/16/1994
-123.03,48.61,13.3,1.2,10.0,7/16/1994
-122.16,48.67,1.3,1.3,10.0,7/17/1994
-122.17,48.68,2.1,1.8,10.0,7/17/1994
-122.49,48.2,27.8,2.4,10.0,7/26/1994
-122.2,48.69,0.0,1.1,10.0,7/27/1994
-123.24,48.25,38.9,0.9,10.0,7/27/1994
-123.02,48.59,12.5,0.5,10.0,7/28/1994
-122.64,48.08,19.7,2.0,10.0,08/02/1994
-125.11,48.78,26.0,0.6,10.0,08/04/1994
-122.49,49.2,4.7,0.8,10.0,08/06/1994
-123.78,49.34,4.1,1.3,10.0,08/07/1994
-122.27,48.67,0.0,1.2,10.0,08/08/1994
-122.78,48.21,0.0,0.8,10.0,08/09/1994
-123.05,48.59,18.5,0.4,10.0,08/09/1994
-123.01,48.58,16.3,0.7,10.0,08/09/1994
-123.39,48.33,18.6,2.0,10.0,08/09/1994
-122.79,48.9,3.9,1.1,10.0,8/13/1994
-124.83,48.99,19.9,0.8,10.0,8/13/1994
-123.99,49.77,11.9,0.5,10.0,8/16/1994
-122.92,48.42,28.7,0.6,10.0,8/21/1994
-124.88,49.0,17.6,0.8,10.0,8/22/1994
-122.63,48.38,10.3,1.0,10.0,8/24/1994
-122.64,48.38,10.6,1.2,10.0,8/27/1994
-123.05,48.59,13.1,0.5,10.0,8/28/1994
-127.49,49.47,6.2,1.4,10.0,8/31/1994
-122.89,48.13,13.5,1.9,10.0,09/03/1994
-123.57,48.92,18.5,0.8,10.0,09/10/1994
-123.17,48.79,19.4,1.2,10.0,9/13/1994
-122.44,48.93,4.0,0.6,10.0,10/11/1994
-122.16,48.67,2.0,1.3,10.0,10/12/1994
-123.07,48.21,21.3,1.0,10.0,10/13/1994
-123.1,48.61,10.2,1.8,10.0,10/14/1994
-122.2,48.77,4.2,0.8,10.0,10/17/1994
-123.61,48.49,16.4,0.9,10.0,10/19/1994
