lon,lat,depth
121.6810,24.1574,27.3054
121.7295,24.1515,27.1395
121.7780,24.1456,27.1532
121.8248,24.1398,26.9868
121.8750,24.1337,27.3603
121.9235,24.1277,27.1944
121.9738,24.1215,26.6697
122.0223,24.1155,24.8871
122.0708,24.1095,23.2840
122.1194,24.1035,21.5014
122.1696,24.0972,19.5396
122.2164,24.0914,17.7564
122.2666,24.0851,16.5132
122.3151,24.0790,17.6047
122.3635,24.0729,18.5167
122.4136,24.0666,20.6865
122.4603,24.0607,22.4961
122.5105,24.0543,22.3307
122.5589,24.0481,21.6259
122.6074,24.0420,20.5618
122.6576,24.0355,19.4982
122.7043,24.0295,18.6132
122.7544,24.0231,18.8071
122.7942,24.0180,18.8183
122.8513,24.0106,18.8345
122.8997,24.0043,18.6686
122.9481,23.9980,18.8620
