lon,lat,depth,unc,etype,src
117.3210,-11.8498,5.8800,nan,AS,nan
117.3280,-11.7696,5.9200,nan,AS,nan
117.3370,-11.6773,6.1600,nan,AS,nan
117.3440,-11.6092,6.0100,nan,AS,nan
117.3490,-11.5571,6.0000,nan,AS,nan
117.3540,-11.4969,6.2000,nan,AS,nan
117.3600,-11.4388,6.2400,nan,AS,nan
117.3640,-11.3906,6.5400,nan,AS,nan
117.3700,-11.3284,6.9800,nan,AS,nan
117.3760,-11.2722,7.2200,nan,AS,nan
117.3810,-11.2159,7.9100,nan,AS,nan
117.3850,-11.1696,8.5000,nan,AS,nan
117.3880,-11.1436,8.4000,nan,AS,nan
117.3900,-11.1236,8.4000,nan,AS,nan
117.3920,-11.1016,8.0000,nan,AS,nan
117.3960,-11.0595,8.1500,nan,AS,nan
117.4000,-11.0133,8.5400,nan,AS,nan
117.4030,-10.9851,9.0300,nan,AS,nan
117.4060,-10.9510,9.4300,nan,AS,nan
117.4100,-10.9067,9.9700,nan,AS,nan
117.4160,-10.8524,10.6600,nan,AS,nan
117.4220,-10.7860,11.5500,nan,AS,nan
