lon,lat,depth,unc,etype,src
120.9160,-11.9913,4.8900,nan,AS,nan
120.9230,-11.9399,5.0100,nan,AS,nan
120.9300,-11.8884,5.0100,nan,AS,nan
120.9410,-11.8076,5.3800,nan,AS,nan
120.9530,-11.7195,5.6300,nan,AS,nan
121.0070,-11.3153,9.3900,nan,AS,nan
121.0260,-11.1720,10.8900,nan,AS,nan
121.0390,-11.0764,11.8900,nan,AS,nan
121.0540,-10.9626,13.4000,nan,AS,nan
121.0670,-10.8670,14.7800,nan,AS,nan
121.0790,-10.7751,16.1600,nan,AS,nan
121.0930,-10.6722,17.6600,nan,AS,nan
121.1060,-10.5731,19.5500,nan,AS,nan
121.1150,-10.5106,21.1800,nan,AS,nan
121.1270,-10.4151,23.5700,nan,AS,nan
121.1380,-10.3378,25.5800,nan,AS,nan
121.1520,-10.2313,28.8500,nan,AS,nan
121.1680,-10.1064,32.2400,nan,AS,nan
121.1840,-9.9887,35.2500,nan,AS,nan
