lon,lat,depth,unc,Reference_,Location_T
-123.3194489,40.16563858,30.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.3283613,39.9500932,30.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.1595105,39.83070313,40.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.0051294,39.68021591,50.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-122.7213474,39.53420757,60.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-122.3925185,39.55473966,70.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-122.039064,39.63451245,80.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-121.6701103,39.64189474,90.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.2551777,40.5839033,30.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-122.9805424,40.61163939,40.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-122.7206121,40.50487866,50.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-122.4645604,40.4480286,60.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-122.1567078,40.4000255,70.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-121.8410585,40.34859802,80.0,4,2.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
