lon,lat,depth,unc,etype,src
-86.3500,9.4700,3.9800,nan,AS,nan
-86.3021,9.5144,3.8200,nan,AS,nan
-86.2650,9.5486,4.5800,nan,AS,nan
-86.2105,9.5990,5.3400,nan,AS,nan
-86.1516,9.6535,6.4000,nan,AS,nan
-86.0797,9.7199,7.7700,nan,AS,nan
-86.0033,9.7905,9.1400,nan,AS,nan
-85.9094,9.8771,11.2700,nan,AS,nan
-85.8243,9.9555,12.6400,nan,AS,nan
-85.7980,9.9797,13.5600,nan,AS,nan
-85.7434,10.0300,17.2200,nan,AS,nan
-85.7040,10.0663,21.0400,nan,AS,nan
-85.6384,10.1267,26.8500,nan,AS,nan
-85.6057,10.1568,29.4400,nan,AS,nan
-85.5794,10.1809,31.8900,nan,AS,nan
-85.5466,10.2111,35.8600,nan,AS,nan
-85.5028,10.2513,39.3700,nan,AS,nan
-85.4503,10.2996,43.9500,nan,AS,nan
-85.4284,10.3197,45.7900,nan,AS,nan
-85.3955,10.3499,49.4500,nan,AS,nan
-85.3276,10.4122,58.0100,nan,AS,nan
