lon,lat,depth
139.8886,34.9093,10.0773
139.9119,34.9440,12.3613
139.9491,34.9993,15.6773
139.9767,35.0403,17.2268
140.0047,35.0818,19.0705
140.0304,35.1200,20.7666
140.0554,35.1570,21.5067
140.0816,35.1957,21.7324
140.2749,35.4802,20.8872
140.2998,35.5166,21.1126
140.3250,35.5535,21.0439
140.3495,35.5893,21.5633
140.3756,35.6274,22.4506
140.4032,35.6677,24.1471
140.4294,35.7058,24.8873
140.4598,35.7501,25.9226
140.4829,35.7836,26.2946
140.5055,35.8165,26.7401
140.5208,35.8387,27.5518
