lon,lat,depth,unc,elev,thickness
142.5000,-1.2500,4.5790,5.0000,-3930.0000,649.0000
142.5830,-1.2500,4.7350,5.0000,-4088.0000,647.0000
142.6670,-1.2500,4.6860,5.0000,-4042.0000,644.0000
142.7500,-1.2500,4.5260,5.0000,-3885.0000,641.0000
142.8330,-1.2500,4.2220,5.0000,-3584.0000,638.0000
142.9170,-1.2500,3.9610,5.0000,-3327.0000,634.0000
143.0000,-1.2500,4.4320,5.0000,-3801.0000,631.0000
143.0830,-1.2500,4.2990,5.0000,-3672.0000,627.0000
143.1670,-1.2500,4.1660,5.0000,-3542.0000,624.0000
143.2500,-1.2500,3.5680,5.0000,-2949.0000,619.0000
143.3330,-1.2500,3.1810,5.0000,-2566.0000,615.0000
143.4170,-1.2500,3.1570,5.0000,-2546.0000,611.0000
143.5000,-1.2500,2.7670,5.0000,-2161.0000,606.0000
143.5830,-1.2500,2.3010,5.0000,-1700.0000,601.0000
143.6670,-1.2500,2.2530,5.0000,-1655.0000,598.0000
143.7500,-1.2500,1.8590,5.0000,-1267.0000,592.0000
143.8330,-1.2500,2.0000,5.0000,-1413.0000,587.0000
143.9170,-1.2500,2.3610,5.0000,-1779.0000,582.0000
144.0000,-1.2500,1.9500,5.0000,-1373.0000,577.0000
144.0830,-1.2500,1.3340,5.0000,-761.0000,573.0000
144.1670,-1.2500,0.5860,5.0000,-19.0000,567.0000
144.2500,-1.2500,0.5820,5.0000,-20.0000,562.0000
141.9170,-1.3330,4.2810,5.0000,-3620.0000,661.0000
142.0000,-1.3330,4.3150,5.0000,-3656.0000,659.0000
142.0830,-1.3330,4.4310,5.0000,-3773.0000,658.0000
142.1670,-1.3330,4.6600,5.0000,-4004.0000,656.0000
142.2500,-1.3330,4.5860,5.0000,-3932.0000,654.0000
142.3330,-1.3330,4.4310,5.0000,-3779.0000,652.0000
142.4170,-1.3330,4.6630,5.0000,-4013.0000,650.0000
142.5000,-1.3330,4.6930,5.0000,-4046.0000,647.0000
142.5830,-1.3330,4.6980,5.0000,-4054.0000,644.0000
142.6670,-1.3330,4.9100,5.0000,-4269.0000,641.0000
142.7500,-1.3330,4.8020,5.0000,-4164.0000,638.0000
142.8330,-1.3330,4.6240,5.0000,-3989.0000,635.0000
142.9170,-1.3330,3.9930,5.0000,-3361.0000,632.0000
143.0000,-1.3330,3.5690,5.0000,-2940.0000,629.0000
143.0830,-1.3330,3.1760,5.0000,-2551.0000,625.0000
143.1670,-1.3330,2.6830,5.0000,-2062.0000,621.0000
143.2500,-1.3330,2.5500,5.0000,-1933.0000,617.0000
143.3330,-1.3330,2.2960,5.0000,-1683.0000,613.0000
143.4170,-1.3330,2.4240,5.0000,-1816.0000,608.0000
143.5000,-1.3330,2.0490,5.0000,-1445.0000,604.0000
143.5830,-1.3330,1.0330,5.0000,-433.0000,600.0000
143.6670,-1.3330,1.5420,5.0000,-947.0000,595.0000
143.7500,-1.3330,2.0590,5.0000,-1469.0000,590.0000
143.8330,-1.3330,2.5440,5.0000,-1959.0000,585.0000
143.9170,-1.3330,2.4800,5.0000,-1900.0000,580.0000
144.0000,-1.3330,1.8610,5.0000,-1285.0000,576.0000
144.0830,-1.3330,1.0770,5.0000,-507.0000,570.0000
144.1670,-1.3330,0.5670,5.0000,-1.0000,566.0000
144.2500,-1.3330,0.5820,5.0000,-22.0000,560.0000
144.3330,-1.3330,0.6550,5.0000,-99.0000,556.0000
141.8330,-1.4170,4.0590,5.0000,-3398.0000,661.0000
141.9170,-1.4170,4.2700,5.0000,-3611.0000,659.0000
142.0000,-1.4170,4.2720,5.0000,-3614.0000,658.0000
142.0830,-1.4170,4.0610,5.0000,-3405.0000,656.0000
142.1670,-1.4170,4.1110,5.0000,-3457.0000,654.0000
142.2500,-1.4170,3.9600,5.0000,-3308.0000,652.0000
142.3330,-1.4170,3.8830,5.0000,-3233.0000,650.0000
142.4170,-1.4170,4.6210,5.0000,-3974.0000,647.0000
142.5000,-1.4170,4.7260,5.0000,-4081.0000,645.0000
142.5830,-1.4170,4.8960,5.0000,-4254.0000,642.0000
142.6670,-1.4170,5.0350,5.0000,-4396.0000,639.0000
142.7500,-1.4170,4.1710,5.0000,-3535.0000,636.0000
142.8330,-1.4170,3.5420,5.0000,-2909.0000,633.0000
142.9170,-1.4170,3.0330,5.0000,-2403.0000,630.0000
143.0000,-1.4170,2.2010,5.0000,-1575.0000,626.0000
143.0830,-1.4170,1.5100,5.0000,-887.0000,623.0000
143.1670,-1.4170,2.4490,5.0000,-1830.0000,619.0000
143.2500,-1.4170,3.3850,5.0000,-2770.0000,615.0000
143.3330,-1.4170,3.3120,5.0000,-2701.0000,611.0000
143.4170,-1.4170,3.1980,5.0000,-2591.0000,607.0000
143.5000,-1.4170,3.0590,5.0000,-2457.0000,602.0000
143.5830,-1.4170,2.4370,5.0000,-1839.0000,598.0000
143.6670,-1.4170,2.2460,5.0000,-1653.0000,593.0000
143.7500,-1.4170,2.5130,5.0000,-1924.0000,589.0000
143.8330,-1.4170,2.5240,5.0000,-1940.0000,584.0000
143.9170,-1.4170,2.7040,5.0000,-2125.0000,579.0000
144.0000,-1.4170,1.9400,5.0000,-1366.0000,574.0000
144.0830,-1.4170,0.7680,5.0000,-199.0000,569.0000
144.1670,-1.4170,0.6830,5.0000,-119.0000,564.0000
144.2500,-1.4170,1.0950,5.0000,-536.0000,559.0000
144.3330,-1.4170,1.3170,5.0000,-763.0000,554.0000
144.4170,-1.4170,1.3460,5.0000,-796.0000,550.0000
141.7500,-1.5000,3.8850,5.0000,-3224.0000,661.0000
141.8330,-1.5000,3.6240,5.0000,-2964.0000,660.0000
141.9170,-1.5000,4.1510,5.0000,-3493.0000,658.0000
142.0000,-1.5000,4.0650,5.0000,-3409.0000,656.0000
142.0830,-1.5000,3.1470,5.0000,-2493.0000,654.0000
142.1670,-1.5000,3.1650,5.0000,-2513.0000,652.0000
142.2500,-1.5000,3.2820,5.0000,-2632.0000,650.0000
142.3330,-1.5000,3.9350,5.0000,-3287.0000,648.0000
142.4170,-1.5000,4.1040,5.0000,-3458.0000,646.0000
142.5000,-1.5000,4.3940,5.0000,-3751.0000,643.0000
142.5830,-1.5000,4.5580,5.0000,-3918.0000,640.0000
142.6670,-1.5000,3.8640,5.0000,-3227.0000,637.0000
142.7500,-1.5000,3.0760,5.0000,-2442.0000,634.0000
142.8330,-1.5000,2.9320,5.0000,-2301.0000,631.0000
142.9170,-1.5000,2.6670,5.0000,-2039.0000,628.0000
143.0000,-1.5000,2.1630,5.0000,-1539.0000,624.0000
143.0830,-1.5000,2.2940,5.0000,-1673.0000,621.0000
143.1670,-1.5000,3.0050,5.0000,-2388.0000,617.0000
143.2500,-1.5000,3.8080,5.0000,-3195.0000,613.0000
143.3330,-1.5000,3.7150,5.0000,-3106.0000,609.0000
143.4170,-1.5000,3.4670,5.0000,-2862.0000,605.0000
143.5000,-1.5000,3.0830,5.0000,-2483.0000,600.0000
143.5830,-1.5000,2.7570,5.0000,-2161.0000,596.0000
143.6670,-1.5000,2.6790,5.0000,-2088.0000,591.0000
143.7500,-1.5000,2.5530,5.0000,-1966.0000,587.0000
143.8330,-1.5000,2.4680,5.0000,-1886.0000,582.0000
143.9170,-1.5000,2.4650,5.0000,-1888.0000,577.0000
144.0000,-1.5000,1.4650,5.0000,-892.0000,573.0000
144.0830,-1.5000,1.1420,5.0000,-574.0000,568.0000
144.1670,-1.5000,1.3380,5.0000,-775.0000,563.0000
144.2500,-1.5000,1.4770,5.0000,-919.0000,558.0000
144.3330,-1.5000,1.5170,5.0000,-964.0000,553.0000
144.4170,-1.5000,1.4490,5.0000,-901.0000,548.0000
144.5000,-1.5000,1.4600,5.0000,-917.0000,543.0000
141.6670,-1.5830,4.2080,5.0000,-3546.0000,662.0000
141.7500,-1.5830,3.9420,5.0000,-3282.0000,660.0000
141.8330,-1.5830,3.2470,5.0000,-2589.0000,658.0000
141.9170,-1.5830,3.7990,5.0000,-3142.0000,657.0000
142.0000,-1.5830,3.8650,5.0000,-3210.0000,655.0000
142.0830,-1.5830,2.9520,5.0000,-2299.0000,653.0000
142.1670,-1.5830,3.0750,5.0000,-2424.0000,651.0000
142.2500,-1.5830,3.6240,5.0000,-2976.0000,648.0000
142.3330,-1.5830,3.8810,5.0000,-3235.0000,646.0000
142.4170,-1.5830,3.8890,5.0000,-3245.0000,644.0000
142.5000,-1.5830,3.9420,5.0000,-3301.0000,641.0000
142.5830,-1.5830,3.6990,5.0000,-3061.0000,638.0000
142.6670,-1.5830,3.4480,5.0000,-2813.0000,635.0000
142.7500,-1.5830,3.5510,5.0000,-2918.0000,633.0000
142.8330,-1.5830,3.1910,5.0000,-2562.0000,629.0000
142.9170,-1.5830,2.7510,5.0000,-2125.0000,626.0000
143.0000,-1.5830,3.0350,5.0000,-2413.0000,622.0000
143.0830,-1.5830,3.5760,5.0000,-2957.0000,619.0000
143.1670,-1.5830,3.8460,5.0000,-3230.0000,616.0000
143.2500,-1.5830,3.9210,5.0000,-3310.0000,611.0000
143.3330,-1.5830,3.6330,5.0000,-3026.0000,607.0000
143.4170,-1.5830,3.1990,5.0000,-2596.0000,603.0000
143.5000,-1.5830,2.6980,5.0000,-2099.0000,599.0000
143.5830,-1.5830,2.5940,5.0000,-2000.0000,594.0000
143.6670,-1.5830,2.4990,5.0000,-1909.0000,590.0000
143.7500,-1.5830,2.3440,5.0000,-1759.0000,585.0000
143.8330,-1.5830,2.3240,5.0000,-1743.0000,581.0000
143.9170,-1.5830,2.0710,5.0000,-1495.0000,576.0000
144.0000,-1.5830,1.0710,5.0000,-500.0000,571.0000
144.0830,-1.5830,0.9820,5.0000,-416.0000,566.0000
144.1670,-1.5830,1.4690,5.0000,-907.0000,562.0000
144.2500,-1.5830,1.3540,5.0000,-797.0000,557.0000
144.3330,-1.5830,1.3260,5.0000,-774.0000,552.0000
144.4170,-1.5830,1.4670,5.0000,-920.0000,547.0000
144.5000,-1.5830,1.4550,5.0000,-913.0000,542.0000
144.5830,-1.5830,1.4860,5.0000,-949.0000,537.0000
141.5830,-1.6670,4.2590,5.0000,-3597.0000,662.0000
141.6670,-1.6670,4.3840,5.0000,-3724.0000,660.0000
141.7500,-1.6670,4.1870,5.0000,-3528.0000,659.0000
141.8330,-1.6670,4.0380,5.0000,-3381.0000,657.0000
141.9170,-1.6670,3.8530,5.0000,-3198.0000,655.0000
142.0000,-1.6670,3.3510,5.0000,-2698.0000,653.0000
142.0830,-1.6670,3.2030,5.0000,-2552.0000,651.0000
142.1670,-1.6670,3.0570,5.0000,-2408.0000,649.0000
142.2500,-1.6670,3.5270,5.0000,-2880.0000,647.0000
142.3330,-1.6670,3.5220,5.0000,-2878.0000,644.0000
142.4170,-1.6670,3.8210,5.0000,-3179.0000,642.0000
142.5000,-1.6670,3.8290,5.0000,-3190.0000,639.0000
142.5830,-1.6670,3.2100,5.0000,-2574.0000,636.0000
142.6670,-1.6670,3.1790,5.0000,-2545.0000,634.0000
142.7500,-1.6670,2.7140,5.0000,-2083.0000,631.0000
142.8330,-1.6670,2.6500,5.0000,-2022.0000,628.0000
142.9170,-1.6670,2.5790,5.0000,-1955.0000,624.0000
143.0000,-1.6670,3.3680,5.0000,-2748.0000,620.0000
143.0830,-1.6670,3.7900,5.0000,-3173.0000,617.0000
143.1670,-1.6670,3.9940,5.0000,-3381.0000,613.0000
143.2500,-1.6670,3.5590,5.0000,-2950.0000,609.0000
143.3330,-1.6670,3.0820,5.0000,-2477.0000,605.0000
143.4170,-1.6670,2.8450,5.0000,-2244.0000,601.0000
143.5000,-1.6670,2.6480,5.0000,-2051.0000,597.0000
143.5830,-1.6670,2.5410,5.0000,-1948.0000,593.0000
143.6670,-1.6670,2.3740,5.0000,-1786.0000,588.0000
143.7500,-1.6670,2.2150,5.0000,-1630.0000,585.0000
143.8330,-1.6670,2.1590,5.0000,-1580.0000,579.0000
143.9170,-1.6670,1.9620,5.0000,-1387.0000,575.0000
144.0000,-1.6670,0.7900,5.0000,-220.0000,570.0000
144.0830,-1.6670,1.0170,5.0000,-452.0000,565.0000
144.1670,-1.6670,1.4430,5.0000,-883.0000,560.0000
144.2500,-1.6670,1.1350,5.0000,-579.0000,556.0000
144.3330,-1.6670,1.2870,5.0000,-736.0000,551.0000
144.4170,-1.6670,1.4440,5.0000,-898.0000,546.0000
144.5000,-1.6670,1.4660,5.0000,-925.0000,541.0000
144.5830,-1.6670,1.5040,5.0000,-968.0000,536.0000
141.5830,-1.7500,3.8400,5.0000,-3179.0000,661.0000
141.6670,-1.7500,3.9980,5.0000,-3338.0000,660.0000
141.7500,-1.7500,3.7500,5.0000,-3092.0000,658.0000
141.8330,-1.7500,3.5310,5.0000,-2875.0000,656.0000
141.9170,-1.7500,2.8610,5.0000,-2207.0000,654.0000
142.0000,-1.7500,3.5140,5.0000,-2862.0000,652.0000
142.0830,-1.7500,3.4730,5.0000,-2823.0000,650.0000
142.1670,-1.7500,3.0670,5.0000,-2419.0000,648.0000
142.2500,-1.7500,3.2050,5.0000,-2559.0000,646.0000
142.3330,-1.7500,3.4840,5.0000,-2841.0000,643.0000
142.4170,-1.7500,3.5930,5.0000,-2953.0000,640.0000
142.5000,-1.7500,2.8020,5.0000,-2164.0000,638.0000
142.5830,-1.7500,2.6710,5.0000,-2036.0000,635.0000
142.6670,-1.7500,2.8760,5.0000,-2244.0000,632.0000
142.7500,-1.7500,2.4200,5.0000,-1790.0000,630.0000
142.9170,-1.7500,2.5060,5.0000,-1884.0000,622.0000
143.0000,-1.7500,3.4230,5.0000,-2804.0000,619.0000
143.0830,-1.7500,3.6070,5.0000,-2992.0000,615.0000
143.1670,-1.7500,3.5630,5.0000,-2952.0000,611.0000
143.2500,-1.7500,3.2960,5.0000,-2688.0000,608.0000
143.3330,-1.7500,3.1510,5.0000,-2547.0000,604.0000
143.4170,-1.7500,2.7970,5.0000,-2197.0000,600.0000
143.5000,-1.7500,2.6680,5.0000,-2073.0000,595.0000
143.5830,-1.7500,2.5650,5.0000,-1974.0000,591.0000
143.6670,-1.7500,2.3950,5.0000,-1808.0000,587.0000
143.7500,-1.7500,2.1180,5.0000,-1536.0000,582.0000
143.8330,-1.7500,1.8090,5.0000,-1231.0000,578.0000
143.9170,-1.7500,1.7190,5.0000,-1146.0000,573.0000
144.0000,-1.7500,1.3170,5.0000,-749.0000,568.0000
144.0830,-1.7500,1.2370,5.0000,-673.0000,564.0000
144.1670,-1.7500,1.1610,5.0000,-602.0000,559.0000
144.2500,-1.7500,0.8770,5.0000,-323.0000,554.0000
144.3330,-1.7500,1.2770,5.0000,-726.0000,551.0000
144.4170,-1.7500,1.3750,5.0000,-830.0000,545.0000
144.5000,-1.7500,1.4360,5.0000,-896.0000,540.0000
144.5830,-1.7500,1.3230,5.0000,-788.0000,535.0000
144.6670,-1.7500,1.4480,5.0000,-918.0000,530.0000
141.7500,-1.8330,3.7200,5.0000,-3063.0000,657.0000
141.8330,-1.8330,3.4750,5.0000,-2820.0000,655.0000
141.9170,-1.8330,2.8050,5.0000,-2152.0000,653.0000
142.0000,-1.8330,3.1210,5.0000,-2470.0000,651.0000
142.0830,-1.8330,3.4530,5.0000,-2804.0000,649.0000
142.1670,-1.8330,3.5360,5.0000,-2889.0000,647.0000
142.2500,-1.8330,3.5560,5.0000,-2912.0000,644.0000
142.3330,-1.8330,3.7590,5.0000,-3117.0000,642.0000
142.4170,-1.8330,3.1130,5.0000,-2474.0000,639.0000
142.5000,-1.8330,1.8730,5.0000,-1237.0000,636.0000
142.5830,-1.8330,3.4180,5.0000,-2784.0000,634.0000
142.6670,-1.8330,3.3520,5.0000,-2721.0000,631.0000
142.7500,-1.8330,2.9850,5.0000,-2358.0000,627.0000
142.8330,-1.8330,3.2850,5.0000,-2661.0000,624.0000
142.9170,-1.8330,3.6560,5.0000,-3036.0000,620.0000
143.0000,-1.8330,3.2010,5.0000,-2584.0000,617.0000
143.0830,-1.8330,2.5840,5.0000,-1970.0000,614.0000
143.1670,-1.8330,2.7410,5.0000,-2131.0000,610.0000
143.2500,-1.8330,3.2520,5.0000,-2646.0000,606.0000
143.3330,-1.8330,3.1160,5.0000,-2514.0000,602.0000
143.4170,-1.8330,2.6640,5.0000,-2066.0000,598.0000
143.5000,-1.8330,2.5190,5.0000,-1925.0000,594.0000
143.5830,-1.8330,2.5320,5.0000,-1942.0000,590.0000
143.6670,-1.8330,2.3120,5.0000,-1727.0000,585.0000
143.7500,-1.8330,1.9990,5.0000,-1418.0000,581.0000
143.8330,-1.8330,1.7440,5.0000,-1168.0000,576.0000
143.9170,-1.8330,1.7800,5.0000,-1208.0000,572.0000
144.0000,-1.8330,1.5880,5.0000,-1020.0000,568.0000
144.0830,-1.8330,1.3560,5.0000,-793.0000,563.0000
144.1670,-1.8330,1.0580,5.0000,-500.0000,558.0000
144.2500,-1.8330,1.0370,5.0000,-484.0000,553.0000
144.3330,-1.8330,1.4140,5.0000,-866.0000,548.0000
144.4170,-1.8330,1.3700,5.0000,-826.0000,544.0000
144.5000,-1.8330,1.2070,5.0000,-668.0000,539.0000
144.5830,-1.8330,1.2160,5.0000,-682.0000,534.0000
144.6670,-1.8330,1.2580,5.0000,-729.0000,529.0000
141.9170,-1.9170,4.1780,5.0000,-3526.0000,652.0000
142.0000,-1.9170,3.7270,5.0000,-3077.0000,650.0000
142.0830,-1.9170,3.6730,5.0000,-3025.0000,648.0000
142.1670,-1.9170,3.6280,5.0000,-2982.0000,646.0000
142.2500,-1.9170,3.5470,5.0000,-2904.0000,643.0000
142.3330,-1.9170,3.3780,5.0000,-2738.0000,640.0000
142.4170,-1.9170,2.1750,5.0000,-1537.0000,638.0000
142.5000,-1.9170,3.2750,5.0000,-2640.0000,635.0000
142.5830,-1.9170,3.9570,5.0000,-3325.0000,632.0000
142.6670,-1.9170,3.7450,5.0000,-3116.0000,629.0000
142.7500,-1.9170,3.3390,5.0000,-2713.0000,626.0000
142.8330,-1.9170,3.7470,5.0000,-3125.0000,622.0000
142.9170,-1.9170,3.7850,5.0000,-3166.0000,619.0000
143.0000,-1.9170,3.7400,5.0000,-3124.0000,616.0000
143.0830,-1.9170,3.1440,5.0000,-2532.0000,612.0000
143.1670,-1.9170,2.7840,5.0000,-2176.0000,608.0000
143.2500,-1.9170,3.1430,5.0000,-2539.0000,604.0000
143.3330,-1.9170,3.0030,5.0000,-2403.0000,600.0000
143.4170,-1.9170,2.8130,5.0000,-2217.0000,596.0000
143.5000,-1.9170,2.4410,5.0000,-1849.0000,592.0000
143.5830,-1.9170,2.4020,5.0000,-1814.0000,588.0000
143.6670,-1.9170,2.3790,5.0000,-1794.0000,585.0000
143.7500,-1.9170,1.9900,5.0000,-1410.0000,580.0000
143.8330,-1.9170,1.8380,5.0000,-1263.0000,575.0000
143.9170,-1.9170,1.9340,5.0000,-1363.0000,571.0000
144.0000,-1.9170,1.7100,5.0000,-1144.0000,566.0000
144.0830,-1.9170,1.4710,5.0000,-910.0000,561.0000
144.1670,-1.9170,1.4500,5.0000,-893.0000,557.0000
144.2500,-1.9170,1.3920,5.0000,-840.0000,552.0000
144.3330,-1.9170,1.3060,5.0000,-759.0000,547.0000
144.4170,-1.9170,1.2090,5.0000,-667.0000,542.0000
144.5000,-1.9170,1.0620,5.0000,-524.0000,538.0000
144.5830,-1.9170,1.1550,5.0000,-622.0000,533.0000
144.6670,-1.9170,1.2820,5.0000,-754.0000,528.0000
144.7500,-1.9170,1.5260,5.0000,-1003.0000,523.0000
142.0830,-2.0000,4.2030,5.0000,-3556.0000,647.0000
142.1670,-2.0000,4.1510,5.0000,-3507.0000,644.0000
142.2500,-2.0000,3.7680,5.0000,-3126.0000,642.0000
142.3330,-2.0000,2.3360,5.0000,-1697.0000,639.0000
142.4170,-2.0000,3.0310,5.0000,-2395.0000,636.0000
142.5000,-2.0000,3.7130,5.0000,-3079.0000,634.0000
142.5830,-2.0000,3.8410,5.0000,-3210.0000,631.0000
142.6670,-2.0000,3.8290,5.0000,-3201.0000,628.0000
142.7500,-2.0000,3.8080,5.0000,-3184.0000,624.0000
142.8330,-2.0000,3.7760,5.0000,-3155.0000,621.0000
142.9170,-2.0000,3.7550,5.0000,-3137.0000,618.0000
143.0000,-2.0000,3.7230,5.0000,-3109.0000,614.0000
143.0830,-2.0000,3.6140,5.0000,-3003.0000,611.0000
143.1670,-2.0000,3.5240,5.0000,-2917.0000,607.0000
143.2500,-2.0000,3.0060,5.0000,-2403.0000,603.0000
143.3330,-2.0000,2.9730,5.0000,-2374.0000,599.0000
143.4170,-2.0000,2.9240,5.0000,-2329.0000,595.0000
143.5000,-2.0000,2.6920,5.0000,-2101.0000,591.0000
143.5830,-2.0000,2.4060,5.0000,-1819.0000,587.0000
143.6670,-2.0000,2.1640,5.0000,-1581.0000,583.0000
143.7500,-2.0000,1.9610,5.0000,-1383.0000,578.0000
143.8330,-2.0000,1.7680,5.0000,-1194.0000,574.0000
143.9170,-2.0000,1.9450,5.0000,-1376.0000,569.0000
144.0000,-2.0000,1.8890,5.0000,-1324.0000,565.0000
144.0830,-2.0000,1.8510,5.0000,-1291.0000,560.0000
144.1670,-2.0000,1.7180,5.0000,-1162.0000,556.0000
144.2500,-2.0000,1.6840,5.0000,-1133.0000,551.0000
144.3330,-2.0000,1.7360,5.0000,-1190.0000,546.0000
144.4170,-2.0000,1.7350,5.0000,-1194.0000,541.0000
144.5000,-2.0000,1.5770,5.0000,-1041.0000,536.0000
