lon,lat,depth,unc,etype,src
-79.8897,-11.8653,4.7200,nan,AS,nan
-79.7282,-11.7920,4.7300,nan,AS,nan
-79.5840,-11.7264,5.0700,nan,AS,nan
-79.4107,-11.6474,5.2000,nan,AS,nan
-79.2666,-11.5816,5.5400,nan,AS,nan
-79.1877,-11.5456,6.2200,nan,AS,nan
-79.1552,-11.5307,6.6700,nan,AS,nan
-79.1055,-11.5080,7.3500,nan,AS,nan
-79.0455,-11.4805,7.8000,nan,AS,nan
-78.9941,-11.4570,8.1400,nan,AS,nan
-78.9616,-11.4421,8.5900,nan,AS,nan
-78.9136,-11.4201,8.9300,nan,AS,nan
-78.8708,-11.4004,9.5000,nan,AS,nan
-78.8331,-11.3831,10.1800,nan,AS,nan
-78.7544,-11.3470,11.8700,nan,AS,nan
-78.6876,-11.3163,13.6700,nan,AS,nan
-78.5900,-11.2714,16.1400,nan,AS,nan
-78.5336,-11.2454,17.3800,nan,AS,nan
-78.4002,-11.1840,20.8700,nan,AS,nan
-78.3062,-11.1406,23.0200,nan,AS,nan
-78.1780,-11.0815,26.0600,nan,AS,nan
