lon,lat,depth,unc,Reference_,Location_T
-125.0449838,41.2571656,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.3632666,41.25280581,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.0339626,41.24844572,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.7913175,41.24543617,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.6122223,41.24460676,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.4446817,41.23972468,30.0,2,39.0,hypoDD HYPOCENTERS new
-123.3262478,41.23769826,35.0,2,39.0,hypoDD HYPOCENTERS new
-125.2109387,41.00818985,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.8196705,41.00600164,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.4961437,41.00553793,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.4908998,40.99287085,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.3260437,40.98984946,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.2078139,40.98630446,30.0,2,39.0,hypoDD HYPOCENTERS new
-123.1242476,40.98614984,35.0,2,39.0,hypoDD HYPOCENTERS new
-125.0625196,40.90865945,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.6290208,40.90307322,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.3170485,40.90344255,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.5064418,40.8926381,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.2600133,40.88772962,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.1615957,40.88553738,30.0,2,39.0,hypoDD HYPOCENTERS new
-125.074969,40.81163774,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.6954593,40.80437322,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.360378,40.80489816,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.5544497,40.79120203,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.2971574,40.78900658,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.1818162,40.78681105,30.0,2,39.0,hypoDD HYPOCENTERS new
-125.0374168,40.71128338,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.744566,40.7055251,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.4275073,40.70536982,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.6642177,40.69453283,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.3175819,40.69013541,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.1269322,40.68353874,30.0,2,39.0,hypoDD HYPOCENTERS new
-125.0594269,40.50738472,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.7561206,40.51079981,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.5625822,40.50517984,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.693104,40.49635957,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.2598092,40.48092129,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.1153776,40.48533259,30.0,2,39.0,hypoDD HYPOCENTERS new
-123.0200528,40.48312698,35.0,2,39.0,hypoDD HYPOCENTERS new
-125.1229768,40.41030071,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.8167818,40.41014474,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.6358969,40.40877667,15.0,2,39.0,hypoDD HYPOCENTERS new
-124.4194536,40.40862069,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.4071295,40.3948425,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.2096036,40.38874468,30.0,2,39.0,hypoDD HYPOCENTERS new
-123.0900708,40.38858866,35.0,2,39.0,hypoDD HYPOCENTERS new
-122.9622801,40.38158975,40.0,2,39.0,hypoDD HYPOCENTERS new
-125.215413,40.30865266,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.7676751,40.30644121,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.5741368,40.30201808,15.0,2,39.0,hypoDD HYPOCENTERS new
-124.4268165,40.30422968,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.3915874,40.29232947,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.1845008,40.28790541,30.0,2,39.0,hypoDD HYPOCENTERS new
-123.057605,40.28432264,35.0,2,39.0,hypoDD HYPOCENTERS new
-122.9422638,40.28500796,40.0,2,39.0,hypoDD HYPOCENTERS new
-125.0998678,40.84825818,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.7647865,40.7055251,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.52503,40.60652891,15.0,2,39.0,hypoDD HYPOCENTERS new
-124.2303896,40.48092129,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.8137357,40.30133294,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.3464682,40.10045702,30.0,2,39.0,hypoDD HYPOCENTERS new
-123.1691627,40.02108304,35.0,2,39.0,hypoDD HYPOCENTERS new
-125.0103202,40.63074165,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.8196705,40.54926365,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.6483463,40.47467552,15.0,2,39.0,hypoDD HYPOCENTERS new
-124.4530183,40.39194967,20.0,2,39.0,hypoDD HYPOCENTERS new
-124.2679418,40.30865266,25.0,2,39.0,hypoDD HYPOCENTERS new
-124.0484057,40.20906494,30.0,2,39.0,hypoDD HYPOCENTERS new
-125.0218747,40.60873043,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.7676751,40.60432731,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.6030231,40.60652891,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.6844381,40.59331823,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.3175819,40.58891409,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.0951572,40.58671191,30.0,2,39.0,hypoDD HYPOCENTERS new
-125.0652042,40.48092129,5.0,2,39.0,hypoDD HYPOCENTERS new
-124.7723534,40.52098397,10.0,2,39.0,hypoDD HYPOCENTERS new
-124.5943572,40.54044922,15.0,2,39.0,hypoDD HYPOCENTERS new
-123.7218772,40.64566203,20.0,2,39.0,hypoDD HYPOCENTERS new
-123.3187373,40.69207031,25.0,2,39.0,hypoDD HYPOCENTERS new
-123.1468059,40.71036112,30.0,2,39.0,hypoDD HYPOCENTERS new
