lon,lat,depth,unc,etype,src
-73.1333,-32.7703,4.8400,nan,AS,nan
-73.0727,-32.7715,4.9200,nan,AS,nan
-73.0005,-32.7728,4.9900,nan,AS,nan
-72.9312,-32.7740,5.0700,nan,AS,nan
-72.8648,-32.7752,5.1400,nan,AS,nan
-72.8070,-32.7761,5.3000,nan,AS,nan
-72.7492,-32.7771,5.4700,nan,AS,nan
-72.6885,-32.7780,5.7200,nan,AS,nan
-72.6133,-32.7792,6.1400,nan,AS,nan
-72.5754,-32.7797,6.7400,nan,AS,nan
-72.5173,-32.7806,7.5900,nan,AS,nan
-72.4244,-32.7818,8.8700,nan,AS,nan
-72.3254,-32.7831,10.7600,nan,AS,nan
-72.2672,-32.7839,11.7000,nan,AS,nan
-72.1709,-32.7850,13.7600,nan,AS,nan
-72.0981,-32.7858,15.3900,nan,AS,nan
-72.0337,-32.7865,17.1100,nan,AS,nan
-71.9782,-32.7870,18.6600,nan,AS,nan
-71.9198,-32.7876,20.2100,nan,AS,nan
-71.8611,-32.7881,22.1000,nan,AS,nan
-71.7939,-32.7887,23.9900,nan,AS,nan
-71.7383,-32.7892,25.2800,nan,AS,nan
-71.6800,-32.7896,26.6500,nan,AS,nan
