lon,lat,depth,unc,etype,src
-87.2591,10.6511,4.1300,nan,AS,nan
-87.2394,10.6738,4.1300,nan,AS,nan
-87.2156,10.7014,4.3200,nan,AS,nan
-87.1977,10.7221,4.8900,nan,AS,nan
-87.1807,10.7418,4.7000,nan,AS,nan
-87.1636,10.7615,4.7000,nan,AS,nan
-87.1423,10.7861,5.1800,nan,AS,nan
-87.1202,10.8118,5.4600,nan,AS,nan
-87.0946,10.8414,5.9300,nan,AS,nan
-87.0571,10.8847,6.6900,nan,AS,nan
-87.0195,10.9281,7.9200,nan,AS,nan
-86.9802,10.9735,9.8900,nan,AS,nan
-86.9461,11.0129,10.8400,nan,AS,nan
-86.9050,11.0602,11.9700,nan,AS,nan
-86.8752,11.0947,12.5300,nan,AS,nan
-86.8247,11.1528,14.5100,nan,AS,nan
-86.7726,11.2129,17.3300,nan,AS,nan
-86.7383,11.2524,21.2800,nan,AS,nan
-86.7091,11.2860,23.9100,nan,AS,nan
-86.6893,11.3088,27.2900,nan,AS,nan
-86.6627,11.3394,31.3200,nan,AS,nan
