lon,lat,depth,unc,etype,src
95.2012,2.0717,7.7300,nan,AS,nan
95.2244,2.1056,8.2100,nan,AS,nan
95.2570,2.1534,8.5900,nan,AS,nan
95.2843,2.1934,9.2000,nan,AS,nan
95.3062,2.2255,9.4500,nan,AS,nan
95.3222,2.2489,9.4600,nan,AS,nan
95.3323,2.2637,9.8200,nan,AS,nan
95.3478,2.2863,10.5300,nan,AS,nan
95.3662,2.3133,11.3700,nan,AS,nan
95.3858,2.3419,11.2600,nan,AS,nan
95.4054,2.3706,11.1600,nan,AS,nan
95.4202,2.3923,11.6400,nan,AS,nan
95.4344,2.4131,12.4700,nan,AS,nan
95.4606,2.4514,12.8400,nan,AS,nan
95.4813,2.4818,13.5600,nan,AS,nan
95.5045,2.5156,14.4000,nan,AS,nan
95.5175,2.5347,14.6400,nan,AS,nan
