lon,lat,depth,unc,etype,src
95.8716,1.3722,4.7100,nan,AS,nan
95.8791,1.3824,5.0200,nan,AS,nan
95.8907,1.3983,5.3400,nan,AS,nan
95.9122,1.4277,5.6700,nan,AS,nan
95.9280,1.4492,5.9900,nan,AS,nan
95.9421,1.4684,6.1500,nan,AS,nan
95.9545,1.4854,6.1600,nan,AS,nan
95.9677,1.5034,6.0100,nan,AS,nan
95.9826,1.5238,6.3300,nan,AS,nan
95.9984,1.5453,7.1200,nan,AS,nan
96.0158,1.5691,7.6000,nan,AS,nan
96.0323,1.5917,7.9200,nan,AS,nan
96.0447,1.6086,8.4000,nan,AS,nan
96.0555,1.6233,8.2500,nan,AS,nan
96.0754,1.6505,9.2000,nan,AS,nan
96.1002,1.6844,9.6800,nan,AS,nan
96.1201,1.7115,10.1600,nan,AS,nan
96.1441,1.7443,10.1700,nan,AS,nan
96.1665,1.7748,10.6600,nan,AS,nan
96.1831,1.7975,11.1300,nan,AS,nan
96.2079,1.8314,12.0900,nan,AS,nan
96.2295,1.8608,12.5700,nan,AS,nan
96.2535,1.8936,12.8900,nan,AS,nan
96.2717,1.9184,13.6900,nan,AS,nan
96.2933,1.9479,14.0100,nan,AS,nan
96.3140,1.9761,13.5500,nan,AS,nan
96.3264,1.9931,13.4000,nan,AS,nan
96.3396,2.0112,13.4100,nan,AS,nan
96.3587,2.0372,13.4200,nan,AS,nan
96.3736,2.0575,13.4200,nan,AS,nan
96.3902,2.0802,13.5900,nan,AS,nan
96.4043,2.0994,13.7500,nan,AS,nan
96.4209,2.1220,14.0700,nan,AS,nan
96.4383,2.1458,14.5500,nan,AS,nan
