lon,lat,depth
56.5162972455,26.3806569473,17.792421
56.5162972455,26.884276479,23.723228
56.5162972455,27.4058824225,33.36079
56.5162972455,27.936481572,41.51565
56.5162972455,28.1523185141,44.481056
56.763695648,27.0643820342,27.429983
56.763695648,27.1812937112,28.912685
56.763695648,27.2892121822,30.395388
56.763695648,27.3791442415,32.61944
56.763695648,27.4870627125,33.36079
56.763695648,27.5590083599,34.843494
56.763695648,27.6759200369,36.326195
56.763695648,27.7658520961,37.067547
56.763695648,27.8377977435,37.808895
56.763695648,27.900750185,39.2916
56.763695648,27.9816890383,40.032948
56.763695648,28.0446414797,40.7743
56.763695648,28.1165871271,42.257
57.0110942047,25.940067633,11.120264
57.0110942047,26.2548298403,16.786098
57.0110942047,26.3987211351,18.303663
57.0110942047,26.5426124298,19.275124
57.0110942047,26.5785852535,19.828718
57.0110942047,26.758449372,23.585178
57.0110942047,26.9293202845,25.85104
57.0110942047,27.0642183734,28.85471
57.0110942047,27.1271708148,28.912685
57.0110942047,27.1361640207,28.869692
57.0110942047,27.22609608,30.37677
57.0110942047,27.3070349333,31.13705
57.0110942047,27.3609941688,31.891338
57.0110942047,27.459919434,32.656113
57.0110942047,27.459919434,32.656113
57.0110942047,27.5408582873,33.416393
57.0110942047,27.5858243169,36.326195
57.0110942047,27.6307903465,34.179672
57.0110942047,27.7387088176,35.688248
57.0110942047,27.8556204946,36.45602
57.0110942047,27.9455525538,38.706898
57.0110942047,28.0534710249,40.216972
57.0110942047,28.15239629,41.72555
57.0110942047,28.1613894959,43.739704
57.0110942047,28.9078255875,67.46293
57.0110942047,29.672248091,103.78912
57.258987354,27.0041428799,26.355919
57.258987354,27.1750137924,28.55845
57.258987354,27.2379662338,29.291883
57.258987354,27.3638711168,30.759493
57.258987354,27.4358167641,32.232315
57.258987354,27.4987692056,32.965748
57.258987354,27.5617216471,32.959793
57.258987354,27.7415857655,35.901714
57.258987354,27.8225246188,37.37379
57.258987354,27.8764838544,38.107967
57.258987354,27.9664159136,38.839165
57.258987354,28.029368355,40.312733
57.258987354,28.1282936202,42.523457
57.4860219807,25.9036361487,11.138614
57.4860219807,25.9575953843,12.812189
57.4860219807,26.110479885,15.05636
57.4860219807,26.3083304153,15.594059
57.4860219807,26.4342352982,18.059555
57.4860219807,26.6320858285,20.308212
57.4860219807,26.7489975055,21.534653
57.4860219807,26.7759771232,21.807568
57.4860219807,27.0008072713,25.544363
57.4860219807,27.1986578016,28.534845
57.4860219807,27.2616102431,29.28415
57.4860219807,27.3155694786,30.445545
57.4860219807,27.3335558905,30.033451
57.4860219807,27.4055015378,30.78425
57.4860219807,27.4864403911,32.277622
57.4860219807,27.6123452741,33.775482
57.4860219807,27.6932841274,36.011425
57.4860219807,27.6932841274,35.643566
57.4860219807,27.7832161866,36.76372
57.4860219807,27.855161834,38.99817
57.4860219807,28.0440191583,42.731228
57.4860219807,28.1249580116,44.96717
57.4860219807,28.1879104531,45.716476
57.4860219807,28.196903659,44.554455
57.4860219807,28.8713941032,63.118813
57.4860219807,29.4559524882,80.19802
57.712250567,26.8653143354,22.277227
57.712250567,26.9462531887,23.019802
