lon,lat,depth,unc,etype,mag
-86.7588,11.1416,46.4800,13.31,ER,nan
-86.8465,10.9005,4.5300,0.46,ER,nan
-88.3999,12.2126,0.0000,1.49,ER,nan
-88.2977,11.8533,0.0000,4.21,ER,nan
-84.2346,8.9216,32.8400,10.96,ER,nan
-88.3039,11.0277,0.0000,9.23,ER,nan
-86.2626,11.0133,66.7200,0.90,ER,nan
-86.8642,11.3681,75.8700,3.28,ER,nan
-86.0431,11.4600,176.4200,0.59,ER,nan
-87.7268,11.0084,0.0000,2.61,ER,nan
-88.8658,12.1392,7.7500,4.22,ER,nan
-87.0901,12.5537,173.6200,0.31,ER,nan
-88.3405,12.3641,0.0000,2.66,ER,nan
-87.7707,12.0422,47.2700,4.81,ER,nan
-87.5126,11.0923,44.6600,2.50,ER,nan
-86.8082,11.0431,6.6300,0.36,ER,nan
-87.9242,11.3472,111.7900,1.72,ER,nan
-86.5825,10.9687,186.0300,0.69,ER,nan
-86.6865,10.8941,72.3900,2.09,ER,nan
-87.7878,11.7763,54.5300,4.63,ER,nan
-86.9048,11.4339,0.0000,1.04,ER,nan
-86.7095,11.1926,0.0000,1.42,ER,nan
-86.6192,11.3533,12.5500,0.33,ER,nan
-85.6639,10.0985,21.2200,0.20,ER,nan
-86.8843,12.1507,0.0000,0.98,ER,nan
-87.8533,11.4528,0.0000,2.19,ER,nan
-87.8213,11.5767,0.0000,0.41,ER,nan
-86.9158,11.8899,116.1200,1.86,ER,nan
-86.7257,10.7995,45.5700,2.71,ER,nan
-86.0561,11.2930,99.6300,0.31,ER,nan
-87.5835,11.5128,0.0000,1.53,ER,nan
-87.5349,11.5191,0.0000,0.78,ER,nan
-87.6340,11.5950,0.0000,9.59,ER,nan
-87.9367,11.3253,0.0000,23.65,ER,nan
-86.9166,10.8548,53.5400,2.64,ER,nan
-86.5725,11.6645,106.8800,0.42,ER,nan
-87.6198,11.4678,0.0000,5.98,ER,nan
-87.5807,12.0399,24.2300,1.01,ER,nan
-89.8862,13.4603,31.2200,4.15,ER,nan
-86.8441,12.3183,3.4800,0.56,ER,nan
-87.2053,12.0346,10.3300,0.88,ER,nan
-86.8702,11.0249,60.1800,6.73,ER,nan
-88.3841,11.8341,0.0000,9.17,ER,nan
-86.9885,11.5221,100.8100,1.49,ER,nan
