lat,lon,depth
-39.5810,-73.3933,164.6133
-39.5923,-73.2783,182.2517
-39.6076,-73.1289,197.0592
-39.6235,-72.9792,212.4026
-39.6358,-72.7798,228.5978
-39.6405,-72.5834,240.8206
-39.6821,-72.0540,254.1431
-39.4484,-73.2460,131.0344
-39.4529,-73.0694,140.0129
-39.3855,-73.1201,188.1632
-39.4079,-72.8958,192.4398
-39.4231,-72.6515,201.9653
-39.4299,-72.4538,215.6461
-39.4965,-72.0295,192.0471
-39.5479,-71.6678,176.5243
-39.5813,-71.3555,168.4959
-39.6768,-70.6837,327.1107
-39.6578,-70.4632,331.9360
-39.6456,-70.3361,356.3069
-39.6328,-70.2039,380.6770
-39.5923,-69.0540,356.2502
-39.5857,-68.8966,376.0819
-39.5777,-68.7594,400.4268
-39.5723,-68.5539,409.5566
-39.5665,-68.3590,421.3792
-39.5586,-68.1993,440.5131
-39.5515,-68.0227,455.7574
-39.5453,-67.8379,468.9663
-39.5324,-66.4144,517.7428
-39.5337,-66.2119,523.7030
-39.5368,-65.9984,526.8118
-39.5389,-65.8003,533.7448
-39.1518,-73.0116,169.7050
-39.1331,-72.8167,177.0460
-39.1651,-72.5161,174.4568
-39.2030,-72.2674,177.8209
-39.2365,-72.0548,187.5464
-39.3037,-71.7469,181.3757
-39.3753,-71.3368,160.2409
-39.4011,-70.9993,197.0470
-39.4519,-70.5166,299.3558
-39.4569,-70.5035,344.4861
-39.4412,-70.2841,351.1177
-39.3992,-69.3803,373.7181
-39.3937,-69.0644,360.0012
-39.3873,-68.8848,375.0387
-39.3793,-68.7387,397.3984
-39.3727,-68.5463,409.2353
-39.3656,-68.3597,422.8415
-39.3581,-68.1797,437.1586
-39.3491,-68.0153,455.1518
-39.3403,-67.8466,472.0692
-39.3275,-67.7212,498.2885
-39.3223,-66.6357,515.4385
-39.3274,-66.3936,511.9171
-39.3280,-66.1957,518.8201
-39.3303,-65.9908,523.8342
-39.3328,-65.7896,529.8315
-39.0984,-72.8602,106.0794
-39.0136,-72.8107,138.0643
-39.0296,-72.5511,132.1838
-39.0266,-72.3537,141.0679
-38.9972,-72.2729,166.8621
-39.0263,-72.0871,179.8774
-39.0625,-71.8973,192.0748
-39.1739,-71.3383,154.8638
-39.1805,-71.1696,174.2306
-39.1915,-71.0526,201.4406
-39.2470,-70.4773,344.1618
-39.2366,-70.2815,355.1465
-39.1994,-69.4229,385.2327
-39.1934,-69.0908,367.5961
-39.1867,-68.8978,379.7016
-39.1788,-68.7299,397.2473
-39.1708,-68.5499,411.7887
-39.1642,-68.3431,420.5539
-39.1555,-68.1672,435.7030
-39.1456,-68.0028,453.5935
-39.1333,-67.8577,476.1074
-39.1219,-67.7049,495.5932
-39.1116,-66.8567,514.1018
-39.1161,-66.6174,510.4884
-39.1205,-66.3841,508.8417
-39.1210,-66.1871,515.7309
-39.1234,-65.9831,520.7448
-39.1260,-65.7827,526.7554
-38.9191,-72.7256,124.4290
-38.9233,-72.4860,119.2288
-38.9241,-72.2789,123.7499
-38.8991,-72.2008,148.4194
-38.8748,-72.1251,176.2965
-38.8823,-71.9422,189.2828
-38.9253,-71.5883,182.7186
-38.9769,-71.1310,164.4775
-38.9969,-70.4574,191.6052
-38.9975,-70.2751,205.6099
-38.9956,-70.3416,318.9210
-38.9973,-70.1177,324.2284
-38.9934,-69.4472,339.4440
-38.9884,-69.3004,361.0601
-38.9828,-69.1168,375.0829
-38.9772,-68.9145,385.2061
-38.9699,-68.7292,398.8793
-38.9621,-68.5448,412.3553
-38.9544,-68.3499,423.8396
-38.9465,-68.1581,435.0824
-38.9344,-68.0052,455.7100
-38.9215,-67.8521,476.2241
-38.9093,-67.6958,494.6555
-38.8994,-67.5207,509.3244
-38.8957,-67.3121,514.3191
-38.9061,-67.0212,498.3635
-38.9074,-66.7991,499.5162
-38.9067,-66.5991,505.3708
-38.9107,-66.3746,505.5984
-38.9113,-66.1786,512.4745
-38.9141,-65.9755,517.4904
-38.9164,-65.7799,524.4659
-38.7917,-72.6904,119.3495
-38.7837,-72.4659,116.4455
-38.7714,-72.2982,126.6346
-38.7502,-72.1743,143.9455
-38.7057,-72.1340,176.3667
-38.6844,-71.9592,189.3257
-38.6630,-71.7810,204.3181
-38.7146,-71.3251,187.3418
-38.7881,-70.2781,204.2725
-38.7839,-70.0176,251.5238
-38.7806,-69.9580,290.3074
-38.7848,-69.7805,304.8589
