lon,lat,depth,unc,etype,src
-81.6137,-2.6767,4.3300,nan,AS,nan
-81.5812,-2.6897,5.1900,nan,AS,nan
-81.5510,-2.7018,5.4400,nan,AS,nan
-81.5323,-2.7093,5.5600,nan,AS,nan
-81.4905,-2.7260,5.1800,nan,AS,nan
-81.4580,-2.7391,5.5500,nan,AS,nan
-81.4230,-2.7530,6.4200,nan,AS,nan
-81.3788,-2.7707,7.0400,nan,AS,nan
-81.3486,-2.7828,7.4100,nan,AS,nan
-81.3137,-2.7968,8.5300,nan,AS,nan
-81.2718,-2.8135,9.7700,nan,AS,nan
-81.1974,-2.8433,11.1300,nan,AS,nan
-81.1416,-2.8656,11.6200,nan,AS,nan
-81.1066,-2.8796,12.3700,nan,AS,nan
-81.0741,-2.8926,13.2300,nan,AS,nan
-81.0392,-2.9066,13.8500,nan,AS,nan
-81.0020,-2.9214,15.0900,nan,AS,nan
-80.9671,-2.9354,16.3400,nan,AS,nan
-80.9369,-2.9475,17.2000,nan,AS,nan
