lon,lat,depth,unc,elev,thickness
123.1670,8.7500,1.7630,5.0000,-758.0000,1005.0000
123.2500,8.7500,1.2890,5.0000,-290.0000,999.0000
123.3330,8.7500,1.2160,5.0000,-224.0000,992.0000
123.4170,8.7500,1.1450,5.0000,-160.0000,985.0000
123.5000,8.7500,1.2530,5.0000,-276.0000,977.0000
122.8330,8.6670,3.7040,5.0000,-2652.0000,1052.0000
122.9170,8.6670,2.5580,5.0000,-1520.0000,1038.0000
123.0000,8.6670,1.7980,5.0000,-769.0000,1029.0000
123.0830,8.6670,2.1920,5.0000,-1171.0000,1021.0000
123.1670,8.6670,1.8000,5.0000,-786.0000,1014.0000
123.2500,8.6670,1.2440,5.0000,-237.0000,1007.0000
123.3330,8.6670,1.0800,5.0000,-80.0000,1000.0000
123.4170,8.6670,0.9870,5.0000,5.0000,992.0000
123.5000,8.6670,0.9930,5.0000,-11.0000,982.0000
122.5830,8.5830,5.4690,5.0000,-4334.0000,1135.0000
122.6670,8.5830,5.1390,5.0000,-4036.0000,1103.0000
122.7500,8.5830,4.1130,5.0000,-3033.0000,1080.0000
122.8330,8.5830,2.8630,5.0000,-1802.0000,1061.0000
122.9170,8.5830,2.0050,5.0000,-956.0000,1049.0000
123.0000,8.5830,1.3560,5.0000,-317.0000,1039.0000
123.0830,8.5830,1.3530,5.0000,-322.0000,1031.0000
123.1670,8.5830,1.3520,5.0000,-328.0000,1024.0000
123.2500,8.5830,1.2390,5.0000,-222.0000,1017.0000
122.4170,8.5000,5.2520,5.0000,-4011.0000,1241.0000
122.5000,8.5000,5.1140,5.0000,-3935.0000,1179.0000
122.5830,8.5000,5.1350,5.0000,-3996.0000,1139.0000
122.6670,8.5000,4.3490,5.0000,-3239.0000,1110.0000
122.7500,8.5000,3.1660,5.0000,-2077.0000,1089.0000
122.8330,8.5000,2.2760,5.0000,-1204.0000,1072.0000
122.9170,8.5000,1.6680,5.0000,-609.0000,1059.0000
123.0000,8.5000,1.1940,5.0000,-145.0000,1049.0000
122.3330,8.4170,4.2240,5.0000,-2914.0000,1310.0000
122.4170,8.4170,4.8920,5.0000,-3675.0000,1217.0000
122.5000,8.4170,4.7350,5.0000,-3566.0000,1169.0000
122.5830,8.4170,4.3800,5.0000,-3244.0000,1136.0000
122.6670,8.4170,4.2540,5.0000,-3141.0000,1113.0000
122.7500,8.4170,3.2930,5.0000,-2199.0000,1094.0000
122.8330,8.4170,2.2990,5.0000,-1219.0000,1080.0000
122.9170,8.4170,1.5770,5.0000,-509.0000,1068.0000
122.1670,8.3330,5.0330,5.0000,-3302.0000,1731.0000
122.2500,8.3330,3.9820,5.0000,-2562.0000,1420.0000
122.3330,8.3330,3.4440,5.0000,-2180.0000,1264.0000
122.4170,8.3330,3.6200,5.0000,-2427.0000,1193.0000
122.5000,8.3330,3.5350,5.0000,-2380.0000,1155.0000
122.5830,8.3330,3.3250,5.0000,-2195.0000,1130.0000
122.6670,8.3330,3.3940,5.0000,-2282.0000,1112.0000
122.7500,8.3330,3.1900,5.0000,-2093.0000,1097.0000
122.8330,8.3330,2.3050,5.0000,-1220.0000,1085.0000
122.9170,8.3330,1.1840,5.0000,-109.0000,1075.0000
122.0830,8.2500,5.4860,5.0000,-3604.0000,1882.0000
122.1670,8.2500,4.3570,5.0000,-2857.0000,1500.0000
122.2500,8.2500,3.3820,5.0000,-2093.0000,1289.0000
122.3330,8.2500,2.5250,5.0000,-1327.0000,1198.0000
122.4170,8.2500,2.1280,5.0000,-970.0000,1158.0000
122.5000,8.2500,2.1780,5.0000,-1042.0000,1136.0000
122.5830,8.2500,2.0550,5.0000,-934.0000,1121.0000
122.6670,8.2500,2.3110,5.0000,-1202.0000,1109.0000
122.7500,8.2500,2.4260,5.0000,-1328.0000,1098.0000
122.8330,8.2500,2.0190,5.0000,-930.0000,1089.0000
122.9170,8.2500,1.4030,5.0000,-322.0000,1081.0000
122.0000,8.1670,5.9480,5.0000,-3908.0000,2040.0000
122.0830,8.1670,5.0520,5.0000,-3467.0000,1585.0000
122.1670,8.1670,3.6340,5.0000,-2338.0000,1296.0000
122.2500,8.1670,2.1550,5.0000,-987.0000,1168.0000
122.3330,8.1670,1.6380,5.0000,-503.0000,1135.0000
122.4170,8.1670,1.5140,5.0000,-390.0000,1124.0000
122.5000,8.1670,1.3160,5.0000,-198.0000,1118.0000
122.5830,8.1670,1.4570,5.0000,-345.0000,1112.0000
122.6670,8.1670,1.1710,5.0000,-66.0000,1105.0000
122.7500,8.1670,1.3480,5.0000,-250.0000,1098.0000
122.8330,8.1670,1.3350,5.0000,-243.0000,1092.0000
122.9170,8.1670,1.1320,5.0000,-46.0000,1086.0000
122.0000,8.0830,5.7770,5.0000,-4043.0000,1734.0000
122.0830,8.0830,4.7280,5.0000,-3364.0000,1364.0000
122.1670,8.0830,2.1470,5.0000,-976.0000,1171.0000
122.2500,8.0830,1.2420,5.0000,-128.0000,1114.0000
122.3330,8.0830,1.3090,5.0000,-205.0000,1104.0000
122.4170,8.0830,1.1700,5.0000,-65.0000,1105.0000
122.5000,8.0830,1.1200,5.0000,-14.0000,1106.0000
121.9170,8.0000,5.9240,5.0000,-3886.0000,2038.0000
122.0000,8.0000,5.4710,5.0000,-3952.0000,1519.0000
122.0830,8.0000,3.3000,5.0000,-2021.0000,1279.0000
122.1670,8.0000,1.6110,5.0000,-455.0000,1156.0000
122.2500,8.0000,1.1590,5.0000,-48.0000,1111.0000
121.8330,7.9170,6.2070,5.0000,-3652.0000,2555.0000
121.9170,7.9170,5.3020,5.0000,-3417.0000,1885.0000
122.0000,7.9170,4.8740,5.0000,-3395.0000,1479.0000
122.0830,7.9170,2.8890,5.0000,-1616.0000,1273.0000
122.1670,7.9170,1.3910,5.0000,-221.0000,1170.0000
121.8330,7.8330,6.3190,5.0000,-3903.0000,2416.0000
121.9170,7.8330,5.1030,5.0000,-3336.0000,1767.0000
122.0000,7.8330,4.0050,5.0000,-2567.0000,1438.0000
122.0830,7.8330,1.8340,5.0000,-566.0000,1268.0000
121.7500,7.7500,6.6600,5.0000,-3731.0000,2929.0000
121.8330,7.7500,5.6580,5.0000,-3401.0000,2257.0000
121.9170,7.7500,4.9580,5.0000,-3308.0000,1650.0000
122.0000,7.7500,3.7720,5.0000,-2392.0000,1380.0000
122.0830,7.7500,1.2430,5.0000,3.0000,1246.0000
122.6670,7.7500,1.1280,5.0000,-22.0000,1106.0000
122.7500,7.7500,1.1080,5.0000,-2.0000,1106.0000
121.7500,7.6670,6.2950,5.0000,-3555.0000,2740.0000
121.8330,7.6670,5.0110,5.0000,-2929.0000,2082.0000
121.9170,7.6670,4.2480,5.0000,-2699.0000,1549.0000
122.0000,7.6670,3.3740,5.0000,-2055.0000,1319.0000
122.0830,7.6670,1.3550,5.0000,-142.0000,1213.0000
122.5000,7.6670,1.1420,5.0000,-32.0000,1110.0000
122.5830,7.6670,1.1480,5.0000,-40.0000,1108.0000
122.6670,7.6670,1.1650,5.0000,-57.0000,1108.0000
122.7500,7.6670,1.1550,5.0000,-47.0000,1108.0000
123.0830,7.6670,1.1250,5.0000,-14.0000,1111.0000
121.6670,7.5830,7.7930,5.0000,-4697.0000,3096.0000
121.7500,7.5830,6.0560,5.0000,-3551.0000,2505.0000
121.8330,7.5830,4.4780,5.0000,-2614.0000,1864.0000
121.9170,7.5830,3.1480,5.0000,-1726.0000,1422.0000
122.0000,7.5830,2.6500,5.0000,-1406.0000,1244.0000
122.0830,7.5830,1.3030,5.0000,-132.0000,1171.0000
122.5000,7.5830,1.1030,5.0000,6.0000,1109.0000
122.5830,7.5830,1.1760,5.0000,-67.0000,1109.0000
122.6670,7.5830,1.1780,5.0000,-68.0000,1110.0000
122.7500,7.5830,1.1510,5.0000,-40.0000,1111.0000
123.0830,7.5830,1.1560,5.0000,-41.0000,1115.0000
123.1670,7.5830,1.1170,5.0000,2.0000,1119.0000
123.4170,7.5830,1.1520,5.0000,-24.0000,1128.0000
121.6670,7.5000,7.4710,5.0000,-4554.0000,2917.0000
121.7500,7.5000,4.9860,5.0000,-2751.0000,2235.0000
121.8330,7.5000,3.6200,5.0000,-1998.0000,1622.0000
121.9170,7.5000,2.6510,5.0000,-1381.0000,1270.0000
122.0000,7.5000,1.8420,5.0000,-680.0000,1162.0000
122.0830,7.5000,1.1180,5.0000,8.0000,1126.0000
122.4170,7.5000,1.1010,5.0000,7.0000,1108.0000
122.5000,7.5000,1.1470,5.0000,-39.0000,1108.0000
122.5830,7.5000,1.1750,5.0000,-65.0000,1110.0000
122.6670,7.5000,1.1710,5.0000,-60.0000,1111.0000
122.7500,7.5000,1.1290,5.0000,-15.0000,1114.0000
122.9170,7.5000,1.1340,5.0000,-19.0000,1115.0000
123.0000,7.5000,1.1240,5.0000,-8.0000,1116.0000
123.0830,7.5000,1.1720,5.0000,-52.0000,1120.0000
123.2500,7.5000,1.1740,5.0000,-41.0000,1133.0000
121.6670,7.4170,6.5200,5.0000,-3920.0000,2600.0000
121.7500,7.4170,3.9120,5.0000,-1981.0000,1931.0000
121.8330,7.4170,2.7770,5.0000,-1368.0000,1409.0000
121.9170,7.4170,2.8230,5.0000,-1640.0000,1183.0000
122.0000,7.4170,1.7550,5.0000,-645.0000,1110.0000
122.4170,7.4170,1.1370,5.0000,-32.0000,1105.0000
122.5000,7.4170,1.1550,5.0000,-47.0000,1108.0000
122.5830,7.4170,1.1920,5.0000,-82.0000,1110.0000
122.6670,7.4170,1.1610,5.0000,-47.0000,1114.0000
122.7500,7.4170,1.1350,5.0000,-16.0000,1119.0000
123.0000,7.4170,1.1460,5.0000,-26.0000,1120.0000
123.0830,7.4170,1.2000,5.0000,-74.0000,1126.0000
123.1670,7.4170,1.1770,5.0000,-40.0000,1137.0000
123.2500,7.4170,1.4790,5.0000,-331.0000,1148.0000
121.5830,7.3330,6.6660,5.0000,-3945.0000,2721.0000
121.6670,7.3330,5.4610,5.0000,-3333.0000,2128.0000
121.7500,7.3330,2.0850,5.0000,-497.0000,1588.0000
121.8330,7.3330,2.5690,5.0000,-1341.0000,1228.0000
121.9170,7.3330,2.4020,5.0000,-1298.0000,1104.0000
122.0000,7.3330,1.3980,5.0000,-327.0000,1071.0000
122.4170,7.3330,1.1450,5.0000,-41.0000,1104.0000
122.5000,7.3330,1.1650,5.0000,-56.0000,1109.0000
122.5830,7.3330,1.1980,5.0000,-86.0000,1112.0000
122.6670,7.3330,1.1680,5.0000,-50.0000,1118.0000
122.7500,7.3330,1.1590,5.0000,-32.0000,1127.0000
122.9170,7.3330,1.1370,5.0000,-6.0000,1131.0000
123.0000,7.3330,1.1770,5.0000,-52.0000,1125.0000
123.0830,7.3330,1.2070,5.0000,-71.0000,1136.0000
123.1670,7.3330,1.3130,5.0000,-159.0000,1154.0000
123.2500,7.3330,1.5070,5.0000,-334.0000,1173.0000
123.3330,7.3330,1.3640,5.0000,-178.0000,1186.0000
121.5830,7.2500,4.7330,5.0000,-2601.0000,2132.0000
121.6670,7.2500,3.8090,5.0000,-2173.0000,1636.0000
121.7500,7.2500,2.9160,5.0000,-1632.0000,1284.0000
121.8330,7.2500,2.6460,5.0000,-1548.0000,1098.0000
121.9170,7.2500,1.8250,5.0000,-777.0000,1048.0000
122.3330,7.2500,1.1430,5.0000,-45.0000,1098.0000
122.4170,7.2500,1.1620,5.0000,-55.0000,1107.0000
122.5000,7.2500,1.1910,5.0000,-77.0000,1114.0000
122.5830,7.2500,1.2170,5.0000,-97.0000,1120.0000
122.6670,7.2500,1.1970,5.0000,-68.0000,1129.0000
122.7500,7.2500,1.2790,5.0000,-137.0000,1142.0000
122.8330,7.2500,1.1710,5.0000,-11.0000,1160.0000
122.9170,7.2500,1.2260,5.0000,-68.0000,1158.0000
123.0000,7.2500,1.3090,5.0000,-165.0000,1144.0000
123.0830,7.2500,1.2530,5.0000,-89.0000,1164.0000
123.1670,7.2500,1.8090,5.0000,-617.0000,1192.0000
123.2500,7.2500,2.1750,5.0000,-955.0000,1220.0000
123.3330,7.2500,2.3080,5.0000,-1067.0000,1241.0000
121.5830,7.1670,2.2690,5.0000,-673.0000,1596.0000
121.6670,7.1670,2.4380,5.0000,-1153.0000,1285.0000
121.7500,7.1670,1.7860,5.0000,-679.0000,1107.0000
121.8330,7.1670,1.3410,5.0000,-303.0000,1038.0000
122.3330,7.1670,1.1490,5.0000,-48.0000,1101.0000
