lon,lat,depth,unc,Reference_,Location_T
-121.9567648,40.816442,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.1582462,41.20893288,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.3181014,41.65182297,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.3567648,42.01260508,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.3272545,42.34257159,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.3146431,42.73247732,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.2493736,43.06485165,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.1751101,43.36083803,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.0687704,43.64877339,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.9398232,43.88896325,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.8932234,44.2284437,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.9148398,44.49318692,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.8716206,44.79935008,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.8294372,45.08205134,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.8233092,45.44058754,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.838575,45.76651098,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.7985378,46.12532374,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.7451015,46.48761579,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.6865587,46.83271945,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.6548979,47.15185566,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.5565791,47.43416115,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.5064235,47.73042452,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.4688898,48.05342572,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.5085942,48.36182632,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.6775827,48.63307287,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.2006626,48.98579397,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.9245419,48.83008543,100.0,8,17.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
