lat,lon,depth
-7.5971,107.5746,156.4805
-7.4790,107.1309,162.5073
-7.3678,107.3756,159.3376
-7.4425,107.5453,177.2594
-7.3812,106.7176,169.6177
-7.2083,106.9974,160.2597
-7.1665,107.2043,166.7152
-7.1229,107.4012,174.4046
-7.1813,107.5745,193.2609
-7.1462,106.3176,167.9899
-7.1004,106.5521,169.6890
-7.1566,106.7298,183.2363
-6.9825,107.0218,177.2528
-6.7691,107.3161,170.6198
-6.7812,107.4928,186.2249
-6.8953,107.6276,212.2279
-6.9295,105.8251,172.7717
-6.7552,106.1889,156.0036
-6.7393,106.4197,163.6238
-6.8298,106.5819,182.8586
-6.7859,106.8054,190.4443
-6.5822,107.1138,186.1473
-6.5939,107.3078,200.8006
-6.6359,107.4712,219.9719
-6.6234,107.6774,238.3875
-6.4980,105.7502,147.8784
-6.3831,106.0518,145.2004
-6.6721,106.0830,186.1204
-6.5207,106.4267,184.7566
-6.4755,106.6619,194.2887
-6.4372,106.8757,205.4597
-6.3866,107.1042,217.3385
-6.4292,107.2871,236.8154
-6.5199,107.4345,260.4067
-6.1775,107.8114,260.2220
-6.2639,105.6276,142.2537
-6.2348,105.8274,153.0220
-6.2733,105.9781,173.2984
-6.2917,106.1899,192.8849
-6.2946,106.4339,209.5701
-6.2854,106.6558,223.8351
-6.2164,106.8851,235.2292
-6.1241,107.1326,248.0937
-6.1194,107.3376,267.9237
-6.1967,107.4982,292.6588
-6.0923,107.7547,307.9855
-6.0005,105.2845,130.6798
-5.9953,105.4908,141.9748
-6.1072,105.6185,165.4881
-6.1052,105.7924,180.4530
-6.1383,105.9351,202.4406
-6.1180,106.1661,222.0175
-6.1124,106.4111,240.7662
-6.0617,106.6591,254.9770
-5.9185,106.9365,265.1435
-5.8673,107.1636,283.4199
-6.1954,107.1909,323.4952
-6.0226,107.4827,335.9615
-6.0826,107.6603,361.5484
-5.7755,104.8839,128.7141
-5.6797,105.1456,127.3148
-5.8136,105.2617,154.4177
-5.8978,105.4242,175.2407
-5.8942,105.6274,188.7706
-5.9761,105.7562,211.6280
-5.9779,105.9245,232.6151
-5.9313,106.1649,252.5845
-5.8901,106.4174,271.8769
-5.7100,106.7365,282.5040
-5.6602,106.9669,302.2232
-6.0070,106.9833,343.5114
-5.7632,107.3152,354.0977
-5.7957,107.4969,379.4650
-5.8634,107.6683,407.3065
-5.4292,104.7761,114.6606
-5.3829,105.0178,118.0486
-5.4297,105.1703,141.5583
-5.4876,105.3290,165.5034
-5.5752,105.4831,190.5755
-5.7154,105.6049,218.3988
-5.7212,105.7959,237.9050
-5.6990,105.9965,259.5298
-5.6103,106.2571,279.1602
-5.5728,106.4893,301.7236
-5.4296,106.7821,318.6563
-5.4304,106.9827,344.2017
-5.4312,107.1832,369.8301
-5.4479,107.3757,396.2726
-5.4968,107.5510,424.3858
-5.6719,107.6708,458.3133
-5.1913,104.6067,110.0284
-5.1705,104.8239,115.5270
-5.1275,105.0921,121.7303
-5.1594,105.2536,150.5803
-5.2768,105.3208,188.6921
-5.3267,105.4999,215.6116
-5.3988,105.6638,242.8629
-5.3642,105.8947,263.9897
-5.3813,106.0853,290.0448
-5.3605,106.2978,314.9774
-5.2960,106.5393,338.2502
-5.2000,106.8000,360.9961
-5.2153,106.9909,390.0270
-5.2783,107.1553,421.5931
-5.3849,107.3014,454.8273
-5.5752,107.4039,490.7161
-5.5497,107.6299,518.2623
-5.0323,104.3684,118.2020
-4.8399,104.6984,103.1115
-4.8452,104.8930,114.6776
-5.0398,104.9582,155.5641
-5.0188,105.1746,177.8719
-5.0511,105.3368,211.1785
-5.1056,105.4949,244.2951
-5.1316,105.6921,274.1387
-5.1503,105.8972,303.3386
-5.1048,106.1362,328.4530
-5.0992,106.3417,355.6678
-5.0924,106.5455,383.9020
-5.0777,106.7543,412.7062
-5.1097,106.9359,444.0634
-5.2992,107.0225,482.8461
-5.6239,107.0419,527.0175
-5.5303,107.2967,552.9305
-4.9425,104.0640,132.9282
-4.9324,104.2818,147.6906
-4.7380,104.6365,136.6792
-4.7119,104.8501,145.0127
-4.8054,104.9948,171.7684
-4.8763,105.0972,205.5663
-4.9706,105.1478,247.2490
-4.9224,105.4371,274.5357
-4.9340,105.6615,310.8965
-4.9712,105.8725,348.2774
-5.0000,106.0786,381.4795
-4.9434,106.3212,409.5254
-4.9297,106.5316,439.5988
-4.9802,106.7071,471.8989
-5.0959,106.8464,506.5101
-4.8410,107.5783,585.2934
-4.7346,107.8342,607.3180
-4.7555,103.6979,122.0801
-4.7835,103.8677,138.4114
-4.8889,103.9571,166.1906
-4.8280,104.2148,175.8271
-4.6365,104.5788,169.2342
-4.5169,104.8460,170.1200
-4.5396,105.0505,190.4960
-4.8313,104.9551,241.6573
-4.7772,105.5849,351.5812
-4.8449,105.7853,398.8714
-4.8381,106.0317,435.7443
-4.8502,106.2457,470.3417
-4.7771,106.5004,499.9454
-4.7801,106.7046,530.5604
-4.5014,107.4515,604.7949
-4.6962,103.2878,133.1671
-4.5425,103.5373,126.8382
-4.6422,103.6708,149.4624
-4.7289,103.7790,173.7452
-4.6696,103.9817,183.9484
-4.5801,104.2507,191.5653
-4.5853,104.4779,207.3799
-4.6739,104.6345,227.7917
-4.8497,104.6586,257.7843
-4.6528,105.4988,396.3225
-4.6764,105.7332,446.4653
-4.6274,106.0142,485.0154
-4.6255,106.2398,521.7391
-4.3532,106.6294,543.2264
-4.3443,106.8323,572.5270
-4.4448,102.8214,136.6228
-4.4120,103.0796,138.7800
-4.4968,103.2674,154.6604
-4.5384,103.4809,167.8686
-4.5873,103.6566,183.2742
-4.5654,103.8019,194.8201
-4.5073,103.9952,205.5693
-4.5204,104.1606,224.4957
-4.5611,104.3434,244.9902
-4.7388,104.4304,273.8638
-4.3753,105.8239,487.3709
-4.1932,106.2062,521.1077
-3.9969,106.5594,550.3204
-4.2858,102.5009,147.4809
-4.1790,102.8464,143.9905
-4.2526,103.0084,164.8649
-4.2639,103.2480,178.8545
