lon,lat,depth,unc,Reference_,Location_T
-123.8585807,44.4344221,25.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-123.5017611,44.44154832,30.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-123.1530936,44.44414579,35.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.8832766,44.44360937,40.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.6919596,44.44423919,45.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.4956294,44.44242657,50.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-122.1797377,44.44173064,60.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.8384197,44.43877775,70.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.5161021,44.43963143,80.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-121.180016,44.42822782,90.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-120.8653511,44.42692809,100.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
-120.5271492,44.42958247,110.0,6,3.0,TELESEISMIC RECEIVER FUNCTION <2002 (v.4)
