lat,lon,depth
-37.7662,-68.5927,310.1603
-37.7591,-68.4070,323.1419
-37.7542,-68.2105,331.9947
-37.7500,-68.0076,339.7851
-37.7412,-67.8254,352.0850
-37.7331,-67.6406,363.3631
-37.7228,-67.4627,376.4682
-37.7146,-67.2821,387.5725
-37.7077,-67.0961,397.8111
-37.6957,-66.9309,412.7722
-37.6865,-66.7606,425.8972
-37.6825,-66.5768,435.3080
-37.6795,-66.3958,444.7844
-37.6764,-66.2180,455.3725
-37.6733,-66.0455,467.0146
-37.6704,-65.8784,479.7245
-37.6752,-65.6879,486.9461
-37.6808,-65.4968,494.3286
-37.6874,-65.3065,501.8380
-37.6921,-65.1269,512.3464
-37.7012,-64.9306,519.2148
-37.7100,-64.7377,527.1606
-37.7187,-64.5463,536.1995
-37.7292,-64.3482,543.3774
-37.7398,-64.1464,550.7144
-37.7504,-63.9441,558.0690
-37.7614,-63.7365,564.5293
-37.7715,-63.5341,572.9314
-37.7814,-63.3383,582.1528
-37.7916,-63.1211,587.6806
-37.8010,-62.9251,597.7991
-37.8102,-62.7155,605.0226
-37.8204,-62.5492,622.5518
-37.8471,-61.9435,651.6661
-37.8518,-61.7073,653.4558
-37.8559,-61.4776,656.9604
-37.8612,-61.2682,664.9633
-37.8651,-61.0534,671.8183
-37.8702,-60.8491,682.3272
-37.8772,-60.6648,697.3047
-37.5786,-68.9265,274.1738
-37.5725,-68.7437,287.6639
-37.5696,-68.5414,296.1068
-37.5612,-68.3601,309.8624
-37.5538,-68.1747,321.4069
-37.5488,-67.9759,329.9882
-37.5397,-67.7938,342.1382
-37.5346,-67.5992,350.4156
-37.5205,-67.4312,366.2597
-37.5098,-67.2574,379.1667
-37.4660,-65.8540,470.2469
-37.4713,-65.6641,477.5602
-37.4753,-65.4816,486.9303
-37.4826,-65.2920,494.5652
-37.4906,-65.1003,502.4119
-37.4967,-64.9215,513.1770
-37.5056,-64.7335,522.2283
-37.5178,-64.5248,527.7294
-37.5276,-64.3358,536.9654
-37.5379,-64.1431,546.3729
-37.5502,-63.9318,552.0780
-37.5611,-63.7332,560.6174
-37.5719,-63.5307,569.2380
-37.5827,-63.3305,577.7325
-37.5933,-63.1219,585.3468
-37.6034,-62.9169,593.7944
-37.6139,-62.7421,608.7099
-37.6242,-62.5410,618.9100
-37.6449,-62.1553,642.5612
-37.6510,-61.9179,644.7192
-37.6573,-61.6973,650.4373
-37.6620,-61.4706,655.0191
-37.6677,-61.2606,663.1229
-37.6730,-61.0523,671.9775
-37.6792,-60.8507,683.5131
-37.6877,-60.6684,699.5074
-37.3917,-68.6368,259.2704
-37.3883,-68.4458,269.3489
-37.3815,-68.2642,281.9072
-37.3675,-68.1033,299.9385
-37.3532,-67.9357,316.9180
-37.3425,-67.7569,329.8714
-37.3315,-67.5789,342.7888
-37.3214,-67.3978,354.6945
-37.2601,-65.8381,462.3666
-37.2648,-65.6529,470.7253
-37.2694,-65.4711,480.2213
-37.2806,-65.2695,485.2057
-37.2871,-65.0867,495.0872
-37.2964,-64.8954,503.2384
-37.3056,-64.7077,512.4885
-37.3146,-64.5213,522.8548
-37.3270,-64.3191,529.5210
-37.3383,-64.1221,538.2289
-37.3506,-63.9152,545.1030
