lat,lon,depth
-39.9975,-70.0405,247.3820
-39.9951,-69.8677,262.9252
-39.9934,-69.6616,272.8376
-39.9911,-69.4858,287.9934
-39.9885,-69.3075,302.9906
-39.9857,-69.1327,318.6821
-39.9833,-68.9480,332.2875
-39.9790,-68.7931,352.2341
-39.9737,-68.6495,374.8033
-39.9657,-68.5400,404.6927
-39.9594,-68.3914,427.0176
-39.9543,-68.2233,444.4052
-39.9501,-68.0422,458.8358
-39.9470,-67.8487,470.2775
-39.9451,-67.6469,478.6644
-39.9424,-67.4545,489.8677
-39.9403,-67.2616,499.9391
-39.9398,-67.0577,507.0886
-39.9397,-66.8541,514.1695
-39.9401,-66.6536,521.1404
-39.9406,-66.4554,529.0818
-39.9420,-66.2554,535.9989
-39.9444,-66.0523,541.9474
-39.9472,-65.8490,547.8953
-39.9505,-65.6467,553.8212
-39.9533,-65.4559,562.6219
-39.9578,-65.2495,567.6190
-39.9617,-65.0591,576.4253
-39.9660,-64.8684,585.2499
-39.9714,-64.6651,591.2357
-39.9766,-64.4704,599.1115
-39.9824,-64.2703,606.0643
-39.9884,-64.0622,611.0986
-39.9944,-63.8497,615.1775
-40.0003,-63.6434,621.1727
-40.0060,-63.4187,622.3408
-40.0113,-63.2000,625.4189
-40.0160,-62.9735,626.5355
-40.0204,-62.7546,629.5129
-40.0240,-62.5268,630.5431
-40.0281,-62.3228,637.2152
-40.0319,-62.1174,643.8457
-40.0362,-61.9227,653.2722
-40.0407,-61.7349,664.5422
-40.0442,-61.5347,672.8686
-40.0439,-61.2956,670.5027
-39.8129,-69.8523,261.5255
-39.8084,-69.6668,274.8970
-39.8042,-69.4816,288.0635
-39.8001,-69.2848,299.2297
-39.7962,-69.1106,314.7931
-39.7921,-68.9444,332.0233
-39.7851,-68.8463,364.0518
-39.7778,-68.7189,390.3409
-39.7708,-68.5694,411.7624
-39.7640,-68.4032,430.2827
-39.7592,-68.2100,441.9598
-39.7539,-68.0250,455.3895
-39.7504,-67.8199,463.9333
-39.7469,-67.6227,473.2143
-39.7438,-67.4229,482.4716
-39.7427,-67.2111,487.7497
-39.7407,-67.0158,496.7624
-39.7403,-66.8091,502.8631
-39.7404,-66.6054,508.8641
-39.7412,-66.4002,514.8896
-39.7425,-66.1970,520.8541
-39.7445,-65.9944,526.8119
-39.7462,-65.7994,534.6816
-39.7478,-65.6132,544.4430
-39.7507,-65.4190,552.3251
-39.7541,-65.2248,560.2220
-39.7586,-65.0230,566.2239
-39.7627,-64.8327,575.1043
-39.7673,-64.6416,584.0106
-39.7731,-64.4353,589.0996
-39.7787,-64.2354,596.1272
-39.7847,-64.0275,601.2400
-39.7906,-63.8231,607.3045
-39.7966,-63.6089,611.4798
-39.8023,-63.3920,614.6394
-39.8076,-63.1655,615.8974
-39.8125,-62.9467,619.0062
-39.8170,-62.7278,622.0649
-39.8215,-62.5227,628.9093
-39.8255,-62.3109,633.7428
-39.8294,-62.1053,640.4436
-39.8340,-61.9141,650.8905
-39.8383,-61.7225,661.2579
-39.8427,-61.5327,672.5183
-39.8426,-61.2931,670.2043
-39.6059,-69.4292,279.2758
-39.6024,-69.2429,292.0606
-39.5974,-69.3263,360.4826
-39.5897,-69.1877,384.2415
-39.5817,-69.0235,403.2210
-39.5752,-68.8196,413.5639
-39.5690,-68.6173,423.6653
-39.5634,-68.4087,432.6961
-39.5583,-68.2034,441.4579
-39.5535,-67.9985,450.0790
-39.5495,-67.7901,457.5917
-39.5460,-67.5857,464.9030
-39.5431,-67.3790,472.1917
-39.5415,-67.1681,477.4098
-39.5397,-66.9659,484.4724
-39.5403,-66.7485,487.6787
-39.5406,-66.5417,492.7030
-39.5398,-66.3488,501.5657
-39.5397,-66.1578,510.3819
-39.5402,-65.9674,519.2010
-39.5417,-65.7731,527.0864
-39.5435,-65.5835,535.9234
-39.5452,-65.4017,546.6920
-39.5487,-65.2080,554.6337
-39.5530,-65.0106,561.6397
-39.5575,-64.8168,569.6289
-39.5630,-64.6140,575.7528
-39.5681,-64.4240,584.7158
-39.5743,-64.2164,589.9238
-39.5804,-64.0126,596.0721
-39.5868,-63.8004,600.3226
-39.5931,-63.5822,603.6395
-39.5990,-63.3575,604.9860
-39.6046,-63.1467,610.1461
-39.6099,-62.9434,617.1575
-39.6148,-62.7242,620.3073
-39.6193,-62.5112,625.3288
-39.6238,-62.3069,632.1522
-39.6284,-62.1085,640.8429
-39.6325,-61.9057,648.4869
-39.6373,-61.7175,659.8731
-39.6422,-61.5310,672.1505
-39.6414,-61.2801,667.0062
-39.4046,-69.8551,217.2866
-39.4069,-69.7096,237.5367
-39.3991,-69.4072,379.3088
-39.3908,-69.2404,397.3862
-39.3829,-69.0358,407.8478
-39.3762,-68.8150,414.3153
-39.3692,-68.6130,424.3056
-39.3629,-68.4007,432.2839
-39.3565,-68.1999,441.8878
-39.3519,-67.9834,447.5733
-39.3485,-67.7600,451.1987
-39.3448,-67.5525,457.4746
-39.3422,-67.3390,462.7825
-39.3407,-67.1252,466.9812
-39.3385,-66.9239,473.9874
-39.3389,-66.7075,477.1480
-39.3376,-66.5128,484.9981
-39.3360,-66.3245,494.7921
-39.3351,-66.1379,504.5528
-39.3359,-65.9444,512.4240
-39.3369,-65.7545,521.2761
-39.3385,-65.5655,530.1405
-39.3401,-65.3844,540.9420
-39.3432,-65.1952,549.8815
-39.3473,-65.0023,557.8930
-39.3526,-64.8010,564.0478
-39.3574,-64.6105,573.0955
-39.3637,-64.4050,578.3381
-39.3698,-64.2056,585.5337
-39.3767,-63.9899,588.9255
-39.3834,-63.7737,592.3230
-39.3899,-63.5556,595.7408
-39.3960,-63.3387,599.0890
-39.4017,-63.1318,605.2996
-39.4072,-62.9246,611.4537
-39.4125,-62.7170,617.5574
-39.4175,-62.5075,623.6268
-39.4225,-62.3107,632.4452
-39.4272,-62.1082,640.2637
-39.4318,-61.9088,648.9415
-39.4366,-61.7165,659.4378
-39.4416,-61.5295,671.7769
-39.4413,-61.2815,667.6543
-39.2006,-69.8089,209.0367
-39.2018,-69.6311,222.5782
-39.2030,-69.4708,239.7575
-39.2073,-69.5920,368.1307
-39.1994,-69.4097,382.4316
-39.1915,-69.2032,391.9461
-39.1838,-68.9953,401.3037
-39.1761,-68.7925,411.3697
-39.1683,-68.5951,422.1660
-39.1614,-68.3834,430.0104
-39.1555,-68.1672,435.7030
-39.1500,-67.9557,442.2122
-39.1458,-67.7373,446.6711
-39.1429,-67.5191,449.9950
-39.1408,-67.2990,453.3078
-39.1396,-67.0825,456.4747
-39.1372,-66.8820,463.4169
-39.1350,-66.6854,471.2844
-39.1325,-66.4990,481.0014
-39.1306,-66.3115,490.7700
-39.1294,-66.1256,500.5189
