lon,lat,depth
28.386354,36.25,62.217953
27.740736,36.73,81.41246
27.6347,36.81,140.74759
27.356228,37.01,195.39722
26.861578,37.38,221.65646
26.345785,37.74,262.1547
25.65802,38.23,314.57104
25.250582,38.51,378.75223
25.059124,38.64,464.20795
30.75,37.242474,62.788006
30.78,37.332203,95.74376
30.77,37.305687,166.58633
30.78,37.348396,224.81924
30.83,37.55123,280.62277
30.94,37.981716,354.28516
31.05,38.414158,389.98843
31.15,38.801147,420.60156
31.29,39.37086,464.20795
31.37,39.666687,479.35504
31.49,40.12238,507.48096
32.87,35.156887,86.791275
32.84,35.38377,102.1146
32.8,35.70072,150.5109
32.7,36.560993,282.96164
32.66,36.923595,323.74683
32.58,37.536,372.237
32.52,38.058075,397.82162
32.46,38.534573,428.4755
32.33,39.578854,474.561
28.5,36.150997,52.14647
28.5,36.51354,61.67916
28.5,36.81186,78.2484
28.5,37.152603,104.24273
28.5,37.32301,116.06355
