lon,lat,depth
-156.2071,54.45323,7.5
-156.3299,54.58328,8.5
-156.4469,54.70848,10.0
-156.5646,54.83343,13.0
-156.6837,54.95842,14.5
-156.8034,55.08365,17.0
-160.0707,53.73107,8.5
-160.12778,53.84983,10.0
-160.18155,53.96047,13.0
-160.235,54.07026,16.0
-160.28942,54.18062,19.0
-160.34253,54.29071,21.0
-160.39685,54.4011,25.0
-160.45176,54.51127,28.0
-160.5062,54.62138,32.0
-160.56207,54.73237,36.0
-160.61747,54.84162,42.0
-161.00979,53.5327,8.5
-161.00943,53.57789,8.9
-161.00883,53.62255,10.0
-161.00813,53.66753,11.1
-161.00676,53.71254,11.1
-161.00512,53.75748,11.1
