lon,lat,depth,unc,etype,src
-79.8459,1.7802,5.5000,nan,AS,nan
-79.8253,1.7619,6.1000,nan,AS,nan
-79.8027,1.7419,6.6900,nan,AS,nan
-79.7839,1.7252,7.6500,nan,AS,nan
-79.7708,1.7136,8.4900,nan,AS,nan
-79.7539,1.6986,8.8400,nan,AS,nan
-79.7202,1.6686,9.4400,nan,AS,nan
-79.7070,1.6569,9.5600,nan,AS,nan
-79.6901,1.6419,10.2800,nan,AS,nan
-79.6676,1.6219,11.0000,nan,AS,nan
-79.6507,1.6069,11.2400,nan,AS,nan
-79.6376,1.5953,12.3100,nan,AS,nan
-79.6038,1.5653,12.3100,nan,AS,nan
-79.5719,1.5370,13.3900,nan,AS,nan
-79.5569,1.5237,14.1000,nan,AS,nan
-79.5381,1.5070,14.2200,nan,AS,nan
-79.5250,1.4953,15.1800,nan,AS,nan
-79.4912,1.4653,16.2600,nan,AS,nan
