lon,lat,depth,unc,etype,src
167.0900,-15.0380,92.2000,nan,ER,nan
166.0680,-15.7040,34.8000,nan,ER,nan
167.1880,-15.0500,45.2000,nan,ER,nan
167.7180,-16.4250,25.0000,nan,ER,nan
166.1410,-15.6110,26.4000,nan,ER,nan
166.2600,-15.9580,0.1000,nan,ER,nan
166.2090,-15.7910,35.0000,nan,ER,nan
167.0750,-15.0020,83.2000,nan,ER,nan
166.8850,-15.2920,25.0000,nan,ER,nan
167.3450,-15.4890,45.0000,nan,ER,nan
166.3190,-15.0180,59.8000,nan,ER,nan
167.1570,-16.4890,24.3000,nan,ER,nan
166.2430,-15.4100,32.8000,nan,ER,nan
167.5430,-15.9260,35.0000,nan,ER,nan
167.6590,-15.4190,93.3000,nan,ER,nan
167.7430,-15.8710,35.0000,nan,ER,nan
167.5960,-15.6960,25.0000,nan,ER,nan
167.1950,-16.4810,29.1000,nan,ER,nan
166.9160,-16.2440,5.0000,nan,ER,nan
167.6450,-15.8710,25.0000,nan,ER,nan
166.0890,-15.7770,47.0000,nan,ER,nan
167.0610,-16.1750,15.0000,nan,ER,nan
167.5510,-15.3260,28.5000,nan,ER,nan
166.9810,-15.1690,87.6000,nan,ER,nan
167.6760,-16.4060,35.8000,nan,ER,nan
166.2690,-15.3350,29.4000,nan,ER,nan
166.8500,-15.1400,23.7000,nan,ER,nan
166.8130,-16.3690,64.5000,nan,ER,nan
166.5970,-16.2930,15.0000,nan,ER,nan
166.5860,-16.3600,27.8000,nan,ER,nan
167.5580,-15.5520,25.0000,nan,ER,nan
167.6390,-16.0150,35.0000,nan,ER,nan
167.1750,-15.1180,75.4000,nan,ER,nan
167.1120,-15.1700,82.3000,nan,ER,nan
166.2480,-15.4150,34.1000,nan,ER,nan
166.6560,-15.5010,97.5000,nan,ER,nan
167.3210,-15.0170,5.0000,nan,ER,nan
167.3330,-15.2080,44.1000,nan,ER,nan
166.9550,-15.3840,83.5000,nan,ER,nan
167.0720,-15.4210,5.0000,nan,ER,nan
166.4530,-15.9710,25.0000,nan,ER,nan
167.2220,-15.9280,23.7000,nan,ER,nan
167.7450,-15.5240,99.5000,nan,ER,nan
167.3700,-15.9780,25.0000,nan,ER,nan
167.1650,-16.4650,29.9000,nan,ER,nan
166.9920,-15.2250,45.0000,nan,ER,nan
167.3690,-15.0750,99.8000,nan,ER,nan
166.8320,-16.4240,14.8000,nan,ER,nan
166.1870,-15.3520,29.9000,nan,ER,nan
167.4240,-16.0980,24.2000,nan,ER,nan
166.3920,-15.4540,33.2000,nan,ER,nan
167.2420,-15.7240,35.0000,nan,ER,nan
167.1800,-15.1460,85.8000,nan,ER,nan
167.4500,-16.1740,35.7000,nan,ER,nan
167.3660,-15.4480,94.9000,nan,ER,nan
167.1720,-15.0340,85.4000,nan,ER,nan
167.4000,-16.4140,18.6000,nan,ER,nan
167.2390,-15.5280,41.9000,nan,ER,nan
167.2000,-16.4700,28.4000,nan,ER,nan
167.4210,-16.1020,34.8000,nan,ER,nan
167.5610,-16.2140,84.0000,nan,ER,nan
166.6810,-15.2720,93.4000,nan,ER,nan
167.3640,-15.9170,45.0000,nan,ER,nan
166.9200,-15.3520,39.7000,nan,ER,nan
167.6470,-15.8640,16.7000,nan,ER,nan
166.4300,-15.5260,15.9000,nan,ER,nan
167.3100,-15.4530,96.2000,nan,ER,nan
167.0360,-15.7330,15.0000,nan,ER,nan
167.6320,-15.3940,98.9000,nan,ER,nan
167.0770,-15.3530,17.7000,nan,ER,nan
167.3440,-15.9640,39.1000,nan,ER,nan
167.2200,-15.7140,25.0000,nan,ER,nan
166.8570,-15.3350,25.0000,nan,ER,nan
166.3470,-15.7950,28.7000,nan,ER,nan
166.3560,-15.7890,24.9000,nan,ER,nan
167.2610,-15.7620,28.0000,nan,ER,nan
167.6320,-16.0160,34.0000,nan,ER,nan
167.6820,-15.6970,92.9000,nan,ER,nan
166.7860,-15.7300,35.0000,nan,ER,nan
167.3980,-15.9680,28.4000,nan,ER,nan
167.6220,-15.2640,88.6000,nan,ER,nan
167.2490,-15.7770,30.1000,nan,ER,nan
166.9860,-15.7790,25.0000,nan,ER,nan
167.1130,-15.7630,15.0000,nan,ER,nan
166.7540,-15.5500,33.6000,nan,ER,nan
167.1940,-15.0870,66.4000,nan,ER,nan
166.9350,-15.0680,25.0000,nan,ER,nan
166.2250,-15.2780,35.0000,nan,ER,nan
167.4270,-15.9830,38.8000,nan,ER,nan
167.5460,-16.0920,35.0000,nan,ER,nan
167.0770,-15.3630,25.0000,nan,ER,nan
166.2710,-15.1080,47.1000,nan,ER,nan
166.7910,-15.1670,27.7000,nan,ER,nan
167.3600,-15.4390,95.5000,nan,ER,nan
167.0010,-15.0370,66.9000,nan,ER,nan
167.1480,-15.2600,0.0000,nan,ER,nan
167.1720,-16.4720,30.6000,nan,ER,nan
166.6410,-15.4090,25.0000,nan,ER,nan
167.2020,-16.4770,28.5000,nan,ER,nan
167.1770,-16.4630,28.6000,nan,ER,nan
167.1770,-16.4570,29.2000,nan,ER,nan
167.3940,-16.4950,15.0000,nan,ER,nan
166.6410,-15.5110,27.3000,nan,ER,nan
166.7060,-15.7210,29.9000,nan,ER,nan
166.9970,-15.7750,5.0000,nan,ER,nan
167.1090,-15.3490,39.0000,nan,ER,nan
167.2400,-16.2480,49.6000,nan,ER,nan
166.8500,-15.3300,32.8000,nan,ER,nan
166.9130,-15.3540,32.9000,nan,ER,nan
167.4460,-15.8180,60.1000,nan,ER,nan
