lat,lon,depth
41.7981,-120.2735,366.6630
41.7987,-120.0694,385.4402
41.9998,-121.9693,133.3533
41.9997,-121.8403,156.5958
41.9995,-121.7288,183.0981
41.9993,-121.6248,211.5905
41.9990,-121.4767,238.3280
41.9993,-121.2347,257.5873
41.9992,-121.0464,280.4327
41.9992,-120.8468,302.0032
41.9992,-120.6444,322.8710
41.9992,-120.4296,342.1870
41.9990,-120.2744,366.7299
42.1947,-122.1517,120.0518
42.1968,-121.9836,135.3055
42.1983,-121.8568,158.2459
42.1995,-121.7378,183.8711
42.2012,-121.6072,210.1705
42.2032,-121.4425,235.2479
42.2018,-121.2372,257.3774
42.2005,-121.0223,278.1508
42.1999,-120.8994,306.4253
42.2001,-120.6704,325.1286
42.2006,-120.4792,346.7881
42.1998,-120.3385,373.0528
42.3980,-122.1456,119.6843
42.3984,-121.9904,136.4995
42.3988,-121.8981,162.1867
42.3994,-121.7641,186.1029
42.4001,-121.6074,210.1440
42.4007,-121.4259,233.6455
42.4004,-121.2394,257.1736
42.3998,-121.0764,282.4169
42.3993,-120.9268,308.5972
42.3993,-120.7469,331.9310
42.3995,-120.5293,351.3971
42.3989,-120.4033,379.3650
42.6021,-122.1727,123.0693
42.6013,-122.0064,138.0839
42.6004,-121.8990,162.1926
42.5994,-121.7653,186.1043
42.5984,-121.6266,211.5565
42.5979,-121.4094,232.2256
42.5978,-121.2763,260.0404
42.5981,-121.1042,284.6015
42.5981,-120.9457,310.0835
42.5979,-120.7822,334.9694
42.5978,-120.5798,356.0665
42.5976,-120.4523,384.1475
42.8034,-122.0998,113.2978
42.8042,-122.0629,143.1647
42.8016,-121.9517,166.4280
42.7993,-121.8027,188.8922
42.7969,-121.6470,212.9910
42.7946,-121.4826,238.0781
42.7959,-121.2947,261.6850
42.7972,-121.1052,284.7225
42.7976,-120.9387,309.4009
42.7970,-120.8011,336.5227
42.7963,-120.6223,360.0225
42.7967,-120.4694,385.8174
42.9995,-122.0741,143.5047
42.9991,-122.0050,170.6864
42.9990,-121.8757,194.5516
42.9990,-121.6950,216.5112
42.9987,-121.5386,242.5721
42.9988,-121.3485,266.2277
42.9987,-121.1591,289.1988
42.9986,-120.9663,311.6719
42.9982,-120.8542,341.0905
42.9982,-120.6325,360.8761
42.9980,-120.4865,387.4940
43.1933,-122.1946,125.1184
43.1952,-122.0724,143.9437
43.1974,-121.9710,167.9153
43.1990,-121.8762,194.6312
43.2012,-121.7134,217.9249
43.2036,-121.5402,242.3246
43.2020,-121.3876,268.8676
43.2002,-121.1969,292.0171
43.1995,-121.0204,316.0866
43.3970,-122.2155,128.1308
43.3976,-122.0713,144.3894
43.3983,-121.9706,168.1562
43.3990,-121.8765,194.7316
43.3998,-121.7410,220.0373
43.4005,-121.5782,244.9702
43.4000,-121.4267,271.5072
43.3993,-121.2084,292.6197
43.3990,-121.0139,315.2834
43.6025,-122.2162,128.1367
43.6015,-122.0644,143.6066
43.6004,-121.9973,170.4004
43.5990,-121.8780,194.7333
43.5977,-121.7336,219.3296
43.5969,-121.5436,242.1378
43.5969,-121.4016,269.3567
43.8065,-122.1966,125.1220
43.8040,-122.0514,141.5945
43.8016,-121.9747,167.9150
