lon,lat,depth,unc,etype,mag
-87.6325,11.2222,6.5000,6.6200,ER,nan
-87.6192,11.2478,3.5000,6.0700,ER,nan
-87.7780,11.3471,2.8000,193.4200,ER,nan
-87.1285,12.1235,65.0000,1.3600,ER,nan
-86.7408,12.2676,31.2400,0.9200,ER,nan
-87.6731,11.2970,2.7000,8.2900,ER,nan
-86.1967,11.4895,109.9600,1.4200,ER,nan
-87.4192,11.4568,20.9000,15.7300,ER,nan
-87.5072,11.6026,23.5000,10.1200,ER,nan
-86.9607,11.0560,17.9000,17.0200,ER,nan
-86.4030,10.4460,48.9000,2.5300,ER,nan
-86.9122,12.2697,96.6500,0.7200,ER,nan
-87.1809,11.4158,7.5000,146.2600,ER,nan
-87.6188,11.1365,56.4000,73.8700,ER,nan
-87.4034,11.3478,12.0000,155.5600,ER,nan
-85.9461,11.6056,89.8200,1.7600,ER,nan
-87.0865,11.1092,12.5000,11.9900,ER,nan
-87.2822,11.7687,17.5000,4.2400,ER,nan
-89.1836,12.2570,30.2000,10.9700,ER,nan
-87.4078,11.1148,4.2000,207.0700,ER,nan
-86.7322,11.1992,7.7000,12.6500,ER,nan
-86.4556,10.0445,111.6400,5.2300,ER,nan
-86.9157,10.6836,16.7000,11.7500,ER,nan
-86.5848,11.1080,2.3000,7.0800,ER,nan
-87.4234,12.8737,55.3000,4.5300,ER,nan
-87.9290,12.2167,10.7000,71.9800,ER,nan
-87.2808,11.6260,10.6000,27.4100,ER,nan
-87.4328,12.8238,14.5000,52.0800,ER,nan
-87.4978,11.6261,23.1000,10.5100,ER,nan
-86.0911,10.5227,29.6000,11.9800,ER,nan
-88.2106,12.3748,63.3600,2.5200,ER,nan
-87.5910,13.2920,19.6000,5.3800,ER,nan
-87.1750,11.5824,26.2000,10.6500,ER,nan
-86.7751,11.4056,37.8400,2.0800,ER,nan
-86.2772,10.4957,30.2000,67.2200,ER,nan
-86.4742,11.7767,116.2000,0.8700,ER,nan
-87.7763,11.9541,90.7000,3.1500,ER,nan
-87.6791,13.1523,28.2300,2.9100,ER,nan
-86.7133,10.7938,72.7300,2.8900,ER,nan
-86.3355,11.9440,33.1600,0.5700,ER,nan
-86.9439,12.7133,14.6000,16.5300,ER,nan
-87.4374,13.5302,4.7000,398.3000,ER,nan
-87.2753,13.0802,7.8000,37.4200,ER,nan
-87.0564,11.9456,52.6800,1.5200,ER,nan
-87.0975,10.9306,1.9000,9.9000,ER,nan
-87.8446,11.5962,17.7000,195.8900,ER,nan
-87.1193,11.6145,5.2000,8.3600,ER,nan
-86.7310,10.8660,19.9000,14.6000,ER,nan
-87.9967,11.9795,29.7000,8.6000,ER,nan
-86.5019,10.4488,114.9200,3.9400,ER,nan
-87.0875,11.8945,40.2000,54.0400,ER,nan
-88.0613,10.8728,97.8000,5.4100,ER,nan
