lon,lat,depth,unc,Reference_,Location_T
-126.950273,48.57235947,5.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-126.5696803,48.77229321,10.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-126.2708946,48.92246426,15.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-126.5770119,48.18401277,5.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-126.5380298,48.14006223,5.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-126.4365806,48.01868859,5.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-126.1272914,48.3803847,10.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.9481557,48.19934118,10.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.5318324,48.35879738,15.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.7658738,48.54570748,15.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.7962083,48.56491841,15.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.5303995,48.70853109,20.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.6212884,48.77046093,20.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.2115528,48.47979679,20.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.9977195,48.62136339,25.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.9409979,48.578475,25.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.8525752,48.92628384,35.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.5416088,48.91736884,40.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.7955226,49.03233375,40.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.2671387,48.41865072,30.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-125.0254723,48.84974734,30.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.5747199,49.05744369,45.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.7949784,49.15815241,45.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-124.7266376,49.23736284,50.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.7119705,48.49615387,40.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.9249442,48.61258952,40.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
-123.6022289,48.60273283,45.0,4,19.0,WIDE-ANGLE OLD (ACTIVE SOURCE) <2003 new
