lon,lat,depth,unc,etype,src
133.8850,30.9778,5.6700,nan,AS,nan
133.8240,31.0648,5.7800,nan,AS,nan
133.7170,31.2187,5.7800,nan,AS,nan
133.6820,31.2683,5.9900,nan,AS,nan
133.6540,31.3081,5.8800,nan,AS,nan
133.5900,31.3999,5.9900,nan,AS,nan
133.5040,31.5215,6.6300,nan,AS,nan
133.4110,31.6529,7.2700,nan,AS,nan
133.3450,31.7471,8.1300,nan,AS,nan
133.2390,31.8958,9.5200,nan,AS,nan
133.1050,32.0841,12.5100,nan,AS,nan
132.9790,32.2598,15.1900,nan,AS,nan
132.8490,32.4404,18.1800,nan,AS,nan
132.6950,32.6530,21.6000,nan,AS,nan
132.5820,32.8086,24.1700,nan,AS,nan
132.4210,33.0283,27.9100,nan,AS,nan
132.2090,33.3168,32.9400,nan,AS,nan
132.1430,33.4054,34.5500,nan,AS,nan
