lon,lat,depth,unc,etype,src
-81.7669,-3.3399,5.0000,nan,AS,nan
-81.7503,-3.3391,5.0700,nan,AS,nan
-81.7440,-3.3388,5.2100,nan,AS,nan
-81.7304,-3.3382,5.2900,nan,AS,nan
-81.7198,-3.3377,5.4300,nan,AS,nan
-81.7105,-3.3373,5.4500,nan,AS,nan
-81.6992,-3.3367,5.5300,nan,AS,nan
-81.6909,-3.3363,5.6500,nan,AS,nan
-81.6780,-3.3358,5.6700,nan,AS,nan
-81.6654,-3.3352,5.8400,nan,AS,nan
-81.6551,-3.3347,5.8100,nan,AS,nan
-81.6482,-3.3344,5.9800,nan,AS,nan
-81.6419,-3.3341,6.1300,nan,AS,nan
-81.6316,-3.3336,6.3900,nan,AS,nan
-81.6259,-3.3333,6.2900,nan,AS,nan
-81.6153,-3.3329,6.2000,nan,AS,nan
-81.6004,-3.3322,6.3400,nan,AS,nan
-81.5878,-3.3316,6.5800,nan,AS,nan
-81.5772,-3.3311,6.9400,nan,AS,nan
-81.5649,-3.3305,6.8900,nan,AS,nan
-81.5513,-3.3299,6.8700,nan,AS,nan
-81.5420,-3.3295,6.8500,nan,AS,nan
-81.5344,-3.3291,6.8900,nan,AS,nan
-81.5228,-3.3286,7.1100,nan,AS,nan
-81.5122,-3.3281,7.1600,nan,AS,nan
-81.5022,-3.3276,7.3300,nan,AS,nan
-81.4896,-3.3270,7.4200,nan,AS,nan
-81.4764,-3.3264,7.4000,nan,AS,nan
