lon,lat,depth,unc,etype,src
122.4900,22.2035,5.4000,nan,AS,nan
122.4900,22.2734,5.9200,nan,AS,nan
122.4890,22.3377,5.1500,nan,AS,nan
122.4890,22.4108,5.5300,nan,AS,nan
122.4890,22.4655,5.9200,nan,AS,nan
122.4890,22.5174,5.5300,nan,AS,nan
122.4890,22.5997,5.7900,nan,AS,nan
122.4880,22.6699,5.6600,nan,AS,nan
122.4880,22.7337,6.5600,nan,AS,nan
122.4880,22.8068,6.8200,nan,AS,nan
122.4880,22.8708,6.9500,nan,AS,nan
122.4870,22.9531,7.3300,nan,AS,nan
122.4870,23.0595,8.4900,nan,AS,nan
122.4870,23.1874,9.2600,nan,AS,nan
122.4860,23.2543,10.2900,nan,AS,nan
122.4860,23.3488,10.5500,nan,AS,nan
122.4860,23.5072,11.3200,nan,AS,nan
122.4850,23.6259,12.4800,nan,AS,nan
122.4850,23.7416,13.3800,nan,AS,nan
122.4840,23.8632,15.1800,nan,AS,nan
122.4840,23.9454,15.8300,nan,AS,nan
122.4840,24.0150,18.9200,nan,AS,nan
